,NeuralAgent_Student17_200mAgent_rng,Student17_200mAgent
0,0.99,1.04
1,0.7,2.2
2,0.74,2.04
3,0.745,2.02
4,0.775,1.9
5,0.785,1.86
6,0.74,2.04
7,0.755,1.98
8,0.745,2.02
9,0.76,1.96
10,0.72,2.12
11,0.735,2.06
12,0.735,2.06
13,0.69,2.24
14,0.66,2.36
15,0.645,2.42
16,0.64,2.44
17,0.59,2.64
18,0.555,2.78
19,0.505,2.98
20,0.52,2.92
21,0.475,3.1
22,0.47,3.12
23,0.495,3.02
24,0.495,3.02
25,0.49,3.04
26,0.505,2.98
27,0.505,2.98
28,0.5,3.0
29,0.48,3.08
30,0.505,2.98
31,0.51,2.96
32,0.5,3.0
33,0.515,2.94
34,0.505,2.98
35,0.505,2.98
36,0.51,2.96
37,0.495,3.02
38,0.49,3.04
39,0.485,3.06
40,0.48,3.08
41,0.49,3.04
42,0.515,2.94
43,0.495,3.02
44,0.515,2.94
45,0.5,3.0
46,0.545,2.82
47,0.54,2.84
48,0.52,2.92
49,0.595,2.62
50,0.52,2.92
51,0.535,2.86
52,0.585,2.66
53,0.5,3.0
54,0.53,2.88
55,0.535,2.86
56,0.54,2.84
57,0.535,2.86
58,0.535,2.86
59,0.57,2.72
60,0.525,2.9
61,0.52,2.92
62,0.52,2.92
63,0.52,2.92
64,0.5,3.0
65,0.53,2.88
66,0.555,2.78
67,0.52,2.92
68,0.535,2.86
69,0.56,2.76
70,0.55,2.8
71,0.59,2.64
72,0.605,2.58
73,0.545,2.82
74,0.56,2.76
75,0.53,2.88
76,0.525,2.9
77,0.605,2.58
78,0.525,2.9
79,0.54,2.84
80,0.55,2.8
81,0.565,2.74
82,0.545,2.82
83,0.545,2.82
84,0.54,2.84
85,0.56,2.76
86,0.63,2.48
87,0.545,2.82
88,0.545,2.82
89,0.645,2.42
90,0.575,2.7
91,0.61,2.56
92,0.54,2.84
93,0.64,2.44
94,0.57,2.72
95,0.55,2.8
96,0.62,2.52
97,0.56,2.76
98,0.505,2.98
99,0.55,2.8
100,0.53,2.88
101,0.54,2.84
102,0.585,2.66
103,0.605,2.58
104,0.695,2.22
105,0.55,2.8
106,0.69,2.24
107,0.585,2.66
108,0.76,1.96
109,0.755,1.98
110,0.75,2.0
111,0.6,2.6
112,0.625,2.5
113,0.56,2.76
114,0.54,2.84
115,0.555,2.78
116,0.585,2.66
117,0.58,2.68
118,0.63,2.48
119,0.595,2.62
120,0.67,2.32
121,0.845,1.62
122,0.5,3.0
123,0.595,2.62
124,0.91,1.36
125,0.89,1.44
126,0.89,1.44
127,0.895,1.42
128,0.91,1.36
129,0.855,1.58
130,0.895,1.42
131,0.91,1.36
132,0.9,1.4
133,0.915,1.34
134,0.885,1.46
135,0.9,1.4
136,0.885,1.46
137,0.895,1.42
138,0.895,1.42
139,0.905,1.38
140,0.885,1.46
141,0.895,1.42
142,0.89,1.44
143,0.88,1.48
144,0.89,1.44
145,0.915,1.34
146,0.905,1.38
147,0.885,1.46
148,0.9,1.4
149,0.88,1.48
150,0.885,1.46
151,0.885,1.46
152,0.905,1.38
153,0.895,1.42
154,0.89,1.44
155,0.88,1.48
156,0.905,1.38
157,0.895,1.42
158,0.895,1.42
159,0.915,1.34
160,0.89,1.44
161,0.905,1.38
162,0.91,1.36
163,0.895,1.42
164,0.89,1.44
165,0.895,1.42
166,0.9,1.4
167,0.895,1.42
168,0.91,1.36
169,0.89,1.44
170,0.91,1.36
171,0.89,1.44
172,0.895,1.42
173,0.91,1.36
174,0.905,1.38
175,0.885,1.46
176,0.89,1.44
177,0.885,1.46
178,0.895,1.42
179,0.89,1.44
180,0.885,1.46
181,0.89,1.44
182,0.88,1.48
183,0.885,1.46
184,0.895,1.42
185,0.88,1.48
186,0.905,1.38
187,0.885,1.46
188,0.905,1.38
189,0.885,1.46
190,0.875,1.5
191,0.9,1.4
192,0.89,1.44
193,0.875,1.5
194,0.89,1.44
195,0.88,1.48
196,0.895,1.42
197,0.895,1.42
198,0.9,1.4
199,0.905,1.38
200,0.89,1.44
201,0.89,1.44
202,0.89,1.44
203,0.88,1.48
204,0.895,1.42
205,0.885,1.46
206,0.88,1.48
207,0.885,1.46
208,0.88,1.48
209,0.885,1.46
210,0.9,1.4
211,0.89,1.44
212,0.9,1.4
213,0.9,1.4
214,0.895,1.42
215,0.89,1.44
216,0.88,1.48
217,0.89,1.44
218,0.885,1.46
219,0.895,1.42
220,0.9,1.4
221,0.885,1.46
222,0.895,1.42
223,0.895,1.42
224,0.895,1.42
225,0.885,1.46
226,0.905,1.38
227,0.91,1.36
228,0.895,1.42
229,0.885,1.46
230,0.895,1.42
231,0.9,1.4
232,0.88,1.48
233,0.905,1.38
234,0.895,1.42
235,0.915,1.34
236,0.91,1.36
237,0.905,1.38
238,0.9,1.4
239,0.92,1.32
240,0.93,1.28
241,0.935,1.26
242,0.925,1.3
243,0.91,1.36
244,0.91,1.36
245,0.92,1.32
246,0.925,1.3
247,0.925,1.3
248,0.92,1.32
249,0.95,1.2
250,0.925,1.3
251,0.955,1.18
252,0.915,1.34
253,0.93,1.28
254,0.94,1.24
255,0.925,1.3
256,0.955,1.18
257,0.915,1.34
258,0.96,1.16
259,0.95,1.2
260,0.955,1.18
261,0.96,1.16
262,0.955,1.18
263,0.96,1.16
264,0.99,1.04
265,0.965,1.14
266,0.975,1.1
267,0.98,1.08
268,0.995,1.02
269,0.995,1.02
270,0.99,1.04
271,0.995,1.02
272,0.98,1.08
273,0.995,1.02
274,0.99,1.04
275,0.99,1.04
276,1.0,1.0
277,1.0,1.0
278,0.995,1.02
279,0.995,1.02
280,0.99,1.04
281,1.0,1.0
282,1.0,1.0
283,1.0,1.0
284,1.0,1.0
285,0.995,1.02
286,1.0,1.0
287,1.0,1.0
288,1.0,1.0
289,1.0,1.0
290,1.0,1.0
291,1.0,1.0
292,1.0,1.0
293,1.0,1.0
294,1.0,1.0
295,1.0,1.0
296,1.0,1.0
297,1.0,1.0
298,1.0,1.0
299,1.0,1.0
300,1.0,1.0
301,0.995,1.02
302,1.0,1.0
303,1.0,1.0
304,1.0,1.0
305,1.0,1.0
306,1.0,1.0
307,0.995,1.02
308,1.0,1.0
309,1.0,1.0
310,0.995,1.02
311,1.0,1.0
312,1.0,1.0
313,1.0,1.0
314,1.0,1.0
315,1.0,1.0
316,1.0,1.0
317,1.0,1.0
318,1.0,1.0
319,1.0,1.0
320,1.0,1.0
321,1.0,1.0
322,1.0,1.0
323,1.0,1.0
324,1.0,1.0
325,1.0,1.0
326,1.0,1.0
327,1.0,1.0
328,1.0,1.0
329,1.0,1.0
330,1.0,1.0
331,0.995,1.02
332,1.0,1.0
333,1.0,1.0
334,1.0,1.0
335,1.0,1.0
336,1.0,1.0
337,1.0,1.0
338,1.0,1.0
339,1.0,1.0
340,1.0,1.0
341,1.0,1.0
342,0.995,1.02
343,0.995,1.02
344,1.0,1.0
345,0.995,1.02
346,1.0,1.0
347,1.0,1.0
348,1.0,1.0
349,1.0,1.0
350,1.0,1.0
351,1.0,1.0
352,1.0,1.0
353,1.0,1.0
354,1.0,1.0
355,1.0,1.0
356,0.995,1.02
357,1.0,1.0
358,1.0,1.0
359,1.0,1.0
360,1.0,1.0
361,1.0,1.0
362,1.0,1.0
363,1.0,1.0
364,0.995,1.02
365,1.0,1.0
366,1.0,1.0
367,1.0,1.0
368,1.0,1.0
369,0.995,1.02
370,1.0,1.0
371,1.0,1.0
372,1.0,1.0
373,1.0,1.0
374,1.0,1.0
375,1.0,1.0
376,1.0,1.0
377,1.0,1.0
378,1.0,1.0
379,1.0,1.0
380,1.0,1.0
381,1.0,1.0
382,1.0,1.0
383,0.995,1.02
384,1.0,1.0
385,0.995,1.02
386,1.0,1.0
387,1.0,1.0
388,1.0,1.0
389,0.995,1.02
390,0.995,1.02
391,0.99,1.04
392,1.0,1.0
393,1.0,1.0
394,1.0,1.0
395,1.0,1.0
396,1.0,1.0
397,1.0,1.0
398,0.995,1.02
399,0.995,1.02
400,1.0,1.0
401,0.985,1.06
402,0.995,1.02
403,1.0,1.0
404,1.0,1.0
405,0.995,1.02
406,1.0,1.0
407,1.0,1.0
408,1.0,1.0
409,0.995,1.02
410,1.0,1.0
411,1.0,1.0
412,1.0,1.0
413,1.0,1.0
414,1.0,1.0
415,1.0,1.0
416,1.0,1.0
417,0.99,1.04
418,1.0,1.0
419,0.995,1.02
420,1.0,1.0
421,1.0,1.0
422,1.0,1.0
423,1.0,1.0
424,1.0,1.0
425,1.0,1.0
426,1.0,1.0
427,1.0,1.0
428,1.0,1.0
429,1.0,1.0
430,1.0,1.0
431,0.995,1.02
432,1.0,1.0
433,1.0,1.0
434,1.0,1.0
435,1.0,1.0
436,0.995,1.02
437,1.0,1.0
438,1.0,1.0
439,0.995,1.02
440,1.0,1.0
441,1.0,1.0
442,1.0,1.0
443,1.0,1.0
444,1.0,1.0
445,1.0,1.0
446,1.0,1.0
447,1.0,1.0
448,1.0,1.0
449,1.0,1.0
450,1.0,1.0
451,1.0,1.0
452,1.0,1.0
453,1.0,1.0
454,1.0,1.0
455,1.0,1.0
456,1.0,1.0
457,1.0,1.0
458,1.0,1.0
459,1.0,1.0
460,0.995,1.02
461,1.0,1.0
462,1.0,1.0
463,1.0,1.0
464,1.0,1.0
465,1.0,1.0
466,1.0,1.0
467,1.0,1.0
468,1.0,1.0
469,1.0,1.0
470,1.0,1.0
471,1.0,1.0
472,1.0,1.0
473,1.0,1.0
474,1.0,1.0
475,1.0,1.0
476,1.0,1.0
477,1.0,1.0
478,1.0,1.0
479,0.995,1.02
480,1.0,1.0
481,1.0,1.0
482,1.0,1.0
483,1.0,1.0
484,1.0,1.0
485,1.0,1.0
486,1.0,1.0
487,1.0,1.0
488,1.0,1.0
489,1.0,1.0
490,1.0,1.0
491,1.0,1.0
492,1.0,1.0
493,1.0,1.0
494,1.0,1.0
495,1.0,1.0
496,0.995,1.02
497,1.0,1.0
498,1.0,1.0
499,1.0,1.0
500,1.0,1.0
501,1.0,1.0
502,0.99,1.04
503,1.0,1.0
504,1.0,1.0
505,1.0,1.0
506,1.0,1.0
507,0.995,1.02
508,1.0,1.0
509,1.0,1.0
510,1.0,1.0
511,1.0,1.0
512,1.0,1.0
513,1.0,1.0
514,1.0,1.0
515,1.0,1.0
516,1.0,1.0
517,1.0,1.0
518,1.0,1.0
519,1.0,1.0
520,1.0,1.0
521,1.0,1.0
522,1.0,1.0
523,1.0,1.0
524,1.0,1.0
525,1.0,1.0
526,1.0,1.0
527,1.0,1.0
528,1.0,1.0
529,0.995,1.02
530,1.0,1.0
531,1.0,1.0
532,1.0,1.0
533,1.0,1.0
534,0.995,1.02
535,1.0,1.0
536,1.0,1.0
537,1.0,1.0
538,0.995,1.02
539,1.0,1.0
540,1.0,1.0
541,1.0,1.0
542,1.0,1.0
543,1.0,1.0
544,1.0,1.0
545,1.0,1.0
546,1.0,1.0
547,1.0,1.0
548,1.0,1.0
549,1.0,1.0
550,1.0,1.0
551,1.0,1.0
552,1.0,1.0
553,0.995,1.02
554,1.0,1.0
555,1.0,1.0
556,1.0,1.0
557,1.0,1.0
558,1.0,1.0
559,0.995,1.02
560,0.995,1.02
561,1.0,1.0
562,1.0,1.0
563,1.0,1.0
564,1.0,1.0
565,1.0,1.0
566,1.0,1.0
567,1.0,1.0
568,1.0,1.0
569,1.0,1.0
570,0.995,1.02
571,1.0,1.0
572,1.0,1.0
573,0.99,1.04
574,1.0,1.0
575,1.0,1.0
576,1.0,1.0
577,1.0,1.0
578,1.0,1.0
579,1.0,1.0
580,1.0,1.0
581,1.0,1.0
582,0.995,1.02
583,1.0,1.0
584,1.0,1.0
585,1.0,1.0
586,1.0,1.0
587,1.0,1.0
588,1.0,1.0
589,1.0,1.0
590,1.0,1.0
591,1.0,1.0
592,1.0,1.0
593,1.0,1.0
594,1.0,1.0
595,1.0,1.0
596,0.995,1.02
597,1.0,1.0
598,1.0,1.0
599,1.0,1.0
600,1.0,1.0
601,1.0,1.0
602,1.0,1.0
603,1.0,1.0
604,0.995,1.02
605,1.0,1.0
606,1.0,1.0
607,0.995,1.02
608,0.995,1.02
609,1.0,1.0
610,1.0,1.0
611,1.0,1.0
612,1.0,1.0
613,1.0,1.0
614,1.0,1.0
615,1.0,1.0
616,1.0,1.0
617,1.0,1.0
618,1.0,1.0
619,1.0,1.0
620,1.0,1.0
621,1.0,1.0
622,1.0,1.0
623,1.0,1.0
624,1.0,1.0
625,1.0,1.0
626,1.0,1.0
627,1.0,1.0
628,1.0,1.0
629,1.0,1.0
630,1.0,1.0
631,1.0,1.0
632,1.0,1.0
633,1.0,1.0
634,1.0,1.0
635,0.995,1.02
636,1.0,1.0
637,1.0,1.0
638,1.0,1.0
639,1.0,1.0
640,1.0,1.0
641,1.0,1.0
642,1.0,1.0
643,1.0,1.0
644,1.0,1.0
645,1.0,1.0
646,1.0,1.0
647,1.0,1.0
648,1.0,1.0
649,1.0,1.0
650,1.0,1.0
651,1.0,1.0
652,1.0,1.0
653,1.0,1.0
654,1.0,1.0
655,1.0,1.0
656,1.0,1.0
657,1.0,1.0
658,1.0,1.0
659,1.0,1.0
660,1.0,1.0
661,0.995,1.02
662,1.0,1.0
663,1.0,1.0
664,1.0,1.0
665,1.0,1.0
666,1.0,1.0
667,1.0,1.0
668,1.0,1.0
669,1.0,1.0
670,1.0,1.0
671,1.0,1.0
672,1.0,1.0
673,1.0,1.0
674,1.0,1.0
675,1.0,1.0
676,1.0,1.0
677,1.0,1.0
678,1.0,1.0
679,1.0,1.0
680,1.0,1.0
681,1.0,1.0
682,1.0,1.0
683,1.0,1.0
684,1.0,1.0
685,1.0,1.0
686,1.0,1.0
