,NeuralAgentOpMe_Student13_200cAgent_rng,Student13_200cAgent
1357,0.095,4.895
1358,0.12,4.845
1359,0.115,4.89
1360,0.14,4.79
1361,0.105,4.88
1362,0.115,4.815
1363,0.13,4.805
1364,0.1,4.9
1365,0.12,4.845
1366,0.075,4.95
1367,0.105,4.855
1368,0.12,4.845
1369,0.105,4.88
1370,0.12,4.82
1371,0.135,4.835
1372,0.13,4.805
1373,0.135,4.81
1374,0.115,4.865
1375,0.105,4.905
1376,0.11,4.86
1377,0.13,4.83
1378,0.13,4.855
1379,0.1,4.9
1380,0.145,4.77
1381,0.145,4.77
1382,0.125,4.825
1383,0.1,4.9
1384,0.09,4.915
1385,0.11,4.86
1386,0.145,4.795
1387,0.075,4.95
1388,0.135,4.785
1389,0.095,4.92
1390,0.14,4.815
1391,0.105,4.905
1392,0.135,4.785
1393,0.125,4.85
1394,0.115,4.865
1395,0.12,4.845
1396,0.145,4.77
1397,0.135,4.81
1398,0.12,4.845
1399,0.13,4.83
1400,0.14,4.765
1401,0.09,4.915
1402,0.105,4.88
1403,0.12,4.87
1404,0.135,4.785
1405,0.125,4.85
1406,0.09,4.915
1407,0.12,4.845
1408,0.115,4.89
1409,0.125,4.825
1410,0.11,4.86
1411,0.105,4.88
1412,0.105,4.905
1413,0.12,4.845
1414,0.115,4.84
1415,0.11,4.885
1416,0.12,4.845
1417,0.14,4.765
1418,0.095,4.92
1419,0.115,4.865
1420,0.125,4.825
1421,0.125,4.85
1422,0.135,4.81
1423,0.14,4.79
1424,0.15,4.775
1425,0.105,4.88
1426,0.11,4.86
1427,0.13,4.83
1428,0.13,4.805
1429,0.125,4.8
1430,0.13,4.805
1431,0.09,4.89
1432,0.095,4.92
1433,0.115,4.865
1434,0.125,4.85
1435,0.115,4.84
1436,0.13,4.83
1437,0.11,4.885
1438,0.15,4.75
1439,0.135,4.81
1440,0.145,4.77
1441,0.12,4.845
1442,0.12,4.82
1443,0.11,4.885
1444,0.13,4.83
1445,0.13,4.83
1446,0.12,4.87
1447,0.11,4.885
1448,0.095,4.92
1449,0.12,4.845
1450,0.12,4.87
1451,0.11,4.885
1452,0.095,4.92
1453,0.105,4.855
1454,0.1,4.875
1455,0.095,4.92
1456,0.115,4.865
1457,0.12,4.82
1458,0.115,4.89
1459,0.12,4.845
1460,0.125,4.85
1461,0.115,4.815
1462,0.11,4.86
1463,0.125,4.825
1464,0.135,4.81
1465,0.115,4.89
1466,0.16,4.735
1467,0.155,4.755
1468,0.115,4.865
1469,0.115,4.865
1470,0.135,4.81
1471,0.11,4.86
1472,0.105,4.88
1473,0.13,4.83
1474,0.15,4.75
1475,0.13,4.805
1476,0.11,4.885
1477,0.11,4.835
1478,0.13,4.78
1479,0.095,4.895
1480,0.13,4.83
1481,0.135,4.81
1482,0.09,4.915
1483,0.135,4.835
1484,0.115,4.89
1485,0.135,4.785
1486,0.1,4.875
1487,0.125,4.85
1488,0.135,4.785
1489,0.11,4.86
1490,0.105,4.905
1491,0.14,4.765
1492,0.125,4.8
1493,0.115,4.865
1494,0.125,4.825
1495,0.12,4.845
1496,0.095,4.895
1497,0.11,4.86
1498,0.14,4.815
1499,0.115,4.865
1500,0.14,4.815
1501,0.145,4.795
1502,0.095,4.92
1503,0.135,4.81
1504,0.13,4.83
1505,0.09,4.915
1506,0.135,4.785
1507,0.13,4.83
1508,0.14,4.79
1509,0.11,4.86
1510,0.13,4.805
1511,0.12,4.795
1512,0.115,4.865
1513,0.13,4.805
1514,0.11,4.86
1515,0.135,4.81
1516,0.13,4.805
1517,0.1,4.9
1518,0.125,4.825
1519,0.12,4.845
1520,0.145,4.77
1521,0.12,4.845
1522,0.12,4.845
1523,0.115,4.865
1524,0.085,4.935
1525,0.13,4.805
1526,0.12,4.82
1527,0.11,4.885
1528,0.125,4.825
1529,0.135,4.81
1530,0.135,4.81
1531,0.095,4.92
1532,0.12,4.845
1533,0.11,4.885
1534,0.125,4.825
1535,0.125,4.825
1536,0.135,4.785
1537,0.12,4.82
1538,0.11,4.835
1539,0.115,4.865
1540,0.115,4.865
1541,0.15,4.75
1542,0.115,4.84
1543,0.085,4.91
1544,0.115,4.84
1545,0.11,4.86
1546,0.1,4.9
1547,0.14,4.765
1548,0.13,4.83
1549,0.105,4.88
1550,0.125,4.85
1551,0.12,4.87
1552,0.1,4.875
1553,0.12,4.845
1554,0.13,4.805
1555,0.145,4.795
1556,0.09,4.915
1557,0.125,4.85
1558,0.105,4.88
1559,0.095,4.895
1560,0.12,4.845
1561,0.14,4.765
1562,0.1,4.9
1563,0.085,4.91
1564,0.13,4.805
1565,0.115,4.865
1566,0.14,4.765
1567,0.12,4.87
1568,0.135,4.81
1569,0.095,4.92
1570,0.13,4.805
1571,0.145,4.77
1572,0.125,4.8
1573,0.12,4.87
1574,0.105,4.88
1575,0.095,4.87
1576,0.125,4.85
1577,0.105,4.905
1578,0.145,4.77
1579,0.135,4.785
1580,0.11,4.835
1581,0.135,4.785
1582,0.12,4.845
1583,0.105,4.88
1584,0.145,4.77
1585,0.115,4.865
1586,0.115,4.865
1587,0.115,4.865
1588,0.125,4.85
1589,0.13,4.83
1590,0.145,4.77
1591,0.125,4.85
1592,0.14,4.79
1593,0.115,4.865
1594,0.09,4.915
1595,0.135,4.785
1596,0.14,4.765
1597,0.115,4.865
1598,0.13,4.83
1599,0.15,4.775
1600,0.125,4.825
1601,0.145,4.795
1602,0.155,4.755
1603,0.115,4.84
1604,0.105,4.83
1605,0.1,4.9
1606,0.115,4.865
1607,0.135,4.81
1608,0.11,4.885
1609,0.135,4.785
1610,0.13,4.83
1611,0.135,4.785
1612,0.135,4.81
1613,0.11,4.86
1614,0.09,4.915
1615,0.12,4.845
1616,0.12,4.795
1617,0.12,4.845
1618,0.14,4.815
1619,0.1,4.875
1620,0.12,4.845
1621,0.155,4.755
1622,0.105,4.88
1623,0.11,4.885
1624,0.135,4.785
1625,0.105,4.905
1626,0.125,4.825
1627,0.14,4.79
1628,0.09,4.89
1629,0.135,4.81
1630,0.11,4.86
1631,0.145,4.795
1632,0.135,4.81
1633,0.14,4.79
1634,0.13,4.83
1635,0.12,4.845
1636,0.13,4.78
1637,0.12,4.845
1638,0.145,4.77
1639,0.1,4.9
1640,0.11,4.86
1641,0.12,4.82
1642,0.14,4.79
1643,0.1,4.9
1644,0.09,4.915
1645,0.115,4.865
1646,0.145,4.72
1647,0.11,4.86
1648,0.135,4.81
1649,0.115,4.84
1650,0.15,4.75
1651,0.085,4.935
1652,0.11,4.885
1653,0.15,4.725
1654,0.145,4.77
1655,0.13,4.805
1656,0.13,4.83
1657,0.105,4.905
1658,0.11,4.885
1659,0.145,4.77
1660,0.13,4.805
1661,0.145,4.77
1662,0.125,4.825
1663,0.12,4.87
1664,0.11,4.835
1665,0.12,4.82
1666,0.125,4.85
1667,0.125,4.85
1668,0.145,4.77
1669,0.13,4.78
1670,0.14,4.765
1671,0.11,4.885
1672,0.13,4.83
1673,0.075,4.95
1674,0.12,4.845
1675,0.125,4.825
1676,0.115,4.865
1677,0.1,4.9
1678,0.125,4.8
1679,0.13,4.78
1680,0.085,4.91
1681,0.095,4.895
1682,0.135,4.835
1683,0.115,4.84
1684,0.115,4.84
1685,0.085,4.91
1686,0.16,4.735
1687,0.12,4.82
1688,0.15,4.775
1689,0.095,4.895
1690,0.11,4.86
1691,0.14,4.79
1692,0.135,4.81
1693,0.13,4.83
1694,0.125,4.825
1695,0.115,4.815
1696,0.12,4.845
1697,0.105,4.905
1698,0.13,4.805
1699,0.115,4.84
1700,0.075,4.95
1701,0.135,4.785
1702,0.15,4.775
1703,0.105,4.88
1704,0.105,4.88
1705,0.14,4.765
1706,0.125,4.825
1707,0.11,4.885
1708,0.105,4.88
1709,0.085,4.935
1710,0.115,4.815
1711,0.145,4.77
1712,0.135,4.835
1713,0.135,4.835
1714,0.12,4.845
1715,0.12,4.845
1716,0.105,4.88
1717,0.115,4.865
1718,0.105,4.905
1719,0.085,4.935
1720,0.115,4.865
1721,0.095,4.895
1722,0.13,4.855
1723,0.08,4.93
1724,0.12,4.87
1725,0.12,4.845
1726,0.13,4.83
1727,0.13,4.83
1728,0.145,4.795
1729,0.145,4.795
1730,0.1,4.875
1731,0.11,4.86
1732,0.12,4.82
1733,0.15,4.75
1734,0.135,4.785
1735,0.14,4.79
1736,0.115,4.865
1737,0.125,4.825
1738,0.13,4.805
1739,0.14,4.815
1740,0.125,4.825
1741,0.1,4.9
1742,0.11,4.885
1743,0.095,4.895
1744,0.15,4.75
1745,0.085,4.935
1746,0.155,4.755
1747,0.135,4.76
1748,0.12,4.845
1749,0.13,4.83
1750,0.12,4.82
1751,0.11,4.835
1752,0.125,4.825
1753,0.11,4.86
1754,0.12,4.845
1755,0.085,4.935
1756,0.115,4.84
1757,0.135,4.785
1758,0.13,4.83
1759,0.16,4.735
1760,0.12,4.845
1761,0.115,4.84
1762,0.13,4.805
1763,0.13,4.83
1764,0.155,4.68
1765,0.125,4.85
1766,0.105,4.905
1767,0.125,4.825
1768,0.105,4.855
1769,0.145,4.77
1770,0.135,4.785
1771,0.13,4.805
1772,0.11,4.885
1773,0.13,4.78
1774,0.12,4.845
1775,0.12,4.845
1776,0.095,4.92
1777,0.14,4.79
1778,0.135,4.81
1779,0.13,4.83
1780,0.125,4.8
1781,0.11,4.86
1782,0.125,4.85
1783,0.12,4.845
1784,0.075,4.95
1785,0.09,4.915
1786,0.13,4.805
1787,0.105,4.88
1788,0.12,4.845
1789,0.105,4.905
1790,0.13,4.83
1791,0.085,4.935
1792,0.15,4.75
1793,0.11,4.86
1794,0.15,4.75
1795,0.14,4.765
1796,0.155,4.755
1797,0.1,4.9
1798,0.12,4.82
1799,0.095,4.92
1800,0.1,4.875
1801,0.13,4.78
1802,0.12,4.82
1803,0.14,4.79
1804,0.095,4.92
1805,0.13,4.83
1806,0.13,4.805
1807,0.135,4.81
1808,0.125,4.85
1809,0.11,4.885
1810,0.135,4.785
1811,0.145,4.77
1812,0.095,4.895
1813,0.12,4.82
1814,0.11,4.86
1815,0.14,4.815
1816,0.125,4.85
1817,0.12,4.845
1818,0.125,4.8
1819,0.14,4.815
1820,0.14,4.79
1821,0.1,4.9
1822,0.125,4.825
1823,0.135,4.81
1824,0.135,4.785
1825,0.12,4.845
1826,0.13,4.83
1827,0.125,4.8
1828,0.15,4.75
1829,0.1,4.9
1830,0.105,4.855
1831,0.135,4.835
1832,0.12,4.845
1833,0.13,4.83
1834,0.1,4.9
1835,0.16,4.735
1836,0.12,4.845
1837,0.125,4.825
1838,0.085,4.935
1839,0.11,4.885
1840,0.115,4.865
1841,0.11,4.885
1842,0.13,4.805
1843,0.12,4.87
1844,0.085,4.935
1845,0.13,4.83
1846,0.125,4.825
1847,0.14,4.79
1848,0.14,4.79
1849,0.13,4.805
1850,0.115,4.815
1851,0.135,4.785
1852,0.14,4.765
1853,0.15,4.775
1854,0.13,4.805
1855,0.115,4.84
1856,0.12,4.845
1857,0.115,4.84
1858,0.135,4.81
1859,0.135,4.785
1860,0.195,4.52
1861,0.155,4.755
1862,0.125,4.8
1863,0.12,4.87
1864,0.135,4.81
1865,0.13,4.83
1866,0.155,4.755
1867,0.14,4.79
1868,0.15,4.75
1869,0.125,4.825
1870,0.13,4.805
1871,0.1,4.9
1872,0.14,4.765
1873,0.155,4.755
1874,0.095,4.895
1875,0.12,4.845
1876,0.13,4.805
1877,0.11,4.86
1878,0.13,4.805
1879,0.11,4.86
1880,0.125,4.85
1881,0.12,4.845
1882,0.135,4.785
1883,0.105,4.905
1884,0.125,4.825
1885,0.15,4.725
1886,0.135,4.81
1887,0.12,4.795
1888,0.13,4.83
1889,0.145,4.795
1890,0.115,4.84
1891,0.125,4.825
1892,0.145,4.77
1893,0.11,4.885
1894,0.12,4.82
1895,0.12,4.845
1896,0.14,4.79
1897,0.13,4.855
1898,0.12,4.845
1899,0.15,4.75
1900,0.13,4.83
1901,0.13,4.83
1902,0.095,4.92
1903,0.13,4.78
1904,0.11,4.86
1905,0.115,4.84
1906,0.13,4.805
1907,0.1,4.9
1908,0.115,4.84
1909,0.13,4.83
1910,0.12,4.845
1911,0.135,4.81
1912,0.13,4.83
1913,0.14,4.765
1914,0.14,4.815
1915,0.09,4.915
1916,0.125,4.825
1917,0.12,4.87
1918,0.1,4.9
1919,0.135,4.785
1920,0.125,4.8
1921,0.11,4.885
1922,0.105,4.88
1923,0.125,4.85
1924,0.135,4.785
1925,0.11,4.885
1926,0.12,4.845
1927,0.12,4.845
1928,0.13,4.805
1929,0.125,4.85
1930,0.1,4.875
1931,0.11,4.86
1932,0.12,4.82
1933,0.09,4.915
1934,0.08,4.93
1935,0.115,4.865
1936,0.11,4.86
1937,0.13,4.83
1938,0.145,4.77
1939,0.13,4.83
1940,0.13,4.805
1941,0.105,4.88
1942,0.135,4.81
1943,0.155,4.755
1944,0.125,4.825
1945,0.11,4.86
1946,0.1,4.875
1947,0.085,4.935
1948,0.105,4.88
1949,0.12,4.845
1950,0.115,4.84
1951,0.095,4.895
1952,0.105,4.905
1953,0.13,4.83
1954,0.115,4.865
1955,0.14,4.79
1956,0.125,4.825
1957,0.13,4.83
1958,0.105,4.88
1959,0.145,4.77
1960,0.13,4.805
1961,0.11,4.885
1962,0.135,4.785
1963,0.11,4.86
1964,0.115,4.84
1965,0.125,4.825
1966,0.1,4.9
1967,0.135,4.81
1968,0.115,4.84
1969,0.11,4.86
1970,0.095,4.92
1971,0.125,4.8
1972,0.14,4.79
1973,0.14,4.79
1974,0.135,4.785
1975,0.11,4.86
1976,0.125,4.8
1977,0.12,4.82
1978,0.13,4.78
1979,0.155,4.705
1980,0.105,4.88
1981,0.12,4.87
1982,0.115,4.865
1983,0.15,4.75
1984,0.13,4.805
1985,0.105,4.88
1986,0.11,4.86
1987,0.13,4.78
1988,0.125,4.85
1989,0.11,4.86
1990,0.135,4.785
1991,0.125,4.825
1992,0.115,4.865
1993,0.105,4.905
1994,0.11,4.885
1995,0.115,4.84
1996,0.12,4.845
1997,0.125,4.85
1998,0.135,4.81
1999,0.13,4.83
2000,0.095,4.92
2001,0.12,4.795
2002,0.135,4.81
2003,0.135,4.785
2004,0.135,4.81
2005,0.115,4.865
2006,0.125,4.85
2007,0.13,4.805
2008,0.12,4.87
2009,0.13,4.78
2010,0.1,4.875
2011,0.145,4.77
2012,0.115,4.84
2013,0.13,4.805
2014,0.11,4.885
2015,0.12,4.845
2016,0.11,4.86
2017,0.105,4.88
2018,0.125,4.85
2019,0.135,4.785
2020,0.125,4.8
2021,0.15,4.75
2022,0.125,4.825
2023,0.11,4.885
2024,0.13,4.78
2025,0.115,4.865
2026,0.145,4.795
2027,0.125,4.8
2028,0.12,4.87
2029,0.125,4.8
2030,0.145,4.77
2031,0.145,4.77
2032,0.13,4.805
2033,0.13,4.805
2034,0.1,4.9
2035,0.135,4.785
2036,0.11,4.86
2037,0.135,4.81
2038,0.115,4.865
2039,0.125,4.825
2040,0.11,4.86
2041,0.115,4.84
2042,0.14,4.815
2043,0.12,4.82
2044,0.145,4.77
2045,0.12,4.82
2046,0.12,4.82
2047,0.15,4.75
2048,0.135,4.785
2049,0.135,4.81
2050,0.125,4.8
2051,0.105,4.83
2052,0.145,4.77
2053,0.105,4.88
2054,0.105,4.83
2055,0.12,4.87
2056,0.12,4.82
2057,0.125,4.85
2058,0.15,4.75
2059,0.115,4.865
2060,0.125,4.825
2061,0.135,4.81
2062,0.13,4.805
2063,0.12,4.82
2064,0.135,4.785
2065,0.14,4.765
2066,0.1,4.9
2067,0.105,4.905
2068,0.12,4.845
2069,0.11,4.885
2070,0.105,4.88
2071,0.13,4.83
2072,0.15,4.725
2073,0.13,4.83
2074,0.13,4.805
2075,0.115,4.84
2076,0.145,4.795
2077,0.13,4.78
2078,0.115,4.865
2079,0.13,4.805
2080,0.115,4.89
2081,0.125,4.825
2082,0.12,4.845
2083,0.1,4.9
2084,0.115,4.815
2085,0.14,4.765
2086,0.135,4.785
2087,0.1,4.9
2088,0.125,4.825
2089,0.13,4.805
2090,0.12,4.82
2091,0.135,4.835
2092,0.115,4.84
2093,0.11,4.86
2094,0.145,4.77
2095,0.125,4.825
2096,0.095,4.92
2097,0.155,4.755
2098,0.125,4.8
2099,0.135,4.785
2100,0.135,4.835
2101,0.11,4.885
2102,0.105,4.905
2103,0.12,4.87
2104,0.13,4.83
2105,0.105,4.88
2106,0.145,4.745
2107,0.09,4.915
2108,0.1,4.9
2109,0.125,4.8
2110,0.13,4.83
2111,0.115,4.865
2112,0.105,4.905
2113,0.12,4.845
2114,0.13,4.805
2115,0.095,4.92
2116,0.105,4.905
2117,0.125,4.825
2118,0.12,4.87
2119,0.16,4.685
2120,0.115,4.865
2121,0.115,4.865
2122,0.14,4.815
2123,0.09,4.915
2124,0.125,4.85
2125,0.12,4.845
2126,0.105,4.905
2127,0.15,4.775
2128,0.105,4.88
2129,0.12,4.82
2130,0.14,4.79
2131,0.115,4.865
2132,0.12,4.87
2133,0.115,4.89
2134,0.13,4.805
2135,0.125,4.8
2136,0.125,4.825
2137,0.115,4.89
2138,0.135,4.76
2139,0.105,4.88
2140,0.115,4.865
2141,0.13,4.83
2142,0.115,4.84
2143,0.115,4.865
2144,0.125,4.8
2145,0.1,4.875
2146,0.125,4.825
2147,0.115,4.84
2148,0.11,4.86
2149,0.115,4.84
2150,0.105,4.88
2151,0.08,4.93
2152,0.125,4.825
2153,0.115,4.84
2154,0.115,4.865
2155,0.12,4.845
2156,0.14,4.74
2157,0.11,4.885
2158,0.15,4.725
2159,0.125,4.85
2160,0.095,4.895
2161,0.115,4.84
2162,0.14,4.79
2163,0.12,4.87
2164,0.125,4.825
2165,0.095,4.92
2166,0.14,4.79
2167,0.14,4.79
2168,0.11,4.885
2169,0.1,4.875
2170,0.15,4.75
2171,0.14,4.815
2172,0.13,4.83
2173,0.125,4.85
2174,0.08,4.93
2175,0.125,4.85
2176,0.13,4.83
2177,0.115,4.865
2178,0.14,4.765
2179,0.125,4.85
2180,0.135,4.81
2181,0.11,4.835
2182,0.12,4.82
2183,0.115,4.865
2184,0.11,4.885
2185,0.115,4.865
2186,0.105,4.88
2187,0.145,4.745
2188,0.145,4.795
2189,0.13,4.83
2190,0.115,4.89
2191,0.13,4.83
2192,0.125,4.825
2193,0.145,4.77
2194,0.11,4.885
2195,0.12,4.82
2196,0.12,4.87
2197,0.12,4.845
2198,0.14,4.765
2199,0.13,4.78
2200,0.13,4.805
2201,0.145,4.77
2202,0.135,4.81
2203,0.135,4.81
2204,0.1,4.9
2205,0.125,4.825
2206,0.135,4.785
2207,0.085,4.935
2208,0.135,4.81
2209,0.13,4.83
2210,0.14,4.79
2211,0.125,4.85
2212,0.115,4.865
2213,0.195,4.595
2214,0.125,4.825
2215,0.16,4.735
2216,0.135,4.785
2217,0.09,4.915
2218,0.14,4.765
2219,0.12,4.82
2220,0.11,4.885
2221,0.105,4.905
2222,0.125,4.85
2223,0.125,4.825
2224,0.12,4.845
2225,0.115,4.865
2226,0.125,4.825
2227,0.13,4.78
2228,0.14,4.765
2229,0.15,4.75
2230,0.125,4.825
2231,0.125,4.825
2232,0.105,4.88
2233,0.12,4.845
2234,0.115,4.865
2235,0.135,4.81
2236,0.11,4.835
2237,0.155,4.755
2238,0.14,4.815
2239,0.125,4.825
2240,0.12,4.845
2241,0.115,4.84
2242,0.105,4.88
2243,0.135,4.81
2244,0.14,4.815
2245,0.1,4.9
2246,0.135,4.81
2247,0.105,4.88
2248,0.13,4.83
2249,0.09,4.915
2250,0.145,4.795
2251,0.135,4.785
2252,0.14,4.765
2253,0.13,4.855
2254,0.135,4.81
2255,0.115,4.84
2256,0.115,4.865
2257,0.11,4.86
2258,0.13,4.805
2259,0.145,4.795
2260,0.175,4.675
2261,0.12,4.82
2262,0.125,4.85
2263,0.125,4.8
2264,0.145,4.795
2265,0.13,4.83
2266,0.125,4.85
2267,0.12,4.87
2268,0.12,4.795
2269,0.145,4.795
2270,0.14,4.79
2271,0.135,4.81
2272,0.14,4.79
2273,0.115,4.865
2274,0.125,4.825
2275,0.12,4.845
2276,0.125,4.85
2277,0.105,4.88
2278,0.135,4.81
2279,0.115,4.84
2280,0.125,4.8
2281,0.14,4.79
2282,0.1,4.9
2283,0.13,4.855
2284,0.125,4.825
2285,0.135,4.835
2286,0.125,4.85
2287,0.14,4.815
2288,0.13,4.83
2289,0.12,4.845
2290,0.105,4.88
2291,0.13,4.805
2292,0.11,4.86
2293,0.14,4.79
2294,0.11,4.86
2295,0.11,4.885
2296,0.12,4.845
2297,0.145,4.77
2298,0.14,4.79
2299,0.125,4.85
2300,0.085,4.935
2301,0.15,4.75
2302,0.12,4.845
2303,0.085,4.935
2304,0.125,4.8
2305,0.125,4.825
2306,0.12,4.845
2307,0.125,4.8
2308,0.115,4.84
2309,0.13,4.805
2310,0.145,4.745
2311,0.09,4.915
2312,0.14,4.79
2313,0.095,4.92
2314,0.12,4.845
2315,0.12,4.845
2316,0.13,4.805
2317,0.125,4.8
2318,0.12,4.845
2319,0.115,4.84
2320,0.1,4.875
2321,0.135,4.81
2322,0.125,4.85
2323,0.115,4.84
2324,0.15,4.775
2325,0.11,4.885
2326,0.09,4.915
2327,0.12,4.82
2328,0.11,4.86
2329,0.13,4.83
2330,0.11,4.885
2331,0.13,4.805
2332,0.105,4.88
2333,0.12,4.82
2334,0.13,4.805
2335,0.12,4.845
2336,0.155,4.755
2337,0.14,4.815
2338,0.11,4.885
2339,0.12,4.845
2340,0.1,4.9
2341,0.155,4.755
2342,0.11,4.885
2343,0.11,4.885
2344,0.14,4.79
2345,0.15,4.775
2346,0.085,4.935
2347,0.14,4.815
2348,0.13,4.805
2349,0.155,4.755
2350,0.125,4.825
2351,0.14,4.79
2352,0.12,4.82
2353,0.135,4.835
2354,0.12,4.87
2355,0.145,4.77
2356,0.12,4.845
2357,0.11,4.86
2358,0.15,4.775
2359,0.13,4.83
2360,0.1,4.9
2361,0.115,4.865
2362,0.095,4.92
2363,0.125,4.8
2364,0.14,4.79
2365,0.14,4.765
2366,0.15,4.75
2367,0.135,4.81
2368,0.135,4.785
2369,0.13,4.805
2370,0.1,4.875
2371,0.125,4.825
2372,0.155,4.755
2373,0.125,4.85
2374,0.11,4.835
2375,0.13,4.83
2376,0.115,4.89
2377,0.11,4.885
2378,0.12,4.845
2379,0.12,4.82
2380,0.14,4.815
2381,0.14,4.765
2382,0.145,4.795
2383,0.12,4.87
2384,0.135,4.785
2385,0.075,4.95
2386,0.135,4.785
2387,0.125,4.8
2388,0.12,4.87
2389,0.11,4.885
2390,0.115,4.84
2391,0.125,4.85
2392,0.135,4.785
2393,0.125,4.85
2394,0.125,4.85
2395,0.105,4.88
2396,0.11,4.885
2397,0.135,4.81
2398,0.12,4.87
2399,0.095,4.92
2400,0.125,4.85
2401,0.135,4.81
2402,0.14,4.79
2403,0.13,4.805
2404,0.11,4.86
2405,0.12,4.87
2406,0.115,4.865
2407,0.145,4.795
2408,0.1,4.9
2409,0.125,4.85
2410,0.135,4.785
2411,0.115,4.865
2412,0.12,4.87
2413,0.12,4.795
2414,0.125,4.85
2415,0.125,4.85
2416,0.13,4.78
2417,0.13,4.83
2418,0.125,4.85
2419,0.14,4.79
2420,0.14,4.79
2421,0.115,4.84
2422,0.13,4.805
2423,0.11,4.885
2424,0.115,4.815
2425,0.135,4.81
2426,0.105,4.88
2427,0.14,4.765
2428,0.125,4.85
2429,0.125,4.85
2430,0.135,4.785
2431,0.11,4.86
2432,0.1,4.9
2433,0.135,4.835
2434,0.085,4.935
2435,0.105,4.88
2436,0.125,4.825
2437,0.125,4.825
2438,0.145,4.77
2439,0.12,4.82
2440,0.145,4.77
2441,0.115,4.815
2442,0.095,4.92
2443,0.135,4.81
2444,0.095,4.92
2445,0.135,4.81
2446,0.135,4.76
2447,0.115,4.89
2448,0.115,4.865
2449,0.11,4.86
2450,0.115,4.865
2451,0.13,4.78
2452,0.125,4.8
2453,0.125,4.825
2454,0.105,4.88
2455,0.13,4.78
2456,0.13,4.83
2457,0.15,4.75
2458,0.095,4.92
2459,0.12,4.87
2460,0.11,4.86
2461,0.14,4.765
2462,0.13,4.83
2463,0.12,4.845
2464,0.12,4.87
2465,0.12,4.87
2466,0.18,4.58
2467,0.135,4.81
2468,0.115,4.865
2469,0.125,4.825
2470,0.16,4.735
2471,0.12,4.82
2472,0.12,4.845
2473,0.125,4.8
2474,0.115,4.815
2475,0.11,4.86
2476,0.1,4.9
2477,0.13,4.805
2478,0.15,4.75
2479,0.115,4.84
2480,0.14,4.765
2481,0.145,4.77
2482,0.12,4.87
2483,0.125,4.825
2484,0.14,4.79
2485,0.095,4.92
2486,0.095,4.92
2487,0.135,4.785
2488,0.15,4.75
2489,0.135,4.76
2490,0.12,4.82
2491,0.14,4.79
2492,0.145,4.77
2493,0.11,4.885
2494,0.125,4.825
2495,0.14,4.765
2496,0.11,4.86
2497,0.115,4.865
2498,0.12,4.845
2499,0.125,4.825
2500,0.11,4.885
2501,0.12,4.82
2502,0.12,4.845
2503,0.105,4.88
2504,0.09,4.89
2505,0.125,4.85
2506,0.135,4.785
2507,0.12,4.87
2508,0.105,4.88
2509,0.13,4.83
2510,0.135,4.81
2511,0.135,4.81
2512,0.12,4.82
2513,0.145,4.77
2514,0.12,4.845
2515,0.1,4.9
2516,0.135,4.81
2517,0.13,4.805
2518,0.15,4.775
2519,0.11,4.885
2520,0.16,4.735
2521,0.11,4.86
2522,0.11,4.885
2523,0.14,4.79
2524,0.155,4.755
2525,0.105,4.88
2526,0.09,4.89
2527,0.115,4.84
2528,0.12,4.845
2529,0.09,4.915
2530,0.115,4.865
2531,0.115,4.865
2532,0.115,4.865
2533,0.105,4.905
2534,0.155,4.705
2535,0.12,4.82
2536,0.14,4.79
2537,0.14,4.79
2538,0.105,4.88
2539,0.135,4.81
2540,0.12,4.845
2541,0.13,4.78
2542,0.085,4.935
2543,0.115,4.865
2544,0.16,4.735
2545,0.095,4.92
2546,0.135,4.785
2547,0.11,4.885
2548,0.095,4.92
2549,0.13,4.805
2550,0.075,4.95
2551,0.145,4.795
2552,0.115,4.865
2553,0.125,4.825
2554,0.11,4.835
2555,0.12,4.795
2556,0.13,4.83
2557,0.135,4.81
2558,0.135,4.81
2559,0.135,4.785
2560,0.12,4.82
2561,0.13,4.83
2562,0.125,4.825
2563,0.13,4.83
2564,0.105,4.88
2565,0.13,4.83
2566,0.13,4.805
2567,0.175,4.65
2568,0.13,4.805
2569,0.105,4.855
2570,0.135,4.81
2571,0.15,4.725
2572,0.13,4.805
2573,0.125,4.8
2574,0.125,4.8
2575,0.145,4.77
2576,0.12,4.82
2577,0.135,4.785
2578,0.12,4.82
2579,0.12,4.795
2580,0.125,4.85
2581,0.095,4.92
2582,0.12,4.845
2583,0.11,4.885
2584,0.13,4.83
2585,0.145,4.77
2586,0.105,4.88
2587,0.115,4.865
2588,0.135,4.81
2589,0.135,4.785
2590,0.115,4.815
2591,0.08,4.93
2592,0.125,4.85
2593,0.105,4.88
2594,0.13,4.78
2595,0.135,4.81
2596,0.155,4.755
2597,0.125,4.85
2598,0.135,4.785
2599,0.125,4.85
2600,0.155,4.705
2601,0.125,4.825
2602,0.125,4.8
2603,0.14,4.765
2604,0.13,4.805
2605,0.14,4.79
2606,0.105,4.88
2607,0.145,4.77
2608,0.095,4.92
2609,0.115,4.84
2610,0.11,4.86
2611,0.135,4.81
2612,0.115,4.865
2613,0.12,4.87
2614,0.14,4.815
2615,0.135,4.81
2616,0.105,4.855
2617,0.125,4.825
2618,0.12,4.845
2619,0.125,4.85
2620,0.13,4.78
2621,0.145,4.77
2622,0.125,4.85
2623,0.1,4.875
2624,0.12,4.845
2625,0.13,4.805
