,NeuralAgent_Student26_200mAgent_rng,Student26_200mAgent
227,1.16,1.085
228,1.39,1.34
229,1.165,1.09
230,1.11,1.06
231,1.66,1.635
232,1.41,1.36
233,1.63,1.605
234,1.3,1.2
235,1.3,1.25
236,1.35,1.25
237,1.17,1.12
238,1.185,1.035
239,1.725,1.575
240,1.47,1.395
241,1.45,1.35
242,1.62,1.595
243,1.235,1.135
244,1.22,1.195
245,1.48,1.305
246,1.44,1.24
247,1.205,1.155
248,1.67,1.57
249,1.37,1.245
250,1.24,1.19
251,1.27,1.195
252,1.625,1.575
253,1.415,1.24
254,1.13,0.98
255,1.235,1.16
256,1.405,1.305
257,1.645,1.57
258,1.385,1.335
259,1.28,1.23
260,1.36,1.31
261,1.385,1.235
262,1.265,1.215
263,1.245,1.22
264,1.325,1.2
265,1.165,1.065
266,1.635,1.56
267,1.175,1.125
268,1.595,1.57
269,1.365,1.315
270,1.18,1.08
271,1.33,1.28
272,1.11,1.085
273,1.475,1.45
274,1.37,1.245
275,1.09,1.065
276,1.77,1.67
277,1.595,1.57
278,1.345,1.32
279,1.27,1.145
280,1.475,1.4
281,1.37,1.345
282,1.685,1.56
283,1.365,1.315
284,1.375,1.325
285,1.41,1.36
286,1.305,1.205
287,1.105,1.08
288,1.215,1.165
289,1.09,1.04
290,1.185,1.085
291,1.62,1.545
292,1.47,1.32
293,1.17,1.12
294,1.195,1.145
295,1.155,1.13
296,1.355,1.305
297,1.195,1.045
298,1.18,1.055
299,1.675,1.625
300,1.47,1.395
301,1.535,1.435
302,1.535,1.46
303,1.25,1.125
304,1.17,1.095
305,1.245,1.17
306,1.26,1.185
307,1.055,1.03
308,1.245,1.145
309,1.175,1.075
310,1.32,1.295
311,1.26,1.185
312,1.15,1.075
313,1.34,1.215
314,1.455,1.405
315,1.56,1.51
316,1.615,1.465
317,1.295,1.195
318,1.11,1.085
319,1.27,1.22
320,1.165,1.04
321,1.205,1.08
322,1.13,1.03
323,1.29,1.24
324,1.275,1.175
325,1.295,1.22
326,1.175,1.05
327,1.055,1.03
328,1.28,1.255
329,1.335,1.235
330,1.475,1.425
331,1.12,1.07
332,1.49,1.34
333,1.135,1.06
334,1.705,1.605
335,1.5,1.425
336,1.365,1.29
337,1.745,1.67
338,1.645,1.595
339,1.175,1.025
340,1.48,1.455
341,1.19,1.115
342,1.42,1.37
343,1.26,1.21
344,1.185,1.16
345,1.315,1.165
346,1.51,1.485
347,1.64,1.615
348,1.59,1.54
349,1.155,1.13
350,1.69,1.665
351,1.65,1.6
352,1.83,1.755
353,1.15,1.125
354,1.26,1.185
355,1.295,1.17
356,1.575,1.5
357,1.28,1.205
358,1.52,1.495
359,1.14,1.09
360,1.14,1.04
361,1.525,1.4
362,1.225,1.15
363,1.735,1.685
364,1.615,1.54
365,1.36,1.285
366,1.69,1.64
367,1.5,1.275
368,1.54,1.265
369,1.18,1.105
370,1.35,1.275
371,1.475,1.425
372,1.5,1.4
373,1.2,1.1
374,1.18,1.155
375,1.135,1.085
376,1.24,1.19
377,1.215,1.115
378,1.375,1.325
379,1.19,1.14
380,1.495,1.445
381,1.775,1.6
382,1.16,1.085
383,1.225,1.175
384,1.385,1.36
385,1.395,1.37
386,1.15,1.05
387,1.325,1.3
388,1.315,1.24
389,1.265,1.14
390,1.095,1.045
391,1.825,1.65
392,1.77,1.695
393,1.155,1.105
394,1.29,1.215
395,1.235,1.135
396,1.44,1.34
397,1.61,1.585
398,1.29,1.215
399,1.565,1.44
400,1.55,1.4
401,1.15,1.075
402,1.48,1.38
403,1.355,1.305
404,1.29,1.215
405,1.27,1.245
406,1.235,1.085
407,1.56,1.485
408,1.195,1.17
409,1.375,1.3
410,1.38,1.33
411,1.765,1.715
412,1.105,1.08
413,1.115,1.04
414,1.195,1.07
415,1.175,1.1
416,1.185,1.11
417,1.375,1.325
418,1.535,1.385
419,1.42,1.345
420,1.365,1.315
421,1.305,1.18
422,1.32,1.295
423,1.775,1.725
424,1.29,1.265
425,1.545,1.495
426,1.16,1.11
427,1.15,1.075
428,1.71,1.56
429,1.18,1.155
430,1.695,1.67
431,1.25,1.1
432,1.675,1.625
433,1.3,1.25
434,1.595,1.42
435,1.305,1.23
436,1.15,1.025
437,1.325,1.275
438,1.185,1.135
439,1.35,1.2
440,1.305,1.23
441,1.11,1.11
442,1.25,1.15
443,1.15,1.1
444,1.49,1.415
445,1.135,1.085
446,1.305,1.23
447,1.36,1.285
448,1.585,1.51
449,1.54,1.44
450,1.405,1.38
451,1.73,1.63
452,1.49,1.365
453,1.135,1.06
454,1.17,1.07
455,1.575,1.5
456,1.57,1.445
457,1.29,1.24
458,1.34,1.24
459,1.22,1.17
460,1.42,1.345
461,1.46,1.41
462,1.525,1.475
463,1.295,1.245
464,1.43,1.38
465,1.355,1.23
466,1.735,1.71
467,1.77,1.695
468,1.095,1.02
469,1.31,1.26
470,1.225,1.125
471,1.75,1.725
472,1.21,1.185
473,1.725,1.7
474,1.34,1.315
475,1.54,1.49
476,1.265,1.215
477,1.27,1.17
478,1.775,1.65
479,1.39,1.315
480,1.605,1.58
481,1.15,1.1
482,1.545,1.495
483,1.63,1.63
484,1.665,1.615
485,1.19,1.165
486,1.64,1.59
487,1.2,1.15
488,1.265,1.19
489,1.28,1.18
490,1.12,1.02
491,1.645,1.595
492,1.165,1.04
493,1.115,1.065
494,1.33,1.305
495,1.715,1.665
496,1.135,1.06
497,1.2,1.175
498,1.305,1.23
499,1.565,1.515
500,1.19,1.14
501,1.335,1.21
502,1.22,1.195
503,1.555,1.505
504,1.075,1.05
505,1.575,1.55
506,1.195,1.145
507,1.515,1.465
508,1.25,1.225
509,1.6,1.525
510,1.26,1.11
511,1.265,1.24
512,1.745,1.695
513,1.54,1.415
514,1.705,1.68
515,1.145,1.095
516,1.605,1.53
517,1.29,1.24
518,1.78,1.73
519,1.81,1.71
520,1.31,1.285
521,1.22,1.17
522,1.56,1.51
523,1.155,1.03
524,1.39,1.365
525,1.375,1.25
526,1.115,1.09
527,1.125,1.075
528,1.645,1.62
529,1.285,1.26
530,1.33,1.255
531,1.34,1.29
532,1.57,1.495
533,1.36,1.26
534,1.095,1.07
535,1.205,1.13
536,1.455,1.355
537,1.715,1.69
538,1.395,1.12
539,1.31,1.21
540,1.11,1.06
541,1.3,1.25
542,1.22,1.195
543,1.78,1.73
544,1.325,1.275
545,1.715,1.64
546,1.305,1.255
547,1.51,1.26
548,1.35,1.3
549,1.215,1.14
550,1.31,1.235
551,1.275,1.225
552,1.175,1.125
553,1.19,1.115
554,1.755,1.68
555,1.18,1.055
556,1.1,1.05
557,1.74,1.69
558,1.18,1.13
559,1.365,1.29
560,1.545,1.52
561,1.405,1.28
562,1.655,1.53
563,1.25,1.175
564,1.76,1.685
565,1.2,1.15
566,1.615,1.565
567,1.38,1.33
568,1.37,1.345
569,1.35,1.175
570,1.15,1.125
571,1.52,1.37
572,1.39,1.265
573,1.76,1.685
574,1.8,1.725
575,1.245,1.17
576,1.24,1.215
577,1.25,1.2
578,1.56,1.51
579,1.15,1.1
580,1.23,1.155
581,1.53,1.455
582,1.315,1.19
583,1.515,1.29
584,1.17,1.095
585,1.28,1.255
586,1.305,1.23
587,1.605,1.555
588,1.685,1.66
589,1.44,1.44
590,1.665,1.64
591,1.53,1.43
592,1.64,1.615
593,1.81,1.785
594,1.47,1.395
595,1.58,1.53
596,1.595,1.52
597,1.39,1.365
598,1.415,1.365
599,1.315,1.29
600,1.64,1.54
601,1.415,1.29
602,1.505,1.43
603,1.585,1.56
604,1.485,1.46
605,1.295,1.245
606,1.735,1.71
607,1.3,1.25
608,1.28,1.205
609,1.35,1.3
610,1.59,1.565
611,1.33,1.28
612,1.415,1.39
613,1.44,1.39
614,1.205,1.155
615,1.33,1.305
616,1.755,1.68
617,1.415,1.265
618,1.78,1.705
619,1.78,1.755
620,1.23,1.155
621,1.76,1.735
622,1.83,1.755
623,1.74,1.69
624,1.365,1.34
625,1.395,1.245
626,1.705,1.605
627,1.29,1.215
628,1.495,1.47
629,1.755,1.73
630,1.715,1.615
631,1.09,1.065
632,1.785,1.71
633,1.305,1.28
634,1.76,1.71
635,1.46,1.41
636,1.63,1.53
637,1.525,1.425
638,1.705,1.63
639,1.12,1.095
640,1.21,1.11
641,1.495,1.42
642,1.73,1.68
643,1.765,1.74
644,1.615,1.54
645,1.265,1.24
646,1.305,1.23
647,1.455,1.38
648,1.19,1.165
649,1.255,1.155
650,1.565,1.515
651,1.795,1.745
652,1.255,1.18
653,1.235,1.135
654,1.355,1.28
655,1.725,1.7
656,1.235,1.135
657,1.605,1.58
658,1.655,1.605
659,1.755,1.68
660,1.525,1.45
661,1.595,1.57
662,1.23,1.18
663,1.425,1.4
664,1.36,1.285
665,1.23,1.155
666,1.63,1.605
667,1.47,1.445
668,1.16,1.11
669,1.72,1.645
670,1.27,1.195
671,1.56,1.535
672,1.345,1.195
673,1.22,1.145
674,1.175,1.125
675,1.235,1.135
676,1.465,1.415
677,1.23,1.105
678,1.32,1.22
679,1.84,1.79
680,1.695,1.67
681,1.075,1.05
682,1.175,1.15
683,1.555,1.505
684,1.72,1.62
685,1.685,1.51
686,1.7,1.625
687,1.305,1.255
688,1.555,1.53
689,1.17,1.145
690,1.33,1.23
691,1.165,1.09
692,1.195,1.145
693,1.545,1.495
694,1.46,1.36
695,1.16,1.11
696,1.64,1.565
697,1.55,1.5
698,1.28,1.23
699,1.115,1.065
700,1.265,1.215
701,1.55,1.5
702,1.215,1.14
703,1.155,1.13
704,1.385,1.285
705,1.365,1.315
706,1.71,1.585
707,1.285,1.235
708,1.59,1.565
709,1.435,1.385
710,1.48,1.405
711,1.52,1.445
712,1.145,1.095
713,1.49,1.465
714,1.31,1.235
715,1.255,1.23
716,1.19,1.165
717,1.23,1.155
718,1.4,1.325
719,1.675,1.65
720,1.4,1.35
721,1.41,1.26
722,1.48,1.38
723,1.36,1.335
724,1.385,1.335
725,1.685,1.66
726,1.175,1.075
727,1.855,1.805
728,1.625,1.6
729,1.375,1.35
730,1.85,1.725
731,1.75,1.725
732,1.605,1.555
733,1.225,1.175
734,1.755,1.73
735,1.77,1.67
736,1.825,1.775
737,1.775,1.7
738,1.46,1.435
739,1.84,1.84
740,1.825,1.7
741,1.265,1.24
742,1.745,1.695
743,1.72,1.67
744,1.665,1.615
745,1.605,1.53
746,1.765,1.69
747,1.34,1.315
748,1.74,1.69
749,1.74,1.715
750,1.745,1.72
751,1.78,1.755
752,1.83,1.805
753,1.795,1.745
754,1.81,1.76
755,1.895,1.82
756,1.935,1.86
757,1.87,1.845
758,1.765,1.74
759,1.895,1.895
760,1.885,1.86
761,1.97,1.92
762,1.99,1.965
763,1.9,1.825
764,1.88,1.855
765,1.93,1.905
766,2.015,1.915
767,1.995,1.97
768,2.06,1.935
769,1.98,1.98
770,2.01,1.935
771,1.98,1.93
772,2.02,1.97
773,2.015,1.965
774,2.055,2.03
775,2.1,2.075
776,2.085,2.01
777,2.06,1.985
778,2.095,2.07
779,2.685,2.66
780,2.06,1.96
781,2.11,1.985
782,2.055,1.98
783,2.05,2.0
784,1.83,1.805
785,1.845,1.77
786,1.295,1.245
787,1.205,1.03
788,1.05,1.0
789,1.185,1.11
790,1.13,1.03
791,1.235,1.185
792,1.18,1.055
793,1.125,1.0
794,1.12,0.995
795,1.11,1.035
796,1.16,1.01
797,1.13,0.98
798,1.05,1.0
799,1.265,1.015
800,1.245,0.97
801,1.065,1.015
802,1.04,1.015
803,1.36,0.96
804,1.12,1.02
805,1.09,0.99
806,1.23,1.005
807,1.13,1.03
808,1.1,1.075
809,1.08,1.03
810,1.1,1.075
811,1.13,1.03
812,1.135,1.035
813,1.12,1.02
814,1.055,1.03
815,1.285,1.01
816,1.185,1.035
817,1.2,0.975
818,1.14,1.09
819,1.16,1.06
820,1.24,1.14
821,1.325,1.25
822,1.405,1.18
823,1.21,1.06
824,1.255,1.155
825,1.19,1.165
826,1.185,1.06
827,1.45,1.4
828,1.25,1.175
829,1.135,1.085
830,1.45,1.325
831,1.48,1.38
832,1.13,1.005
833,1.59,1.465
834,1.65,1.575
835,1.205,1.155
836,1.265,1.24
837,1.265,1.165
838,1.22,1.12
839,1.305,1.205
840,1.175,1.05
841,1.27,1.07
842,1.155,1.08
843,1.36,1.285
844,1.355,1.23
845,1.115,1.04
846,1.115,1.015
847,1.38,1.305
848,1.22,1.17
849,1.255,1.18
850,1.415,1.29
851,1.155,1.055
852,1.35,1.3
853,1.11,1.035
854,1.52,1.445
855,1.23,1.105
856,1.32,1.27
857,1.3,1.2
858,1.41,1.385
859,1.19,1.115
860,1.59,1.39
861,1.325,1.25
862,1.145,1.095
863,1.23,1.18
864,1.275,1.225
865,1.235,1.135
866,1.145,1.095
867,1.23,1.205
868,1.42,1.27
869,1.09,1.04
870,1.21,1.185
871,1.715,1.64
872,1.225,1.2
873,1.235,1.185
874,1.225,1.15
875,1.115,1.065
876,1.325,1.05
877,1.715,1.54
878,1.28,1.105
879,1.21,1.11
880,1.395,1.32
881,1.66,1.56
882,1.595,1.42
883,1.34,1.24
884,1.275,1.1
885,1.175,1.15
886,1.53,1.405
887,1.335,1.31
888,1.635,1.435
889,1.63,1.505
890,1.18,1.155
891,1.705,1.555
892,1.37,1.095
893,1.235,1.185
894,1.17,1.07
895,1.185,1.06
896,1.2,1.1
897,1.115,1.09
898,1.07,0.995
899,1.21,1.135
900,1.16,1.06
901,1.16,1.085
902,1.29,1.215
903,1.09,1.015
904,1.135,1.06
905,1.6,1.5
906,1.685,1.56
907,1.31,1.21
908,1.2,1.075
909,1.33,1.105
910,1.615,1.565
911,1.235,1.135
912,1.575,1.525
913,1.465,1.34
914,1.375,1.325
915,1.52,1.47
916,1.13,1.03
917,1.375,1.15
918,1.195,1.02
919,1.255,1.155
920,1.135,1.06
921,1.145,1.12
922,1.51,1.485
923,1.23,1.205
924,1.265,1.215
925,1.095,1.07
926,1.58,1.53
927,1.215,1.19
928,1.275,1.25
929,1.655,1.505
930,1.155,1.13
931,1.165,1.065
932,1.045,1.02
933,1.165,1.065
934,1.245,1.22
935,1.2,1.15
936,1.275,1.225
937,1.25,1.175
938,1.13,1.08
939,1.2,1.175
940,1.175,1.125
941,1.08,1.03
942,1.325,1.25
943,1.255,1.13
944,1.395,1.32
945,1.055,1.03
946,1.125,1.075
947,1.62,1.57
948,1.265,1.19
949,1.68,1.555
950,1.61,1.51
951,1.585,1.485
952,1.07,0.995
953,1.685,1.585
954,1.265,1.165
955,1.695,1.62
956,1.19,1.04
957,1.275,1.2
958,1.245,1.12
959,1.24,1.19
960,1.665,1.59
961,1.36,1.31
962,1.625,1.6
963,1.135,1.035
964,1.275,1.125
965,1.76,1.61
966,1.31,1.235
967,1.345,1.22
968,1.39,1.265
969,1.19,1.115
970,1.435,1.36
971,1.175,1.075
972,1.255,1.18
973,1.29,1.19
974,1.32,1.07
975,1.38,1.355
976,1.575,1.5
977,1.16,1.085
978,1.11,1.06
979,1.355,1.28
980,1.155,1.105
981,1.675,1.6
982,1.63,1.555
983,1.205,1.105
984,1.475,1.35
985,1.19,1.14
986,1.375,1.3
987,1.265,1.19
988,1.46,1.41
989,1.19,1.04
990,1.62,1.57
991,1.635,1.56
992,1.115,1.065
993,1.44,1.34
994,1.265,1.19
995,1.18,1.105
996,1.355,1.255
997,1.095,1.045
998,1.25,1.225
999,1.135,1.085
