,NeuralAgentOpMe_Student1_200aAgent_rng,Student1_200aAgent
0,1.475,2.2
1,1.375,2.5
2,1.28,2.58
3,1.355,2.53
4,1.32,2.995
5,1.29,2.99
6,1.19,3.24
7,1.43,3.43
8,1.815,3.34
9,2.035,3.41
10,1.83,3.53
11,2.2,3.375
12,2.63,3.08
13,2.02,3.32
14,2.34,3.165
15,2.43,3.255
16,2.355,3.13
17,2.22,3.17
18,2.475,3.15
19,2.495,3.07
20,2.31,3.31
21,2.895,3.02
22,2.84,2.79
23,2.835,3.06
24,3.0,3.0
25,2.795,2.92
26,2.945,2.995
27,2.795,2.945
28,2.85,2.8
29,2.86,2.985
30,2.63,2.905
31,2.82,2.845
32,2.78,2.93
33,2.905,2.83
34,2.845,2.795
35,2.955,2.83
36,2.85,2.8
37,2.92,2.795
38,2.86,2.96
39,2.9,2.825
40,2.875,2.875
41,2.895,2.845
42,2.9,2.85
43,2.87,2.745
44,2.86,2.76
45,2.87,2.745
46,2.905,2.83
47,2.845,2.82
48,2.88,2.88
49,2.945,2.995
50,2.995,2.995
51,3.0,3.0
52,2.925,2.95
53,2.845,2.795
54,2.87,2.745
55,2.85,2.8
56,2.91,2.81
57,2.845,2.82
58,2.87,2.945
59,2.9,2.85
60,2.875,2.725
61,2.875,2.725
62,2.81,2.685
63,2.825,2.625
64,2.66,2.51
65,2.665,2.49
66,2.555,2.455
67,2.415,2.49
68,2.145,2.395
69,2.13,2.455
70,2.18,2.28
71,1.5,2.325
72,1.51,2.26
73,1.49,2.215
74,1.475,2.275
75,1.5,2.175
76,1.455,2.23
77,1.56,2.11
78,2.31,2.36
79,2.19,2.24
80,2.325,2.3
81,2.17,2.295
82,2.02,2.195
83,2.465,2.29
84,2.47,2.295
85,2.485,2.26
86,2.47,2.295
87,2.065,2.09
88,2.065,2.09
89,2.25,2.025
90,2.25,2.025
91,2.48,2.255
92,2.25,2.025
93,2.475,2.275
94,2.46,2.335
95,2.25,2.025
96,2.47,2.295
97,2.595,2.32
98,2.475,2.275
99,2.45,2.375
100,2.475,2.275
101,2.475,2.275
102,2.46,2.31
103,2.485,2.235
104,2.485,2.235
105,2.485,2.235
106,2.485,2.235
107,2.485,2.235
108,2.485,2.235
109,2.375,2.15
110,2.485,2.235
111,2.585,2.335
112,2.575,2.375
113,2.23,2.105
114,2.575,2.375
115,2.22,2.145
116,2.575,2.375
117,2.575,2.375
118,2.575,2.375
119,2.06,2.11
120,2.055,2.13
121,2.47,2.295
122,2.025,2.225
123,2.475,2.275
124,2.47,2.295
125,2.47,2.295
126,2.49,2.24
127,2.475,2.275
128,2.475,2.275
129,2.215,2.165
130,2.325,2.325
131,2.33,2.305
132,2.355,2.23
133,2.21,2.185
134,2.355,2.23
135,2.355,2.23
136,2.05,2.15
137,2.22,2.145
138,2.22,2.12
139,2.22,2.12
140,1.945,1.87
141,1.795,1.72
142,1.59,1.69
143,2.18,2.28
144,2.22,2.145
145,2.01,2.26
146,2.32,2.295
147,2.36,2.185
148,2.35,2.225
149,2.23,2.08
150,2.23,2.08
151,2.22,2.145
152,2.23,2.08
153,2.23,2.08
154,2.23,2.08
155,2.23,2.08
156,1.95,1.825
157,2.23,2.08
158,1.515,1.965
159,2.23,2.08
160,2.23,2.08
161,1.95,1.825
162,1.9,2.0
163,2.225,2.1
164,1.915,1.94
165,1.915,1.94
166,1.915,1.94
167,1.915,1.94
168,2.385,2.085
169,2.37,2.12
170,2.08,2.005
171,2.22,2.12
172,2.385,2.085
173,2.39,2.065
174,2.385,2.085
175,2.39,2.065
176,2.39,2.065
177,2.39,2.065
178,2.39,2.065
179,2.39,2.065
180,2.39,2.065
181,2.39,2.065
182,2.095,1.945
183,2.095,1.945
184,2.095,1.945
185,1.92,1.92
186,2.23,2.08
187,2.095,1.945
188,2.095,1.945
189,2.095,1.945
190,2.095,1.945
191,2.095,1.945
192,2.095,1.945
193,2.21,2.135
194,2.22,2.12
195,2.095,1.945
196,2.22,2.12
197,2.23,2.08
198,2.22,2.12
199,2.22,2.12
200,2.22,2.12
201,2.22,2.12
202,2.22,2.12
203,2.095,1.945
204,2.22,2.12
205,2.23,2.08
206,2.23,2.08
207,2.095,1.945
208,2.095,1.945
209,2.095,1.945
210,2.095,1.945
211,2.23,2.08
212,2.095,1.945
213,1.915,1.94
214,1.915,1.94
215,1.915,1.94
216,2.345,2.22
217,1.915,1.94
218,2.115,1.865
219,1.915,1.94
220,2.36,2.16
221,2.34,2.24
222,2.375,2.125
223,2.34,2.24
224,2.34,2.24
225,2.37,2.145
226,2.085,1.985
227,2.09,1.99
228,2.355,2.18
229,2.37,2.145
230,2.09,1.99
231,2.075,2.0
232,2.24,2.04
233,2.205,2.155
234,2.245,2.045
235,2.245,2.045
236,2.11,1.91
237,2.205,2.155
238,2.205,2.155
239,2.205,2.155
240,2.095,1.97
241,1.71,2.01
242,2.24,2.04
243,2.205,2.155
244,2.205,2.155
245,2.205,2.155
246,2.36,2.16
247,1.745,1.845
248,2.235,2.06
249,2.235,2.06
250,2.235,2.06
251,2.23,2.055
252,2.235,2.06
253,2.24,2.04
254,1.88,2.055
255,2.095,1.97
256,2.09,1.965
257,2.09,1.965
258,2.09,1.965
259,2.095,1.97
260,2.09,1.965
261,2.09,1.965
262,2.25,2.0
263,2.38,2.105
264,2.25,2.0
265,2.25,2.0
266,2.25,2.0
267,2.25,2.0
268,2.39,2.065
269,1.91,1.96
270,1.91,1.96
271,2.39,2.065
272,2.34,2.24
273,2.39,2.065
274,2.39,2.065
275,2.395,2.07
276,1.91,1.96
277,2.095,1.945
278,1.91,1.96
279,1.91,1.96
280,2.11,1.885
281,2.11,1.885
282,2.25,2.0
283,1.91,1.96
284,2.355,2.18
285,1.915,1.965
286,2.22,2.145
287,1.915,1.965
288,2.24,2.04
289,2.09,1.965
290,1.91,1.96
291,1.91,1.96
292,1.91,1.96
293,2.24,2.04
294,1.94,1.84
295,2.355,2.18
296,2.355,2.18
297,2.355,2.18
298,2.355,2.18
299,2.235,2.06
300,2.09,1.965
301,1.755,1.805
302,2.235,2.06
303,2.23,2.055
304,2.235,2.06
305,2.385,2.085
306,2.09,1.965
307,2.235,2.06
308,2.095,1.945
309,2.095,1.945
310,2.085,1.96
311,2.38,2.105
312,2.095,1.945
313,2.235,2.06
314,2.235,2.06
315,2.095,1.945
316,2.095,1.945
317,2.095,1.945
318,2.085,1.96
319,2.085,1.96
320,2.37,2.12
321,2.245,2.045
322,2.09,1.965
323,2.09,1.965
324,2.245,2.045
325,2.23,2.055
326,2.23,2.055
327,2.23,2.055
328,2.1,1.95
329,2.095,1.945
330,2.1,1.95
331,2.225,2.1
332,2.21,2.16
333,2.385,2.085
334,2.225,2.1
335,2.235,2.085
336,2.385,2.085
337,2.24,2.04
338,2.24,2.04
339,2.095,1.945
340,2.345,2.22
341,2.24,2.04
342,2.095,1.945
343,2.095,1.945
