,NeuralAgent_Student13_200mAgent_rng,Student13_200mAgent
0,1.15,1.275
1,1.61,2.61
2,1.52,2.645
3,1.495,2.745
4,1.55,2.75
5,1.705,2.88
6,1.885,2.86
7,1.695,2.795
8,1.88,2.83
9,2.01,2.885
10,1.955,2.88
11,2.305,2.98
12,2.25,3.0
13,2.18,2.955
14,2.385,3.06
15,2.305,3.03
16,2.47,3.045
17,2.53,3.055
18,2.45,3.075
19,2.515,3.04
20,2.525,3.025
21,2.8,3.0
22,2.705,3.03
23,2.72,3.045
24,2.76,3.035
25,2.785,2.985
26,2.705,3.03
27,2.94,3.015
28,2.96,3.01
29,2.765,3.015
30,2.94,3.015
31,3.0,3.0
32,2.77,2.995
33,2.73,2.93
34,2.87,2.92
35,2.78,2.93
36,2.875,2.925
37,2.875,2.925
38,2.84,2.915
39,2.75,2.925
40,2.885,2.985
41,2.995,2.995
42,2.72,2.995
43,3.0,3.0
44,2.935,3.01
45,2.885,2.985
46,2.95,3.0
47,2.9,3.0
48,2.93,3.005
49,2.885,3.01
50,2.82,2.995
51,2.645,3.02
52,2.845,2.945
53,2.305,3.055
54,2.795,2.945
55,2.565,2.965
56,2.795,2.92
57,2.375,2.8
58,1.455,2.53
59,1.37,2.445
60,1.37,2.42
61,0.975,2.15
62,0.96,2.16
63,1.025,2.2
64,1.25,2.175
65,1.08,2.13
66,1.1,2.125
67,1.2,2.15
68,1.04,2.015
69,1.21,2.185
70,1.12,2.07
71,1.06,1.985
72,1.095,1.995
73,1.215,2.04
74,1.255,2.13
75,1.24,2.115
76,1.26,2.16
77,1.205,2.13
78,1.175,2.05
79,1.205,2.055
80,1.205,2.08
81,1.225,2.1
82,1.265,2.14
83,1.12,1.995
84,1.255,2.155
85,1.06,1.935
86,0.97,1.82
87,0.945,1.77
88,0.935,1.785
89,0.975,1.85
90,0.935,1.785
91,0.89,1.765
92,0.935,1.785
93,0.91,1.735
94,0.9,1.75
95,0.91,1.735
96,0.91,1.735
97,0.9,1.75
98,0.9,1.75
99,0.9,1.75
100,0.9,1.75
101,0.91,1.735
102,0.915,1.715
103,0.9,1.75
104,0.9,1.75
105,0.9,1.75
106,0.9,1.75
107,0.91,1.735
108,0.91,1.735
109,0.915,1.765
110,0.91,1.735
111,0.91,1.735
112,0.9,1.75
113,0.9,1.75
114,0.9,1.75
115,0.9,1.75
116,0.91,1.735
117,0.9,1.75
118,0.91,1.735
119,0.9,1.75
120,0.9,1.75
121,0.9,1.75
122,0.91,1.71
123,0.9,1.75
124,0.905,1.73
125,0.9,1.75
126,0.9,1.75
127,0.915,1.715
128,0.905,1.73
129,0.91,1.735
130,0.915,1.715
131,0.92,1.695
132,0.93,1.655
133,0.915,1.715
134,0.9,1.75
135,0.915,1.715
136,0.905,1.73
137,0.915,1.715
138,0.91,1.735
139,0.89,1.765
140,0.92,1.695
141,0.915,1.715
142,0.92,1.695
143,0.895,1.745
144,0.915,1.715
145,0.91,1.735
146,0.915,1.715
147,0.92,1.695
148,0.91,1.735
149,0.9,1.75
150,0.905,1.73
151,0.91,1.735
152,0.9,1.75
153,0.905,1.73
154,0.91,1.735
155,0.9,1.75
156,0.915,1.715
157,0.89,1.765
158,0.9,1.75
159,0.92,1.695
160,0.92,1.695
161,0.91,1.735
162,0.9,1.75
163,0.91,1.735
164,0.91,1.735
165,0.915,1.715
166,0.9,1.75
167,0.95,1.825
168,0.91,1.735
169,0.9,1.75
170,0.91,1.735
171,0.9,1.75
172,0.89,1.765
173,0.91,1.735
174,0.91,1.735
175,0.99,1.765
176,0.9,1.75
177,0.905,1.73
178,0.91,1.735
179,0.905,1.73
180,0.89,1.765
181,0.91,1.735
182,0.895,1.745
183,0.915,1.715
184,0.91,1.735
185,0.935,1.885
186,0.92,1.695
187,0.905,1.73
188,0.905,1.73
189,0.915,1.715
190,0.91,1.735
191,0.91,1.735
192,0.975,1.8
193,0.915,1.715
194,0.91,1.735
195,0.915,1.715
196,0.97,1.77
197,0.905,1.73
198,0.915,1.715
199,0.91,1.735
200,0.915,1.715
201,0.91,1.735
202,0.9,1.75
203,0.91,1.735
204,0.91,1.735
205,0.9,1.75
206,0.91,1.735
207,0.91,1.735
208,0.9,1.75
209,0.91,1.735
210,0.9,1.75
211,0.9,1.75
212,0.91,1.71
213,0.91,1.735
214,0.905,1.73
215,0.905,1.73
216,0.91,1.735
217,0.915,1.715
218,0.91,1.735
219,0.905,1.73
220,0.91,1.71
221,0.91,1.735
222,0.915,1.715
223,0.92,1.695
224,0.915,1.715
225,0.91,1.735
226,0.915,1.715
227,0.9,1.75
228,0.905,1.73
229,0.905,1.73
230,0.915,1.715
231,0.915,1.715
232,0.905,1.73
233,0.91,1.735
234,0.9,1.75
235,0.91,1.735
236,0.91,1.735
237,0.9,1.75
238,0.91,1.735
239,0.93,1.78
240,0.915,1.715
241,0.915,1.715
242,0.91,1.735
243,0.975,1.8
244,0.91,1.735
245,0.915,1.715
246,0.95,1.825
247,0.91,1.735
248,0.91,1.735
249,0.99,1.915
250,0.915,1.715
251,1.1,2.2
252,0.91,1.735
253,1.045,1.82
254,0.985,1.835
255,0.915,1.715
256,1.02,1.87
257,0.91,1.735
258,0.975,1.8
259,1.275,2.2
260,0.97,1.82
261,1.235,2.135
262,0.91,1.735
263,0.91,1.735
264,0.905,1.73
265,0.915,1.715
266,0.91,1.735
267,0.995,2.02
268,0.91,1.735
269,0.9,1.75
270,1.1,2.05
271,1.03,1.98
272,1.265,2.24
273,1.24,2.29
274,1.185,2.235
275,1.165,2.39
276,1.11,2.335
277,0.96,2.11
278,0.965,2.09
279,0.92,2.095
280,0.91,2.16
281,0.91,2.21
282,0.9,2.2
283,1.195,2.145
284,1.195,2.245
285,1.175,2.3
286,1.255,2.13
287,1.245,2.095
288,1.24,2.19
289,1.18,2.13
290,1.17,2.12
291,1.205,2.105
292,1.205,2.13
293,1.22,2.12
294,1.15,2.2
295,1.205,2.055
296,1.17,2.17
297,1.245,2.045
298,1.22,2.17
299,1.21,2.16
300,0.95,2.25
301,1.07,2.22
302,0.925,2.425
303,1.215,2.29
304,0.95,2.625
305,0.91,1.735
306,0.855,2.305
307,0.915,1.715
308,0.865,2.14
309,0.745,2.37
310,0.65,2.775
311,0.63,2.855
312,0.63,2.83
313,0.62,2.87
314,0.63,2.83
315,0.64,2.815
316,0.63,2.855
317,0.63,2.855
318,0.62,2.87
319,0.63,2.855
320,0.635,2.835
321,0.62,2.87
322,0.625,2.85
323,0.635,2.835
324,0.62,2.87
325,0.615,2.865
326,0.635,2.835
327,0.635,2.835
328,0.635,2.835
329,0.615,2.865
330,0.625,2.85
331,0.635,2.835
332,0.635,2.835
333,0.665,2.715
334,0.64,2.79
335,0.645,2.795
336,0.635,2.835
337,0.625,2.85
338,1.1,0.975
339,0.73,2.455
340,0.645,2.795
341,1.1,0.975
342,1.1,0.975
343,1.1,0.975
344,1.1,0.975
345,1.1,0.975
346,1.1,0.975
347,1.1,0.975
348,1.1,0.975
349,1.1,0.975
350,1.1,0.975
351,1.1,0.975
352,1.1,0.975
353,1.1,0.975
354,1.1,0.975
355,1.1,0.975
356,1.1,0.975
357,1.1,0.975
358,1.09,0.99
359,1.1,0.975
360,1.1,0.975
361,1.1,0.975
362,1.1,0.975
363,1.1,0.975
364,1.09,0.99
365,1.1,0.975
366,1.1,0.975
367,1.1,0.975
368,1.1,0.975
369,1.09,0.99
370,1.1,0.975
371,1.09,0.99
372,1.09,0.99
373,1.1,0.975
374,1.1,0.975
375,1.1,0.975
376,1.09,0.99
377,1.1,0.975
378,1.09,0.99
379,1.1,0.975
380,1.1,0.975
381,1.1,0.975
382,1.1,0.975
383,1.09,0.99
384,1.1,0.975
