,NeuralAgentOpMe_Student19_200mAgent_rng,Student19_200mAgent
0,1.54,3.165
1,1.76,3.335
2,1.575,3.3
3,2.12,3.27
4,1.97,3.345
5,2.06,3.26
6,2.1,3.325
7,2.18,3.23
8,2.035,3.285
9,2.115,3.315
10,2.105,3.28
11,2.09,3.315
12,2.505,3.18
13,2.21,3.235
14,2.205,3.28
15,2.47,3.22
16,2.51,3.185
17,2.62,3.12
18,1.985,3.285
19,2.635,3.085
20,2.045,3.32
21,1.995,3.295
22,1.905,3.23
23,1.325,3.225
24,1.78,3.155
25,1.685,3.085
26,1.075,2.85
27,1.975,3.15
28,0.635,2.46
29,0.65,2.4
30,0.63,2.53
31,0.85,2.625
32,0.68,2.28
33,0.685,2.26
34,0.685,2.435
35,1.085,2.96
36,0.64,2.44
37,0.69,2.54
38,0.615,2.59
39,0.745,2.695
40,0.765,2.84
41,0.87,2.945
42,1.88,3.105
43,0.96,2.96
44,0.925,2.875
45,0.955,2.93
46,0.945,2.895
47,0.92,2.895
48,0.995,2.945
49,0.97,2.995
50,0.99,2.965
51,0.98,2.98
52,0.975,3.025
53,1.085,3.085
54,1.98,3.205
55,1.975,3.275
56,0.985,2.985
57,0.97,2.97
58,0.97,2.97
59,0.975,3.0
60,0.975,2.95
61,0.935,2.96
62,1.95,3.15
63,0.935,2.91
64,0.965,2.94
65,0.915,2.89
66,0.6,2.65
67,0.6,2.6
68,0.585,2.66
69,0.575,2.7
70,0.565,2.74
71,0.57,2.72
72,0.565,2.74
73,0.565,2.74
74,0.565,2.74
75,0.645,2.77
76,0.705,2.88
77,0.805,2.83
78,0.89,2.89
79,0.895,2.92
80,0.905,2.88
81,1.115,3.04
82,1.01,2.935
83,0.88,2.93
84,0.845,2.82
85,0.785,2.76
86,1.76,3.21
87,0.905,2.88
88,1.225,2.925
89,1.015,3.015
90,0.78,2.78
91,0.755,2.83
92,0.655,2.73
93,0.57,2.72
94,0.565,2.74
95,0.57,2.72
96,0.57,2.72
97,0.57,2.72
98,0.57,2.72
