,NeuralAgent_Student23_200mAgent,Student23_200mAgent
0,3.895,1.22
1,3.77,1.62
2,3.81,1.535
3,3.83,1.43
4,3.79,1.54
5,3.86,1.56
6,3.855,1.255
7,3.815,1.64
8,3.875,1.325
9,3.825,1.475
10,3.885,1.335
11,3.755,1.63
12,3.87,1.42
13,3.845,1.37
14,3.805,1.405
15,3.78,1.58
16,3.79,1.54
17,3.815,1.64
18,3.81,1.435
19,3.81,1.56
20,3.81,1.51
21,3.795,1.52
22,3.82,1.52
23,3.8,1.6
24,3.865,1.365
25,3.755,1.655
26,3.83,1.405
27,3.815,1.39
28,3.87,1.295
29,3.81,1.435
30,3.885,1.31
31,3.88,1.28
32,3.83,1.455
33,3.815,1.365
34,3.89,1.265
35,3.875,1.225
36,3.835,1.335
37,3.855,1.305
38,3.77,1.47
39,3.85,1.175
40,3.815,1.415
41,3.81,1.36
42,3.815,1.465
43,3.885,1.31
44,3.875,1.275
45,3.885,1.385
46,3.835,1.41
47,3.905,1.33
48,3.88,1.38
49,3.795,1.52
50,3.84,1.365
51,3.87,1.37
52,3.865,1.34
53,3.905,1.205
54,3.88,1.28
55,3.855,1.43
56,3.845,1.395
57,3.86,1.31
58,3.82,1.22
59,3.87,1.345
60,3.83,1.38
61,3.895,1.47
62,3.815,1.29
63,3.855,1.155
64,3.855,1.33
65,3.89,1.215
66,3.83,1.355
67,3.835,1.235
68,3.835,1.335
69,3.83,1.18
70,3.86,1.16
71,3.835,1.21
72,3.93,1.18
73,3.895,1.245
74,3.91,1.235
75,3.87,1.195
76,3.88,1.23
77,3.87,1.195
78,3.865,1.19
79,3.885,1.26
80,3.86,1.335
81,3.89,1.24
82,3.845,1.17
83,3.93,1.205
84,3.91,1.335
85,3.895,1.195
86,3.89,1.14
87,3.9,1.1
88,3.9,1.05
89,3.875,1.175
90,3.89,1.215
91,3.805,1.38
92,3.88,1.155
93,3.83,1.105
94,3.9,1.05
95,3.875,1.2
96,3.945,1.12
97,3.92,1.07
98,3.91,1.085
99,3.83,1.155
100,3.94,1.04
101,3.805,1.455
102,3.865,1.265
103,3.93,0.855
104,3.845,1.07
105,3.835,1.235
