,NeuralAgentOpMe_BattleRoyal,AlwaysDefectAgent,RandomChoiceAgent,Student10_200mAgent,Student11_200mAgent,Student13_200aAgent,Student13_200bAgent,Student13_200cAgent,Student13_200mAgent,Student16_200bAgent,Student16_200cAgent,Student17_200aAgent,Student17_200bAgent,Student17_200mAgent,Student19_200aAgent,Student19_200bAgent,Student19_200cAgent,Student19_200mAgent,Student1_200aAgent,Student1_200bAgent,Student1_200cAgent,Student1_200mAgent,Student21_200aAgent,Student21_200cAgent,Student22_200mAgent,Student23_200mAgent,Student24_200bAgent,Student24_200cAgent,Student24_200mAgent,Student26_200bAgent,Student26_200cAgent,Student26_200mAgent,Student2_200aAgent,Student2_200cAgent,Student3_200aAgent,Student3_200bAgent,Student4_200aAgent,Student5_200aAgent,Student5_200bAgent,Student5_200cAgent,Student5_200mAgent,Student7_200aAgent,Student7_200bAgent,Student7_200mAgent,TitF2tatAgent,TitFTatAgent
20,2.115222222222222,2.066,1.6998888888888888,1.809,1.9036666666666666,1.667,1.7806666666666666,2.021888888888889,2.036888888888889,1.852111111111111,1.8157777777777777,1.8676666666666666,1.878,2.0536666666666665,1.8982222222222223,1.6643333333333334,1.598111111111111,1.6095555555555556,2.052888888888889,1.8426666666666667,1.9435555555555555,1.8325555555555555,2.0873333333333335,1.8267777777777778,2.0434444444444444,1.8375555555555556,2.0607777777777776,2.0405555555555557,1.7067777777777777,2.033333333333333,2.070666666666667,2.058777777777778,2.063888888888889,0.04633333333333333,0.5691111111111111,2.042111111111111,1.563,1.7133333333333334,1.653888888888889,2.130888888888889,1.6722222222222223,2.014666666666667,2.1182222222222222,2.123,1.9844444444444445,2.0927777777777776
21,2.1065555555555555,2.0673333333333335,1.6921111111111111,1.8387777777777778,1.9031111111111112,1.6416666666666666,1.7941111111111112,1.9987777777777778,2.027888888888889,1.8426666666666667,1.7496666666666667,1.879888888888889,1.8904444444444444,2.0566666666666666,1.8854444444444445,1.6555555555555554,1.6077777777777778,1.6026666666666667,2.0277777777777777,1.846111111111111,1.9372222222222222,1.8214444444444444,2.0853333333333333,1.8512222222222223,2.035888888888889,1.8375555555555556,2.0605555555555557,2.0645555555555557,1.703111111111111,2.0372222222222223,2.074,2.061,1.977111111111111,0.04666666666666667,0.5766666666666667,2.0336666666666665,1.5195555555555555,1.720888888888889,1.6372222222222221,2.1003333333333334,1.6815555555555555,2.003,2.1175555555555556,2.1175555555555556,1.9737777777777779,2.0906666666666665
22,2.061,2.061,1.7033333333333334,1.8592222222222223,1.8962222222222223,1.6447777777777777,1.8024444444444445,2.000111111111111,2.0236666666666667,1.8514444444444444,1.757,1.8686666666666667,1.899888888888889,2.067,1.8891111111111112,1.6571111111111112,1.6077777777777778,1.6033333333333333,2.1136666666666666,1.8284444444444445,1.8805555555555555,1.8335555555555556,2.0882222222222224,1.8302222222222222,2.04,1.838111111111111,2.0476666666666667,2.0593333333333335,1.7044444444444444,2.0356666666666667,2.068888888888889,2.057111111111111,2.065,0.04666666666666667,0.5521111111111111,2.040111111111111,1.5412222222222223,1.7242222222222223,1.6946666666666668,2.102333333333333,1.665888888888889,2.007222222222222,2.1221111111111113,2.162,1.9898888888888888,2.0918888888888887
23,2.106222222222222,2.0517777777777777,1.697111111111111,1.8725555555555555,1.894111111111111,1.6731111111111112,1.7998888888888889,2.031,2.0284444444444443,1.8457777777777777,1.7983333333333333,1.8765555555555555,1.897,2.051111111111111,1.8988888888888888,1.653,1.598111111111111,1.6094444444444445,2.0636666666666668,1.8334444444444444,1.8837777777777778,1.8313333333333333,2.0966666666666667,1.818111111111111,2.043,1.8375555555555556,2.0614444444444446,2.067222222222222,1.7107777777777777,2.037333333333333,2.0693333333333332,2.0596666666666668,2.0621111111111112,0.04666666666666667,0.5551111111111111,2.0384444444444445,1.54,1.721111111111111,1.6183333333333334,2.107222222222222,1.671888888888889,2.009888888888889,2.1372222222222224,2.1234444444444445,1.9781111111111112,2.0904444444444445
24,2.027888888888889,2.0637777777777777,1.6894444444444445,1.830111111111111,1.9032222222222221,1.6626666666666667,1.8204444444444445,2.018222222222222,2.03,1.8453333333333333,1.7566666666666666,1.8746666666666667,1.8882222222222222,2.055888888888889,1.901,1.648,1.609,1.598,2.0454444444444446,1.839,1.871888888888889,1.8342222222222222,2.092888888888889,1.8333333333333333,2.0345555555555555,1.8423333333333334,2.06,2.061,1.7014444444444445,2.0388888888888888,2.070222222222222,2.0564444444444443,2.062666666666667,0.04666666666666667,0.5806666666666667,2.0325555555555557,1.572111111111111,1.712,1.6335555555555556,2.1025555555555555,1.6277777777777778,2.011222222222222,2.1645555555555553,2.1296666666666666,2.0014444444444446,2.099222222222222
25,2.0325555555555557,2.0643333333333334,1.6483333333333334,1.8606666666666667,1.8991111111111112,1.6735555555555555,1.826,2.023888888888889,2.0314444444444444,1.8542222222222222,1.7993333333333332,1.8874444444444445,1.8977777777777778,2.063111111111111,1.8645555555555555,1.6623333333333334,1.5914444444444444,1.6085555555555555,2.0566666666666666,1.8367777777777778,1.8655555555555556,1.8265555555555555,2.078,1.8158888888888889,2.046,1.836111111111111,2.0655555555555556,2.062,1.703111111111111,2.038222222222222,2.068111111111111,2.0607777777777776,2.066777777777778,0.04633333333333333,0.5565555555555556,2.0366666666666666,1.562,1.7143333333333333,1.697111111111111,2.0854444444444447,1.6377777777777778,2.0065555555555554,2.120888888888889,2.1182222222222222,1.9841111111111112,2.0885555555555557
26,2.1064444444444446,2.0687777777777776,1.671,1.836111111111111,1.897,1.6453333333333333,1.7853333333333334,2.0015555555555555,2.028,1.85,1.7493333333333334,1.8737777777777778,1.8935555555555557,2.0665555555555555,1.8554444444444445,1.6673333333333333,1.6096666666666666,1.6015555555555556,2.1252222222222223,1.8311111111111111,1.853888888888889,1.8462222222222222,2.069777777777778,1.8232222222222223,2.0416666666666665,1.8423333333333334,2.0557777777777777,2.054666666666667,1.701111111111111,2.0384444444444445,2.0684444444444443,2.062666666666667,2.0725555555555557,0.04633333333333333,0.5458888888888889,2.055222222222222,1.5655555555555556,1.7232222222222222,1.6508888888888889,2.0995555555555554,1.683,2.0073333333333334,2.1846666666666668,2.163,1.9887777777777778,2.097888888888889
27,2.110777777777778,2.065,1.6943333333333332,1.8591111111111112,1.8995555555555557,1.6413333333333333,1.7853333333333334,2.021,2.03,1.854,1.7592222222222222,1.8768888888888888,1.8928888888888888,2.0647777777777776,1.8936666666666666,1.6673333333333333,1.6123333333333334,1.601888888888889,2.030666666666667,1.8312222222222223,1.8696666666666666,1.83,2.088,1.8195555555555556,2.0343333333333335,1.8454444444444444,2.0643333333333334,2.0595555555555554,1.7001111111111111,2.0362222222222224,2.077111111111111,2.061111111111111,2.063111111111111,0.04633333333333333,0.5502222222222222,2.033333333333333,1.5816666666666668,1.7154444444444445,1.6304444444444444,2.1061111111111113,1.6784444444444444,2.006666666666667,2.1447777777777777,2.123111111111111,1.9783333333333333,2.100888888888889
28,2.086777777777778,2.067,1.7016666666666667,1.8737777777777778,1.8986666666666667,1.6534444444444445,1.7965555555555555,2.011111111111111,2.0273333333333334,1.8467777777777779,1.791,1.8883333333333334,1.8946666666666667,2.048888888888889,1.8962222222222223,1.6555555555555554,1.5988888888888888,1.6082222222222222,2.070333333333333,1.8336666666666666,1.9337777777777778,1.8304444444444445,2.0866666666666664,1.8523333333333334,2.038777777777778,1.8402222222222222,2.0625555555555555,2.051111111111111,1.7077777777777778,2.039,2.067,2.056,1.984,0.04633333333333333,0.553,2.0442222222222224,1.5413333333333334,1.7243333333333333,1.6285555555555555,2.105111111111111,1.6833333333333333,2.012,2.117888888888889,2.117111111111111,1.9757777777777779,2.104
29,2.0877777777777777,2.071111111111111,1.712,1.8714444444444445,1.8972222222222221,1.6772222222222222,1.7846666666666666,2.018222222222222,2.032,1.8505555555555555,1.7965555555555555,1.8731111111111112,1.8977777777777778,2.051888888888889,1.8966666666666667,1.657888888888889,1.599,1.611888888888889,2.069888888888889,1.8396666666666666,1.857,1.8396666666666666,2.0917777777777777,1.827888888888889,2.0434444444444444,1.8397777777777777,2.064111111111111,2.0495555555555556,1.709111111111111,2.0354444444444444,2.0757777777777777,2.0584444444444445,2.0637777777777777,0.047,0.5554444444444444,2.0332222222222223,1.548,1.7205555555555556,1.615888888888889,2.104111111111111,1.6728888888888889,2.008111111111111,2.1501111111111113,2.1214444444444442,1.981,2.099666666666667
30,2.095666666666667,2.0616666666666665,1.6462222222222223,1.8654444444444445,1.9033333333333333,1.6508888888888889,1.7937777777777777,2.0211111111111113,2.0308888888888887,1.8447777777777778,1.7935555555555556,1.8953333333333333,1.8912222222222221,2.063111111111111,1.8586666666666667,1.6552222222222222,1.5971111111111111,1.6008888888888888,2.224666666666667,1.8296666666666668,1.9598888888888888,1.8415555555555556,2.0774444444444446,1.8284444444444445,2.0464444444444445,1.841,2.054777777777778,2.0723333333333334,1.7097777777777778,2.0345555555555555,2.070333333333333,2.0594444444444444,2.074333333333333,0.04666666666666667,0.5266666666666666,2.0355555555555553,1.5617777777777777,1.7124444444444444,1.6386666666666667,2.142777777777778,1.6331111111111112,2.052888888888889,2.1524444444444444,2.158,1.9961111111111112,2.1006666666666667
31,2.1215555555555556,2.062777777777778,1.6986666666666668,1.8695555555555556,1.8942222222222223,1.6533333333333333,1.7936666666666667,2.0134444444444446,2.0336666666666665,1.8431111111111111,1.7914444444444444,1.8794444444444445,1.8967777777777777,2.058222222222222,1.8926666666666667,1.6724444444444444,1.5976666666666666,1.6035555555555556,2.2224444444444442,1.8317777777777777,1.865888888888889,1.8416666666666666,2.087111111111111,1.8507777777777779,2.043111111111111,1.844,2.0453333333333332,2.0566666666666666,1.7081111111111111,2.0374444444444446,2.0713333333333335,2.054666666666667,1.9813333333333334,0.04533333333333334,0.5413333333333333,2.031111111111111,1.553111111111111,1.7238888888888888,1.6234444444444445,2.152888888888889,1.6766666666666667,2.051,2.1607777777777777,2.1643333333333334,1.9918888888888888,2.0936666666666666
32,2.0704444444444445,2.054111111111111,1.6752222222222222,1.8776666666666666,1.8977777777777778,1.6654444444444445,1.8002222222222222,2.0246666666666666,2.0277777777777777,1.8482222222222222,1.7987777777777778,1.8826666666666667,1.9003333333333334,2.0606666666666666,1.8984444444444444,1.6595555555555555,1.6024444444444443,1.6007777777777779,2.226111111111111,1.8348888888888888,1.8547777777777779,1.8344444444444445,2.0913333333333335,1.851,2.0444444444444443,1.8382222222222222,2.0604444444444443,2.0514444444444444,1.7107777777777777,2.0384444444444445,2.0655555555555556,2.0588888888888888,1.9802222222222223,0.046,0.5703333333333334,2.034666666666667,1.5788888888888888,1.7205555555555556,1.7184444444444444,2.1342222222222222,1.6723333333333332,2.0486666666666666,2.1174444444444442,2.1626666666666665,1.9876666666666667,2.099111111111111
