,NeuralAgent_Student7_200aAgent_rng,Student7_200aAgent
338,1.02,0.995
339,1.02,0.995
340,1.015,1.015
341,1.02,0.995
342,1.02,0.995
343,1.02,0.995
344,1.02,0.995
345,1.02,0.995
346,1.02,0.995
347,1.02,0.995
348,1.02,0.995
349,1.02,0.995
350,1.02,0.995
351,1.03,1.055
352,1.02,0.995
353,1.02,0.995
354,1.02,0.995
355,1.035,1.035
356,1.02,0.995
357,1.02,0.995
358,1.02,0.995
359,1.02,0.995
360,1.02,0.995
361,1.02,0.995
362,1.02,0.995
363,1.015,1.065
364,1.02,0.995
365,1.025,1.025
366,1.02,0.995
367,1.02,0.995
368,1.02,0.995
369,1.02,0.995
370,1.02,0.995
371,1.02,0.995
372,1.015,1.065
373,1.02,0.995
374,1.015,1.065
375,1.02,0.995
376,1.02,0.995
377,1.02,0.995
378,1.02,0.995
379,1.02,0.995
380,1.035,1.01
381,1.02,0.995
382,1.02,0.995
383,1.02,0.995
384,1.02,0.995
385,1.01,1.035
386,1.02,0.995
387,1.02,0.995
388,1.02,0.995
389,1.02,0.995
390,1.02,0.995
391,1.02,0.995
392,1.02,0.995
393,1.02,0.995
394,1.04,1.015
395,1.02,0.995
396,1.02,0.995
397,1.02,0.995
398,1.02,0.995
399,1.02,0.995
400,1.02,1.045
401,1.02,0.995
402,1.02,0.995
403,1.005,1.055
404,1.01,1.035
405,1.02,0.995
406,1.02,0.995
407,1.02,0.995
408,1.02,0.995
409,1.03,1.055
410,1.02,0.995
411,1.02,0.995
412,1.02,0.995
413,1.02,0.995
414,1.02,0.995
415,1.02,0.995
416,1.02,0.995
417,1.02,0.995
418,1.02,0.995
419,1.02,0.995
420,1.02,0.995
421,1.02,0.995
422,1.02,0.995
423,1.015,1.015
424,1.015,1.015
425,1.02,0.995
426,1.02,0.995
427,1.02,0.995
428,1.02,0.995
429,1.02,0.995
430,1.02,0.995
431,1.02,0.995
432,1.02,0.995
433,1.02,0.995
434,1.02,0.995
435,1.02,0.995
436,1.02,0.995
437,1.01,1.035
438,1.02,0.995
439,1.02,0.995
440,1.02,0.995
441,1.02,0.995
442,1.015,1.015
443,1.02,0.995
444,1.02,0.995
445,1.02,0.995
446,1.02,0.995
447,1.02,0.995
448,1.02,0.995
449,1.02,0.995
450,1.02,0.995
451,1.02,0.995
452,1.02,0.995
453,1.02,0.995
454,1.02,0.995
455,1.02,0.995
456,1.02,0.995
457,1.02,0.995
458,1.02,0.995
459,1.02,0.995
460,1.01,1.085
461,1.02,0.995
462,1.02,0.995
463,1.02,0.995
464,1.02,0.995
465,1.02,0.995
466,1.02,0.995
467,1.035,1.035
468,1.02,0.995
469,1.02,0.995
470,1.02,0.995
471,1.02,0.995
472,1.02,0.995
473,1.04,1.015
474,1.015,1.015
475,1.005,1.105
476,1.02,0.995
477,1.02,0.995
478,1.02,0.995
479,1.02,0.995
480,1.015,1.015
481,1.025,1.025
482,1.02,0.995
483,1.02,0.995
484,1.02,0.995
485,1.02,0.995
486,1.02,0.995
487,1.02,0.995
488,1.02,0.995
489,1.02,0.995
490,1.02,0.995
491,1.02,0.995
492,1.02,0.995
493,1.02,0.995
494,1.02,0.995
495,1.02,0.995
496,1.02,0.995
497,1.02,0.995
498,1.02,0.995
499,1.02,0.995
500,1.02,0.995
501,1.02,0.995
502,1.02,0.995
503,1.02,1.045
504,1.02,0.995
505,1.02,0.995
506,1.02,0.995
507,1.02,0.995
508,1.025,1.025
509,1.02,0.995
510,1.01,1.035
511,1.015,1.015
512,1.02,0.995
513,1.02,0.995
514,1.02,0.995
515,1.02,0.995
516,1.015,1.015
517,0.995,1.095
518,1.02,0.995
519,1.015,1.015
520,1.02,0.995
521,1.02,0.995
522,1.02,0.995
523,1.02,0.995
524,1.02,0.995
525,1.02,0.995
526,1.02,0.995
527,1.015,1.015
528,1.015,1.065
529,1.02,0.995
530,1.025,1.05
531,1.015,1.015
532,1.02,0.995
533,1.015,1.015
534,1.015,1.015
535,1.0,1.075
536,1.035,1.01
537,1.005,1.105
538,1.02,0.995
539,1.02,1.045
540,1.0,1.075
541,1.01,1.035
542,1.01,1.035
543,1.01,1.035
544,1.015,1.015
545,1.02,0.995
546,1.02,0.995
547,1.0,1.075
548,1.02,0.995
549,0.995,1.195
550,1.015,1.015
551,1.02,0.995
552,1.02,0.995
553,1.015,1.015
554,1.03,1.055
555,1.015,1.015
556,1.005,1.055
557,1.02,0.995
558,1.02,0.995
559,0.99,1.115
560,1.015,1.015
561,1.0,1.075
562,1.0,1.075
563,1.02,0.995
564,0.995,1.095
565,1.02,0.995
566,1.015,1.015
567,1.01,1.035
568,0.985,1.135
569,1.01,1.035
570,0.985,1.135
571,1.02,1.095
572,1.005,1.055
573,1.005,1.055
574,1.005,1.055
575,1.005,1.055
576,1.02,0.995
577,1.015,1.015
578,1.015,1.015
579,1.005,1.055
580,1.01,1.035
581,0.995,1.095
582,0.945,1.295
583,1.005,1.055
584,1.01,1.035
585,1.02,0.995
586,1.01,1.035
587,1.015,1.015
588,1.035,1.085
589,1.02,0.995
590,0.98,1.155
591,1.015,1.015
592,1.02,0.995
593,1.015,1.015
594,1.0,1.075
595,1.0,1.075
596,1.0,1.075
597,1.0,1.075
598,1.015,1.015
599,1.015,1.015
600,1.005,1.055
601,1.005,1.055
602,1.0,1.075
603,1.015,1.015
604,0.96,1.235
605,1.015,1.015
606,0.97,1.245
607,0.99,1.115
608,0.995,1.17
609,1.01,1.185
610,0.95,1.275
611,1.0,1.075
612,0.985,1.135
613,1.0,1.075
614,1.005,1.055
615,0.97,1.195
616,1.015,1.015
617,1.005,1.055
618,1.015,1.015
619,0.97,1.195
620,1.01,1.035
621,0.995,1.095
622,0.985,1.135
623,1.0,1.075
624,0.985,1.135
625,1.02,1.095
626,0.965,1.29
627,0.995,1.095
628,0.975,1.175
629,1.005,1.055
630,1.0,1.075
631,1.01,1.185
632,1.01,1.035
633,0.97,1.195
634,0.985,1.135
635,1.03,1.105
636,1.005,1.155
637,0.99,1.115
638,1.03,1.055
639,1.015,1.015
640,1.01,1.035
641,1.01,1.11
642,1.03,1.03
643,0.975,1.175
644,0.99,1.115
645,0.98,1.155
646,0.925,1.375
647,0.945,1.295
648,1.01,1.035
649,1.01,1.035
650,0.99,1.115
651,1.01,1.085
652,0.985,1.135
653,1.005,1.055
654,1.01,1.035
655,0.985,1.135
656,1.02,1.095
657,0.995,1.095
658,1.005,1.055
659,0.985,1.135
660,1.01,1.035
661,1.035,1.035
662,1.0,1.075
663,1.025,1.075
664,1.005,1.055
665,0.99,1.115
666,1.0,1.075
667,1.03,1.03
668,0.91,1.435
669,0.95,1.325
670,0.995,1.095
671,0.975,1.175
672,0.975,1.175
673,0.985,1.135
674,1.03,1.055
675,1.005,1.055
676,1.025,1.075
677,1.005,1.13
678,0.955,1.255
679,0.985,1.185
680,1.0,1.075
681,0.98,1.155
682,0.985,1.185
683,1.015,1.09
684,1.015,1.015
685,0.965,1.215
686,1.0,1.075
687,0.97,1.195
688,1.0,1.075
689,1.01,1.035
690,1.03,1.055
691,0.995,1.17
692,1.03,1.055
693,1.035,1.01
694,1.02,1.07
695,0.995,1.095
696,1.025,1.075
697,1.01,1.035
698,1.01,1.035
699,1.01,1.035
700,0.99,1.19
701,0.995,1.095
702,1.005,1.055
703,0.98,1.155
704,1.01,1.035
705,0.97,1.195
706,1.015,1.015
707,1.015,1.065
708,0.995,1.32
709,1.035,1.01
710,0.995,1.145
711,1.0,1.125
712,1.01,1.035
713,0.995,1.095
714,0.985,1.135
715,0.94,1.315
716,1.01,1.035
717,1.01,1.035
718,0.985,1.135
719,1.015,1.065
720,1.03,1.03
721,0.95,1.275
722,1.02,1.095
723,0.98,1.155
724,0.985,1.135
725,0.94,1.315
726,1.01,1.035
727,0.98,1.155
728,0.985,1.135
729,1.01,1.11
730,0.96,1.31
731,0.995,1.17
732,0.905,1.455
733,0.995,1.095
734,0.91,1.435
735,0.965,1.215
736,0.86,2.035
737,0.93,1.355
738,0.965,1.29
739,0.845,1.695
740,0.865,1.615
741,0.765,2.015
742,0.86,1.71
743,0.865,1.615
744,0.89,1.565
745,0.895,1.495
746,0.885,1.535
747,0.96,1.235
748,0.89,1.615
749,0.895,1.57
750,0.8,1.875
751,0.975,1.275
752,0.97,1.295
753,0.92,1.47
754,0.995,1.095
755,0.95,1.6
756,0.82,1.87
757,0.915,1.49
758,0.84,1.79
759,0.815,1.815
760,0.9,1.525
761,0.845,1.695
762,0.885,1.61
763,0.85,1.675
764,0.925,1.475
765,0.985,1.235
766,0.925,1.375
767,0.93,1.455
768,0.81,1.835
769,0.865,1.665
770,0.905,1.455
771,0.92,1.62
772,0.815,1.915
773,0.99,1.54
774,0.88,1.555
775,0.86,1.635
776,0.84,1.815
777,0.885,1.535
778,1.015,1.015
779,0.93,1.405
780,0.89,1.515
781,0.98,1.155
782,0.99,1.115
783,0.98,1.155
784,1.03,1.055
785,0.96,1.235
786,0.87,1.645
787,1.025,1.05
788,0.955,1.305
789,0.965,1.215
790,1.025,1.05
791,0.98,1.155
792,1.04,1.19
793,0.975,1.225
794,0.985,1.21
795,0.885,1.535
796,0.975,1.175
797,0.97,1.195
798,0.875,1.575
799,1.085,1.085
800,0.965,1.215
801,0.9,1.575
802,0.935,1.385
803,0.99,1.115
804,0.92,1.395
805,0.815,1.815
806,0.99,1.215
807,0.935,1.41
808,0.98,1.23
809,0.9,1.475
810,0.92,1.395
811,1.095,1.095
812,0.99,1.215
813,0.995,1.095
814,0.89,1.515
815,0.945,1.295
816,0.975,1.25
817,0.995,1.095
818,0.985,1.135
819,1.01,1.035
820,0.985,1.135
821,0.985,1.21
822,0.94,1.415
823,0.99,1.115
824,0.98,1.155
825,0.885,1.535
826,1.0,1.075
827,1.005,1.055
828,1.035,1.01
829,1.0,1.075
830,1.0,1.075
831,1.035,1.01
832,0.91,1.435
833,1.005,1.055
834,1.0,1.075
835,1.0,1.125
836,1.0,1.075
837,1.02,1.045
838,1.035,1.01
839,1.01,1.11
840,1.005,1.055
841,0.96,1.285
842,0.98,1.155
843,0.97,1.195
844,1.0,1.075
845,0.945,1.295
846,0.995,1.17
847,1.01,1.085
848,0.81,1.835
849,1.015,1.115
850,1.0,1.075
851,0.955,1.255
852,0.905,1.455
853,1.035,1.01
854,1.01,1.11
855,1.03,1.105
856,0.99,1.115
857,1.01,1.035
858,0.99,1.115
859,0.995,1.195
860,1.035,1.01
861,1.0,1.125
862,1.005,1.105
863,0.99,1.115
864,0.905,1.68
865,0.995,1.17
866,0.905,1.455
867,0.865,1.615
868,1.075,1.075
869,1.08,1.155
870,0.84,1.715
871,1.01,1.11
872,1.01,1.035
873,0.84,1.765
874,0.995,1.095
875,0.9,1.475
876,1.02,0.995
877,0.97,1.245
878,1.0,1.15
879,0.97,1.195
880,0.955,1.255
881,0.86,1.685
882,0.77,1.995
883,0.87,1.595
884,1.035,1.01
885,0.86,1.635
886,1.02,1.07
887,0.98,1.155
888,0.955,1.43
889,1.03,1.13
890,1.0,1.15
891,0.895,1.545
892,1.065,1.09
893,0.965,1.29
894,0.99,1.215
895,0.945,1.295
896,0.98,1.155
897,0.99,1.29
898,1.01,1.135
899,0.915,1.465
900,0.81,1.835
901,1.0,1.075
902,1.0,1.125
903,1.0,1.125
904,0.84,1.79
905,1.005,1.055
906,1.0,1.075
907,0.95,1.275
908,1.01,1.035
909,0.92,1.395
910,0.97,1.195
911,0.93,1.405
912,0.935,1.335
913,0.915,1.415
914,0.98,1.205
915,1.015,1.115
916,1.005,1.055
917,1.015,1.115
918,1.035,1.01
919,0.975,1.275
920,0.92,1.395
921,1.005,1.105
922,1.0,1.075
923,0.92,1.47
924,0.965,1.215
925,0.99,1.115
926,1.005,1.055
927,0.995,1.27
928,0.87,1.595
929,0.95,1.275
930,0.955,1.255
931,1.005,1.055
932,0.93,1.355
933,1.035,1.01
934,0.78,1.955
935,1.02,1.07
936,1.0,1.075
937,1.035,1.01
938,0.78,2.005
939,0.91,1.435
940,1.035,1.01
941,0.96,1.335
942,0.905,1.455
943,0.91,1.485
944,0.895,1.495
945,0.94,1.315
946,1.015,1.115
947,0.99,1.115
948,0.975,1.275
949,0.965,1.215
950,1.01,1.035
951,0.98,1.305
952,0.94,1.39
953,0.93,1.355
954,1.0,1.075
955,1.01,1.11
956,0.945,1.345
957,0.97,1.195
958,1.025,1.05
959,0.835,1.835
960,1.035,1.11
961,1.035,1.01
962,1.005,1.055
963,0.98,1.155
964,0.935,1.335
965,0.81,1.935
966,0.795,1.945
967,0.945,1.345
968,0.67,2.395
969,1.025,1.025
970,0.745,2.095
971,1.03,1.13
972,0.91,1.66
973,1.0,1.075
974,1.035,1.035
975,0.945,1.295
976,0.955,1.255
977,1.03,1.105
978,0.955,1.255
979,0.95,1.325
980,1.03,1.355
981,0.915,1.415
982,0.72,2.27
983,0.95,1.275
984,0.835,1.735
985,1.035,1.235
986,0.865,1.69
987,0.715,2.265
988,0.8,1.95
989,0.515,3.015
990,0.82,2.07
991,0.735,2.21
992,0.7,2.275
993,0.53,3.005
994,0.915,1.815
995,0.935,1.385
996,0.525,2.975
997,0.88,1.655
998,0.5,3.15
999,0.515,3.09
