,NeuralAgent_Student5_200bAgent_rng,Student5_200bAgent
0,3.93,1.405
1,4.065,1.215
2,4.11,1.185
3,3.895,1.245
4,3.83,1.605
5,3.965,1.415
6,3.905,1.355
7,3.915,1.415
8,4.2,1.1
9,4.23,1.055
10,4.1,1.05
11,4.24,1.015
12,4.33,0.855
13,4.22,0.87
14,4.32,0.645
15,4.3,0.875
16,4.335,0.835
17,4.16,0.96
18,4.135,1.035
19,4.405,0.705
20,4.29,0.94
21,4.155,1.055
22,4.175,1.075
23,4.19,1.04
24,4.025,1.225
25,4.155,1.105
26,4.065,1.215
27,4.075,1.275
28,3.915,1.39
29,3.685,1.71
30,3.975,1.325
31,3.89,1.415
32,3.96,1.385
33,3.735,1.685
34,3.795,1.595
35,3.8,1.6
36,3.895,1.52
37,3.955,1.455
38,4.12,1.245
39,3.77,1.495
40,3.99,1.29
41,3.805,1.505
42,4.13,1.155
43,3.965,1.29
44,4.29,0.89
45,3.905,1.255
46,4.215,0.965
47,4.41,0.81
48,4.4,0.75
49,4.43,0.555
50,4.78,0.155
51,4.73,0.155
52,4.755,0.18
53,4.68,0.13
54,4.605,0.355
55,4.345,0.67
56,4.675,0.275
57,4.28,0.855
58,4.225,1.0
59,4.18,1.005
60,4.12,1.12
61,4.105,1.205
62,3.825,1.6
63,3.79,1.665
64,3.695,1.745
65,3.76,1.785
66,3.725,1.75
67,3.505,2.005
68,3.625,1.95
69,3.48,2.155
70,3.65,1.8
71,3.635,1.885
72,3.665,1.84
73,3.585,1.885
74,3.9,1.55
75,3.74,1.665
76,3.675,1.675
77,3.71,1.66
78,3.68,1.755
79,3.68,1.68
80,3.775,1.625
81,3.89,1.515
82,3.74,1.59
83,3.795,1.595
84,3.86,1.535
85,3.86,1.535
86,3.805,1.605
87,4.64,0.14
88,4.82,0.045
89,4.82,0.045
90,4.79,0.065
91,4.8,0.05
92,4.8,0.05
93,4.74,0.065
94,4.8,0.05
95,4.8,0.05
96,4.88,0.03
97,3.86,1.585
98,4.68,0.08
99,4.72,0.07
100,4.86,0.035
101,4.8,0.075
102,4.76,0.06
103,4.88,0.03
104,4.84,0.04
105,4.86,0.035
106,4.88,0.03
107,4.76,0.06
108,4.64,0.09
109,4.74,0.065
110,4.86,0.035
111,4.78,0.08
112,4.82,0.07
113,4.8,0.05
114,4.76,0.06
115,4.78,0.055
116,4.9,0.025
117,4.82,0.045
118,4.73,0.08
119,4.82,0.045
120,4.58,0.105
121,4.76,0.06
122,4.78,0.055
123,4.9,0.025
124,4.78,0.055
125,4.7,0.075
126,4.78,0.055
127,4.82,0.045
128,4.82,0.045
129,4.78,0.055
130,4.84,0.04
131,4.78,0.055
132,4.86,0.035
133,4.84,0.04
134,4.82,0.045
135,4.82,0.045
136,4.7,0.1
137,4.74,0.065
138,4.82,0.045
139,4.76,0.06
140,4.86,0.035
141,4.82,0.045
142,4.6,0.1
143,4.83,0.08
144,4.82,0.045
145,4.8,0.05
146,4.82,0.045
147,4.755,0.105
148,4.72,0.07
149,4.78,0.055
150,4.84,0.04
151,4.86,0.035
152,4.9,0.025
153,4.74,0.065
154,4.86,0.035
155,4.84,0.04
156,4.73,0.13
157,4.72,0.07
158,4.84,0.04
159,4.785,0.085
160,4.7,0.075
161,4.74,0.065
162,4.87,0.045
163,4.72,0.07
164,4.8,0.05
165,4.8,0.05
166,4.81,0.06
167,4.84,0.04
168,4.8,0.05
169,4.76,0.06
170,4.8,0.05
171,4.92,0.02
172,4.86,0.035
173,4.84,0.04
174,4.74,0.065
175,4.68,0.08
176,4.88,0.03
177,4.72,0.07
178,4.8,0.05
179,4.8,0.05
180,4.76,0.06
181,4.87,0.07
182,4.92,0.02
183,4.84,0.04
184,4.8,0.05
185,4.72,0.07
186,4.8,0.1
187,4.82,0.045
188,4.82,0.045
189,4.81,0.06
190,4.9,0.025
191,4.9,0.025
192,4.75,0.075
193,4.86,0.035
194,4.76,0.06
195,4.84,0.04
196,4.8,0.05
197,4.66,0.085
198,4.74,0.065
199,4.76,0.06
200,4.66,0.085
201,4.76,0.06
202,4.87,0.045
203,4.8,0.05
204,4.74,0.09
205,4.82,0.045
206,4.88,0.03
207,4.74,0.065
208,4.77,0.07
209,4.8,0.05
210,4.7,0.075
211,4.77,0.095
212,4.84,0.04
213,4.83,0.08
214,4.78,0.055
215,4.77,0.095
216,4.75,0.075
217,4.86,0.035
218,4.76,0.06
219,4.82,0.045
220,4.82,0.045
221,4.83,0.055
222,4.69,0.09
223,4.7,0.075
224,4.81,0.06
225,4.87,0.045
226,4.82,0.045
227,4.82,0.045
228,4.74,0.065
229,4.84,0.04
230,4.86,0.035
231,4.86,0.035
232,4.8,0.05
233,4.77,0.07
234,4.805,0.105
235,4.72,0.07
236,4.76,0.085
237,4.91,0.035
238,4.83,0.08
239,4.72,0.095
240,4.9,0.025
241,4.9,0.025
242,4.77,0.095
243,4.75,0.2
244,4.69,0.115
245,4.78,0.155
246,4.71,0.11
247,4.86,0.035
248,4.805,0.08
249,4.695,0.145
250,4.795,0.12
251,4.82,0.045
252,4.78,0.08
253,4.76,0.06
254,4.75,0.1
255,4.73,0.105
256,4.78,0.055
257,4.87,0.045
258,4.85,0.05
259,4.725,0.125
260,4.835,0.085
261,4.83,0.08
262,4.76,0.11
263,4.8,0.125
264,4.76,0.085
265,4.62,0.17
266,4.76,0.085
267,4.89,0.04
268,4.78,0.055
269,4.79,0.09
270,4.85,0.05
271,4.9,0.025
272,4.77,0.07
273,4.72,0.095
274,4.75,0.1
275,4.87,0.045
276,4.82,0.045
277,4.77,0.095
278,4.87,0.045
279,4.84,0.04
280,4.81,0.06
281,4.77,0.145
282,4.71,0.11
283,4.89,0.09
284,4.825,0.125
285,4.73,0.18
286,4.8,0.1
287,4.76,0.135
288,4.8,0.1
289,4.695,0.17
290,4.585,0.185
291,4.66,0.16
292,4.675,0.2
293,4.76,0.085
294,4.81,0.085
295,4.685,0.185
296,4.85,0.1
297,4.74,0.14
298,4.68,0.105
299,4.765,0.09
300,4.72,0.07
301,4.76,0.11
302,4.725,0.15
303,4.89,0.04
304,4.82,0.07
305,4.795,0.095
306,4.65,0.2
307,4.76,0.11
308,4.685,0.185
309,4.73,0.155
310,4.675,0.2
311,4.75,0.175
312,4.8,0.125
313,4.775,0.15
314,4.79,0.165
315,4.525,0.4
316,4.645,0.37
317,4.5,0.45
318,4.245,0.97
319,4.11,1.035
320,4.185,0.935
321,4.25,0.95
322,4.25,0.875
323,4.255,0.93
324,4.295,0.895
325,4.325,0.825
326,4.345,0.745
327,4.435,0.71
328,4.38,0.63
329,4.665,0.315
330,4.68,0.23
331,4.605,0.305
332,4.725,0.2
333,4.7,0.2
334,4.86,0.06
335,4.76,0.135
336,4.76,0.11
337,4.89,0.04
338,4.88,0.055
339,4.7,0.125
340,4.81,0.06
341,4.76,0.11
342,4.77,0.095
343,4.78,0.08
344,4.72,0.095
345,4.74,0.065
346,4.78,0.055
347,4.76,0.11
348,4.81,0.06
349,4.8,0.075
350,4.79,0.065
351,4.71,0.085
352,4.71,0.085
353,4.84,0.065
354,4.84,0.065
355,4.85,0.075
356,4.81,0.06
357,4.72,0.095
358,4.81,0.06
359,4.79,0.09
360,4.84,0.065
361,4.785,0.085
362,4.67,0.12
363,4.75,0.1
364,4.73,0.08
365,4.8,0.1
366,4.86,0.06
367,4.7,0.1
368,4.745,0.095
369,4.79,0.09
370,4.7,0.15
371,4.89,0.04
372,4.835,0.06
373,4.82,0.07
374,4.79,0.09
375,4.85,0.05
376,4.75,0.075
377,4.725,0.15
378,4.735,0.16
379,4.89,0.065
380,4.74,0.09
381,4.82,0.095
382,4.77,0.12
383,4.76,0.11
384,4.75,0.075
385,4.82,0.07
386,4.805,0.105
387,4.73,0.155
388,4.74,0.115
389,4.85,0.05
390,4.73,0.105
391,4.85,0.1
392,4.67,0.095
393,4.88,0.08
394,4.76,0.11
395,4.85,0.075
396,4.78,0.105
397,4.72,0.145
398,4.64,0.165
399,4.82,0.095
400,4.55,0.275
401,4.74,0.14
402,4.52,0.42
403,4.65,0.3
404,4.545,0.42
405,4.555,0.43
406,4.69,0.34
407,4.6,0.4
408,4.655,0.305
409,4.48,0.505
410,4.58,0.38
411,4.75,0.225
412,4.65,0.275
413,4.695,0.22
414,4.55,0.4
415,4.665,0.215
416,4.55,0.35
417,4.37,0.57
418,4.71,0.185
419,4.7,0.15
420,4.735,0.185
421,4.89,0.065
422,4.79,0.14
423,4.78,0.105
424,4.79,0.065
425,4.69,0.115
426,4.84,0.09
427,4.73,0.105
428,4.83,0.08
429,4.82,0.095
430,4.76,0.085
431,4.835,0.085
432,4.83,0.08
433,4.815,0.115
434,4.81,0.06
435,4.785,0.085
436,4.77,0.095
437,4.69,0.215
438,4.76,0.085
439,4.745,0.12
440,4.73,0.08
441,4.645,0.195
442,4.81,0.06
443,4.73,0.13
444,4.81,0.06
445,4.76,0.135
446,4.82,0.07
447,4.82,0.095
448,4.84,0.065
449,4.72,0.12
450,4.74,0.115
451,4.83,0.105
452,4.7,0.1
453,4.89,0.04
454,4.73,0.13
455,4.87,0.095
456,4.74,0.14
457,4.76,0.135
458,4.65,0.15
459,4.64,0.165
460,4.74,0.115
461,4.71,0.185
462,4.72,0.145
463,4.84,0.065
464,4.86,0.06
465,4.78,0.08
466,4.73,0.13
467,4.64,0.19
468,4.82,0.07
469,4.72,0.145
470,4.82,0.07
471,4.635,0.26
