,NeuralAgent_Student17_200bAgent,Student17_200bAgent
139,0.53,3.205
140,0.465,3.44
141,0.47,3.445
142,0.5,3.375
143,0.42,3.595
144,0.475,3.425
145,0.435,3.56
146,0.52,3.22
147,0.455,3.48
148,0.52,3.27
149,0.515,3.29
150,0.445,3.52
151,0.48,3.355
152,0.4,3.7
153,0.445,3.545
154,0.445,3.495
155,0.42,3.595
156,0.465,3.44
157,0.47,3.395
158,0.425,3.55
159,0.49,3.315
160,0.435,3.56
161,0.48,3.38
162,0.43,3.555
163,0.435,3.56
164,0.405,3.68
165,0.4,3.675
166,0.465,3.465
167,0.505,3.305
168,0.455,3.48
169,0.42,3.57
170,0.37,3.795
171,0.405,3.68
172,0.455,3.48
173,0.37,3.795
174,0.475,3.425
175,0.435,3.535
176,0.38,3.755
177,0.455,3.505
178,0.44,3.565
179,0.39,3.69
180,0.355,3.905
181,0.38,3.755
182,0.33,3.955
183,0.4,3.675
184,0.41,3.66
185,0.42,3.67
186,0.455,3.48
187,0.455,3.505
188,0.36,3.885
189,0.415,3.64
190,0.36,3.86
191,0.435,3.56
192,0.415,3.64
193,0.425,3.6
194,0.385,3.735
195,0.39,3.715
196,0.34,3.965
197,0.35,3.9
198,0.4,3.7
199,0.435,3.585
200,0.335,3.935
201,0.365,3.84
202,0.34,3.915
203,0.365,3.865
204,0.365,3.79
205,0.42,3.62
206,0.43,3.655
207,0.325,4.0
208,0.345,3.945
209,0.4,3.75
210,0.295,4.095
211,0.355,3.88
212,0.395,3.72
213,0.29,4.14
214,0.405,3.655
215,0.355,3.855
216,0.315,4.065
217,0.355,3.855
218,0.36,3.91
219,0.37,3.795
220,0.275,4.15
221,0.4,3.75
222,0.315,4.09
223,0.315,4.04
224,0.375,3.775
225,0.315,4.04
226,0.32,3.97
227,0.31,4.06
228,0.28,4.18
229,0.3,4.1
230,0.3,4.05
231,0.325,4.05
232,0.29,4.14
233,0.325,4.0
234,0.335,3.96
235,0.255,4.255
236,0.375,3.8
237,0.29,4.115
238,0.295,4.07
239,0.25,4.275
240,0.31,4.085
241,0.31,4.035
242,0.32,4.07
243,0.305,4.105
244,0.275,4.15
245,0.26,4.235
246,0.29,4.115
247,0.25,4.325
248,0.285,4.135
249,0.3,4.1
250,0.315,4.04
251,0.295,4.145
252,0.23,4.38
253,0.305,4.055
254,0.3,4.15
255,0.235,4.31
256,0.3,4.15
257,0.24,4.34
258,0.295,4.12
259,0.275,4.2
260,0.265,4.265
261,0.27,4.17
262,0.255,4.255
263,0.25,4.3
264,0.25,4.275
265,0.255,4.28
266,0.265,4.265
267,0.28,4.18
268,0.26,4.31
269,0.255,4.305
270,0.23,4.38
271,0.23,4.355
272,0.215,4.415
273,0.26,4.26
274,0.245,4.27
275,0.24,4.34
276,0.235,4.335
277,0.225,4.375
278,0.215,4.44
279,0.22,4.395
280,0.22,4.395
281,0.22,4.395
282,0.2,4.45
283,0.22,4.395
284,0.26,4.235
285,0.23,4.355
286,0.275,4.225
287,0.215,4.415
288,0.195,4.52
289,0.25,4.325
290,0.21,4.435
291,0.225,4.425
292,0.205,4.455
293,0.24,4.315
294,0.215,4.415
295,0.22,4.37
296,0.17,4.62
297,0.215,4.44
298,0.22,4.42
299,0.195,4.495
300,0.24,4.39
301,0.205,4.455
302,0.215,4.44
303,0.175,4.575
304,0.21,4.485
305,0.23,4.38
306,0.185,4.51
307,0.225,4.425
308,0.175,4.575
309,0.15,4.65
310,0.205,4.455
311,0.225,4.4
312,0.185,4.56
313,0.17,4.62
314,0.22,4.42
315,0.185,4.56
316,0.175,4.575
317,0.2,4.475
318,0.18,4.555
319,0.205,4.48
320,0.195,4.495
321,0.195,4.545
322,0.165,4.615
323,0.215,4.415
324,0.21,4.41
325,0.165,4.59
326,0.185,4.535
327,0.18,4.555
328,0.18,4.53
329,0.24,4.39
330,0.16,4.635
331,0.175,4.575
332,0.175,4.575
333,0.165,4.665
334,0.205,4.455
335,0.155,4.655
336,0.18,4.555
337,0.155,4.655
338,0.185,4.56
339,0.155,4.655
340,0.17,4.595
341,0.16,4.61
342,0.18,4.555
343,0.19,4.54
344,0.175,4.6
345,0.165,4.615
346,0.215,4.44
347,0.205,4.505
348,0.17,4.595
349,0.175,4.6
350,0.135,4.735
351,0.155,4.63
352,0.175,4.6
353,0.16,4.635
354,0.18,4.555
355,0.18,4.555
356,0.165,4.64
357,0.195,4.52
358,0.15,4.65
359,0.18,4.58
360,0.155,4.68
361,0.145,4.72
362,0.15,4.675
363,0.13,4.755
364,0.22,4.47
365,0.155,4.63
366,0.19,4.565
367,0.17,4.62
368,0.15,4.675
369,0.155,4.655
370,0.125,4.75
371,0.18,4.605
372,0.13,4.73
373,0.145,4.695
374,0.14,4.715
375,0.14,4.69
376,0.165,4.615
377,0.155,4.68
378,0.185,4.535
379,0.18,4.555
380,0.145,4.67
381,0.14,4.715
382,0.145,4.67
383,0.13,4.755
384,0.135,4.735
385,0.18,4.58
386,0.17,4.62
387,0.165,4.615
388,0.155,4.73
389,0.155,4.655
390,0.15,4.675
391,0.145,4.745
392,0.14,4.715
393,0.15,4.65
394,0.135,4.735
395,0.145,4.695
396,0.145,4.695
397,0.12,4.795
398,0.155,4.68
399,0.145,4.695
400,0.165,4.615
401,0.135,4.735
402,0.165,4.64
403,0.12,4.77
404,0.145,4.695
405,0.17,4.62
406,0.13,4.73
407,0.14,4.715
408,0.155,4.68
409,0.135,4.71
410,0.145,4.72
411,0.14,4.69
412,0.175,4.575
413,0.125,4.775
414,0.13,4.755
415,0.15,4.675
416,0.13,4.755
417,0.18,4.58
418,0.14,4.74
419,0.13,4.78
420,0.125,4.75
421,0.12,4.77
422,0.145,4.67
423,0.135,4.735
424,0.16,4.635
425,0.15,4.725
426,0.115,4.79
427,0.125,4.75
428,0.145,4.695
429,0.135,4.735
430,0.125,4.775
431,0.12,4.795
432,0.16,4.635
433,0.13,4.755
434,0.15,4.65
435,0.14,4.715
436,0.13,4.755
437,0.15,4.675
438,0.135,4.735
439,0.12,4.77
440,0.12,4.77
441,0.145,4.695
442,0.13,4.73
443,0.13,4.755
444,0.115,4.79
445,0.135,4.735
446,0.13,4.755
447,0.15,4.7
448,0.125,4.775
449,0.13,4.78
450,0.145,4.695
451,0.115,4.79
452,0.14,4.715
453,0.12,4.82
454,0.13,4.78
455,0.12,4.795
456,0.14,4.765
457,0.125,4.8
458,0.125,4.775
459,0.16,4.685
460,0.125,4.775
461,0.12,4.795
462,0.125,4.775
463,0.13,4.755
464,0.135,4.785
465,0.12,4.77
466,0.12,4.795
467,0.135,4.71
468,0.125,4.775
469,0.115,4.815
470,0.12,4.795
471,0.12,4.77
472,0.125,4.8
473,0.105,4.83
474,0.16,4.71
475,0.13,4.78
476,0.12,4.795
477,0.105,4.83
478,0.13,4.755
479,0.15,4.7
480,0.115,4.79
481,0.135,4.76
482,0.125,4.775
483,0.115,4.79
484,0.135,4.735
485,0.125,4.775
486,0.115,4.79
487,0.155,4.705
488,0.11,4.81
489,0.145,4.745
490,0.13,4.755
491,0.12,4.795
492,0.13,4.755
493,0.155,4.705
494,0.14,4.715
495,0.155,4.705
496,0.155,4.68
497,0.13,4.755
498,0.135,4.735
499,0.135,4.735
500,0.125,4.775
501,0.13,4.78
502,0.135,4.76
503,0.115,4.815
504,0.125,4.775
505,0.115,4.79
506,0.11,4.81
507,0.135,4.76
508,0.115,4.815
509,0.14,4.765
510,0.13,4.78
511,0.125,4.775
512,0.12,4.795
513,0.115,4.79
514,0.115,4.815
515,0.125,4.775
516,0.115,4.815
517,0.115,4.79
518,0.115,4.815
519,0.115,4.79
520,0.115,4.79
521,0.12,4.795
522,0.115,4.815
523,0.11,4.81
524,0.12,4.795
525,0.135,4.735
526,0.135,4.735
527,0.12,4.795
528,0.12,4.77
529,0.125,4.775
530,0.12,4.795
531,0.12,4.77
532,0.125,4.775
533,0.11,4.81
534,0.11,4.81
535,0.14,4.74
536,0.115,4.79
537,0.14,4.74
538,0.115,4.815
539,0.135,4.76
540,0.115,4.79
541,0.11,4.81
542,0.13,4.78
543,0.125,4.775
544,0.13,4.73
545,0.14,4.765
546,0.135,4.76
547,0.12,4.795
548,0.115,4.79
549,0.12,4.795
550,0.12,4.82
551,0.115,4.815
552,0.12,4.795
553,0.135,4.76
554,0.125,4.8
555,0.13,4.78
556,0.11,4.81
557,0.125,4.8
558,0.125,4.775
559,0.14,4.74
560,0.145,4.72
561,0.12,4.77
562,0.14,4.765
563,0.125,4.775
564,0.13,4.755
565,0.125,4.75
566,0.13,4.755
567,0.12,4.77
568,0.12,4.795
569,0.11,4.81
570,0.12,4.77
571,0.135,4.785
572,0.135,4.76
573,0.105,4.83
574,0.115,4.79
575,0.135,4.76
576,0.135,4.785
577,0.13,4.78
578,0.11,4.835
579,0.125,4.775
580,0.105,4.83
581,0.105,4.83
582,0.15,4.725
583,0.135,4.76
584,0.115,4.79
585,0.11,4.81
586,0.11,4.81
587,0.12,4.795
588,0.125,4.775
589,0.12,4.77
590,0.115,4.79
591,0.145,4.72
592,0.14,4.765
593,0.115,4.79
594,0.125,4.775
595,0.125,4.775
596,0.13,4.755
597,0.125,4.775
598,0.14,4.765
599,0.125,4.775
600,0.13,4.78
601,0.12,4.795
602,0.13,4.78
603,0.135,4.735
604,0.135,4.735
605,0.135,4.735
606,0.11,4.835
607,0.11,4.81
608,0.13,4.755
609,0.14,4.74
610,0.13,4.78
611,0.14,4.74
612,0.125,4.775
613,0.125,4.8
614,0.135,4.76
615,0.145,4.72
616,0.125,4.775
617,0.13,4.78
618,0.13,4.755
619,0.125,4.775
620,0.14,4.765
621,0.155,4.73
622,0.13,4.78
623,0.115,4.79
624,0.12,4.795
625,0.135,4.76
626,0.12,4.77
627,0.12,4.77
628,0.13,4.78
629,0.11,4.81
630,0.115,4.79
631,0.115,4.79
632,0.13,4.78
633,0.125,4.75
634,0.11,4.81
635,0.12,4.795
636,0.115,4.815
637,0.12,4.795
638,0.125,4.775
639,0.13,4.755
640,0.115,4.815
641,0.115,4.79
642,0.12,4.77
643,0.13,4.78
644,0.13,4.78
645,0.125,4.775
646,0.155,4.705
647,0.14,4.74
648,0.12,4.77
649,0.12,4.77
650,0.14,4.74
651,0.135,4.76
652,0.125,4.775
653,0.135,4.76
654,0.14,4.74
655,0.13,4.755
656,0.105,4.83
657,0.115,4.79
658,0.11,4.81
659,0.12,4.795
660,0.13,4.78
661,0.125,4.775
662,0.14,4.765
663,0.125,4.8
664,0.125,4.775
665,0.125,4.775
666,0.135,4.735
667,0.115,4.79
668,0.135,4.76
669,0.135,4.76
670,0.135,4.785
671,0.14,4.74
672,0.13,4.78
673,0.12,4.77
674,0.16,4.71
675,0.12,4.77
676,0.135,4.76
677,0.125,4.8
678,0.13,4.78
679,0.11,4.81
680,0.15,4.725
681,0.11,4.81
682,0.125,4.775
683,0.15,4.725
684,0.13,4.755
685,0.14,4.765
686,0.135,4.76
687,0.14,4.765
688,0.125,4.775
689,0.13,4.755
690,0.125,4.775
691,0.13,4.78
692,0.135,4.76
693,0.135,4.76
694,0.125,4.8
695,0.14,4.74
696,0.15,4.725
697,0.135,4.76
698,0.135,4.76
699,0.13,4.78
700,0.145,4.72
701,0.135,4.735
702,0.145,4.745
703,0.13,4.78
704,0.125,4.775
705,0.145,4.745
706,0.125,4.775
707,0.135,4.735
708,0.115,4.815
709,0.145,4.745
710,0.12,4.795
711,0.14,4.74
712,0.15,4.725
713,0.125,4.775
714,0.115,4.79
715,0.125,4.775
716,0.115,4.79
717,0.12,4.77
718,0.13,4.755
719,0.135,4.76
720,0.12,4.77
721,0.14,4.74
722,0.14,4.74
723,0.135,4.76
724,0.115,4.79
725,0.13,4.755
726,0.12,4.77
727,0.14,4.74
728,0.155,4.73
729,0.14,4.74
730,0.13,4.755
731,0.125,4.775
732,0.12,4.77
733,0.13,4.78
734,0.125,4.8
735,0.12,4.795
736,0.11,4.81
737,0.13,4.755
738,0.13,4.755
739,0.115,4.79
740,0.115,4.79
741,0.145,4.72
742,0.15,4.725
743,0.145,4.72
744,0.115,4.79
745,0.135,4.76
746,0.135,4.735
747,0.14,4.74
748,0.15,4.725
749,0.12,4.77
750,0.135,4.76
751,0.12,4.795
752,0.13,4.755
753,0.12,4.795
754,0.13,4.755
755,0.115,4.79
756,0.13,4.755
757,0.105,4.83
758,0.13,4.78
759,0.125,4.775
760,0.14,4.765
761,0.125,4.8
762,0.14,4.74
763,0.135,4.76
764,0.13,4.755
765,0.155,4.705
766,0.14,4.74
767,0.135,4.76
768,0.12,4.795
769,0.13,4.755
770,0.13,4.755
771,0.13,4.755
772,0.125,4.775
773,0.115,4.79
774,0.13,4.755
775,0.14,4.74
776,0.13,4.78
777,0.14,4.74
778,0.145,4.72
779,0.115,4.815
780,0.12,4.795
781,0.13,4.755
782,0.13,4.78
783,0.14,4.74
784,0.125,4.775
785,0.11,4.81
786,0.12,4.77
787,0.145,4.745
788,0.125,4.775
789,0.145,4.745
790,0.105,4.83
791,0.11,4.81
792,0.13,4.755
793,0.155,4.705
794,0.14,4.74
795,0.125,4.75
796,0.135,4.76
797,0.125,4.775
798,0.13,4.755
799,0.12,4.77
800,0.125,4.75
801,0.14,4.74
802,0.135,4.76
803,0.145,4.745
804,0.14,4.74
805,0.12,4.77
806,0.14,4.74
807,0.14,4.74
808,0.135,4.76
809,0.13,4.755
810,0.13,4.78
811,0.125,4.775
812,0.125,4.775
813,0.12,4.77
814,0.12,4.77
815,0.13,4.78
816,0.145,4.745
817,0.125,4.775
818,0.125,4.775
819,0.155,4.705
820,0.15,4.725
821,0.12,4.795
822,0.135,4.76
823,0.13,4.78
824,0.135,4.76
825,0.145,4.745
826,0.13,4.755
827,0.13,4.755
828,0.115,4.79
829,0.125,4.775
830,0.135,4.735
831,0.14,4.74
832,0.155,4.73
833,0.14,4.74
834,0.135,4.76
835,0.12,4.77
836,0.14,4.74
837,0.135,4.76
838,0.11,4.81
839,0.13,4.755
840,0.15,4.725
841,0.135,4.735
842,0.135,4.76
843,0.12,4.77
844,0.13,4.755
845,0.125,4.775
846,0.13,4.755
847,0.115,4.79
848,0.135,4.76
849,0.125,4.775
850,0.11,4.81
851,0.12,4.77
852,0.145,4.745
853,0.13,4.755
854,0.12,4.77
855,0.13,4.755
856,0.155,4.705
857,0.135,4.76
858,0.13,4.755
859,0.12,4.77
860,0.16,4.71
861,0.135,4.76
862,0.135,4.76
863,0.15,4.725
864,0.14,4.74
865,0.145,4.745
866,0.135,4.76
867,0.13,4.755
868,0.13,4.755
869,0.115,4.79
870,0.145,4.745
871,0.14,4.74
872,0.135,4.76
873,0.135,4.76
874,0.135,4.76
875,0.135,4.76
876,0.14,4.74
877,0.145,4.745
878,0.135,4.76
879,0.135,4.76
880,0.125,4.775
881,0.125,4.775
882,0.14,4.74
883,0.14,4.74
884,0.135,4.76
885,0.15,4.725
886,0.14,4.74
887,0.14,4.74
888,0.135,4.76
889,0.135,4.735
890,0.135,4.76
891,0.12,4.77
892,0.135,4.735
893,0.125,4.775
894,0.135,4.735
895,0.125,4.775
896,0.155,4.705
897,0.125,4.775
898,0.15,4.725
899,0.135,4.735
900,0.145,4.745
901,0.125,4.75
902,0.14,4.74
903,0.125,4.775
904,0.145,4.745
905,0.15,4.725
906,0.135,4.76
907,0.125,4.775
908,0.14,4.74
909,0.135,4.76
910,0.13,4.755
911,0.13,4.755
912,0.13,4.755
913,0.12,4.795
914,0.135,4.76
915,0.125,4.8
916,0.125,4.775
917,0.125,4.775
918,0.14,4.74
919,0.13,4.755
920,0.15,4.725
921,0.115,4.815
922,0.14,4.74
923,0.13,4.755
924,0.125,4.775
925,0.13,4.755
926,0.145,4.745
927,0.125,4.75
928,0.14,4.74
929,0.12,4.77
930,0.135,4.76
931,0.135,4.76
932,0.135,4.785
933,0.16,4.71
934,0.115,4.79
935,0.14,4.74
936,0.14,4.74
937,0.13,4.755
938,0.125,4.775
939,0.15,4.725
940,0.145,4.745
941,0.135,4.735
942,0.12,4.77
943,0.12,4.77
944,0.14,4.74
945,0.14,4.74
946,0.14,4.74
947,0.125,4.775
948,0.14,4.74
949,0.14,4.765
950,0.135,4.76
951,0.135,4.76
952,0.12,4.77
953,0.13,4.755
954,0.135,4.76
955,0.125,4.775
956,0.14,4.74
957,0.15,4.725
958,0.135,4.735
959,0.135,4.735
960,0.13,4.755
961,0.155,4.73
962,0.16,4.71
963,0.14,4.74
964,0.13,4.755
965,0.15,4.725
966,0.13,4.78
967,0.15,4.725
968,0.14,4.74
969,0.135,4.76
970,0.11,4.81
971,0.145,4.72
972,0.155,4.73
973,0.135,4.735
974,0.115,4.79
975,0.13,4.755
976,0.14,4.765
977,0.155,4.705
978,0.13,4.755
979,0.13,4.755
980,0.13,4.755
981,0.16,4.71
982,0.13,4.78
983,0.15,4.725
984,0.125,4.75
985,0.14,4.74
986,0.15,4.725
987,0.14,4.74
988,0.13,4.755
989,0.145,4.745
990,0.13,4.755
991,0.14,4.74
992,0.135,4.76
993,0.14,4.74
994,0.155,4.705
995,0.125,4.775
996,0.14,4.74
997,0.13,4.755
998,0.135,4.735
999,0.13,4.78
