,NeuralAgentOpMe_Student26_200bAgent_rng,Student26_200bAgent
0,2.2,2.2
1,2.34,2.315
2,2.34,2.34
3,2.35,2.35
4,2.45,2.45
5,2.52,2.495
6,2.505,2.505
7,2.64,2.64
8,2.48,2.48
9,2.645,2.62
10,2.5,2.5
11,2.665,2.64
12,2.74,2.74
13,2.655,2.655
14,2.76,2.735
15,2.745,2.745
16,2.75,2.75
17,2.71,2.71
18,2.72,2.72
19,2.725,2.725
20,2.695,2.695
21,2.805,2.78
22,2.775,2.775
23,2.745,2.745
24,2.73,2.73
25,2.68,2.68
26,2.685,2.66
27,2.635,2.635
28,2.575,2.575
29,2.66,2.66
30,2.565,2.54
31,2.52,2.495
32,2.485,2.485
33,2.525,2.5
34,2.51,2.485
35,2.555,2.555
36,2.6,2.575
37,2.56,2.56
38,2.51,2.485
39,2.5,2.5
40,2.5,2.5
41,2.45,2.45
42,2.46,2.46
43,2.45,2.45
44,2.5,2.5
45,2.355,2.355
46,2.39,2.365
47,2.435,2.41
48,2.24,2.215
49,2.395,2.395
50,2.015,2.015
51,2.425,2.425
52,2.385,2.36
53,2.44,2.44
54,2.38,2.38
55,1.975,1.95
56,1.725,1.7
57,1.71,1.685
58,2.47,2.445
59,1.645,1.645
60,1.74,1.715
61,1.68,1.655
62,1.72,1.72
63,1.65,1.625
64,1.725,1.7
65,1.725,1.7
66,1.665,1.64
67,1.71,1.685
68,1.65,1.625
69,1.615,1.615
70,1.71,1.685
71,1.71,1.685
72,2.42,2.42
73,1.705,1.705
74,1.695,1.67
75,1.605,1.58
76,1.72,1.72
77,1.725,1.7
78,1.71,1.685
79,2.525,2.5
80,1.695,1.67
81,1.665,1.64
82,1.72,1.72
83,1.78,1.78
84,1.71,1.685
85,1.66,1.66
86,1.71,1.685
87,1.72,1.72
88,1.695,1.67
89,1.705,1.705
90,1.665,1.64
91,1.705,1.705
92,1.71,1.685
93,2.13,2.13
94,1.725,1.7
95,1.695,1.67
96,1.725,1.7
97,1.735,1.71
98,1.68,1.655
99,1.545,1.545
100,1.71,1.685
101,2.125,2.1
102,1.695,1.67
103,1.74,1.715
104,1.725,1.7
105,1.68,1.655
106,1.68,1.655
107,1.74,1.715
108,1.71,1.685
109,1.725,1.7
110,1.71,1.685
111,1.665,1.64
112,1.74,1.74
113,1.645,1.645
114,1.71,1.685
115,1.65,1.625
116,1.74,1.715
117,1.725,1.7
118,1.695,1.67
119,1.725,1.7
120,1.74,1.715
121,1.74,1.715
122,1.725,1.7
123,1.705,1.705
124,1.74,1.74
125,1.74,1.715
126,1.68,1.655
127,1.665,1.64
128,1.68,1.655
129,1.74,1.715
130,1.695,1.67
