,NeuralAgentOpMe_Student19_200bAgent_rng,Student19_200bAgent
116,1.195,3.27
117,0.825,4.0
118,0.55,4.375
119,0.625,4.3
120,1.44,3.365
121,0.295,4.62
122,1.495,2.87
123,0.29,4.665
124,0.135,4.86
125,0.475,4.45
126,0.47,4.445
127,0.13,4.855
128,0.4,4.575
129,1.225,3.55
130,0.255,4.73
131,0.88,4.055
132,0.125,4.85
133,0.215,4.74
134,0.11,4.885
135,1.18,3.655
136,0.17,4.795
137,0.725,4.2
138,0.135,4.86
139,1.47,2.87
140,0.125,4.85
141,0.06,4.935
142,0.185,4.81
143,0.1,4.875
144,0.375,4.6
145,0.085,4.91
146,1.5,2.85
147,1.785,2.61
148,0.53,4.355
149,1.66,3.185
150,0.69,4.215
151,0.52,4.395
152,1.39,2.94
153,0.19,4.765
154,0.105,4.88
155,2.285,2.16
156,0.29,4.665
157,0.305,4.68
158,0.6,4.325
159,0.125,4.85
160,0.485,4.41
161,0.06,4.935
162,1.45,2.9
163,1.44,2.89
164,0.485,4.46
165,0.195,4.77
166,0.17,4.795
167,1.45,2.9
168,0.43,4.505
169,0.365,4.59
170,0.39,4.565
171,0.375,4.55
172,0.51,4.385
173,0.19,4.765
174,0.285,4.66
175,0.295,4.67
176,0.105,4.88
177,0.385,4.56
178,1.465,2.89
179,1.79,2.615
180,0.125,4.85
181,0.45,4.475
182,0.135,4.86
183,1.125,3.7
184,0.105,4.88
185,1.26,3.285
186,1.57,3.245
187,0.885,4.01
188,1.415,2.94
189,1.225,3.6
190,0.175,4.8
191,0.17,4.795
192,0.785,4.11
193,0.145,4.82
194,0.36,4.585
195,1.31,3.535
196,0.35,4.575
197,0.43,4.505
198,0.09,4.915
199,0.43,4.505
200,0.45,4.425
201,0.19,4.765
202,0.365,4.59
203,0.205,4.78
204,0.64,4.215
205,0.145,4.82
206,0.54,4.365
207,0.305,4.68
208,3.1,1.375
209,1.845,2.87
210,0.59,4.315
211,0.265,4.69
212,0.245,4.72
213,2.17,2.395
214,0.595,4.32
215,2.455,2.18
216,0.37,4.595
217,0.215,4.74
218,0.815,3.99
219,1.39,3.365
220,1.355,3.38
221,0.17,4.795
222,0.325,4.65
223,0.1,4.875
224,0.18,4.805
225,0.94,3.815
226,0.28,4.655
227,0.39,4.515
228,0.895,3.97
229,0.315,4.64
230,0.11,4.885
231,0.085,4.91
232,0.56,4.385
233,0.325,4.65
234,3.01,1.535
235,0.605,4.33
236,1.45,3.325
237,1.325,3.5
238,0.955,3.88
239,0.32,4.595
240,0.805,4.08
241,0.08,4.905
242,0.96,3.885
243,0.13,4.855
244,0.565,4.34
245,0.2,4.775
246,0.205,4.78
247,2.495,1.92
248,0.85,3.975
249,0.395,4.57
250,0.435,4.51
251,0.68,4.205
252,0.25,4.725
253,0.24,4.715
254,0.365,4.59
255,0.555,4.33
256,0.18,4.805
257,0.1,4.875
258,0.245,4.72
259,0.73,4.155
260,0.205,4.78
261,0.385,4.56
262,0.31,4.635
263,0.085,4.91
264,0.08,4.905
265,0.135,4.86
266,0.45,4.475
267,0.085,4.91
268,0.15,4.825
269,0.725,4.15
270,1.31,3.435
271,0.775,4.15
272,0.155,4.83
273,0.43,4.505
274,0.345,4.57
275,0.905,3.93
276,0.32,4.595
277,0.495,4.37
278,0.465,4.49
279,0.2,4.775
280,0.27,4.695
281,0.31,4.635
282,0.52,4.395
283,0.295,4.67
284,0.13,4.855
285,0.54,4.365
286,0.345,4.62
287,0.35,4.575
288,0.11,4.885
289,0.22,4.745
290,0.085,4.91
291,1.265,3.59
292,0.365,4.59
293,0.52,4.395
294,0.09,4.915
295,0.385,4.51
296,0.295,4.67
297,0.82,4.045
298,0.22,4.745
299,1.24,3.565
300,0.405,4.53
301,0.9,3.975
302,0.84,3.965
303,0.15,4.825
304,0.315,4.64
305,0.42,4.545
306,0.355,4.58
307,0.175,4.8
308,0.855,3.98
309,0.23,4.755
310,0.125,4.85
311,0.215,4.74
312,0.085,4.91
313,0.105,4.88
314,0.2,4.775
315,0.44,4.515
316,0.085,4.91
317,0.105,4.88
318,0.25,4.725
319,0.145,4.82
320,0.2,4.775
321,0.415,4.49
322,1.02,3.795
323,0.335,4.61
324,0.2,4.775
325,0.2,4.775
326,1.0,3.775
327,0.54,4.365
328,0.065,4.94
329,0.22,4.745
330,1.145,3.62
331,0.105,4.88
332,0.75,4.125
333,0.13,4.855
334,0.085,4.91
335,0.2,4.775
336,0.78,4.055
337,0.145,4.82
338,0.34,4.615
339,0.465,4.44
340,0.135,4.86
341,0.06,4.935
342,0.395,4.52
343,1.55,3.125
344,0.23,4.705
345,0.15,4.825
346,0.495,4.42
347,0.5,4.425
348,0.465,4.49
349,0.11,4.885
350,0.27,4.695
351,0.04,4.965
352,0.065,4.94
353,0.415,4.49
354,0.195,4.77
355,0.285,4.71
356,0.085,4.91
357,0.205,4.78
358,0.855,3.98
359,0.595,4.32
360,0.205,4.78
361,0.11,4.885
362,0.42,4.495
363,0.405,4.53
364,0.8,4.025
365,0.265,4.69
366,0.57,4.295
367,0.2,4.775
368,0.185,4.81
369,0.645,4.27
370,0.5,4.425
371,0.39,4.565
372,0.75,4.125
373,0.105,4.88
374,0.69,4.215
375,1.1,3.725
376,0.175,4.8
377,0.34,4.615
378,0.35,4.575
379,0.185,4.81
380,0.315,4.69
381,0.15,4.825
382,0.13,4.855
383,0.145,4.82
384,0.1,4.875
385,0.24,4.715
386,0.085,4.91
387,0.145,4.82
388,0.065,4.94
389,0.18,4.805
390,0.105,4.88
391,0.39,4.515
392,0.28,4.655
393,0.175,4.8
394,0.085,4.91
395,0.1,4.875
396,0.27,4.695
397,0.265,4.69
398,0.13,4.855
399,0.25,4.725
400,0.68,4.205
401,0.09,4.915
402,0.205,4.78
403,0.145,4.82
404,0.125,4.85
405,0.15,4.825
406,0.015,4.99
407,0.14,4.815
408,0.2,4.775
409,0.08,4.905
410,0.055,4.93
411,0.335,4.61
412,0.71,4.185
413,0.06,4.935
414,0.24,4.715
415,0.26,4.685
416,0.245,4.72
417,0.185,4.81
418,0.295,4.67
419,0.095,4.87
420,0.1,4.875
421,0.415,4.54
422,0.075,4.9
423,0.425,4.5
424,0.225,4.75
425,0.265,4.69
426,0.155,4.83
427,0.85,4.025
428,0.06,4.935
429,0.49,4.365
430,0.905,3.93
431,0.61,4.285
432,0.95,3.925
433,0.3,4.675
434,0.28,4.655
435,1.545,3.12
436,0.315,4.64
437,0.06,4.935
438,0.805,4.03
439,0.88,3.905
440,1.115,3.74
441,0.56,4.285
442,0.305,4.63
443,0.685,4.21
444,0.36,4.585
445,0.35,4.625
446,0.105,4.88
447,0.645,4.22
448,0.425,4.5
449,0.14,4.815
450,0.56,4.335
451,0.08,4.905
452,0.555,4.38
453,0.195,4.77
454,0.15,4.825
455,0.12,4.845
456,0.2,4.775
457,0.32,4.645
458,0.315,4.59
459,0.815,3.99
460,1.49,3.165
461,2.01,2.585
462,0.215,4.74
463,0.19,4.815
464,0.375,4.55
465,0.105,4.88
466,0.36,4.585
467,0.245,4.67
468,0.125,4.85
469,0.235,4.71
470,0.215,4.74
471,0.42,4.495
472,0.785,4.11
473,0.22,4.745
474,0.255,4.73
475,0.695,4.22
476,0.255,4.68
477,0.2,4.775
478,0.085,4.91
479,0.485,4.41
480,0.465,4.44
481,0.635,4.21
482,0.425,4.5
483,0.32,4.645
484,0.185,4.81
485,0.135,4.86
486,0.055,4.93
487,0.22,4.745
488,0.22,4.745
489,0.06,4.935
490,0.17,4.795
491,0.775,4.05
492,0.095,4.87
493,0.225,4.75
494,0.29,4.615
495,0.245,4.72
496,0.325,4.6
497,0.175,4.8
498,0.075,4.9
499,0.25,4.675
500,0.04,4.965
501,1.295,3.47
502,0.06,4.935
503,0.06,4.935
504,0.13,4.855
505,0.21,4.735
506,0.13,4.855
507,0.25,4.725
508,0.35,4.575
509,0.215,4.74
510,0.245,4.72
511,0.275,4.7
512,0.315,4.64
513,0.385,4.56
514,0.765,4.09
515,0.96,3.885
516,0.355,4.58
517,0.075,4.9
518,0.245,4.72
519,0.105,4.88
520,0.72,4.095
521,0.085,4.91
522,0.15,4.825
523,0.385,4.56
524,0.35,4.575
525,0.11,4.885
526,0.06,4.935
527,0.04,4.965
528,0.145,4.82
529,0.035,4.96
530,0.275,4.7
531,0.285,4.66
532,0.7,4.175
533,0.1,4.875
534,0.06,4.935
535,1.035,3.81
536,0.285,4.66
537,0.055,4.93
538,0.28,4.655
539,1.245,3.52
540,0.26,4.735
541,0.085,4.91
542,0.415,4.54
543,0.155,4.83
544,0.22,4.745
545,0.22,4.745
546,0.405,4.53
547,0.825,4.05
548,0.4,4.525
549,0.34,4.615
550,0.13,4.855
551,0.25,4.725
552,0.105,4.88
553,0.09,4.915
554,0.24,4.715
555,0.345,4.57
556,0.085,4.91
557,0.08,4.905
558,0.08,4.905
559,0.22,4.745
560,0.25,4.725
561,0.195,4.77
562,0.06,4.935
563,0.06,4.935
564,0.06,4.935
565,0.24,4.715
566,0.24,4.715
567,0.11,4.885
568,0.575,4.35
569,0.185,4.81
570,0.27,4.695
571,0.06,4.935
572,0.245,4.67
573,0.335,4.56
574,0.27,4.695
575,0.235,4.71
576,0.055,4.93
577,0.415,4.54
578,0.085,4.91
579,0.245,4.72
580,0.415,4.54
581,0.085,4.91
582,0.27,4.695
583,0.295,4.62
584,0.51,4.385
585,0.2,4.775
586,0.14,4.815
587,0.12,4.845
588,0.08,4.905
589,0.235,4.71
590,0.08,4.905
591,0.125,4.85
592,0.145,4.82
593,0.055,4.93
594,0.06,4.935
595,0.06,4.935
596,0.485,4.46
597,0.68,4.205
598,0.06,4.935
599,0.245,4.72
600,0.345,4.57
601,0.585,4.26
602,0.075,4.9
603,0.08,4.905
604,0.515,4.44
605,0.06,4.935
606,0.315,4.64
607,0.15,4.825
608,0.37,4.545
609,0.185,4.81
610,0.13,4.855
611,0.145,4.82
612,0.055,4.93
613,0.28,4.655
614,0.3,4.675
615,0.27,4.695
616,0.305,4.63
617,0.73,4.155
618,0.3,4.675
619,0.4,4.575
620,0.31,4.635
621,0.155,4.78
622,1.33,3.455
623,0.355,4.58
624,0.06,4.935
625,0.19,4.765
626,0.71,4.185
627,0.1,4.875
628,0.15,4.825
629,0.17,4.795
630,0.265,4.69
631,0.12,4.845
632,0.835,4.06
633,0.19,4.815
634,0.16,4.835
635,0.15,4.825
636,0.035,4.96
637,0.1,4.875
638,0.305,4.68
639,0.15,4.825
640,0.32,4.645
641,0.105,4.88
642,0.24,4.715
643,0.11,4.885
644,0.345,4.57
645,0.415,4.49
646,0.035,4.96
647,0.275,4.7
648,0.135,4.86
649,0.11,4.885
650,0.055,4.93
651,0.155,4.83
652,0.14,4.865
653,0.555,4.38
654,0.305,4.63
655,0.15,4.825
656,0.24,4.715
657,0.055,4.93
658,0.32,4.595
659,0.305,4.63
660,0.595,4.32
661,0.125,4.85
662,0.41,4.535
663,0.345,4.62
664,0.11,4.885
665,0.725,4.05
666,0.27,4.645
667,0.37,4.595
668,0.55,4.375
669,0.485,4.41
670,0.395,4.52
671,0.015,4.99
672,0.055,4.93
673,0.06,4.935
674,0.17,4.795
675,0.175,4.8
676,0.17,4.795
677,0.295,4.67
678,0.195,4.77
679,0.295,4.62
680,0.205,4.73
681,0.79,4.065
682,0.145,4.82
683,0.135,4.86
684,0.315,4.64
685,0.085,4.91
686,0.015,4.99
687,0.3,4.675
688,0.145,4.82
689,0.1,4.875
690,0.545,4.32
691,0.135,4.86
692,0.095,4.87
693,0.2,4.775
694,0.085,4.91
695,0.205,4.78
696,0.285,4.66
697,0.21,4.735
698,0.28,4.655
699,0.125,4.85
700,0.155,4.83
701,0.11,4.885
702,0.105,4.88
703,0.06,4.935
704,0.195,4.77
705,1.01,3.835
706,0.255,4.73
707,0.27,4.645
708,0.085,4.91
709,0.12,4.845
710,0.06,4.935
711,0.6,4.325
712,0.46,4.485
713,0.475,4.45
714,0.29,4.665
715,0.115,4.89
716,0.315,4.64
717,0.455,4.48
718,0.34,4.615
719,0.62,4.245
720,0.155,4.83
721,0.47,4.495
722,0.85,3.975
723,0.785,4.11
724,0.055,4.93
725,0.525,4.4
726,0.135,4.86
727,0.42,4.495
728,0.11,4.885
729,0.175,4.8
730,0.285,4.66
731,0.43,4.455
732,0.11,4.885
733,0.08,4.905
734,0.165,4.79
735,0.155,4.83
736,0.21,4.735
737,0.18,4.805
738,0.585,4.36
739,0.805,4.08
740,0.055,4.93
741,0.06,4.935
742,0.705,4.18
743,0.305,4.68
744,0.2,4.775
745,0.5,4.425
746,0.245,4.72
747,0.2,4.775
748,0.125,4.85
749,0.205,4.73
750,0.145,4.82
751,0.265,4.69
752,0.175,4.8
753,0.375,4.55
754,0.195,4.77
755,0.23,4.705
756,0.685,4.21
757,0.17,4.795
758,0.185,4.76
759,0.105,4.88
760,0.205,4.78
761,0.545,4.37
762,0.25,4.675
763,0.395,4.57
764,0.085,4.91
765,0.185,4.76
766,0.265,4.69
767,0.25,4.725
768,0.385,4.56
769,0.415,4.49
770,0.175,4.8
771,0.085,4.91
772,0.22,4.745
773,0.155,4.78
774,0.28,4.655
775,0.405,4.48
776,0.195,4.72
777,0.28,4.655
778,0.06,4.935
779,0.39,4.515
780,0.085,4.91
781,0.275,4.7
782,0.505,4.43
783,0.385,4.56
784,0.28,4.705
785,0.105,4.88
786,0.15,4.825
787,0.45,4.475
788,0.23,4.705
789,0.34,4.565
790,0.18,4.805
791,0.035,4.96
792,0.6,4.275
793,0.085,4.91
794,0.075,4.9
795,0.015,4.99
796,0.075,4.9
797,0.19,4.765
798,0.595,4.32
799,0.29,4.665
800,0.155,4.83
801,0.15,4.825
802,0.11,4.885
803,0.39,4.565
804,0.195,4.77
805,0.17,4.795
806,0.38,4.555
807,0.035,4.96
808,0.035,4.96
809,0.11,4.885
810,0.235,4.71
811,1.21,3.485
812,0.485,4.41
813,0.14,4.815
814,0.235,4.71
815,0.23,4.755
816,0.13,4.855
817,0.38,4.555
818,0.315,4.64
819,0.26,4.685
820,0.155,4.83
821,0.52,4.395
822,0.325,4.6
823,0.11,4.885
824,0.08,4.905
825,0.965,3.89
826,0.15,4.825
827,0.635,4.21
828,0.33,4.605
829,1.4,3.275
830,0.1,4.875
831,0.79,4.015
832,0.61,4.285
833,0.08,4.905
834,0.205,4.78
835,0.325,4.65
836,0.34,4.615
837,0.67,4.245
838,0.345,4.57
839,0.055,4.93
840,0.06,4.935
841,0.11,4.885
842,0.135,4.86
843,0.315,4.59
844,0.145,4.82
845,0.32,4.645
846,0.24,4.715
847,0.12,4.845
848,0.18,4.805
849,0.305,4.63
850,0.035,4.96
851,0.11,4.885
852,0.18,4.805
853,0.175,4.8
854,0.125,4.85
855,0.17,4.795
856,0.035,4.96
857,0.135,4.86
858,0.085,4.91
859,0.21,4.785
860,0.135,4.86
861,0.135,4.86
862,0.555,4.33
863,0.185,4.81
864,0.135,4.86
865,0.18,4.805
866,0.1,4.875
867,0.175,4.8
868,0.06,4.935
869,0.365,4.59
870,0.18,4.805
871,0.215,4.74
872,0.035,4.96
873,0.065,4.94
874,0.105,4.88
875,0.04,4.965
876,0.105,4.88
877,0.015,4.99
878,0.17,4.795
879,0.125,4.85
880,0.355,4.58
881,0.375,4.55
882,0.275,4.7
883,0.1,4.875
884,0.035,4.96
885,0.285,4.66
886,0.015,4.99
887,0.195,4.77
888,0.815,4.04
889,0.105,4.88
890,0.035,4.96
891,1.04,3.815
892,1.005,3.88
893,0.34,4.615
894,1.78,2.955
895,0.075,4.9
896,0.455,4.48
897,0.73,4.105
898,0.45,4.425
899,0.08,4.905
900,0.2,4.775
901,0.135,4.86
902,0.245,4.72
903,0.015,4.99
904,0.335,4.61
905,0.295,4.67
906,0.035,4.96
907,0.1,4.875
908,0.04,4.965
909,0.23,4.755
910,0.06,4.935
911,0.155,4.83
912,0.215,4.74
913,0.12,4.845
914,0.17,4.795
915,0.035,4.96
916,0.035,4.96
917,0.145,4.82
918,0.42,4.495
919,0.25,4.725
920,0.155,4.83
921,0.24,4.715
922,0.095,4.87
923,0.545,4.37
924,0.645,4.22
925,0.785,4.06
926,1.195,3.57
927,0.145,4.82
928,0.545,4.37
929,0.45,4.525
930,0.47,4.445
931,0.085,4.91
932,0.3,4.675
933,0.19,4.765
934,0.035,4.96
935,0.44,4.515
936,0.785,4.06
937,0.015,4.99
938,0.075,4.9
939,0.06,4.935
940,0.11,4.885
941,0.08,4.905
942,0.37,4.595
943,0.745,4.12
944,0.44,4.515
945,0.575,4.3
946,0.31,4.635
947,0.43,4.455
948,0.24,4.715
949,0.81,3.985
950,0.18,4.805
951,0.2,4.775
952,0.06,4.935
953,0.705,4.13
954,0.705,4.18
955,0.06,4.935
956,0.21,4.735
957,0.475,4.45
958,1.105,3.73
959,0.295,4.62
960,0.835,4.01
961,0.13,4.855
962,0.26,4.685
963,0.565,4.34
964,0.115,4.84
965,0.565,4.29
966,0.09,4.915
967,0.695,4.17
968,0.015,4.99
969,0.04,4.965
970,0.15,4.825
971,0.42,4.495
972,0.455,4.48
973,0.115,4.89
974,0.365,4.59
975,0.505,4.38
976,0.37,4.545
977,0.175,4.8
978,0.235,4.71
979,0.17,4.795
980,0.375,4.55
981,0.785,4.11
982,0.375,4.55
983,0.105,4.88
984,0.035,4.96
985,0.195,4.77
986,0.16,4.835
987,0.37,4.545
988,0.26,4.685
989,0.275,4.7
990,0.375,4.55
991,0.015,4.99
992,0.13,4.855
993,0.06,4.935
994,0.27,4.645
995,0.23,4.755
996,0.125,4.85
997,0.26,4.685
998,0.41,4.485
999,2.05,2.575
