,NeuralAgent_Student17_200mAgent,Student17_200mAgent
169,0.15,4.4
170,0.17,4.32
171,0.125,4.5
172,0.145,4.42
173,0.18,4.28
174,0.155,4.38
175,0.14,4.44
176,0.16,4.36
177,0.15,4.4
178,0.13,4.48
179,0.165,4.34
180,0.18,4.28
181,0.125,4.5
182,0.125,4.5
183,0.135,4.46
184,0.115,4.54
185,0.13,4.48
186,0.155,4.38
187,0.135,4.46
188,0.12,4.52
189,0.185,4.26
190,0.09,4.64
191,0.09,4.64
192,0.115,4.54
193,0.11,4.56
194,0.115,4.54
195,0.13,4.48
196,0.125,4.5
197,0.07,4.72
198,0.09,4.64
199,0.12,4.52
200,0.13,4.48
201,0.095,4.62
202,0.115,4.54
203,0.125,4.5
204,0.15,4.4
205,0.1,4.6
206,0.12,4.52
207,0.085,4.66
208,0.155,4.38
209,0.055,4.78
210,0.135,4.46
211,0.1,4.6
212,0.105,4.58
213,0.095,4.62
214,0.105,4.58
215,0.11,4.56
216,0.105,4.58
217,0.05,4.8
218,0.09,4.64
219,0.075,4.7
220,0.095,4.62
221,0.075,4.7
222,0.06,4.76
223,0.1,4.6
224,0.1,4.6
225,0.115,4.54
226,0.08,4.68
227,0.085,4.66
228,0.065,4.74
229,0.06,4.76
230,0.075,4.7
231,0.06,4.76
232,0.095,4.62
233,0.075,4.7
234,0.075,4.7
235,0.05,4.8
236,0.05,4.8
237,0.065,4.74
238,0.055,4.78
239,0.05,4.8
240,0.07,4.72
241,0.05,4.8
242,0.05,4.8
243,0.05,4.8
244,0.055,4.78
245,0.065,4.74
246,0.06,4.76
247,0.06,4.76
248,0.05,4.8
249,0.04,4.84
250,0.07,4.72
251,0.085,4.66
252,0.08,4.68
253,0.055,4.78
254,0.055,4.78
255,0.04,4.84
256,0.095,4.62
257,0.085,4.66
258,0.055,4.78
259,0.045,4.82
260,0.065,4.74
261,0.035,4.86
262,0.05,4.8
263,0.06,4.76
264,0.02,4.92
265,0.025,4.9
266,0.065,4.74
267,0.045,4.82
268,0.035,4.86
269,0.06,4.76
270,0.04,4.84
271,0.05,4.8
272,0.03,4.88
273,0.03,4.88
274,0.025,4.9
275,0.03,4.88
276,0.035,4.86
277,0.045,4.82
278,0.03,4.88
279,0.035,4.86
280,0.045,4.82
281,0.035,4.86
282,0.045,4.82
283,0.04,4.84
284,0.035,4.86
285,0.025,4.9
286,0.025,4.9
287,0.05,4.8
288,0.015,4.94
289,0.035,4.86
290,0.02,4.92
291,0.025,4.9
292,0.05,4.8
293,0.04,4.84
294,0.045,4.82
295,0.055,4.78
296,0.03,4.88
297,0.035,4.86
298,0.035,4.86
299,0.04,4.84
300,0.01,4.96
301,0.035,4.86
302,0.025,4.9
303,0.045,4.82
304,0.035,4.86
305,0.035,4.86
306,0.025,4.9
307,0.02,4.92
308,0.06,4.76
309,0.01,4.96
310,0.025,4.9
311,0.02,4.92
312,0.02,4.92
313,0.01,4.96
314,0.025,4.9
315,0.035,4.86
316,0.035,4.86
317,0.03,4.88
318,0.015,4.94
319,0.025,4.9
320,0.04,4.84
321,0.01,4.96
322,0.01,4.96
323,0.01,4.96
324,0.015,4.94
325,0.045,4.82
326,0.015,4.94
327,0.02,4.92
328,0.035,4.86
329,0.035,4.86
330,0.015,4.94
331,0.02,4.92
332,0.01,4.96
333,0.02,4.92
334,0.02,4.92
335,0.015,4.94
336,0.015,4.94
337,0.015,4.94
338,0.03,4.88
339,0.025,4.9
340,0.03,4.88
341,0.01,4.96
342,0.02,4.92
343,0.025,4.9
344,0.02,4.92
345,0.02,4.92
346,0.005,4.98
347,0.03,4.88
348,0.01,4.96
349,0.005,4.98
350,0.01,4.96
351,0.025,4.9
352,0.015,4.94
353,0.02,4.92
354,0.02,4.92
355,0.005,4.98
356,0.015,4.94
357,0.035,4.86
358,0.02,4.92
359,0.02,4.92
360,0.01,4.96
361,0.01,4.96
362,0.01,4.96
363,0.015,4.94
364,0.015,4.94
365,0.025,4.9
366,0.015,4.94
367,0.025,4.9
368,0.01,4.96
369,0.015,4.94
370,0.015,4.94
371,0.02,4.92
372,0.005,4.98
373,0.02,4.92
374,0.005,4.98
375,0.01,4.96
376,0.025,4.9
377,0.015,4.94
378,0.015,4.94
379,0.01,4.96
380,0.01,4.96
381,0.01,4.96
382,0.025,4.9
383,0.015,4.94
384,0.005,4.98
385,0.035,4.86
386,0.01,4.96
387,0.02,4.92
388,0.01,4.96
389,0.0,5.0
390,0.01,4.96
391,0.005,4.98
392,0.01,4.96
393,0.015,4.94
394,0.015,4.94
395,0.015,4.94
396,0.015,4.94
397,0.01,4.96
398,0.015,4.94
399,0.015,4.94
400,0.015,4.94
401,0.01,4.96
402,0.01,4.96
403,0.0,5.0
404,0.01,4.96
405,0.02,4.92
406,0.005,4.98
407,0.005,4.98
408,0.005,4.98
409,0.01,4.96
410,0.01,4.96
411,0.005,4.98
412,0.0,5.0
413,0.005,4.98
414,0.005,4.98
415,0.0,5.0
416,0.01,4.96
417,0.005,4.98
418,0.005,4.98
419,0.015,4.94
420,0.01,4.96
421,0.01,4.96
422,0.02,4.92
423,0.03,4.88
424,0.02,4.92
425,0.005,4.98
426,0.01,4.96
427,0.025,4.9
428,0.015,4.94
429,0.015,4.94
430,0.015,4.94
431,0.0,5.0
432,0.015,4.94
433,0.01,4.96
434,0.005,4.98
435,0.005,4.98
436,0.0,5.0
437,0.005,4.98
438,0.005,4.98
439,0.01,4.96
440,0.02,4.92
441,0.01,4.96
442,0.01,4.96
443,0.005,4.98
444,0.015,4.94
445,0.015,4.94
446,0.0,5.0
447,0.0,5.0
448,0.01,4.96
449,0.005,4.98
450,0.0,5.0
451,0.02,4.92
452,0.015,4.94
453,0.015,4.94
454,0.03,4.88
455,0.02,4.92
456,0.01,4.96
457,0.005,4.98
458,0.0,5.0
459,0.005,4.98
460,0.02,4.92
461,0.01,4.96
462,0.015,4.94
463,0.02,4.92
464,0.0,5.0
465,0.005,4.98
466,0.005,4.98
467,0.015,4.94
468,0.01,4.96
469,0.005,4.98
470,0.005,4.98
471,0.015,4.94
472,0.01,4.96
473,0.005,4.98
474,0.01,4.96
475,0.015,4.94
476,0.005,4.98
477,0.02,4.92
478,0.01,4.96
479,0.005,4.98
480,0.005,4.98
481,0.01,4.96
482,0.01,4.96
483,0.01,4.96
484,0.005,4.98
485,0.01,4.96
486,0.01,4.96
487,0.01,4.96
488,0.0,5.0
489,0.01,4.96
490,0.01,4.96
491,0.005,4.98
492,0.0,5.0
493,0.01,4.96
494,0.015,4.94
495,0.015,4.94
496,0.015,4.94
497,0.01,4.96
498,0.005,4.98
499,0.005,4.98
500,0.01,4.96
501,0.005,4.98
502,0.005,4.98
503,0.005,4.98
504,0.015,4.94
505,0.0,5.0
506,0.005,4.98
507,0.0,5.0
508,0.005,4.98
509,0.0,5.0
510,0.01,4.96
511,0.005,4.98
512,0.005,4.98
513,0.015,4.94
514,0.015,4.94
515,0.015,4.94
516,0.02,4.92
517,0.01,4.96
518,0.0,5.0
519,0.015,4.94
520,0.01,4.96
521,0.005,4.98
522,0.005,4.98
523,0.005,4.98
524,0.015,4.94
525,0.01,4.96
526,0.005,4.98
527,0.01,4.96
528,0.01,4.96
529,0.005,4.98
530,0.01,4.96
531,0.005,4.98
532,0.015,4.94
533,0.005,4.98
534,0.005,4.98
535,0.0,5.0
536,0.015,4.94
537,0.01,4.96
538,0.015,4.94
539,0.005,4.98
540,0.015,4.94
541,0.005,4.98
542,0.0,5.0
543,0.0,5.0
544,0.01,4.96
545,0.01,4.96
546,0.01,4.96
547,0.005,4.98
548,0.005,4.98
549,0.005,4.98
550,0.0,5.0
551,0.01,4.96
552,0.005,4.98
553,0.015,4.94
554,0.01,4.96
555,0.005,4.98
556,0.01,4.96
557,0.01,4.96
558,0.015,4.94
559,0.01,4.96
560,0.01,4.96
561,0.015,4.94
562,0.01,4.96
563,0.025,4.9
564,0.005,4.98
565,0.005,4.98
566,0.0,5.0
567,0.01,4.96
568,0.02,4.92
569,0.015,4.94
570,0.02,4.92
571,0.005,4.98
572,0.005,4.98
573,0.015,4.94
574,0.015,4.94
575,0.005,4.98
576,0.01,4.96
577,0.0,5.0
578,0.005,4.98
579,0.01,4.96
580,0.005,4.98
581,0.01,4.96
582,0.005,4.98
583,0.01,4.96
584,0.01,4.96
585,0.01,4.96
586,0.01,4.96
587,0.005,4.98
588,0.015,4.94
589,0.015,4.94
590,0.0,5.0
591,0.01,4.96
592,0.01,4.96
593,0.005,4.98
594,0.01,4.96
595,0.01,4.96
596,0.01,4.96
597,0.005,4.98
598,0.0,5.0
599,0.005,4.98
600,0.005,4.98
601,0.005,4.98
602,0.01,4.96
603,0.0,5.0
604,0.01,4.96
605,0.0,5.0
606,0.01,4.96
607,0.01,4.96
608,0.005,4.98
609,0.02,4.92
610,0.005,4.98
611,0.0,5.0
612,0.0,5.0
613,0.005,4.98
614,0.005,4.98
615,0.005,4.98
616,0.005,4.98
617,0.01,4.96
618,0.01,4.96
619,0.0,5.0
620,0.005,4.98
621,0.0,5.0
622,0.015,4.94
623,0.0,5.0
624,0.005,4.98
625,0.0,5.0
626,0.0,5.0
627,0.015,4.94
628,0.005,4.98
629,0.01,4.96
630,0.005,4.98
631,0.01,4.96
632,0.005,4.98
633,0.0,5.0
634,0.015,4.94
635,0.005,4.98
636,0.005,4.98
637,0.01,4.96
638,0.0,5.0
639,0.01,4.96
640,0.015,4.94
641,0.01,4.96
642,0.015,4.94
643,0.015,4.94
644,0.01,4.96
645,0.0,5.0
646,0.01,4.96
647,0.005,4.98
648,0.0,5.0
649,0.01,4.96
650,0.015,4.94
651,0.01,4.96
652,0.005,4.98
653,0.0,5.0
654,0.005,4.98
655,0.005,4.98
656,0.005,4.98
657,0.0,5.0
658,0.015,4.94
659,0.01,4.96
660,0.015,4.94
661,0.005,4.98
662,0.015,4.94
663,0.01,4.96
664,0.005,4.98
665,0.01,4.96
666,0.005,4.98
667,0.01,4.96
668,0.0,5.0
669,0.01,4.96
670,0.01,4.96
671,0.005,4.98
672,0.01,4.96
673,0.01,4.96
674,0.0,5.0
675,0.005,4.98
676,0.01,4.96
677,0.015,4.94
678,0.005,4.98
679,0.015,4.94
680,0.01,4.96
681,0.0,5.0
682,0.005,4.98
683,0.005,4.98
684,0.0,5.0
685,0.0,5.0
686,0.01,4.96
687,0.005,4.98
688,0.0,5.0
689,0.01,4.96
690,0.01,4.96
691,0.005,4.98
692,0.0,5.0
693,0.005,4.98
694,0.005,4.98
695,0.01,4.96
696,0.015,4.94
697,0.005,4.98
698,0.0,5.0
699,0.005,4.98
700,0.01,4.96
701,0.0,5.0
702,0.015,4.94
703,0.01,4.96
704,0.005,4.98
705,0.005,4.98
706,0.01,4.96
707,0.005,4.98
708,0.005,4.98
709,0.01,4.96
710,0.005,4.98
711,0.005,4.98
712,0.015,4.94
713,0.005,4.98
714,0.005,4.98
715,0.005,4.98
716,0.005,4.98
717,0.0,5.0
718,0.01,4.96
719,0.01,4.96
720,0.02,4.92
721,0.005,4.98
722,0.005,4.98
723,0.005,4.98
724,0.02,4.92
725,0.01,4.96
726,0.01,4.96
727,0.005,4.98
728,0.02,4.92
729,0.015,4.94
730,0.01,4.96
731,0.01,4.96
732,0.005,4.98
733,0.01,4.96
734,0.01,4.96
735,0.005,4.98
736,0.01,4.96
737,0.0,5.0
738,0.005,4.98
739,0.0,5.0
740,0.005,4.98
741,0.005,4.98
742,0.01,4.96
743,0.005,4.98
744,0.01,4.96
745,0.015,4.94
746,0.005,4.98
747,0.01,4.96
748,0.005,4.98
749,0.01,4.96
750,0.01,4.96
751,0.005,4.98
752,0.005,4.98
753,0.005,4.98
754,0.01,4.96
755,0.015,4.94
756,0.01,4.96
757,0.01,4.96
758,0.005,4.98
759,0.005,4.98
760,0.005,4.98
761,0.005,4.98
762,0.0,5.0
763,0.015,4.94
764,0.005,4.98
765,0.005,4.98
766,0.01,4.96
767,0.01,4.96
768,0.005,4.98
769,0.005,4.98
770,0.0,5.0
771,0.01,4.96
772,0.005,4.98
773,0.01,4.96
774,0.01,4.96
775,0.005,4.98
776,0.0,5.0
777,0.0,5.0
778,0.0,5.0
779,0.005,4.98
780,0.005,4.98
781,0.005,4.98
782,0.005,4.98
783,0.005,4.98
784,0.0,5.0
785,0.015,4.94
786,0.01,4.96
787,0.005,4.98
788,0.005,4.98
789,0.015,4.94
790,0.0,5.0
791,0.01,4.96
792,0.01,4.96
793,0.01,4.96
794,0.015,4.94
795,0.005,4.98
796,0.02,4.92
797,0.005,4.98
798,0.005,4.98
799,0.0,5.0
800,0.005,4.98
801,0.01,4.96
802,0.005,4.98
803,0.015,4.94
804,0.0,5.0
805,0.005,4.98
806,0.0,5.0
807,0.015,4.94
808,0.01,4.96
809,0.01,4.96
810,0.01,4.96
811,0.005,4.98
812,0.02,4.92
813,0.0,5.0
814,0.01,4.96
815,0.01,4.96
816,0.015,4.94
817,0.01,4.96
818,0.01,4.96
819,0.01,4.96
820,0.005,4.98
821,0.005,4.98
822,0.015,4.94
823,0.005,4.98
824,0.015,4.94
825,0.005,4.98
826,0.0,5.0
827,0.005,4.98
828,0.015,4.94
829,0.015,4.94
830,0.0,5.0
831,0.005,4.98
832,0.005,4.98
833,0.005,4.98
834,0.005,4.98
835,0.005,4.98
836,0.02,4.92
837,0.005,4.98
838,0.015,4.94
839,0.02,4.92
840,0.01,4.96
841,0.015,4.94
842,0.015,4.94
843,0.005,4.98
844,0.0,5.0
845,0.0,5.0
846,0.0,5.0
847,0.02,4.92
848,0.0,5.0
849,0.015,4.94
850,0.01,4.96
851,0.0,5.0
852,0.005,4.98
853,0.005,4.98
854,0.005,4.98
855,0.005,4.98
856,0.005,4.98
857,0.005,4.98
858,0.01,4.96
859,0.0,5.0
860,0.0,5.0
861,0.01,4.96
862,0.02,4.92
863,0.0,5.0
864,0.005,4.98
865,0.01,4.96
866,0.0,5.0
867,0.01,4.96
868,0.01,4.96
869,0.01,4.96
870,0.005,4.98
871,0.0,5.0
872,0.005,4.98
873,0.005,4.98
874,0.01,4.96
875,0.005,4.98
876,0.005,4.98
877,0.005,4.98
878,0.005,4.98
879,0.005,4.98
880,0.005,4.98
881,0.005,4.98
882,0.01,4.96
883,0.01,4.96
884,0.01,4.96
885,0.01,4.96
886,0.0,5.0
887,0.015,4.94
888,0.0,5.0
889,0.01,4.96
890,0.015,4.94
891,0.01,4.96
892,0.015,4.94
893,0.01,4.96
894,0.005,4.98
895,0.01,4.96
896,0.015,4.94
897,0.005,4.98
898,0.005,4.98
899,0.01,4.96
900,0.015,4.94
901,0.0,5.0
902,0.01,4.96
903,0.01,4.96
904,0.0,5.0
905,0.005,4.98
906,0.0,5.0
907,0.005,4.98
908,0.005,4.98
909,0.01,4.96
910,0.02,4.92
911,0.01,4.96
912,0.015,4.94
913,0.01,4.96
914,0.015,4.94
915,0.01,4.96
916,0.005,4.98
917,0.005,4.98
918,0.015,4.94
919,0.005,4.98
920,0.005,4.98
921,0.005,4.98
922,0.01,4.96
923,0.01,4.96
924,0.015,4.94
925,0.005,4.98
926,0.01,4.96
927,0.005,4.98
928,0.01,4.96
929,0.015,4.94
930,0.005,4.98
931,0.0,5.0
932,0.015,4.94
933,0.005,4.98
934,0.005,4.98
935,0.005,4.98
936,0.005,4.98
937,0.005,4.98
938,0.0,5.0
939,0.005,4.98
940,0.015,4.94
941,0.01,4.96
942,0.005,4.98
943,0.005,4.98
944,0.005,4.98
945,0.01,4.96
946,0.005,4.98
947,0.01,4.96
948,0.005,4.98
949,0.005,4.98
950,0.01,4.96
951,0.005,4.98
952,0.01,4.96
953,0.005,4.98
954,0.01,4.96
955,0.005,4.98
956,0.0,5.0
957,0.0,5.0
958,0.02,4.92
959,0.005,4.98
960,0.005,4.98
961,0.015,4.94
962,0.015,4.94
963,0.015,4.94
964,0.02,4.92
965,0.005,4.98
966,0.015,4.94
967,0.005,4.98
968,0.015,4.94
969,0.015,4.94
970,0.01,4.96
971,0.005,4.98
972,0.005,4.98
973,0.015,4.94
974,0.0,5.0
975,0.01,4.96
976,0.005,4.98
977,0.01,4.96
978,0.01,4.96
979,0.01,4.96
980,0.005,4.98
981,0.005,4.98
982,0.01,4.96
983,0.005,4.98
984,0.0,5.0
985,0.015,4.94
986,0.005,4.98
987,0.01,4.96
988,0.01,4.96
989,0.015,4.94
990,0.005,4.98
991,0.015,4.94
992,0.015,4.94
993,0.005,4.98
994,0.005,4.98
995,0.0,5.0
996,0.015,4.94
997,0.01,4.96
998,0.0,5.0
999,0.005,4.98
