,NeuralAgent_Student26_200bAgent,Student26_200bAgent
170,2.32,2.32
171,2.305,2.28
172,2.13,2.105
173,2.295,2.295
174,2.26,2.235
175,2.225,2.225
176,2.35,2.35
177,2.22,2.22
178,2.11,2.085
179,2.31,2.285
180,2.19,2.19
181,2.295,2.27
182,2.35,2.35
183,2.2,2.2
184,2.39,2.39
185,2.15,2.125
186,2.135,2.11
187,2.185,2.185
188,2.155,2.13
189,2.26,2.235
190,2.3,2.275
191,2.15,2.15
192,2.235,2.21
193,2.255,2.23
194,2.1,2.075
195,2.265,2.265
196,2.3,2.3
197,2.375,2.375
198,2.175,2.175
199,2.255,2.255
200,2.19,2.165
201,2.33,2.33
202,2.225,2.2
203,2.375,2.35
204,2.29,2.29
205,2.185,2.185
206,2.175,2.175
207,2.255,2.255
208,2.335,2.31
209,2.24,2.24
210,2.32,2.32
211,2.375,2.375
212,2.185,2.185
213,2.315,2.315
214,2.265,2.265
215,2.22,2.195
216,2.255,2.23
217,2.3,2.275
218,2.29,2.29
219,2.315,2.315
220,2.265,2.265
221,2.165,2.165
222,2.235,2.235
223,2.305,2.28
224,2.19,2.19
225,2.215,2.215
226,2.205,2.205
227,2.135,2.11
228,2.225,2.225
229,2.18,2.18
230,2.11,2.11
231,2.345,2.32
232,2.28,2.255
233,2.23,2.23
234,2.21,2.185
235,2.375,2.35
236,2.225,2.225
237,2.245,2.22
238,2.17,2.145
239,2.145,2.145
240,2.255,2.23
241,2.285,2.26
242,2.265,2.24
243,2.29,2.29
244,2.275,2.25
245,2.24,2.215
246,2.265,2.24
247,2.285,2.285
248,2.18,2.155
249,2.255,2.255
250,2.195,2.17
251,2.315,2.315
252,2.34,2.315
253,2.275,2.25
254,2.355,2.355
255,2.27,2.245
256,2.39,2.39
257,2.32,2.295
258,2.2,2.2
259,2.245,2.22
260,2.13,2.13
261,2.195,2.17
262,2.175,2.15
263,2.43,2.405
264,2.335,2.31
265,2.28,2.255
266,2.18,2.18
267,2.24,2.24
268,2.155,2.155
269,2.39,2.39
270,2.315,2.29
271,2.285,2.285
272,2.345,2.345
273,2.31,2.285
274,2.33,2.33
275,2.285,2.285
276,2.26,2.235
277,2.32,2.295
278,2.275,2.25
279,2.24,2.215
280,2.255,2.255
281,2.375,2.35
282,2.22,2.22
283,2.27,2.245
284,2.21,2.185
285,2.205,2.18
286,2.23,2.23
287,2.34,2.315
288,2.235,2.235
289,2.3,2.3
290,2.43,2.405
291,2.23,2.205
292,2.095,2.07
293,2.245,2.22
294,2.27,2.27
295,2.235,2.21
296,2.355,2.355
297,2.355,2.355
298,2.105,2.105
299,2.14,2.115
300,2.23,2.23
301,2.23,2.205
302,2.305,2.305
303,2.2,2.2
304,2.085,2.06
305,2.275,2.275
306,2.27,2.245
307,2.32,2.295
308,2.305,2.305
309,2.265,2.265
310,2.225,2.2
311,2.12,2.095
312,2.195,2.17
313,2.23,2.205
314,2.395,2.395
315,2.175,2.15
316,2.3,2.275
317,2.215,2.215
318,2.29,2.265
319,2.235,2.21
320,2.14,2.14
321,2.235,2.21
322,2.275,2.275
323,2.365,2.365
324,2.235,2.21
325,2.395,2.395
326,2.165,2.14
327,2.175,2.175
328,2.23,2.23
329,2.2,2.175
330,2.285,2.285
331,2.17,2.145
332,2.31,2.285
333,2.355,2.33
334,2.235,2.21
335,2.225,2.2
336,2.145,2.145
337,2.165,2.14
338,2.325,2.3
339,2.2,2.2
340,2.275,2.275
341,2.24,2.215
342,2.215,2.215
343,2.295,2.27
344,2.15,2.15
345,2.33,2.33
346,2.305,2.305
347,2.17,2.145
348,2.295,2.295
349,2.245,2.245
350,2.385,2.36
351,2.29,2.265
352,2.4,2.375
353,2.29,2.29
354,2.13,2.105
355,2.185,2.16
356,2.14,2.14
357,2.21,2.21
358,2.29,2.29
359,2.17,2.145
360,2.235,2.235
361,2.16,2.135
362,2.22,2.195
363,2.295,2.295
364,2.285,2.26
365,2.265,2.24
366,2.31,2.285
367,2.345,2.345
368,2.225,2.2
369,2.245,2.245
370,2.26,2.26
371,2.27,2.245
372,2.18,2.155
373,2.145,2.12
374,2.33,2.33
375,2.265,2.24
376,2.27,2.245
377,2.285,2.285
378,2.375,2.375
379,2.13,2.13
380,2.3,2.275
381,2.195,2.17
382,2.165,2.14
383,2.14,2.14
384,2.31,2.285
385,2.185,2.185
386,2.29,2.265
387,2.2,2.175
388,2.185,2.16
389,2.355,2.355
390,2.275,2.25
391,2.185,2.16
392,2.21,2.21
393,2.14,2.115
394,2.34,2.315
395,2.32,2.32
396,2.355,2.33
397,2.3,2.3
398,2.155,2.155
399,2.16,2.16
400,2.43,2.405
401,2.345,2.32
402,2.3,2.3
403,2.225,2.225
404,2.13,2.13
405,2.255,2.23
406,2.205,2.205
407,2.265,2.265
408,2.345,2.345
409,2.245,2.245
410,2.225,2.225
411,2.2,2.175
412,2.39,2.365
413,2.19,2.19
414,2.21,2.185
415,2.295,2.27
416,2.155,2.155
417,2.38,2.38
418,2.27,2.245
419,2.215,2.215
420,2.215,2.215
421,2.15,2.125
422,2.365,2.34
423,2.175,2.175
424,2.34,2.315
425,2.195,2.195
426,2.2,2.175
427,2.28,2.28
428,2.27,2.245
429,2.275,2.275
430,2.46,2.435
431,2.335,2.31
432,2.19,2.165
433,2.265,2.24
434,2.285,2.26
435,2.265,2.265
436,2.31,2.31
437,2.265,2.265
438,2.25,2.225
439,2.175,2.175
440,2.265,2.265
441,2.32,2.295
442,2.27,2.27
443,2.15,2.125
444,2.225,2.2
445,2.215,2.215
446,2.215,2.215
447,2.2,2.175
448,2.285,2.26
449,2.19,2.165
450,2.23,2.23
451,2.31,2.31
452,2.27,2.245
453,2.33,2.305
454,2.24,2.24
455,2.19,2.165
456,2.2,2.2
457,2.19,2.19
458,2.205,2.18
459,2.28,2.255
460,2.315,2.29
461,2.215,2.19
462,2.205,2.18
463,2.245,2.245
464,2.265,2.265
465,2.23,2.23
466,2.3,2.275
467,2.275,2.275
468,2.33,2.305
469,2.225,2.225
470,2.155,2.13
471,2.245,2.245
472,2.305,2.28
473,2.27,2.245
474,2.195,2.195
475,2.14,2.115
476,2.24,2.215
477,2.2,2.2
478,2.37,2.345
479,2.245,2.22
480,2.29,2.265
481,2.08,2.055
482,2.325,2.325
483,2.075,2.05
484,2.425,2.4
485,2.24,2.24
486,2.285,2.26
487,2.295,2.27
488,2.3,2.3
489,2.14,2.115
490,2.255,2.255
491,2.23,2.23
492,2.255,2.23
493,2.36,2.335
494,2.235,2.235
495,2.27,2.27
496,2.29,2.29
497,2.26,2.235
498,2.18,2.18
499,2.325,2.3
500,2.24,2.24
501,2.285,2.26
502,2.245,2.245
503,2.285,2.26
504,2.245,2.22
505,2.385,2.36
506,2.355,2.355
507,2.295,2.27
508,2.33,2.305
509,2.2,2.2
510,2.345,2.345
511,2.365,2.34
512,2.285,2.285
513,2.275,2.275
514,2.365,2.34
515,2.29,2.29
516,2.255,2.23
517,2.375,2.375
518,2.27,2.245
519,2.235,2.235
520,2.405,2.405
521,2.34,2.34
522,2.265,2.24
523,2.335,2.335
524,2.165,2.14
525,2.31,2.31
526,2.225,2.225
527,2.165,2.165
528,2.15,2.125
529,2.27,2.27
530,2.22,2.22
531,2.265,2.265
532,2.185,2.16
533,2.295,2.27
534,2.295,2.27
535,2.225,2.2
536,2.205,2.18
537,2.26,2.235
538,2.215,2.19
539,2.275,2.275
540,2.28,2.255
541,2.145,2.145
542,2.295,2.295
543,2.355,2.355
544,2.165,2.165
545,2.265,2.24
546,2.245,2.22
547,2.445,2.445
548,2.255,2.23
549,2.395,2.37
550,2.285,2.26
551,2.155,2.13
552,2.23,2.23
553,2.355,2.33
554,2.305,2.305
555,2.13,2.13
556,2.275,2.25
557,2.3,2.3
558,2.295,2.27
559,2.205,2.205
560,2.285,2.26
561,2.23,2.205
562,2.355,2.355
563,2.12,2.12
564,2.085,2.06
565,2.075,2.075
566,2.275,2.275
567,2.2,2.2
568,2.365,2.34
569,2.225,2.225
570,2.325,2.325
571,2.235,2.21
572,2.32,2.295
573,2.16,2.135
574,2.34,2.34
575,2.105,2.08
576,2.435,2.435
577,2.285,2.285
578,2.19,2.19
579,2.385,2.36
580,2.22,2.22
581,2.385,2.36
582,2.235,2.235
583,2.23,2.23
584,2.255,2.23
585,2.105,2.105
586,2.36,2.36
587,2.225,2.2
588,2.275,2.275
589,2.24,2.215
590,2.245,2.22
591,2.175,2.175
592,2.195,2.195
593,2.375,2.35
594,2.38,2.38
595,2.16,2.135
596,2.195,2.17
597,2.24,2.24
598,2.19,2.165
599,2.36,2.36
600,2.29,2.29
601,2.275,2.275
602,2.26,2.235
603,2.31,2.285
604,2.135,2.135
605,2.275,2.25
606,2.395,2.37
607,2.19,2.165
608,2.26,2.235
609,2.305,2.28
610,2.195,2.195
611,2.24,2.215
612,2.23,2.205
613,2.315,2.315
614,2.22,2.22
615,2.33,2.305
616,2.215,2.19
617,2.22,2.195
618,2.295,2.27
619,2.36,2.335
620,2.29,2.29
621,2.25,2.25
622,2.285,2.26
623,2.16,2.135
624,2.3,2.275
625,2.32,2.295
626,2.23,2.23
627,2.27,2.245
628,2.335,2.335
629,2.195,2.195
630,2.2,2.2
631,2.275,2.275
632,2.205,2.18
633,2.185,2.185
634,2.14,2.14
635,2.305,2.28
636,2.21,2.21
637,2.125,2.1
638,2.3,2.275
639,2.205,2.18
640,2.25,2.25
641,2.37,2.37
642,2.275,2.275
643,2.305,2.305
644,2.355,2.33
645,2.295,2.27
646,2.22,2.195
647,2.31,2.285
648,2.285,2.26
649,2.455,2.455
650,2.295,2.295
651,2.29,2.29
652,2.265,2.265
653,2.205,2.205
654,2.31,2.31
655,2.145,2.12
656,2.28,2.255
657,2.395,2.395
658,2.3,2.275
659,2.305,2.28
660,2.23,2.205
661,2.025,2.025
662,2.235,2.21
663,2.325,2.325
664,2.415,2.39
665,2.2,2.175
666,2.29,2.265
667,2.23,2.23
668,2.245,2.22
669,2.245,2.22
670,2.39,2.365
671,2.33,2.33
672,2.36,2.36
673,2.26,2.235
674,2.305,2.305
675,2.275,2.25
676,2.195,2.17
677,2.215,2.19
678,2.34,2.315
679,2.315,2.29
680,2.14,2.115
681,2.145,2.12
682,2.375,2.375
683,2.11,2.085
684,2.375,2.35
685,2.35,2.35
686,2.19,2.165
687,2.365,2.365
688,2.2,2.175
689,2.31,2.285
690,2.345,2.32
691,2.245,2.22
692,2.39,2.365
693,2.24,2.215
694,2.295,2.27
695,2.26,2.235
696,2.31,2.285
697,2.325,2.325
698,2.06,2.06
699,2.23,2.23
700,2.275,2.275
701,2.305,2.28
702,2.375,2.35
703,2.225,2.225
704,2.235,2.21
705,2.28,2.28
706,2.255,2.23
707,2.15,2.125
708,2.34,2.34
709,2.315,2.29
710,2.305,2.28
711,2.295,2.27
712,2.23,2.23
713,2.3,2.275
714,2.26,2.26
715,2.305,2.305
716,2.3,2.275
717,2.265,2.24
718,2.24,2.215
719,2.295,2.295
720,2.245,2.245
721,2.325,2.325
722,2.23,2.205
723,2.275,2.25
724,2.175,2.175
725,2.235,2.235
726,2.305,2.28
727,2.29,2.265
728,2.215,2.19
729,2.165,2.165
730,2.255,2.23
731,2.28,2.255
732,2.185,2.185
733,2.185,2.185
734,2.2,2.2
735,2.28,2.255
736,2.395,2.37
737,2.285,2.285
738,2.315,2.29
739,2.165,2.165
740,2.195,2.195
741,2.295,2.27
742,2.24,2.24
743,2.16,2.16
744,2.295,2.295
745,2.295,2.295
746,2.09,2.09
747,2.255,2.255
748,2.16,2.16
749,2.205,2.205
750,2.3,2.3
751,2.165,2.165
752,2.33,2.33
753,2.195,2.17
754,2.09,2.09
755,2.385,2.36
756,2.265,2.24
757,2.225,2.225
758,2.285,2.285
759,2.23,2.23
760,2.415,2.415
761,2.24,2.24
762,2.205,2.205
763,2.1,2.075
764,2.285,2.285
765,2.175,2.15
766,2.33,2.305
767,2.155,2.155
768,2.22,2.22
769,2.3,2.275
770,2.32,2.295
771,2.27,2.245
772,2.175,2.175
773,2.295,2.27
774,2.415,2.39
775,2.29,2.265
776,2.4,2.375
777,2.2,2.175
778,2.195,2.195
779,2.315,2.315
780,2.18,2.155
781,2.345,2.345
782,2.11,2.085
783,2.315,2.315
784,2.33,2.305
785,2.31,2.285
786,2.215,2.215
787,2.325,2.325
788,2.175,2.15
789,2.26,2.235
790,2.115,2.115
791,2.315,2.29
792,2.27,2.27
793,2.22,2.195
794,2.165,2.165
795,2.34,2.34
796,2.075,2.05
797,2.305,2.305
798,2.175,2.175
799,2.285,2.26
800,2.27,2.27
801,2.415,2.39
802,2.245,2.245
803,2.25,2.25
804,2.165,2.165
805,2.315,2.29
806,2.19,2.19
807,2.435,2.41
808,2.3,2.275
809,2.27,2.27
810,2.15,2.15
811,2.17,2.145
812,2.27,2.245
813,2.345,2.345
814,2.215,2.19
815,2.295,2.295
816,2.255,2.255
817,2.245,2.22
818,2.23,2.23
819,2.38,2.355
820,2.26,2.235
821,2.315,2.315
822,2.31,2.285
823,2.29,2.265
824,2.255,2.23
825,2.31,2.31
826,2.335,2.31
827,2.16,2.16
828,2.345,2.32
829,2.355,2.33
830,2.285,2.285
831,2.275,2.25
832,2.255,2.23
833,2.28,2.28
834,2.22,2.22
835,2.305,2.28
836,2.27,2.245
837,2.24,2.24
838,2.365,2.34
839,2.315,2.29
840,2.31,2.285
841,2.195,2.195
842,2.215,2.19
843,2.1,2.1
844,2.205,2.18
845,2.205,2.18
846,2.155,2.13
847,2.285,2.26
848,2.24,2.215
849,2.26,2.26
850,2.195,2.195
851,2.245,2.22
852,2.16,2.16
853,2.335,2.31
854,2.255,2.255
855,2.295,2.27
856,2.42,2.42
857,2.32,2.295
858,2.245,2.245
859,2.16,2.135
860,2.26,2.26
861,2.2,2.2
862,2.27,2.27
863,2.34,2.34
864,2.22,2.195
865,2.27,2.27
866,2.165,2.165
867,2.27,2.27
868,2.175,2.175
869,2.31,2.285
870,2.3,2.275
871,2.145,2.12
872,2.32,2.32
873,2.185,2.16
874,2.245,2.22
875,2.215,2.215
876,2.165,2.14
877,2.14,2.115
878,2.33,2.33
879,2.32,2.295
880,2.37,2.345
881,2.215,2.215
882,2.345,2.32
883,2.265,2.265
884,2.315,2.315
885,2.175,2.15
886,2.15,2.15
887,2.325,2.3
888,2.325,2.3
889,2.29,2.265
890,2.265,2.24
891,2.18,2.18
892,2.225,2.2
893,2.23,2.205
894,2.17,2.17
895,2.23,2.205
896,2.39,2.365
897,2.2,2.2
898,2.31,2.285
899,2.22,2.22
900,2.235,2.21
901,2.18,2.155
902,2.24,2.215
903,2.335,2.31
904,2.315,2.315
905,2.28,2.255
906,2.23,2.23
907,2.23,2.23
908,2.34,2.315
909,2.285,2.26
910,2.115,2.115
911,2.23,2.23
912,2.19,2.19
913,2.285,2.26
914,2.285,2.26
915,2.25,2.25
916,2.195,2.195
917,2.23,2.205
918,2.16,2.135
919,2.14,2.115
920,2.2,2.2
921,2.275,2.275
922,2.345,2.32
923,2.3,2.3
924,2.26,2.26
925,2.18,2.155
926,2.22,2.195
927,2.135,2.135
928,2.31,2.285
929,2.27,2.245
930,2.275,2.275
931,2.17,2.145
932,2.36,2.36
933,2.285,2.26
934,2.19,2.19
935,2.295,2.295
936,2.28,2.255
937,2.175,2.15
938,2.31,2.31
939,2.21,2.185
940,2.145,2.12
941,2.25,2.25
942,2.215,2.19
943,2.32,2.32
944,2.275,2.25
945,2.16,2.16
946,2.205,2.205
947,2.21,2.21
948,2.22,2.22
949,2.29,2.29
950,2.21,2.185
951,2.165,2.14
952,2.105,2.105
953,2.28,2.255
954,2.22,2.195
955,2.39,2.39
956,2.195,2.195
957,2.315,2.29
958,2.155,2.13
959,2.25,2.25
960,2.345,2.32
961,2.315,2.315
962,2.13,2.105
963,2.28,2.28
964,2.38,2.355
965,2.27,2.245
966,2.25,2.25
967,2.22,2.195
968,2.04,2.015
969,2.155,2.155
970,2.36,2.36
971,2.26,2.26
972,2.21,2.21
973,2.295,2.295
974,2.16,2.16
975,2.175,2.15
976,2.245,2.22
977,2.23,2.205
978,2.32,2.32
979,2.255,2.255
980,2.185,2.185
981,2.215,2.215
982,2.265,2.265
983,2.33,2.305
984,2.295,2.27
985,2.29,2.265
986,2.205,2.205
987,2.265,2.24
988,2.195,2.195
989,2.31,2.285
990,2.255,2.255
991,2.15,2.125
992,2.21,2.185
993,2.26,2.26
994,2.3,2.3
995,2.245,2.245
996,2.26,2.26
997,2.405,2.405
998,2.145,2.12
999,2.35,2.325
