,NeuralAgentOpMe_Student3_200aAgent_rng,Student3_200aAgent
264,0.83,0.68
265,0.88,0.73
266,0.85,0.7
267,0.86,0.71
268,0.91,0.76
269,0.82,0.67
270,0.96,0.81
271,0.89,0.74
272,0.86,0.71
273,0.855,0.705
274,0.885,0.735
275,0.9,0.75
276,0.905,0.755
277,0.85,0.7
278,0.92,0.77
279,0.875,0.725
280,0.825,0.675
281,0.86,0.71
282,0.835,0.685
283,0.86,0.71
284,0.785,0.635
285,0.85,0.7
286,0.83,0.68
287,0.92,0.77
288,0.85,0.7
289,0.83,0.68
290,0.88,0.73
291,0.875,0.725
292,0.88,0.73
293,0.88,0.73
294,0.855,0.705
295,0.915,0.765
296,0.89,0.74
297,0.835,0.685
298,0.885,0.735
299,0.9,0.75
300,0.86,0.71
301,0.895,0.745
302,0.905,0.755
303,0.86,0.71
304,0.89,0.74
305,0.855,0.705
306,0.875,0.725
307,0.835,0.685
308,0.885,0.735
309,0.81,0.66
310,0.87,0.72
311,0.89,0.74
312,0.855,0.705
313,0.835,0.685
314,0.885,0.735
315,0.845,0.695
316,0.93,0.78
317,0.93,0.78
318,0.83,0.68
319,0.83,0.68
320,0.91,0.76
321,0.85,0.7
322,0.86,0.71
323,0.87,0.72
324,0.89,0.74
325,0.88,0.73
326,0.875,0.725
327,0.88,0.73
328,0.915,0.765
329,0.82,0.67
330,0.88,0.73
331,0.83,0.68
332,0.815,0.665
333,0.87,0.72
334,0.875,0.725
335,0.855,0.705
336,0.895,0.745
337,0.855,0.705
338,0.85,0.7
339,0.885,0.735
340,0.895,0.745
341,0.895,0.745
342,0.845,0.695
343,0.875,0.725
344,0.84,0.69
345,0.855,0.705
346,0.905,0.755
347,0.825,0.675
348,0.905,0.755
349,0.875,0.725
350,0.9,0.75
351,0.85,0.7
352,0.84,0.69
353,0.9,0.75
354,0.83,0.68
355,0.875,0.725
356,0.85,0.7
357,0.855,0.705
358,0.88,0.73
359,0.865,0.715
360,0.875,0.725
361,0.83,0.68
362,0.875,0.725
363,0.795,0.645
364,0.84,0.69
365,0.83,0.68
366,0.905,0.755
367,0.88,0.73
368,0.86,0.71
369,0.81,0.66
370,0.88,0.73
371,0.89,0.74
372,0.89,0.74
373,0.86,0.71
374,0.905,0.755
375,0.95,0.8
376,0.855,0.705
377,0.89,0.74
378,0.84,0.69
379,0.89,0.74
380,0.85,0.7
381,0.9,0.75
382,0.81,0.66
383,0.855,0.705
384,0.85,0.7
385,0.905,0.755
386,0.9,0.75
387,0.87,0.72
388,0.885,0.735
389,0.855,0.705
390,0.855,0.705
391,0.905,0.755
392,0.875,0.725
393,0.825,0.675
394,0.795,0.645
395,0.81,0.66
396,0.86,0.71
397,0.9,0.75
398,0.86,0.71
399,0.835,0.685
400,0.88,0.73
401,0.885,0.735
402,0.88,0.73
403,0.775,0.625
404,0.845,0.695
405,0.85,0.7
406,0.85,0.7
407,0.91,0.76
408,0.875,0.725
409,0.875,0.725
410,0.915,0.765
411,0.875,0.725
412,0.83,0.68
413,0.895,0.745
414,0.875,0.725
415,0.825,0.675
416,0.87,0.72
417,0.91,0.76
418,0.85,0.7
419,0.87,0.72
420,0.83,0.68
421,0.85,0.7
422,0.875,0.725
423,0.885,0.735
424,0.87,0.72
425,0.89,0.74
426,0.89,0.74
427,0.86,0.71
428,0.905,0.755
429,0.85,0.7
430,0.865,0.715
431,0.855,0.705
432,0.88,0.73
433,0.78,0.63
434,0.815,0.665
435,0.905,0.755
436,0.84,0.69
437,0.84,0.69
438,0.825,0.675
439,0.87,0.72
440,0.865,0.715
441,0.855,0.705
442,0.855,0.705
443,0.855,0.705
444,0.91,0.76
445,0.915,0.765
446,0.865,0.715
447,0.9,0.75
448,0.87,0.72
449,0.855,0.705
450,0.895,0.745
451,0.89,0.74
452,0.815,0.665
453,0.88,0.73
454,0.825,0.675
455,0.805,0.655
456,0.87,0.72
457,0.89,0.74
458,0.89,0.74
459,0.85,0.7
460,0.845,0.695
461,0.885,0.735
462,0.85,0.7
463,0.915,0.765
464,0.88,0.73
465,0.885,0.735
466,0.895,0.745
467,0.855,0.705
468,0.875,0.725
469,0.86,0.71
470,0.835,0.685
471,0.845,0.695
472,0.895,0.745
473,0.87,0.72
474,0.845,0.695
475,0.86,0.71
476,0.89,0.74
477,0.855,0.705
478,0.865,0.715
479,0.86,0.71
480,0.835,0.685
481,0.89,0.74
482,0.945,0.795
483,0.86,0.71
484,0.885,0.735
485,0.875,0.725
486,0.865,0.715
487,0.84,0.69
488,0.855,0.705
489,0.84,0.69
490,0.855,0.705
491,0.84,0.69
492,0.89,0.74
493,0.815,0.665
494,0.89,0.74
495,0.89,0.74
496,0.855,0.705
497,0.845,0.695
498,0.895,0.745
499,0.895,0.745
500,0.85,0.7
501,0.885,0.735
502,0.91,0.76
503,0.855,0.705
504,0.885,0.735
505,0.88,0.73
506,0.89,0.74
507,0.86,0.71
508,0.86,0.71
509,0.85,0.7
510,0.845,0.695
511,0.845,0.695
512,0.84,0.69
513,0.86,0.71
514,0.88,0.73
515,0.835,0.685
516,0.875,0.725
517,0.87,0.72
518,0.905,0.755
519,0.875,0.725
520,0.835,0.685
521,0.94,0.79
522,0.89,0.74
523,0.87,0.72
524,0.875,0.725
525,0.865,0.715
526,0.905,0.755
527,0.835,0.685
528,0.89,0.74
529,0.845,0.695
530,0.88,0.73
531,0.865,0.715
532,0.87,0.72
533,0.855,0.705
534,0.84,0.69
535,0.875,0.725
536,0.935,0.785
537,0.855,0.705
538,0.91,0.76
539,0.82,0.67
540,0.905,0.755
541,0.905,0.755
542,0.83,0.68
543,0.825,0.675
544,0.88,0.73
545,0.91,0.76
546,0.855,0.705
547,0.885,0.735
548,0.845,0.695
549,0.825,0.675
550,0.885,0.735
551,0.83,0.68
552,0.84,0.69
553,0.775,0.625
554,0.85,0.7
555,0.885,0.735
556,0.875,0.725
557,0.87,0.72
558,0.88,0.73
559,0.885,0.735
560,0.895,0.745
561,0.79,0.64
562,0.84,0.69
563,0.865,0.715
564,0.865,0.715
565,0.88,0.73
566,0.9,0.75
567,0.87,0.72
568,0.86,0.71
569,0.905,0.755
570,0.82,0.67
571,0.835,0.685
572,0.82,0.67
573,0.885,0.735
574,0.905,0.755
575,0.86,0.71
576,0.86,0.71
577,0.83,0.68
578,0.95,0.8
579,0.855,0.705
580,0.82,0.67
581,0.91,0.76
582,0.855,0.705
583,0.865,0.715
584,0.88,0.73
585,0.86,0.71
586,0.845,0.695
587,0.835,0.685
588,0.88,0.73
589,0.86,0.71
590,0.935,0.785
591,0.895,0.745
592,0.905,0.755
593,0.88,0.73
594,0.865,0.715
595,0.825,0.675
596,0.855,0.705
597,0.855,0.705
598,0.86,0.71
599,0.93,0.78
600,0.85,0.7
601,0.875,0.725
602,0.86,0.71
603,0.875,0.725
604,0.88,0.73
605,0.885,0.735
606,0.825,0.675
607,0.905,0.755
608,0.84,0.69
609,0.84,0.69
610,0.87,0.72
611,0.845,0.695
612,0.89,0.74
613,0.865,0.715
614,0.92,0.77
615,0.865,0.715
616,0.89,0.74
617,0.89,0.74
618,0.885,0.735
619,0.85,0.7
620,0.845,0.695
621,0.84,0.69
622,0.87,0.72
623,0.91,0.76
624,0.85,0.7
625,0.835,0.685
626,0.825,0.675
627,0.9,0.75
628,0.755,0.605
629,0.875,0.725
630,0.875,0.725
631,0.88,0.73
632,0.88,0.73
633,0.925,0.775
634,0.875,0.725
635,0.875,0.725
636,0.86,0.71
637,0.895,0.745
638,0.93,0.78
639,0.9,0.75
640,0.845,0.695
641,0.865,0.715
642,0.875,0.725
643,0.83,0.68
644,0.88,0.73
645,0.865,0.715
646,0.91,0.76
647,0.855,0.705
648,0.8,0.65
649,0.825,0.675
650,0.88,0.73
651,0.84,0.69
652,0.875,0.725
653,0.89,0.74
654,0.865,0.715
655,0.855,0.705
656,0.9,0.75
657,0.805,0.655
658,0.86,0.71
659,0.855,0.705
660,0.825,0.675
661,0.86,0.71
662,0.87,0.72
663,0.88,0.73
664,0.865,0.715
665,0.89,0.74
666,0.88,0.73
667,0.89,0.74
668,0.76,0.61
669,0.83,0.68
670,0.88,0.73
671,0.895,0.745
672,0.85,0.7
673,0.885,0.735
674,0.845,0.695
675,0.875,0.725
676,0.875,0.725
677,0.855,0.705
678,0.85,0.7
679,0.92,0.77
680,0.84,0.69
681,0.88,0.73
682,0.83,0.68
683,0.89,0.74
684,0.83,0.68
685,0.905,0.755
686,0.845,0.695
687,0.86,0.71
688,0.85,0.7
689,0.9,0.75
690,0.86,0.71
691,0.86,0.71
692,0.845,0.695
693,0.885,0.735
694,0.875,0.725
695,0.855,0.705
696,0.84,0.69
697,0.83,0.68
698,0.85,0.7
699,0.845,0.695
700,0.87,0.72
701,0.825,0.675
702,0.885,0.735
703,0.89,0.74
704,0.845,0.695
705,0.87,0.72
706,0.865,0.715
707,0.92,0.77
708,0.86,0.71
709,0.85,0.7
710,0.855,0.705
711,0.835,0.685
712,0.81,0.66
713,0.82,0.67
714,0.865,0.715
715,0.86,0.71
716,0.81,0.66
717,0.835,0.685
718,0.825,0.675
719,0.87,0.72
720,0.855,0.705
721,0.86,0.71
722,0.85,0.7
723,0.825,0.675
724,0.82,0.67
725,0.935,0.785
726,0.88,0.73
727,0.885,0.735
728,0.83,0.68
729,0.82,0.67
730,0.865,0.715
731,0.815,0.665
732,0.88,0.73
733,0.885,0.735
734,0.8,0.65
735,0.855,0.705
736,0.865,0.715
737,0.86,0.71
738,0.855,0.705
739,0.865,0.715
740,0.875,0.725
741,0.805,0.655
742,0.86,0.71
743,0.835,0.685
744,0.875,0.725
745,0.84,0.69
746,0.87,0.72
747,0.845,0.695
748,0.845,0.695
749,0.84,0.69
750,0.875,0.725
751,0.89,0.74
752,0.88,0.73
753,0.905,0.755
754,0.825,0.675
755,0.875,0.725
756,0.895,0.745
757,0.87,0.72
758,0.86,0.71
759,0.88,0.73
760,0.865,0.715
761,0.83,0.68
762,0.93,0.78
763,0.87,0.72
764,0.89,0.74
765,0.815,0.665
766,0.875,0.725
767,0.88,0.73
768,0.825,0.675
769,0.89,0.74
770,0.865,0.715
771,0.87,0.72
772,0.865,0.715
773,0.855,0.705
774,0.87,0.72
775,0.885,0.735
776,0.845,0.695
777,0.865,0.715
778,0.87,0.72
779,0.905,0.755
780,0.825,0.675
781,0.855,0.705
782,0.89,0.74
783,0.845,0.695
784,0.895,0.745
785,0.875,0.725
786,0.875,0.725
787,0.85,0.7
788,0.86,0.71
789,0.84,0.69
790,0.88,0.73
791,0.875,0.725
792,0.815,0.665
793,0.825,0.675
794,0.85,0.7
795,0.865,0.715
796,0.875,0.725
797,0.85,0.7
798,0.86,0.71
799,0.81,0.66
800,0.765,0.615
801,0.87,0.72
802,0.845,0.695
803,0.86,0.71
804,0.9,0.75
805,0.85,0.7
806,0.925,0.775
807,0.87,0.72
808,0.865,0.715
809,0.86,0.71
810,0.805,0.655
811,0.92,0.77
812,0.84,0.69
813,0.765,0.615
814,0.845,0.695
815,0.855,0.705
816,0.85,0.7
817,0.84,0.69
818,0.89,0.74
819,0.92,0.77
820,0.88,0.73
821,0.865,0.715
822,0.86,0.71
823,0.88,0.73
824,0.825,0.675
825,0.81,0.66
826,0.84,0.69
827,0.875,0.725
828,0.85,0.7
829,0.86,0.71
830,0.885,0.735
831,0.825,0.675
832,0.84,0.69
833,0.84,0.69
834,0.87,0.72
835,0.885,0.735
836,0.86,0.71
837,0.88,0.73
838,0.87,0.72
839,0.86,0.71
840,0.87,0.72
841,0.875,0.725
842,0.865,0.715
843,0.895,0.745
844,0.88,0.73
845,0.85,0.7
846,0.86,0.71
847,0.895,0.745
848,0.88,0.73
849,0.87,0.72
850,0.89,0.74
851,0.91,0.76
852,0.82,0.67
853,0.92,0.77
854,0.845,0.695
855,0.89,0.74
856,0.9,0.75
857,0.835,0.685
858,0.82,0.67
859,0.835,0.685
860,0.885,0.735
861,0.88,0.73
862,0.89,0.74
863,0.9,0.75
864,0.905,0.755
865,0.9,0.75
866,0.895,0.745
867,0.82,0.67
868,0.9,0.75
869,0.89,0.74
870,0.835,0.685
871,0.94,0.79
872,0.9,0.75
873,0.845,0.695
874,0.865,0.715
875,0.875,0.725
876,0.86,0.71
877,0.88,0.73
878,0.91,0.76
879,0.785,0.635
880,0.89,0.74
881,0.89,0.74
882,0.86,0.71
883,0.865,0.715
884,0.84,0.69
885,0.875,0.725
886,0.895,0.745
887,0.86,0.71
888,0.825,0.675
889,0.915,0.765
890,0.86,0.71
891,0.84,0.69
892,0.87,0.72
893,0.86,0.71
894,0.895,0.745
895,0.88,0.73
896,0.93,0.78
897,0.925,0.775
898,0.825,0.675
899,0.81,0.66
900,0.875,0.725
901,0.835,0.685
902,0.91,0.76
903,0.87,0.72
904,0.895,0.745
905,0.82,0.67
906,0.865,0.715
907,0.83,0.68
908,0.935,0.785
909,0.84,0.69
910,0.895,0.745
911,0.93,0.78
912,0.89,0.74
913,0.84,0.69
914,0.83,0.68
915,0.875,0.725
916,0.89,0.74
917,0.87,0.72
918,0.83,0.68
919,0.85,0.7
920,0.855,0.705
921,0.88,0.73
922,0.82,0.67
923,0.88,0.73
924,0.85,0.7
925,0.895,0.745
926,0.83,0.68
927,0.86,0.71
928,0.855,0.705
929,0.88,0.73
930,0.83,0.68
931,0.865,0.715
932,0.845,0.695
933,0.9,0.75
934,0.89,0.74
935,0.855,0.705
936,0.865,0.715
937,0.82,0.67
938,0.91,0.76
939,0.885,0.735
940,0.865,0.715
941,0.9,0.75
942,0.85,0.7
943,0.835,0.685
944,0.83,0.68
945,0.85,0.7
946,0.92,0.77
947,0.89,0.74
948,0.825,0.675
949,0.855,0.705
950,0.865,0.715
951,0.84,0.69
952,0.84,0.69
953,0.91,0.76
954,0.82,0.67
955,0.82,0.67
956,0.885,0.735
957,0.86,0.71
958,0.845,0.695
959,0.855,0.705
960,0.845,0.695
961,0.845,0.695
962,0.85,0.7
963,0.875,0.725
964,0.895,0.745
965,0.86,0.71
966,0.86,0.71
967,0.87,0.72
968,0.8,0.65
969,0.85,0.7
970,0.875,0.725
971,0.875,0.725
972,0.84,0.69
973,0.875,0.725
974,0.825,0.675
975,0.895,0.745
976,0.855,0.705
977,0.875,0.725
978,0.885,0.735
979,0.875,0.725
980,0.88,0.73
981,0.885,0.735
982,0.865,0.715
983,0.855,0.705
984,0.875,0.725
985,0.895,0.745
986,0.835,0.685
987,0.83,0.68
988,0.86,0.71
989,0.88,0.73
990,0.875,0.725
991,0.865,0.715
992,0.91,0.76
993,0.86,0.71
994,0.87,0.72
995,0.835,0.685
996,0.865,0.715
997,0.85,0.7
998,0.86,0.71
999,0.895,0.745
