,NeuralAgentOpMe_Student4_200aAgent_rng,Student4_200aAgent
766,1.7,2.6
767,1.765,2.865
768,1.24,1.99
769,1.895,2.845
770,1.64,2.515
771,2.02,3.045
772,1.58,2.58
773,1.88,2.73
774,1.945,2.92
775,2.045,2.945
776,2.145,3.02
777,1.855,2.73
778,1.505,2.405
779,1.915,2.94
780,1.905,2.88
781,1.85,2.8
782,1.975,3.025
783,1.875,2.9
784,1.505,2.63
785,1.875,2.95
786,1.93,2.98
787,2.135,3.035
788,2.41,3.06
789,1.98,2.955
790,1.32,2.12
791,1.54,2.615
792,1.745,2.995
793,2.075,2.925
794,1.73,2.755
795,1.58,2.455
796,1.725,2.675
797,1.325,2.175
798,1.57,2.295
799,1.86,2.985
800,1.515,2.415
801,2.035,2.935
802,1.715,2.59
803,1.79,2.765
804,1.61,2.61
805,1.95,3.05
806,1.945,2.945
807,2.0,2.9
808,1.59,2.59
809,1.865,2.865
810,1.585,2.51
811,1.695,2.695
812,1.915,2.89
813,2.12,2.97
814,1.88,2.855
815,1.8,2.725
816,1.79,2.69
817,1.61,2.635
818,1.995,2.945
819,1.765,2.89
820,1.98,2.93
821,1.715,2.89
822,2.075,3.025
823,2.14,3.115
824,1.505,2.355
825,2.145,3.045
826,1.705,2.755
827,1.635,2.76
828,1.475,2.3
829,1.92,2.995
830,1.84,2.94
831,1.775,2.775
832,2.02,3.02
833,1.72,2.745
834,1.665,2.59
835,1.45,2.25
836,1.615,2.565
837,2.115,2.99
838,2.095,3.12
839,1.525,2.325
840,1.365,2.09
841,1.46,2.235
842,1.845,2.97
843,1.97,3.045
844,2.17,3.02
845,1.91,2.835
846,1.77,2.845
847,2.345,3.095
848,1.67,2.72
849,1.98,3.005
850,1.66,2.56
851,1.96,2.96
852,1.345,2.22
853,1.59,2.615
854,1.43,2.43
855,1.32,2.22
856,1.605,2.605
857,2.105,3.005
858,1.485,2.385
859,1.575,2.5
860,1.7,2.7
861,1.805,2.73
862,1.96,2.96
863,1.975,2.975
864,1.905,2.88
865,1.65,2.475
866,1.405,2.28
867,1.955,2.98
868,1.505,2.23
869,2.045,3.17
870,1.86,2.885
871,1.93,3.08
872,2.015,3.015
873,1.685,2.66
874,1.79,2.69
875,1.36,2.11
876,2.13,2.955
877,1.605,2.63
878,1.975,3.125
879,1.725,2.775
880,1.745,2.72
881,1.785,2.835
882,1.82,2.87
883,1.965,2.965
884,1.9,3.0
885,2.26,3.11
886,1.945,2.82
887,1.38,2.28
888,1.995,3.02
889,2.045,2.895
890,1.725,2.65
891,1.73,2.98
892,1.83,2.905
893,1.87,2.92
894,1.745,2.695
895,2.11,2.96
896,1.5,2.575
897,2.035,2.985
898,2.115,3.015
899,2.075,2.975
900,1.775,2.825
901,1.825,2.925
902,2.115,3.015
903,1.425,2.275
904,2.145,3.07
905,1.97,2.92
906,1.75,2.575
907,2.05,3.0
908,1.56,2.435
909,1.865,2.69
910,2.105,3.08
911,1.645,2.67
912,1.525,2.475
913,1.745,2.795
914,1.645,2.72
915,1.785,2.885
916,2.065,3.015
917,1.865,3.015
918,1.8,2.925
919,1.905,3.055
920,1.475,2.45
921,2.22,3.045
922,2.005,2.83
923,1.53,2.38
924,1.335,2.21
925,1.9,2.775
926,2.05,3.0
927,2.07,2.945
928,2.4,3.15
929,1.935,2.96
930,2.055,3.03
931,1.645,2.72
932,1.725,2.7
933,1.42,2.32
934,1.71,2.66
935,1.32,2.17
936,1.625,2.5
937,1.495,2.295
938,1.745,2.745
939,1.73,2.68
940,1.645,2.645
941,1.81,2.86
942,1.89,2.84
943,2.02,2.97
944,2.185,3.085
945,1.415,2.29
946,2.335,3.035
947,1.63,2.68
948,1.945,2.945
949,1.83,2.905
950,1.83,2.83
951,1.995,2.995
952,1.89,2.99
953,2.055,2.93
954,2.02,3.02
955,1.735,2.76
956,1.77,3.02
957,1.76,2.885
958,1.52,2.545
959,2.135,3.16
960,1.475,2.3
961,1.86,2.985
962,1.56,2.66
963,1.36,2.035
964,1.13,1.83
965,2.19,3.04
966,1.645,2.645
967,1.89,3.015
968,1.63,2.68
969,2.075,3.0
970,2.045,3.07
971,1.6,2.425
972,2.015,2.965
973,1.75,2.875
974,1.725,2.8
975,1.74,2.69
976,2.02,3.07
977,1.7,2.825
978,1.71,2.835
979,2.155,3.005
980,1.4,2.3
981,1.91,2.96
982,1.535,2.535
983,1.635,2.56
984,2.035,3.21
985,1.545,2.445
986,1.625,2.6
987,1.39,2.215
988,1.765,2.79
989,1.48,2.355
990,1.68,2.605
991,2.085,3.11
992,2.08,2.98
993,1.56,2.435
994,1.64,2.565
995,2.21,3.11
996,1.585,2.685
997,1.645,2.67
998,1.595,2.445
999,1.97,2.87
