,NeuralAgent_Student19_200aAgent_rng,Student19_200aAgent
0,1.0,1.0
1,2.19,2.19
2,2.435,2.46
3,2.41,2.435
4,2.46,2.46
5,2.48,2.48
6,2.48,2.505
7,2.44,2.465
8,2.5,2.525
9,2.505,2.505
10,2.505,2.53
11,2.515,2.515
12,2.47,2.495
13,2.47,2.495
14,2.45,2.45
15,2.465,2.465
16,2.46,2.485
17,2.45,2.475
18,2.435,2.46
19,2.46,2.485
20,2.36,2.385
21,2.49,2.49
22,2.42,2.42
23,2.485,2.485
24,2.115,2.115
25,2.45,2.475
26,2.45,2.475
27,2.41,2.435
28,2.225,2.25
29,2.035,2.035
30,2.15,2.175
31,1.845,1.87
32,2.385,2.41
33,2.28,2.305
34,2.375,2.375
35,2.355,2.38
36,2.32,2.345
37,2.355,2.38
38,2.475,2.475
39,2.31,2.335
40,2.49,2.49
41,2.5,2.5
42,2.41,2.41
43,2.435,2.46
44,2.41,2.41
45,2.315,2.34
46,2.435,2.46
47,2.325,2.35
48,2.31,2.335
49,2.305,2.33
50,2.28,2.305
51,2.41,2.41
52,2.29,2.315
53,2.42,2.445
54,2.405,2.43
55,2.455,2.455
56,2.455,2.455
57,2.42,2.445
58,2.385,2.41
59,2.39,2.415
60,2.45,2.475
61,2.325,2.325
62,2.375,2.4
63,2.38,2.38
64,2.335,2.335
65,2.38,2.405
66,2.005,2.03
67,1.855,1.855
68,2.41,2.435
69,1.85,1.875
70,2.16,2.185
71,1.375,1.375
72,2.295,2.295
73,2.025,2.025
74,1.82,1.845
75,1.58,1.58
76,1.355,1.355
77,1.625,1.625
78,1.435,1.435
79,1.525,1.525
80,1.575,1.575
81,1.495,1.495
82,1.705,1.705
83,1.485,1.485
84,1.54,1.54
85,1.445,1.445
86,1.655,1.655
87,1.465,1.465
88,1.69,1.69
89,1.34,1.34
90,1.475,1.475
91,1.69,1.715
92,1.77,1.77
93,1.45,1.45
94,1.965,1.965
95,2.27,2.27
96,2.375,2.4
97,1.405,1.405
98,2.345,2.37
99,1.41,1.41
100,2.225,2.25
101,2.14,2.165
102,1.46,1.46
103,2.135,2.16
104,1.84,1.84
105,2.41,2.41
106,2.22,2.22
107,1.775,1.8
108,2.15,2.15
109,1.44,1.44
110,1.495,1.495
111,1.445,1.445
112,2.25,2.275
113,2.325,2.325
114,2.42,2.42
115,1.765,1.79
116,1.43,1.43
117,1.99,1.99
118,1.9,1.9
119,1.71,1.735
120,2.34,2.365
121,2.24,2.265
