,NeuralAgent_Student3_200aAgent,Student3_200aAgent
269,0.86,0.71
270,0.87,0.72
271,0.885,0.735
272,0.8,0.65
273,0.87,0.72
274,0.87,0.72
275,0.895,0.745
276,0.815,0.665
277,0.875,0.725
278,0.84,0.69
279,0.915,0.765
280,0.87,0.72
281,0.875,0.725
282,0.865,0.715
283,0.8,0.65
284,0.9,0.75
285,0.83,0.68
286,0.86,0.71
287,0.88,0.73
288,0.835,0.685
289,0.83,0.68
290,0.86,0.71
291,0.86,0.71
292,0.83,0.68
293,0.845,0.695
294,0.825,0.675
295,0.83,0.68
296,0.855,0.705
297,0.87,0.72
298,0.895,0.745
299,0.84,0.69
300,0.795,0.645
301,0.825,0.675
302,0.935,0.785
303,0.88,0.73
304,0.84,0.69
305,0.885,0.735
306,0.87,0.72
307,0.865,0.715
308,0.88,0.73
309,0.835,0.685
310,0.865,0.715
311,0.88,0.73
312,0.875,0.725
313,0.855,0.705
314,0.89,0.74
315,0.84,0.69
316,0.925,0.775
317,0.895,0.745
318,0.855,0.705
319,0.825,0.675
320,0.805,0.655
321,0.87,0.72
322,0.93,0.78
323,0.885,0.735
324,0.825,0.675
325,0.875,0.725
326,0.815,0.665
327,0.845,0.695
328,0.825,0.675
329,0.87,0.72
330,0.845,0.695
331,0.85,0.7
332,0.885,0.735
333,0.835,0.685
334,0.855,0.705
335,0.85,0.7
336,0.89,0.74
337,0.93,0.78
338,0.905,0.755
339,0.855,0.705
340,0.83,0.68
341,0.92,0.77
342,0.885,0.735
343,0.945,0.795
344,0.86,0.71
345,0.835,0.685
346,0.845,0.695
347,0.85,0.7
348,0.865,0.715
349,0.83,0.68
350,0.85,0.7
351,0.895,0.745
352,0.925,0.775
353,0.815,0.665
354,0.865,0.715
355,0.925,0.775
356,0.81,0.66
357,0.905,0.755
358,0.825,0.675
359,0.905,0.755
360,0.85,0.7
361,0.78,0.63
362,0.82,0.67
363,0.805,0.655
364,0.92,0.77
365,0.795,0.645
366,0.91,0.76
367,0.9,0.75
368,0.865,0.715
369,0.925,0.775
370,0.845,0.695
371,0.85,0.7
372,0.88,0.73
373,0.84,0.69
374,0.865,0.715
375,0.815,0.665
376,0.88,0.73
377,0.87,0.72
378,0.85,0.7
379,0.875,0.725
380,0.87,0.72
381,0.87,0.72
382,0.885,0.735
383,0.895,0.745
384,0.91,0.76
385,0.83,0.68
386,0.88,0.73
387,0.865,0.715
388,0.855,0.705
389,0.875,0.725
390,0.86,0.71
391,0.875,0.725
392,0.875,0.725
393,0.84,0.69
394,0.915,0.765
395,0.875,0.725
396,0.83,0.68
397,0.86,0.71
398,0.855,0.705
399,0.84,0.69
400,0.87,0.72
401,0.86,0.71
402,0.87,0.72
403,0.885,0.735
404,0.885,0.735
405,0.86,0.71
406,0.875,0.725
407,0.895,0.745
408,0.87,0.72
409,0.895,0.745
410,0.875,0.725
411,0.9,0.75
412,0.87,0.72
413,0.845,0.695
414,0.89,0.74
415,0.895,0.745
416,0.84,0.69
417,0.915,0.765
418,0.825,0.675
419,0.815,0.665
420,0.86,0.71
421,0.87,0.72
422,0.84,0.69
423,0.915,0.765
424,0.87,0.72
425,0.86,0.71
426,0.82,0.67
427,0.815,0.665
428,0.855,0.705
429,0.855,0.705
430,0.88,0.73
431,0.875,0.725
432,0.89,0.74
433,0.85,0.7
434,0.855,0.705
435,0.87,0.72
436,0.915,0.765
437,0.815,0.665
438,0.83,0.68
439,0.85,0.7
440,0.855,0.705
441,0.86,0.71
442,0.89,0.74
443,0.84,0.69
444,0.845,0.695
445,0.875,0.725
446,0.845,0.695
447,0.945,0.795
448,0.905,0.755
449,0.825,0.675
450,0.865,0.715
451,0.835,0.685
452,0.88,0.73
453,0.83,0.68
454,0.89,0.74
455,0.9,0.75
456,0.87,0.72
457,0.855,0.705
458,0.87,0.72
459,0.875,0.725
460,0.82,0.67
461,0.84,0.69
462,0.855,0.705
463,0.83,0.68
464,0.875,0.725
465,0.84,0.69
466,0.88,0.73
467,0.86,0.71
468,0.91,0.76
469,0.895,0.745
470,0.81,0.66
471,0.875,0.725
472,0.865,0.715
473,0.855,0.705
474,0.88,0.73
475,0.875,0.725
476,0.84,0.69
477,0.87,0.72
478,0.86,0.71
479,0.89,0.74
480,0.895,0.745
481,0.885,0.735
482,0.865,0.715
483,0.85,0.7
484,0.855,0.705
485,0.845,0.695
486,0.83,0.68
487,0.83,0.68
488,0.835,0.685
489,0.865,0.715
490,0.88,0.73
491,0.85,0.7
492,0.865,0.715
493,0.875,0.725
494,0.89,0.74
495,0.9,0.75
496,0.9,0.75
497,0.885,0.735
498,0.9,0.75
499,0.835,0.685
500,0.88,0.73
501,0.87,0.72
502,0.895,0.745
503,0.81,0.66
504,0.83,0.68
505,0.81,0.66
506,0.88,0.73
507,0.865,0.715
508,0.875,0.725
509,0.895,0.745
510,0.845,0.695
511,0.92,0.77
512,0.83,0.68
513,0.86,0.71
514,0.815,0.665
515,0.805,0.655
516,0.855,0.705
517,0.885,0.735
518,0.87,0.72
519,0.895,0.745
520,0.85,0.7
521,0.875,0.725
522,0.86,0.71
523,0.89,0.74
524,0.845,0.695
525,0.86,0.71
526,0.85,0.7
527,0.885,0.735
528,0.815,0.665
529,0.835,0.685
530,0.88,0.73
531,0.885,0.735
532,0.845,0.695
533,0.87,0.72
534,0.935,0.785
535,0.895,0.745
536,0.875,0.725
537,0.845,0.695
538,0.915,0.765
539,0.91,0.76
540,0.83,0.68
541,0.84,0.69
542,0.87,0.72
543,0.85,0.7
544,0.835,0.685
545,0.845,0.695
546,0.865,0.715
547,0.835,0.685
548,0.86,0.71
549,0.875,0.725
550,0.8,0.65
551,0.87,0.72
552,0.935,0.785
553,0.825,0.675
554,0.88,0.73
555,0.89,0.74
556,0.85,0.7
557,0.81,0.66
558,0.84,0.69
559,0.87,0.72
560,0.875,0.725
561,0.93,0.78
562,0.88,0.73
563,0.825,0.675
564,0.915,0.765
565,0.9,0.75
566,0.835,0.685
567,0.88,0.73
568,0.905,0.755
569,0.785,0.635
570,0.895,0.745
571,0.9,0.75
572,0.915,0.765
573,0.86,0.71
574,0.845,0.695
575,0.895,0.745
576,0.885,0.735
577,0.845,0.695
578,0.86,0.71
579,0.895,0.745
580,0.85,0.7
581,0.84,0.69
582,0.86,0.71
583,0.85,0.7
584,0.905,0.755
585,0.84,0.69
586,0.82,0.67
587,0.86,0.71
588,0.855,0.705
589,0.875,0.725
590,0.82,0.67
591,0.88,0.73
592,0.885,0.735
593,0.835,0.685
594,0.895,0.745
595,0.905,0.755
596,0.835,0.685
597,0.845,0.695
598,0.835,0.685
599,0.795,0.645
600,0.88,0.73
601,0.86,0.71
602,0.855,0.705
603,0.825,0.675
604,0.92,0.77
605,0.87,0.72
606,0.86,0.71
607,0.89,0.74
608,0.845,0.695
609,0.815,0.665
610,0.87,0.72
611,0.85,0.7
612,0.87,0.72
613,0.865,0.715
614,0.85,0.7
615,0.845,0.695
616,0.865,0.715
617,0.835,0.685
618,0.88,0.73
619,0.875,0.725
620,0.9,0.75
621,0.88,0.73
622,0.845,0.695
623,0.865,0.715
624,0.905,0.755
625,0.91,0.76
626,0.83,0.68
627,0.87,0.72
628,0.89,0.74
629,0.875,0.725
630,0.875,0.725
631,0.88,0.73
632,0.88,0.73
633,0.895,0.745
634,0.9,0.75
635,0.88,0.73
636,0.92,0.77
637,0.85,0.7
638,0.875,0.725
639,0.82,0.67
640,0.875,0.725
641,0.84,0.69
642,0.885,0.735
643,0.875,0.725
644,0.855,0.705
645,0.845,0.695
646,0.905,0.755
647,0.875,0.725
648,0.905,0.755
649,0.89,0.74
650,0.885,0.735
651,0.855,0.705
652,0.85,0.7
653,0.88,0.73
654,0.88,0.73
655,0.855,0.705
656,0.9,0.75
657,0.85,0.7
658,0.87,0.72
659,0.85,0.7
660,0.86,0.71
661,0.865,0.715
662,0.885,0.735
663,0.855,0.705
664,0.865,0.715
665,0.94,0.79
666,0.89,0.74
667,0.865,0.715
668,0.855,0.705
669,0.84,0.69
670,0.84,0.69
671,0.895,0.745
672,0.925,0.775
673,0.915,0.765
674,0.865,0.715
675,0.845,0.695
676,0.865,0.715
677,0.9,0.75
678,0.9,0.75
679,0.86,0.71
680,0.915,0.765
681,0.895,0.745
682,0.875,0.725
683,0.915,0.765
684,0.89,0.74
685,0.845,0.695
686,0.88,0.73
687,0.9,0.75
688,0.845,0.695
689,0.855,0.705
690,0.825,0.675
691,0.895,0.745
692,0.86,0.71
693,0.83,0.68
694,0.875,0.725
695,0.88,0.73
696,0.865,0.715
697,0.88,0.73
698,0.875,0.725
699,0.905,0.755
700,0.89,0.74
701,0.88,0.73
702,0.845,0.695
703,0.87,0.72
704,0.88,0.73
705,0.905,0.755
706,0.89,0.74
707,0.915,0.765
708,0.87,0.72
709,0.89,0.74
710,0.865,0.715
711,0.85,0.7
712,0.86,0.71
713,0.89,0.74
714,0.875,0.725
715,0.865,0.715
716,0.87,0.72
717,0.845,0.695
718,0.86,0.71
719,0.855,0.705
720,0.88,0.73
721,0.905,0.755
722,0.835,0.685
723,0.88,0.73
724,0.85,0.7
725,0.89,0.74
726,0.875,0.725
727,0.885,0.735
728,0.9,0.75
729,0.86,0.71
730,0.835,0.685
731,0.805,0.655
732,0.89,0.74
733,0.885,0.735
734,0.86,0.71
735,0.87,0.72
736,0.895,0.745
737,0.87,0.72
738,0.88,0.73
739,0.8,0.65
740,0.9,0.75
741,0.865,0.715
742,0.835,0.685
743,0.825,0.675
744,0.865,0.715
745,0.9,0.75
746,0.86,0.71
747,0.885,0.735
748,0.845,0.695
749,0.83,0.68
750,0.91,0.76
751,0.91,0.76
752,0.865,0.715
753,0.865,0.715
754,0.875,0.725
755,0.855,0.705
756,0.9,0.75
757,0.845,0.695
758,0.88,0.73
759,0.865,0.715
760,0.855,0.705
761,0.83,0.68
762,0.9,0.75
763,0.865,0.715
764,0.905,0.755
765,0.8,0.65
766,0.865,0.715
767,0.845,0.695
768,0.825,0.675
769,0.82,0.67
770,0.84,0.69
771,0.83,0.68
772,0.865,0.715
773,0.895,0.745
774,0.86,0.71
775,0.875,0.725
776,0.87,0.72
777,0.885,0.735
778,0.79,0.64
779,0.865,0.715
780,0.89,0.74
781,0.88,0.73
782,0.855,0.705
783,0.89,0.74
784,0.83,0.68
785,0.835,0.685
786,0.89,0.74
787,0.9,0.75
788,0.84,0.69
789,0.84,0.69
790,0.86,0.71
791,0.88,0.73
792,0.855,0.705
793,0.84,0.69
794,0.895,0.745
795,0.875,0.725
796,0.85,0.7
797,0.82,0.67
798,0.865,0.715
799,0.9,0.75
800,0.88,0.73
801,0.875,0.725
802,0.875,0.725
803,0.91,0.76
804,0.825,0.675
805,0.88,0.73
806,0.885,0.735
807,0.875,0.725
808,0.85,0.7
809,0.84,0.69
810,0.91,0.76
811,0.885,0.735
812,0.9,0.75
813,0.86,0.71
814,0.85,0.7
815,0.825,0.675
816,0.885,0.735
817,0.915,0.765
818,0.87,0.72
819,0.86,0.71
820,0.89,0.74
821,0.82,0.67
822,0.87,0.72
823,0.92,0.77
824,0.87,0.72
825,0.89,0.74
826,0.81,0.66
827,0.85,0.7
828,0.865,0.715
829,0.88,0.73
830,0.915,0.765
831,0.88,0.73
832,0.86,0.71
833,0.885,0.735
834,0.855,0.705
835,0.815,0.665
836,0.85,0.7
837,0.905,0.755
838,0.83,0.68
839,0.845,0.695
840,0.835,0.685
841,0.82,0.67
842,0.84,0.69
843,0.82,0.67
844,0.85,0.7
845,0.81,0.66
846,0.865,0.715
847,0.855,0.705
848,0.88,0.73
849,0.845,0.695
850,0.885,0.735
851,0.85,0.7
852,0.81,0.66
853,0.855,0.705
854,0.87,0.72
855,0.85,0.7
856,0.905,0.755
857,0.85,0.7
858,0.89,0.74
859,0.855,0.705
860,0.86,0.71
861,0.85,0.7
862,0.83,0.68
863,0.825,0.675
864,0.86,0.71
865,0.83,0.68
866,0.865,0.715
867,0.84,0.69
868,0.86,0.71
869,0.88,0.73
870,0.85,0.7
871,0.86,0.71
872,0.935,0.785
873,0.86,0.71
874,0.86,0.71
875,0.875,0.725
876,0.875,0.725
877,0.845,0.695
878,0.86,0.71
879,0.85,0.7
880,0.815,0.665
881,0.865,0.715
882,0.89,0.74
883,0.845,0.695
884,0.86,0.71
885,0.8,0.65
886,0.885,0.735
887,0.86,0.71
888,0.885,0.735
889,0.91,0.76
890,0.845,0.695
891,0.865,0.715
892,0.93,0.78
893,0.88,0.73
894,0.88,0.73
895,0.835,0.685
896,0.85,0.7
897,0.9,0.75
898,0.83,0.68
899,0.93,0.78
900,0.805,0.655
901,0.875,0.725
902,0.84,0.69
903,0.85,0.7
904,0.875,0.725
905,0.865,0.715
906,0.895,0.745
907,0.88,0.73
908,0.82,0.67
909,0.9,0.75
910,0.875,0.725
911,0.88,0.73
912,0.89,0.74
913,0.86,0.71
914,0.86,0.71
915,0.96,0.81
916,0.87,0.72
917,0.85,0.7
918,0.92,0.77
919,0.87,0.72
920,0.845,0.695
921,0.87,0.72
922,0.825,0.675
923,0.87,0.72
924,0.82,0.67
925,0.915,0.765
926,0.8,0.65
927,0.865,0.715
928,0.83,0.68
929,0.86,0.71
930,0.815,0.665
931,0.82,0.67
932,0.84,0.69
933,0.875,0.725
934,0.84,0.69
935,0.835,0.685
936,0.87,0.72
937,0.855,0.705
938,0.82,0.67
939,0.895,0.745
940,0.895,0.745
941,0.865,0.715
942,0.87,0.72
943,0.91,0.76
944,0.895,0.745
945,0.905,0.755
946,0.89,0.74
947,0.855,0.705
948,0.9,0.75
949,0.84,0.69
950,0.89,0.74
951,0.805,0.655
952,0.915,0.765
953,0.895,0.745
954,0.9,0.75
955,0.905,0.755
956,0.85,0.7
957,0.875,0.725
958,0.88,0.73
959,0.86,0.71
960,0.88,0.73
961,0.855,0.705
962,0.925,0.775
963,0.88,0.73
964,0.805,0.655
965,0.86,0.71
966,0.89,0.74
967,0.875,0.725
968,0.81,0.66
969,0.855,0.705
970,0.855,0.705
971,0.835,0.685
972,0.88,0.73
973,0.87,0.72
974,0.855,0.705
975,0.855,0.705
976,0.85,0.7
977,0.9,0.75
978,0.85,0.7
979,0.825,0.675
980,0.775,0.625
981,0.88,0.73
982,0.865,0.715
983,0.845,0.695
984,0.93,0.78
985,0.825,0.675
986,0.845,0.695
987,0.88,0.73
988,0.87,0.72
989,0.88,0.73
990,0.88,0.73
991,0.885,0.735
992,0.905,0.755
993,0.905,0.755
994,0.895,0.745
995,0.895,0.745
996,0.865,0.715
997,0.93,0.78
998,0.87,0.72
999,0.9,0.75
