,NeuralAgent_Student3_200aAgent,Student3_200aAgent
0,0.85,0.8
1,0.895,0.745
2,0.87,0.72
3,0.94,0.79
4,0.84,0.69
5,0.855,0.705
6,0.855,0.705
7,0.835,0.685
8,0.86,0.71
9,0.865,0.715
10,0.835,0.685
11,0.915,0.765
12,0.845,0.695
13,0.875,0.725
14,0.88,0.73
15,0.92,0.77
16,0.925,0.775
17,0.89,0.74
18,0.88,0.73
19,0.835,0.685
20,0.825,0.675
21,0.895,0.745
22,0.84,0.69
23,0.88,0.73
24,0.83,0.68
25,0.87,0.72
26,0.885,0.735
27,0.84,0.69
28,0.88,0.73
29,0.89,0.74
30,0.85,0.7
31,0.89,0.74
32,0.89,0.74
33,0.86,0.71
34,0.855,0.705
35,0.86,0.71
36,0.88,0.73
37,0.825,0.675
38,0.915,0.765
39,0.89,0.74
40,0.84,0.69
41,0.85,0.7
42,0.9,0.75
43,0.845,0.695
44,0.865,0.715
45,0.835,0.685
46,0.845,0.695
47,0.82,0.67
48,0.875,0.725
49,0.855,0.705
50,0.865,0.715
51,0.925,0.775
52,0.855,0.705
53,0.875,0.725
54,0.825,0.675
55,0.835,0.685
56,0.91,0.76
57,0.825,0.675
58,0.865,0.715
59,0.885,0.735
60,0.855,0.705
61,0.875,0.725
62,0.845,0.695
63,0.81,0.66
64,0.87,0.72
65,0.845,0.695
66,0.84,0.69
67,0.87,0.72
68,0.86,0.71
69,0.83,0.68
70,0.885,0.735
71,0.885,0.735
72,0.83,0.68
73,0.945,0.795
74,0.83,0.68
75,0.88,0.73
76,0.86,0.71
77,0.835,0.685
78,0.835,0.685
79,0.865,0.715
80,0.855,0.705
81,0.84,0.69
82,0.785,0.635
83,0.885,0.735
84,0.865,0.715
85,0.85,0.7
86,0.88,0.73
87,0.905,0.755
88,0.855,0.705
89,0.835,0.685
90,0.865,0.715
91,0.855,0.705
92,0.855,0.705
93,0.865,0.715
94,0.86,0.71
95,0.91,0.76
96,0.845,0.695
97,0.905,0.755
98,0.885,0.735
99,0.835,0.685
100,0.805,0.655
101,0.91,0.76
102,0.88,0.73
103,0.87,0.72
104,0.88,0.73
105,0.86,0.71
106,0.865,0.715
107,0.885,0.735
108,0.84,0.69
109,0.78,0.63
110,0.895,0.745
111,0.875,0.725
112,0.83,0.68
113,0.85,0.7
114,0.835,0.685
115,0.895,0.745
116,0.88,0.73
117,0.855,0.705
118,0.825,0.675
119,0.84,0.69
120,0.86,0.71
121,0.905,0.755
122,0.895,0.745
123,0.885,0.735
124,0.89,0.74
125,0.845,0.695
126,0.85,0.7
127,0.86,0.71
128,0.87,0.72
129,0.83,0.68
130,0.89,0.74
131,0.93,0.78
132,0.85,0.7
133,0.905,0.755
134,0.89,0.74
135,0.895,0.745
136,0.855,0.705
137,0.87,0.72
138,0.915,0.765
139,0.895,0.745
140,0.83,0.68
141,0.9,0.75
142,0.84,0.69
143,0.88,0.73
144,0.82,0.67
145,0.84,0.69
146,0.88,0.73
147,0.8,0.65
148,0.79,0.64
149,0.895,0.745
150,0.89,0.74
151,0.87,0.72
152,0.825,0.675
153,0.845,0.695
154,0.87,0.72
155,0.885,0.735
156,0.865,0.715
157,0.865,0.715
158,0.82,0.67
159,0.855,0.705
160,0.86,0.71
161,0.885,0.735
162,0.93,0.78
163,0.855,0.705
164,0.825,0.675
165,0.89,0.74
166,0.855,0.705
167,0.865,0.715
168,0.82,0.67
169,0.88,0.73
170,0.855,0.705
171,0.94,0.79
172,0.875,0.725
173,0.915,0.765
174,0.9,0.75
175,0.8,0.65
176,0.875,0.725
177,0.88,0.73
178,0.87,0.72
179,0.86,0.71
180,0.875,0.725
181,0.845,0.695
182,0.84,0.69
183,0.85,0.7
184,0.855,0.705
185,0.84,0.69
186,0.885,0.735
187,0.84,0.69
188,0.84,0.69
189,0.88,0.73
190,0.85,0.7
191,0.83,0.68
192,0.9,0.75
193,0.89,0.74
194,0.815,0.665
195,0.86,0.71
196,0.83,0.68
197,0.91,0.76
198,0.835,0.685
199,0.845,0.695
200,0.84,0.69
201,0.925,0.775
202,0.875,0.725
203,0.85,0.7
204,0.82,0.67
205,0.865,0.715
206,0.88,0.73
207,0.895,0.745
208,0.87,0.72
209,0.845,0.695
210,0.835,0.685
211,0.875,0.725
212,0.865,0.715
213,0.89,0.74
214,0.89,0.74
215,0.85,0.7
216,0.89,0.74
217,0.835,0.685
218,0.84,0.69
219,0.88,0.73
220,0.83,0.68
221,0.88,0.73
222,0.89,0.74
223,0.895,0.745
224,0.87,0.72
225,0.85,0.7
226,0.875,0.725
227,0.855,0.705
228,0.825,0.675
229,0.865,0.715
230,0.885,0.735
231,0.86,0.71
232,0.845,0.695
233,0.855,0.705
234,0.86,0.71
235,0.845,0.695
236,0.875,0.725
237,0.875,0.725
238,0.885,0.735
239,0.89,0.74
240,0.825,0.675
241,0.86,0.71
242,0.875,0.725
243,0.895,0.745
244,0.87,0.72
245,0.88,0.73
246,0.89,0.74
247,0.85,0.7
248,0.89,0.74
249,0.785,0.635
250,0.89,0.74
251,0.84,0.69
252,0.935,0.785
253,0.82,0.67
254,0.935,0.785
255,0.875,0.725
256,0.875,0.725
257,0.875,0.725
258,0.89,0.74
259,0.89,0.74
260,0.825,0.675
261,0.835,0.685
262,0.835,0.685
263,0.9,0.75
264,0.835,0.685
265,0.92,0.77
266,0.825,0.675
267,0.84,0.69
268,0.845,0.695
