,NeuralAgent_Student19_200bAgent,Student19_200bAgent
274,0.61,4.185
275,0.415,4.44
276,0.835,3.91
277,0.505,4.33
278,0.4,4.45
279,0.57,4.245
280,0.5,4.325
281,0.36,4.485
282,0.485,4.31
283,0.66,4.135
284,0.655,4.105
285,0.535,4.31
286,0.535,4.26
287,0.465,4.365
288,0.415,4.44
289,0.555,4.23
290,0.46,4.385
291,0.585,4.26
292,0.68,4.105
293,0.775,4.0
294,0.41,4.435
295,0.42,4.395
296,0.155,4.78
297,0.215,4.69
298,0.59,4.215
299,0.64,4.165
300,0.675,4.1
301,0.315,4.54
302,0.565,4.24
303,0.295,4.57
304,0.435,4.41
305,0.395,4.445
306,0.315,4.54
307,0.485,4.31
308,0.32,4.545
309,0.385,4.46
310,0.345,4.52
311,0.495,4.37
312,0.215,4.69
313,0.285,4.61
314,0.305,4.58
315,0.41,4.435
316,0.36,4.535
317,0.39,4.465
318,0.3,4.575
319,0.24,4.665
320,0.43,4.405
321,0.395,4.47
322,0.305,4.58
323,0.47,4.395
324,0.655,4.13
325,0.365,4.49
326,0.415,4.44
327,0.475,4.35
328,0.325,4.55
329,0.365,4.49
330,0.185,4.76
331,0.395,4.445
332,0.35,4.525
333,0.44,4.415
334,0.455,4.38
335,0.24,4.665
336,0.44,4.415
337,0.33,4.555
338,0.37,4.495
339,0.325,4.55
340,0.26,4.635
341,0.3,4.575
342,0.555,4.28
343,0.335,4.56
344,0.555,4.28
345,0.27,4.645
346,0.475,4.35
347,0.365,4.49
348,0.22,4.695
349,0.16,4.785
350,0.355,4.53
351,0.4,4.475
352,0.285,4.61
353,0.325,4.55
354,0.35,4.525
355,0.39,4.465
356,0.33,4.555
357,0.44,4.465
358,0.18,4.755
359,0.195,4.72
360,0.325,4.55
361,0.14,4.815
362,0.22,4.695
363,0.06,4.935
364,0.42,4.445
365,0.135,4.81
366,0.51,4.335
367,0.19,4.74
368,0.505,4.33
369,0.345,4.52
370,0.055,4.93
371,0.275,4.625
372,0.175,4.75
373,0.115,4.84
374,0.355,4.53
375,0.155,4.78
376,0.35,4.525
377,0.195,4.72
378,0.45,4.375
379,0.205,4.73
380,0.2,4.725
381,0.29,4.615
382,0.28,4.605
383,0.32,4.595
384,0.22,4.695
385,0.28,4.605
386,0.115,4.84
387,0.245,4.67
388,0.3,4.575
389,0.36,4.485
390,0.135,4.81
391,0.195,4.72
392,0.075,4.9
393,0.215,4.69
394,0.205,4.73
395,0.16,4.785
396,0.29,4.615
397,0.115,4.84
398,0.275,4.625
399,0.195,4.72
400,0.315,4.59
401,0.075,4.9
402,0.47,4.395
403,0.14,4.815
404,0.44,4.415
405,0.24,4.665
406,0.18,4.755
407,0.18,4.755
408,0.255,4.63
409,0.195,4.72
410,0.235,4.66
411,0.265,4.64
412,0.66,4.11
413,0.08,4.905
414,0.075,4.9
415,0.155,4.78
416,0.115,4.84
417,0.475,4.35
418,0.1,4.875
419,0.275,4.65
420,0.305,4.58
421,0.035,4.96
422,0.175,4.75
423,0.14,4.815
424,0.28,4.605
425,0.135,4.81
426,0.195,4.72
427,0.4,4.475
428,0.135,4.81
429,0.12,4.845
430,0.055,4.93
431,0.055,4.93
432,0.135,4.81
433,0.35,4.525
434,0.445,4.37
435,0.24,4.665
436,0.185,4.76
437,0.46,4.385
438,0.1,4.875
439,0.27,4.645
440,0.06,4.91
441,0.115,4.84
442,0.155,4.78
443,0.015,4.99
444,0.1,4.85
445,0.035,4.96
446,0.135,4.81
447,0.275,4.6
448,0.23,4.705
449,0.035,4.96
450,0.49,4.365
451,0.155,4.78
452,0.22,4.695
453,0.015,4.99
454,0.055,4.93
455,0.015,4.99
456,0.06,4.935
457,0.075,4.9
458,0.265,4.64
459,0.055,4.93
460,0.285,4.61
461,0.185,4.76
462,0.075,4.9
463,0.115,4.84
464,0.075,4.9
465,0.155,4.78
466,0.115,4.84
467,0.26,4.635
468,0.055,4.93
469,0.015,4.99
470,0.075,4.9
471,0.115,4.84
472,0.015,4.99
473,0.015,4.99
474,0.245,4.67
475,0.42,4.445
476,0.035,4.96
477,0.095,4.87
478,0.035,4.96
479,0.265,4.64
480,0.18,4.755
481,0.18,4.755
482,0.015,4.99
483,0.06,4.935
484,0.095,4.87
485,0.2,4.725
486,0.035,4.96
487,0.035,4.96
488,0.015,4.99
489,0.065,4.915
490,0.095,4.87
491,0.275,4.65
492,0.225,4.7
493,0.075,4.9
494,0.255,4.68
495,0.35,4.525
496,0.265,4.64
497,0.075,4.9
498,0.035,4.96
499,0.16,4.785
500,0.015,4.99
501,0.035,4.96
502,0.035,4.96
503,0.015,4.99
504,0.095,4.87
505,0.015,4.99
506,0.055,4.93
507,0.095,4.87
508,0.035,4.96
509,0.135,4.81
510,0.035,4.96
511,0.095,4.87
512,0.095,4.87
513,0.075,4.9
514,0.015,4.99
515,0.055,4.93
516,0.185,4.76
517,0.14,4.815
518,0.075,4.9
519,0.035,4.96
520,0.075,4.9
521,0.075,4.9
522,0.015,4.99
523,0.015,4.99
524,0.015,4.99
525,0.015,4.99
526,0.035,4.96
527,0.2,4.75
528,0.035,4.96
529,0.015,4.99
530,0.015,4.99
531,0.12,4.845
532,0.035,4.96
533,0.28,4.655
534,0.055,4.93
535,0.245,4.67
536,0.015,4.99
537,0.055,4.93
538,0.135,4.81
539,0.055,4.93
540,0.035,4.96
541,0.41,4.485
542,0.245,4.67
543,0.23,4.705
544,0.095,4.87
545,0.06,4.935
546,0.035,4.96
547,0.075,4.9
548,0.1,4.85
549,0.135,4.81
550,0.015,4.99
551,0.015,4.99
552,0.015,4.99
553,0.015,4.99
554,0.015,4.99
555,0.035,4.96
556,0.035,4.96
557,0.095,4.87
558,0.015,4.99
559,0.04,4.94
560,0.32,4.595
561,0.015,4.99
562,0.135,4.81
563,0.035,4.96
564,0.075,4.9
565,0.055,4.93
566,0.1,4.875
567,0.035,4.96
568,0.015,4.99
569,0.015,4.99
570,0.035,4.96
571,0.015,4.99
572,0.015,4.99
573,0.015,4.99
574,0.055,4.93
575,0.08,4.905
576,0.015,4.99
577,0.055,4.93
578,0.015,4.99
579,0.015,4.99
580,0.015,4.99
581,0.035,4.96
582,0.165,4.79
583,0.035,4.96
584,0.015,4.99
585,0.055,4.93
586,0.135,4.81
587,0.095,4.87
588,0.015,4.99
589,0.095,4.87
590,0.015,4.99
591,0.055,4.93
592,0.035,4.96
593,0.015,4.99
594,0.205,4.73
595,0.095,4.87
596,0.035,4.96
597,0.015,4.99
598,0.035,4.96
599,0.015,4.99
600,0.015,4.99
601,0.075,4.9
602,0.055,4.93
603,0.035,4.96
604,0.015,4.99
605,0.015,4.99
606,0.015,4.99
607,0.015,4.99
608,0.095,4.87
609,0.015,4.99
610,0.015,4.99
611,0.055,4.93
612,0.035,4.96
613,0.04,4.965
614,0.015,4.99
615,0.035,4.96
616,0.08,4.905
617,0.015,4.99
618,0.055,4.93
619,0.035,4.96
620,0.015,4.99
621,0.035,4.96
622,0.015,4.99
623,0.015,4.99
624,0.035,4.96
625,0.015,4.99
626,0.095,4.87
627,0.135,4.81
628,0.015,4.99
629,0.015,4.99
630,0.08,4.905
631,0.055,4.93
632,0.16,4.785
633,0.095,4.87
634,0.055,4.93
635,0.035,4.96
636,0.035,4.96
637,0.115,4.84
638,0.075,4.9
639,0.095,4.87
640,0.135,4.81
641,0.12,4.845
642,0.055,4.93
643,0.015,4.99
644,0.055,4.93
645,0.015,4.99
646,0.1,4.875
647,0.075,4.9
648,0.035,4.96
649,0.015,4.99
650,0.015,4.99
651,0.14,4.815
652,0.1,4.875
653,0.015,4.99
654,0.015,4.99
655,0.145,4.82
656,0.015,4.99
657,0.015,4.99
658,0.015,4.99
659,0.055,4.93
660,0.015,4.99
661,0.14,4.815
662,0.015,4.99
663,0.035,4.96
664,0.06,4.935
665,0.015,4.99
666,0.055,4.93
667,0.015,4.99
668,0.075,4.9
669,0.04,4.965
670,0.035,4.96
671,0.035,4.96
672,0.015,4.99
673,0.04,4.965
674,0.015,4.99
675,0.035,4.96
676,0.015,4.99
677,0.035,4.96
678,0.075,4.9
679,0.015,4.99
680,0.055,4.93
681,0.015,4.99
682,0.015,4.99
683,0.015,4.99
684,0.015,4.99
685,0.18,4.755
686,0.02,4.97
687,0.015,4.99
688,0.035,4.96
689,0.035,4.96
690,0.035,4.96
691,0.015,4.99
692,0.015,4.99
693,0.015,4.99
694,0.305,4.58
695,0.015,4.99
696,0.015,4.99
697,0.015,4.99
698,0.015,4.99
699,0.015,4.99
700,0.075,4.9
701,0.095,4.87
702,0.015,4.99
703,0.015,4.99
704,0.015,4.99
705,0.015,4.99
706,0.035,4.96
707,0.035,4.96
708,0.015,4.99
709,0.015,4.99
710,0.015,4.99
711,0.015,4.99
712,0.075,4.9
713,0.015,4.99
714,0.015,4.99
715,0.205,4.73
716,0.015,4.99
717,0.055,4.93
718,0.035,4.96
719,0.095,4.87
720,0.035,4.96
721,0.035,4.96
722,0.035,4.96
723,0.115,4.84
724,0.015,4.99
725,0.035,4.96
726,0.035,4.96
727,0.015,4.99
728,0.035,4.96
729,0.055,4.93
730,0.145,4.82
731,0.015,4.99
732,0.075,4.9
733,0.015,4.99
734,0.055,4.93
735,0.075,4.9
736,0.015,4.99
737,0.015,4.99
738,0.055,4.93
739,0.04,4.965
740,0.015,4.99
741,0.055,4.93
742,0.095,4.87
743,0.015,4.99
744,0.015,4.99
745,0.015,4.99
746,0.015,4.99
747,0.015,4.99
748,0.015,4.99
749,0.015,4.99
750,0.015,4.99
751,0.035,4.96
752,0.075,4.9
753,0.015,4.99
754,0.04,4.965
755,0.015,4.99
756,0.19,4.765
757,0.035,4.96
758,0.04,4.965
759,0.015,4.99
760,0.055,4.93
761,0.015,4.99
762,0.015,4.99
763,0.035,4.96
764,0.035,4.96
765,0.035,4.96
766,0.165,4.79
767,0.015,4.99
768,0.035,4.96
769,0.015,4.99
770,0.015,4.99
771,0.035,4.96
772,0.015,4.99
773,0.015,4.99
774,0.055,4.93
775,0.04,4.965
776,0.215,4.74
777,0.015,4.99
778,0.035,4.96
779,0.035,4.96
780,0.035,4.96
781,0.015,4.99
782,0.015,4.99
783,0.075,4.9
784,0.015,4.99
785,0.035,4.96
786,0.015,4.99
787,0.015,4.99
788,0.015,4.99
789,0.145,4.82
790,0.04,4.965
791,0.015,4.99
792,0.015,4.99
793,0.095,4.87
794,0.015,4.99
795,0.015,4.99
796,0.015,4.99
797,0.015,4.99
798,0.035,4.96
799,0.015,4.99
800,0.015,4.99
801,0.015,4.99
802,0.015,4.99
803,0.015,4.99
804,0.035,4.96
805,0.015,4.99
806,0.015,4.99
807,0.015,4.99
808,0.035,4.96
809,0.14,4.815
810,0.04,4.965
811,0.015,4.99
812,0.015,4.99
813,0.035,4.96
814,0.015,4.99
815,0.015,4.99
816,0.015,4.99
817,0.015,4.99
818,0.015,4.99
819,0.035,4.96
820,0.055,4.93
821,0.015,4.99
822,0.015,4.99
823,0.035,4.96
824,0.095,4.87
825,0.015,4.99
826,0.015,4.99
827,0.015,4.99
828,0.015,4.99
829,0.015,4.99
830,0.015,4.99
831,0.035,4.96
832,0.015,4.99
833,0.015,4.99
834,0.015,4.99
835,0.035,4.96
836,0.055,4.93
837,0.015,4.99
838,0.015,4.99
839,0.015,4.99
840,0.015,4.99
841,0.015,4.99
842,0.015,4.99
843,0.015,4.99
844,0.015,4.99
845,0.015,4.99
846,0.015,4.99
847,0.015,4.99
848,0.075,4.9
849,0.015,4.99
850,0.015,4.99
851,0.015,4.99
852,0.015,4.99
853,0.015,4.99
854,0.015,4.99
855,0.035,4.96
856,0.035,4.96
857,0.015,4.99
858,0.015,4.99
859,0.015,4.99
860,0.015,4.99
861,0.035,4.96
862,0.095,4.87
863,0.015,4.99
864,0.015,4.99
865,0.055,4.93
866,0.035,4.96
867,0.015,4.99
868,0.015,4.99
869,0.015,4.99
870,0.035,4.96
871,0.015,4.99
872,0.015,4.99
873,0.015,4.99
874,0.015,4.99
875,0.015,4.99
876,0.015,4.99
877,0.04,4.965
878,0.015,4.99
879,0.015,4.99
880,0.015,4.99
881,0.015,4.99
882,0.015,4.99
883,0.08,4.905
884,0.115,4.84
885,0.405,4.48
886,0.015,4.99
887,0.015,4.99
888,0.015,4.99
889,0.015,4.99
890,0.015,4.99
891,0.015,4.99
892,0.035,4.96
893,0.015,4.99
894,0.015,4.99
895,0.015,4.99
896,0.015,4.99
897,0.06,4.935
898,0.015,4.99
899,0.015,4.99
900,0.015,4.99
901,0.015,4.99
902,0.015,4.99
903,0.015,4.99
904,0.015,4.99
905,0.015,4.99
906,0.015,4.99
907,0.015,4.99
908,0.185,4.76
909,0.015,4.99
910,0.015,4.99
911,0.015,4.99
912,0.035,4.96
913,0.035,4.96
914,0.015,4.99
915,0.015,4.99
916,0.015,4.99
917,0.035,4.96
918,0.015,4.99
919,0.015,4.99
920,0.055,4.93
921,0.015,4.99
922,0.075,4.9
923,0.015,4.99
924,0.015,4.99
925,0.015,4.99
926,0.015,4.99
927,0.015,4.99
928,0.055,4.93
929,0.015,4.99
930,0.015,4.99
931,0.015,4.99
932,0.08,4.905
933,0.015,4.99
934,0.015,4.99
935,0.015,4.99
936,0.015,4.99
937,0.015,4.99
938,0.035,4.96
939,0.015,4.99
940,0.015,4.99
941,0.015,4.99
942,0.015,4.99
943,0.135,4.81
944,0.015,4.99
945,0.015,4.99
946,0.075,4.9
947,0.015,4.99
948,0.015,4.99
949,0.075,4.9
950,0.015,4.99
951,0.015,4.99
952,0.015,4.99
953,0.015,4.99
954,0.06,4.935
955,0.015,4.99
956,0.035,4.96
957,0.015,4.99
958,0.015,4.99
959,0.015,4.99
960,0.075,4.9
961,0.015,4.99
962,0.015,4.99
963,0.015,4.99
964,0.115,4.84
965,0.015,4.99
966,0.015,4.99
967,0.015,4.99
968,0.075,4.9
969,0.015,4.99
970,0.015,4.99
971,0.015,4.99
972,0.035,4.96
973,0.075,4.9
974,0.075,4.9
975,0.055,4.93
976,0.075,4.9
977,0.015,4.99
978,0.015,4.99
979,0.035,4.96
980,0.015,4.99
981,0.015,4.99
982,0.015,4.99
983,0.015,4.99
984,0.015,4.99
985,0.14,4.815
986,0.015,4.99
987,0.095,4.87
988,0.015,4.99
989,0.035,4.96
990,0.015,4.99
991,0.015,4.99
992,0.04,4.965
993,0.015,4.99
994,0.015,4.99
995,0.015,4.99
996,0.23,4.705
997,0.015,4.99
998,0.015,4.99
999,0.015,4.99
