,NeuralAgent_Student4_200aAgent,Student4_200aAgent
346,2.735,2.935
347,2.82,2.92
348,2.655,2.88
349,2.67,2.895
350,2.565,3.015
351,2.76,2.885
352,2.685,2.96
353,2.53,3.055
354,2.8,2.9
355,2.62,3.02
356,2.685,2.935
357,2.505,2.955
358,2.68,3.03
359,2.68,2.98
360,2.855,2.955
361,2.655,2.98
362,2.855,2.93
363,2.675,3.025
364,2.685,2.985
365,2.78,2.83
366,2.755,2.905
367,2.625,2.975
368,2.835,2.985
369,2.66,2.91
370,2.81,2.81
371,2.84,2.94
372,2.84,2.99
373,2.8,2.975
374,2.815,2.965
375,2.78,2.955
376,2.835,2.985
377,2.735,2.935
378,2.865,2.965
379,2.565,3.04
380,2.69,3.015
381,2.78,2.955
382,2.745,2.92
383,2.67,3.07
384,2.83,3.005
385,2.87,2.92
386,2.87,2.995
387,2.68,2.93
388,2.805,3.03
389,2.725,3.0
390,2.7,3.0
391,2.645,3.07
392,2.8,3.075
393,2.72,2.92
394,2.865,2.965
395,2.835,2.985
396,2.85,3.05
397,2.795,3.02
398,2.74,3.065
399,2.635,3.11
400,2.785,3.01
401,2.845,3.02
402,2.815,3.04
403,2.78,3.03
404,2.82,3.045
405,2.69,3.015
406,2.805,3.055
407,2.855,3.055
408,2.64,3.115
409,2.795,3.095
410,2.785,3.01
411,2.88,3.005
412,2.77,3.02
413,2.66,3.085
414,2.69,3.04
415,2.855,3.055
416,2.825,3.05
417,2.745,3.045
418,2.855,3.03
419,2.715,3.115
420,2.745,3.045
421,2.795,3.045
422,2.87,3.02
423,2.73,3.105
424,2.81,3.035
425,2.81,3.035
426,2.77,3.07
427,2.855,2.98
428,2.655,3.13
429,2.825,3.05
430,2.815,3.015
431,2.795,3.07
432,2.765,3.065
433,2.87,3.045
434,2.61,3.11
435,2.775,3.075
436,2.69,3.04
437,2.875,2.95
438,2.8,3.075
439,2.83,3.08
440,2.875,3.025
441,2.77,3.02
442,2.775,3.075
443,2.795,3.095
444,2.705,3.055
445,2.77,3.07
446,2.77,3.12
447,2.8,3.125
448,2.72,3.045
449,2.79,3.065
450,2.865,3.04
451,2.805,3.055
452,2.84,3.09
453,2.845,3.095
454,2.82,3.045
455,2.7,3.1
456,2.79,3.04
457,2.75,3.1
458,2.78,3.08
459,2.79,3.065
460,2.79,3.09
461,2.7,3.125
462,2.655,3.105
463,2.82,3.045
464,2.715,3.115
465,2.815,3.09
466,2.805,3.055
467,2.855,3.055
468,2.8,3.075
469,2.785,3.085
470,2.82,3.095
471,2.75,3.05
472,2.765,3.015
473,2.815,3.09
474,2.74,3.09
475,2.815,3.115
476,2.825,3.1
477,2.77,3.02
478,2.84,3.065
479,2.84,3.09
480,2.775,3.1
481,2.75,3.125
482,2.805,3.08
483,2.825,3.1
484,2.74,3.115
485,2.75,3.125
486,2.83,3.105
487,2.82,3.07
488,2.83,3.105
489,2.85,3.075
490,2.645,3.12
491,2.76,3.135
492,2.84,3.09
493,2.835,3.085
494,2.735,3.11
495,2.72,3.12
496,2.845,3.07
497,2.87,3.045
498,2.82,3.045
499,2.765,3.14
500,2.745,3.12
501,2.745,3.095
502,2.725,3.05
503,2.755,3.13
504,2.865,3.065
505,2.815,3.09
506,2.7,3.1
507,2.815,3.09
508,2.85,3.05
509,2.83,3.08
510,2.78,3.13
511,2.83,3.105
512,2.835,3.11
513,2.78,3.105
514,2.82,3.07
515,2.745,3.12
516,2.76,3.11
517,2.765,3.14
518,2.81,3.085
519,2.8,3.1
520,2.825,3.1
521,2.81,3.085
522,2.82,3.12
523,2.845,3.095
524,2.76,3.135
525,2.78,3.105
526,2.755,3.055
527,2.83,3.08
528,2.85,3.075
529,2.785,3.085
530,2.685,3.085
531,2.835,3.085
532,2.755,3.105
533,2.805,3.13
534,2.795,3.12
535,2.835,3.085
536,2.825,3.075
537,2.76,3.16
538,2.805,3.105
539,2.815,3.09
540,2.825,3.075
541,2.77,3.12
542,2.805,3.105
543,2.8,3.125
544,2.825,3.075
545,2.75,3.1
546,2.73,3.105
547,2.84,3.09
548,2.86,3.085
549,2.795,3.095
550,2.79,3.09
551,2.77,3.12
552,2.815,3.09
553,2.835,3.11
554,2.795,3.12
555,2.85,3.1
556,2.86,3.06
557,2.565,3.115
558,2.81,3.11
559,2.825,3.075
560,2.835,3.11
561,2.745,3.12
562,2.835,3.11
563,2.825,3.075
564,2.815,3.115
565,2.755,3.13
566,2.8,3.1
567,2.76,3.135
568,2.815,3.115
569,2.83,3.105
570,2.775,3.125
571,2.785,3.11
572,2.78,3.13
573,2.845,3.095
574,2.7,3.125
575,2.73,3.13
576,2.83,3.105
577,2.755,3.13
578,2.795,3.12
579,2.795,3.07
580,2.83,3.08
581,2.775,3.125
582,2.765,3.115
583,2.79,3.115
584,2.79,3.09
585,2.805,3.13
586,2.74,3.09
587,2.79,3.14
588,2.795,3.12
589,2.71,3.135
590,2.83,3.105
591,2.77,3.12
592,2.76,3.135
593,2.775,3.125
594,2.815,3.115
595,2.81,3.11
596,2.805,3.13
597,2.785,3.135
598,2.73,3.155
599,2.73,3.13
600,2.74,3.115
601,2.835,3.11
602,2.75,3.075
603,2.755,3.13
604,2.725,3.1
605,2.82,3.12
606,2.825,3.075
607,2.785,3.11
608,2.77,3.145
609,2.795,3.12
610,2.835,3.085
611,2.82,3.095
612,2.8,3.125
613,2.835,3.11
614,2.805,3.13
615,2.835,3.11
616,2.835,3.11
617,2.805,3.105
618,2.83,3.105
619,2.79,3.09
620,2.755,3.155
621,2.77,3.145
622,2.775,3.1
623,2.795,3.12
624,2.835,3.11
625,2.725,3.15
626,2.79,3.115
627,2.745,3.07
628,2.755,3.13
629,2.78,3.13
630,2.79,3.115
631,2.835,3.11
632,2.815,3.115
633,2.82,3.12
634,2.755,3.13
635,2.815,3.115
636,2.76,3.135
637,2.83,3.105
638,2.67,3.145
639,2.805,3.105
640,2.82,3.095
641,2.82,3.12
642,2.76,3.085
643,2.81,3.11
644,2.84,3.09
645,2.835,3.11
646,2.785,3.135
647,2.71,3.16
648,2.765,3.09
649,2.815,3.115
650,2.775,3.15
651,2.78,3.13
652,2.83,3.08
653,2.785,3.085
654,2.82,3.095
655,2.835,3.11
656,2.785,3.11
657,2.835,3.085
658,2.86,3.085
659,2.84,3.09
660,2.8,3.1
661,2.76,3.16
662,2.805,3.105
663,2.855,3.08
664,2.76,3.135
665,2.795,3.12
666,2.85,3.075
667,2.72,3.145
668,2.81,3.11
669,2.82,3.12
670,2.825,3.1
671,2.805,3.13
672,2.765,3.14
673,2.775,3.125
674,2.805,3.13
675,2.805,3.105
676,2.82,3.095
677,2.775,3.1
678,2.845,3.095
679,2.775,3.125
680,2.81,3.085
681,2.86,3.085
682,2.72,3.12
683,2.795,3.12
684,2.85,3.1
685,2.715,3.14
686,2.835,3.11
687,2.78,3.13
688,2.82,3.095
689,2.825,3.075
690,2.685,3.135
691,2.855,3.08
692,2.81,3.035
693,2.815,3.115
694,2.845,3.095
695,2.69,3.165
696,2.675,3.15
697,2.665,3.14
698,2.8,3.075
699,2.75,3.15
700,2.835,3.11
701,2.82,3.12
702,2.835,3.11
703,2.845,3.095
704,2.835,3.11
705,2.85,3.1
706,2.755,3.13
707,2.755,3.13
708,2.79,3.14
709,2.805,3.13
710,2.705,3.13
711,2.805,3.105
712,2.85,3.1
713,2.82,3.12
714,2.835,3.11
715,2.745,3.12
716,2.815,3.115
717,2.785,3.085
718,2.795,3.12
719,2.775,3.125
720,2.81,3.11
721,2.795,3.095
722,2.72,3.12
723,2.755,3.105
724,2.79,3.14
725,2.82,3.095
726,2.68,3.08
727,2.845,3.095
728,2.77,3.12
729,2.755,3.13
730,2.8,3.1
731,2.79,3.14
732,2.82,3.12
733,2.81,3.06
734,2.8,3.125
735,2.805,3.13
736,2.815,3.115
737,2.725,3.05
738,2.56,3.085
739,2.79,3.14
740,2.835,3.11
741,2.8,3.1
742,2.82,3.12
743,2.775,3.125
744,2.85,3.1
745,2.785,3.11
746,2.705,3.13
747,2.79,3.115
748,2.815,3.09
749,2.81,3.11
750,2.785,3.085
751,2.68,3.13
752,2.82,3.12
753,2.82,3.07
754,2.81,3.11
755,2.775,3.1
756,2.81,3.085
757,2.79,3.09
758,2.835,3.11
759,2.815,3.115
760,2.81,3.11
761,2.76,3.135
762,2.825,3.1
763,2.83,3.105
764,2.785,3.11
765,2.685,3.085
766,2.805,3.08
767,2.825,3.075
768,2.61,3.06
769,2.835,3.085
770,2.81,3.11
771,2.835,3.11
772,2.78,3.08
773,2.82,3.12
774,2.835,3.11
775,2.6,3.05
776,2.8,3.1
777,2.8,3.125
778,2.79,3.115
779,2.795,3.095
780,2.83,3.005
781,2.765,3.115
782,2.765,3.09
783,2.81,3.11
784,2.68,3.13
785,2.72,3.07
786,2.825,3.075
787,2.79,3.04
788,2.645,3.17
789,2.795,3.095
790,2.775,3.1
791,2.755,3.13
792,2.785,3.135
793,2.795,3.07
794,2.805,3.105
795,2.665,3.065
796,2.835,3.085
797,2.835,3.11
798,2.755,3.13
799,2.815,3.09
800,2.815,3.065
801,2.82,3.07
802,2.73,3.13
803,2.835,3.11
804,2.79,3.14
805,2.685,3.135
806,2.77,3.095
807,2.665,3.14
808,2.76,3.135
809,2.835,3.085
810,2.79,3.065
811,2.685,3.135
812,2.785,3.11
813,2.84,3.09
814,2.815,3.115
815,2.745,3.095
816,2.78,3.13
817,2.845,3.095
818,2.735,3.11
819,2.835,3.085
820,2.835,3.11
821,2.8,3.125
822,2.775,3.075
823,2.815,3.115
824,2.775,3.1
825,2.685,3.06
826,2.75,3.1
827,2.815,3.115
828,2.805,3.055
829,2.825,3.1
830,2.8,3.05
831,2.785,3.06
832,2.805,3.055
833,2.855,3.03
834,2.685,3.11
835,2.77,3.12
836,2.81,3.085
837,2.83,3.105
838,2.82,3.095
839,2.76,3.06
840,2.815,3.09
841,2.815,3.115
842,2.8,3.1
843,2.81,3.11
844,2.775,3.0
845,2.78,3.13
846,2.8,3.075
847,2.835,3.085
848,2.815,3.115
849,2.835,3.085
850,2.83,3.105
851,2.845,3.095
852,2.86,3.06
853,2.81,3.06
854,2.83,3.105
855,2.83,3.08
856,2.82,3.02
857,2.815,3.065
858,2.68,3.055
859,2.835,3.085
860,2.815,3.065
861,2.845,3.095
862,2.645,3.12
863,2.78,3.03
864,2.82,3.095
865,2.8,3.1
866,2.845,3.095
867,2.68,3.08
868,2.805,3.08
869,2.815,3.115
870,2.81,3.11
871,2.725,3.075
872,2.755,3.105
873,2.76,3.035
874,2.8,3.075
875,2.815,3.115
876,2.735,3.01
877,2.8,3.05
878,2.815,3.015
879,2.74,3.115
880,2.795,3.12
881,2.805,3.13
882,2.655,3.055
883,2.82,3.045
884,2.745,3.07
885,2.825,3.05
886,2.845,3.07
887,2.85,3.1
888,2.82,3.12
889,2.8,3.025
890,2.78,3.105
891,2.76,3.085
892,2.785,3.135
893,2.815,3.09
894,2.84,3.09
895,2.81,3.085
896,2.84,3.09
897,2.75,3.05
898,2.77,3.045
899,2.805,3.055
900,2.71,3.11
901,2.695,3.02
902,2.79,3.065
903,2.69,2.99
904,2.83,3.105
905,2.85,3.1
906,2.8,3.1
907,2.82,3.045
908,2.845,3.07
909,2.745,2.995
910,2.805,3.13
911,2.83,3.08
912,2.75,3.075
913,2.865,3.065
914,2.785,3.035
915,2.82,3.12
916,2.795,3.07
917,2.795,3.02
918,2.83,3.055
919,2.82,3.045
920,2.825,3.025
921,2.77,3.07
922,2.78,3.08
923,2.85,3.05
924,2.805,3.08
925,2.79,3.04
926,2.84,3.09
927,2.815,3.065
928,2.715,3.015
929,2.835,3.11
930,2.78,3.055
931,2.805,2.98
932,2.825,3.1
933,2.825,3.1
934,2.835,2.985
935,2.835,3.06
936,2.8,3.025
937,2.8,2.95
938,2.83,3.08
939,2.845,3.045
940,2.83,3.08
941,2.71,3.01
942,2.675,3.05
943,2.72,3.095
944,2.805,2.98
945,2.775,3.05
946,2.845,3.045
947,2.79,3.065
948,2.785,3.01
949,2.805,3.105
950,2.665,3.065
951,2.83,3.08
952,2.785,3.035
953,2.825,3.025
954,2.79,3.015
955,2.855,3.08
956,2.685,3.06
957,2.83,3.03
958,2.835,3.11
959,2.835,3.01
960,2.78,3.08
961,2.845,3.095
962,2.85,3.075
963,2.83,3.105
964,2.835,3.11
965,2.855,3.08
966,2.74,3.065
967,2.815,3.09
968,2.74,3.04
969,2.82,3.045
970,2.865,3.065
971,2.84,3.04
972,2.81,3.035
973,2.78,3.005
974,2.74,3.015
975,2.84,2.99
976,2.83,3.03
977,2.695,3.07
978,2.825,3.05
979,2.86,3.085
980,2.765,3.09
981,2.7,3.125
982,2.7,3.05
983,2.81,3.11
984,2.75,3.025
985,2.83,3.055
986,2.81,3.06
987,2.83,3.105
988,2.79,3.015
989,2.75,3.0
990,2.815,3.065
991,2.56,3.035
992,2.85,3.05
993,2.77,3.045
994,2.77,3.145
995,2.795,3.12
996,2.815,3.115
997,2.725,2.925
998,2.87,2.945
999,2.765,3.015
