,NeuralAgent_Student19_200cAgent,Student19_200cAgent
0,2.26,2.285
1,2.125,2.2
2,2.27,2.32
3,2.405,2.455
4,2.07,2.095
5,2.31,2.36
6,2.24,2.29
7,2.315,2.415
8,2.275,2.3
9,2.185,2.235
10,2.335,2.41
11,2.275,2.35
12,2.25,2.325
13,2.24,2.29
14,2.33,2.405
15,2.32,2.42
16,2.285,2.335
17,2.345,2.395
18,2.22,2.27
19,2.34,2.44
20,2.145,2.195
21,2.25,2.325
22,2.215,2.265
23,2.22,2.295
24,2.3,2.325
25,2.24,2.24
26,2.125,2.2
27,2.135,2.185
28,2.265,2.34
29,2.26,2.31
30,2.12,2.145
31,2.23,2.305
32,2.2,2.25
33,2.115,2.115
34,2.17,2.27
35,2.14,2.215
36,2.19,2.24
37,2.175,2.275
38,2.225,2.275
39,2.25,2.25
40,2.21,2.26
41,2.345,2.42
42,2.325,2.35
43,2.085,2.21
44,2.185,2.235
45,2.145,2.195
46,2.275,2.325
47,2.23,2.305
48,2.09,2.115
49,2.325,2.4
50,2.205,2.28
51,2.22,2.32
52,2.195,2.245
53,2.15,2.2
54,2.265,2.34
55,2.17,2.245
56,2.265,2.265
57,2.24,2.265
58,2.29,2.315
59,2.18,2.23
60,2.1,2.15
61,2.325,2.375
62,2.13,2.155
63,2.135,2.16
64,2.19,2.215
65,2.175,2.2
66,2.115,2.165
67,2.245,2.295
68,2.215,2.265
69,2.105,2.13
70,2.205,2.23
71,2.24,2.265
72,2.115,2.165
73,2.08,2.13
74,2.18,2.23
75,2.19,2.29
76,2.225,2.25
77,2.265,2.34
78,2.155,2.23
79,2.18,2.255
80,2.155,2.18
81,2.225,2.3
82,2.065,2.115
83,2.19,2.24
84,2.08,2.13
85,2.215,2.29
86,2.08,2.13
87,2.25,2.275
88,2.1,2.125
89,2.115,2.19
90,2.33,2.38
91,2.21,2.26
92,2.17,2.245
93,2.2,2.3
94,2.2,2.2
95,2.3,2.325
96,2.185,2.26
97,2.07,2.145
98,2.185,2.21
99,2.105,2.18
100,2.22,2.245
101,2.26,2.31
102,2.185,2.21
103,2.03,2.08
104,2.295,2.345
105,2.145,2.22
106,2.19,2.265
107,2.08,2.105
108,2.15,2.25
109,2.045,2.095
110,2.205,2.255
111,2.145,2.195
112,2.195,2.22
113,2.075,2.15
114,2.21,2.285
115,2.14,2.19
116,2.295,2.345
117,2.325,2.4
118,2.215,2.29
119,2.17,2.245
120,2.2,2.225
121,2.185,2.235
122,2.235,2.285
123,2.28,2.33
124,2.11,2.185
125,2.155,2.205
126,2.205,2.28
127,2.035,2.11
128,2.15,2.225
129,2.3,2.325
130,2.215,2.24
131,2.125,2.2
132,2.18,2.205
133,2.17,2.245
134,2.155,2.23
135,2.115,2.165
136,2.255,2.28
137,2.15,2.225
138,2.2,2.25
139,2.19,2.19
140,2.125,2.175
141,2.09,2.165
142,2.04,2.09
143,2.105,2.105
144,2.18,2.23
145,2.205,2.205
146,2.24,2.265
147,2.205,2.28
148,2.115,2.19
149,2.065,2.165
150,2.035,2.085
151,2.195,2.245
152,2.025,2.075
153,2.12,2.195
154,2.15,2.2
155,2.025,2.05
156,2.175,2.225
157,2.125,2.175
158,2.125,2.2
159,2.11,2.16
160,2.135,2.21
161,2.215,2.29
162,2.245,2.32
163,2.13,2.205
164,2.255,2.305
165,2.155,2.18
166,2.0,2.1
167,2.215,2.265
168,2.155,2.23
169,2.32,2.37
170,2.24,2.315
171,2.205,2.23
172,2.135,2.185
173,2.07,2.145
174,2.315,2.39
175,2.1,2.175
176,2.08,2.155
177,2.25,2.35
178,2.11,2.21
179,2.16,2.16
180,2.17,2.22
181,2.29,2.29
182,1.975,2.075
183,2.29,2.315
184,2.14,2.165
185,2.145,2.195
186,2.26,2.31
187,2.32,2.345
188,2.15,2.2
189,2.235,2.285
190,2.17,2.245
191,2.165,2.24
192,2.22,2.32
193,2.135,2.26
194,2.225,2.275
195,2.07,2.145
196,2.185,2.235
197,2.09,2.115
198,2.18,2.205
199,2.2,2.3
200,2.07,2.095
201,2.165,2.265
202,2.16,2.185
203,2.22,2.295
204,2.07,2.12
205,2.17,2.27
206,2.195,2.295
207,2.06,2.135
208,2.11,2.135
209,2.12,2.195
210,2.0,2.025
211,1.955,2.005
212,2.265,2.34
213,2.22,2.27
214,2.29,2.315
215,2.225,2.25
