,NeuralAgent_Student13_200aAgent_rng,Student13_200aAgent
0,1.495,2.37
1,1.23,2.605
2,0.64,3.165
3,0.605,3.205
4,0.505,3.38
5,0.445,3.47
6,0.24,4.69
7,0.21,4.71
8,0.03,4.98
9,0.08,4.905
10,0.03,4.98
11,0.035,4.96
12,0.03,4.98
13,0.26,4.71
14,0.035,4.96
15,0.03,4.98
16,0.045,4.92
17,0.04,4.94
18,0.24,4.715
19,0.03,4.98
20,0.035,4.96
21,2.765,2.14
22,4.82,0.095
23,0.135,4.835
24,4.92,0.045
25,2.06,2.86
26,0.03,4.98
27,1.455,3.455
28,0.12,4.845
29,0.755,4.13
30,0.04,4.965
31,0.21,4.76
32,0.29,4.615
33,0.26,4.735
34,0.04,4.965
35,0.195,4.745
36,0.13,4.855
37,0.6,4.35
38,0.595,4.295
39,0.16,4.81
40,0.165,4.815
41,0.315,4.64
42,0.11,4.885
43,0.11,4.885
44,0.685,4.185
45,0.15,4.8
46,0.355,4.555
47,0.29,4.615
48,0.64,4.265
49,0.895,3.87
50,0.14,4.84
51,0.135,4.86
52,1.22,3.52
53,0.19,4.79
54,0.19,4.79
55,0.14,4.865
56,0.19,4.74
57,0.205,4.705
58,0.26,4.66
59,0.175,4.775
60,0.2,4.725
61,0.27,4.62
62,0.415,4.515
63,0.14,4.84
64,0.085,4.91
65,0.415,4.465
66,0.295,4.57
67,0.29,4.59
68,0.24,4.715
69,0.455,4.355
70,0.135,4.86
71,0.48,4.38
72,0.55,4.275
73,0.575,4.275
74,0.19,4.765
75,0.335,4.61
76,0.14,4.84
77,0.095,4.87
78,0.12,4.845
79,0.23,4.705
80,0.15,4.825
81,0.38,4.53
82,0.15,4.825
83,0.245,4.695
84,0.41,4.46
85,0.225,4.725
86,0.14,4.815
87,0.615,4.265
88,0.115,4.865
89,0.315,4.615
90,0.225,4.725
91,0.21,4.735
92,0.24,4.715
93,0.095,4.845
94,0.265,4.665
95,0.645,4.195
96,0.33,4.555
97,0.205,4.73
98,0.045,4.945
99,0.48,4.405
100,0.105,4.88
101,0.405,4.48
102,0.12,4.845
103,0.04,4.965
104,0.145,4.82
105,0.09,4.865
106,0.05,4.925
107,0.175,4.775
108,0.115,4.84
109,0.2,4.725
110,0.44,4.415
111,0.08,4.88
112,0.185,4.76
113,0.15,4.8
114,0.22,4.695
115,0.155,4.805
116,0.61,4.26
117,0.645,4.17
118,0.29,4.64
119,0.14,4.865
120,0.195,4.77
121,0.155,4.83
122,0.675,4.175
123,0.045,4.945
124,0.035,4.96
125,0.125,4.85
126,0.035,4.96
127,0.135,4.81
128,0.11,4.86
129,0.265,4.715
130,0.29,4.64
131,0.375,4.525
132,0.075,4.9
133,0.22,4.695
134,1.085,3.66
135,0.05,4.9
136,0.195,4.745
137,0.48,4.43
138,0.045,4.945
139,0.04,4.94
140,0.64,4.165
141,0.085,4.91
142,0.44,4.49
143,0.145,4.82
144,0.305,4.605
145,0.375,4.475
146,0.11,4.835
147,0.37,4.545
148,0.12,4.845
149,0.165,4.79
150,0.145,4.82
151,0.04,4.965
152,0.03,4.98
153,0.065,4.89
154,0.04,4.94
155,0.485,4.36
156,0.1,4.875
157,0.35,4.55
158,0.04,4.94
159,0.24,4.665
160,0.04,4.965
161,0.29,4.615
162,0.095,4.87
163,0.215,4.74
164,0.05,4.925
165,0.55,4.275
166,0.22,4.72
167,0.325,4.525
168,0.185,4.76
169,0.24,4.665
170,0.73,4.055
171,0.12,4.845
172,0.26,4.635
173,0.445,4.445
174,0.195,4.745
175,0.22,4.695
176,0.285,4.635
177,0.355,4.555
178,0.405,4.48
179,0.71,4.085
180,0.23,4.705
181,0.115,4.84
182,0.35,4.525
183,0.06,4.91
184,0.12,4.845
185,0.08,4.88
186,0.09,4.865
187,0.425,4.5
188,0.04,4.94
189,0.12,4.845
190,0.1,4.85
191,0.565,4.265
192,0.055,4.955
193,0.145,4.82
194,0.155,4.78
195,0.23,4.73
196,0.115,4.89
197,0.165,4.765
198,0.035,4.96
199,0.12,4.82
200,0.145,4.82
201,0.095,4.87
202,0.315,4.565
203,0.14,4.79
204,0.06,4.91
205,0.18,4.755
206,0.5,4.35
207,0.085,4.91
208,0.12,4.87
209,0.095,4.87
210,0.05,4.925
211,0.08,4.905
212,0.39,4.49
213,0.065,4.89
214,0.11,4.835
215,0.065,4.89
216,0.115,4.89
217,0.215,4.715
218,0.405,4.455
219,0.035,4.96
220,0.085,4.885
221,0.1,4.85
222,0.115,4.865
223,0.03,4.98
224,0.22,4.67
225,0.035,4.96
226,0.035,4.96
227,0.06,4.935
228,0.075,4.9
229,0.115,4.84
230,0.09,4.89
231,0.185,4.735
232,0.07,4.895
233,0.1,4.875
234,0.145,4.82
235,0.31,4.61
236,0.115,4.84
237,0.12,4.845
238,0.15,4.8
239,0.145,4.795
240,0.06,4.935
241,0.215,4.74
242,0.1,4.85
243,0.125,4.825
244,0.07,4.92
245,0.07,4.92
246,0.04,4.94
247,0.115,4.84
248,0.495,4.395
249,0.04,4.965
250,0.32,4.595
251,0.125,4.85
252,0.09,4.89
253,0.18,4.78
254,0.315,4.59
255,0.11,4.835
256,0.245,4.695
257,0.18,4.755
258,0.195,4.72
259,0.12,4.845
260,0.325,4.55
261,0.595,4.195
262,0.09,4.865
263,0.305,4.605
264,0.385,4.46
265,0.245,4.645
266,0.055,4.93
267,0.14,4.815
268,0.23,4.68
269,0.37,4.47
270,0.215,4.715
271,0.09,4.865
272,0.16,4.81
273,0.1,4.85
274,0.165,4.74
275,0.115,4.84
276,0.26,4.66
277,0.04,4.94
278,0.18,4.755
279,0.045,4.945
280,0.115,4.865
281,0.055,4.93
282,0.1,4.85
283,0.365,4.49
284,0.065,4.915
285,0.115,4.84
286,0.2,4.775
287,0.055,4.905
288,0.09,4.89
289,0.19,4.74
290,0.135,4.835
291,0.125,4.825
292,0.065,4.89
293,0.03,4.98
294,0.535,4.31
295,0.065,4.915
296,0.065,4.915
297,0.04,4.965
298,0.12,4.845
299,0.05,4.925
300,0.145,4.745
301,0.035,4.96
302,0.07,4.92
303,0.09,4.865
304,0.12,4.845
305,0.095,4.895
306,0.325,4.6
307,0.17,4.795
308,0.075,4.9
309,0.115,4.865
310,0.065,4.915
311,0.07,4.895
312,0.14,4.79
313,0.065,4.94
314,0.17,4.77
315,0.075,4.9
316,0.07,4.87
317,0.105,4.855
318,0.085,4.885
319,0.06,4.935
320,0.315,4.64
321,0.1,4.875
322,0.11,4.86
323,0.16,4.785
324,0.065,4.915
325,0.1,4.85
326,0.115,4.84
327,0.455,4.38
328,0.655,4.155
329,0.105,4.855
330,0.035,4.96
331,0.06,4.935
332,0.135,4.835
333,0.45,4.4
334,0.115,4.865
335,0.335,4.585
336,0.255,4.655
337,0.045,4.945
338,0.12,4.845
339,0.155,4.805
340,0.135,4.835
341,0.165,4.765
342,0.165,4.74
343,0.11,4.86
344,0.2,4.725
345,0.125,4.8
346,0.135,4.81
347,0.125,4.85
348,0.16,4.785
349,0.045,4.945
350,0.245,4.67
351,0.25,4.675
352,0.22,4.72
353,0.22,4.695
354,0.085,4.91
355,0.275,4.625
356,0.245,4.645
357,0.065,4.89
358,0.18,4.755
359,0.04,4.94
360,0.035,4.96
361,0.06,4.935
362,0.305,4.58
363,0.37,4.545
364,0.12,4.87
365,0.07,4.92
366,0.14,4.815
367,0.46,4.485
368,0.145,4.82
369,0.055,4.955
370,0.06,4.935
