,NeuralAgent_Student13_200aAgent_rng,Student13_200aAgent
371,0.095,4.895
372,0.095,4.87
373,0.325,4.6
374,0.065,4.94
375,0.055,4.905
376,0.41,4.385
377,0.08,4.88
378,0.07,4.87
379,0.115,4.865
380,0.355,4.455
381,0.475,4.375
382,0.145,4.82
383,0.11,4.885
384,0.05,4.925
385,0.035,4.96
386,0.06,4.935
387,0.18,4.73
388,0.03,4.98
389,0.07,4.92
390,0.075,4.9
391,0.145,4.82
392,0.07,4.92
393,0.035,4.96
394,0.165,4.79
395,0.14,4.84
396,0.21,4.785
397,0.145,4.795
398,0.085,4.91
399,0.135,4.835
400,0.07,4.87
401,0.135,4.81
402,0.26,4.685
403,0.04,4.94
404,0.03,4.98
405,0.04,4.965
406,0.195,4.77
407,0.055,4.955
408,0.065,4.94
409,0.12,4.82
410,0.035,4.96
411,0.04,4.965
412,0.06,4.935
413,0.19,4.74
414,0.11,4.86
415,0.225,4.7
416,0.115,4.865
417,0.12,4.845
418,0.105,4.855
419,0.035,4.96
420,0.085,4.91
421,0.07,4.92
422,0.14,4.815
423,0.085,4.885
424,0.22,4.745
425,0.055,4.955
426,0.135,4.81
427,0.055,4.955
428,0.19,4.74
429,0.065,4.915
430,0.59,4.165
431,0.06,4.935
432,0.235,4.685
433,0.325,4.575
434,0.055,4.955
435,0.035,4.96
436,0.065,4.915
437,0.1,4.875
438,0.09,4.89
439,0.16,4.785
440,0.32,4.52
441,0.285,4.61
442,0.6,4.15
443,0.375,4.5
444,0.225,4.7
445,0.15,4.75
446,0.11,4.835
447,1.365,3.065
448,0.105,4.83
449,0.4,4.425
450,0.035,4.96
451,0.39,4.44
452,0.265,4.665
453,0.375,4.475
454,0.22,4.695
455,0.19,4.765
456,0.175,4.775
457,0.035,4.96
458,0.2,4.7
459,0.04,4.94
460,0.25,4.7
461,0.17,4.745
462,0.14,4.815
463,0.2,4.7
464,0.03,4.98
465,0.18,4.755
466,0.495,4.37
467,0.12,4.845
468,0.93,3.755
469,0.03,4.98
470,0.345,4.57
471,0.065,4.915
472,0.12,4.845
473,0.09,4.89
474,0.085,4.885
475,0.43,4.355
476,0.495,4.345
477,0.04,4.965
478,0.045,4.945
479,0.38,4.455
480,0.1,4.875
481,0.065,4.915
482,0.22,4.72
483,0.035,4.96
484,0.03,4.98
485,0.03,4.98
486,0.045,4.945
487,0.035,4.96
488,0.055,4.955
489,0.12,4.87
490,0.115,4.84
491,0.04,4.965
492,0.14,4.815
493,0.04,4.965
494,0.195,4.745
495,0.165,4.815
496,0.03,4.98
497,0.13,4.805
498,0.245,4.645
499,0.03,4.98
500,0.06,4.91
501,0.065,4.915
502,0.21,4.71
503,0.06,4.91
504,0.055,4.93
505,0.125,4.825
506,0.04,4.965
507,0.14,4.84
508,0.035,4.96
509,0.17,4.77
510,0.295,4.57
511,0.605,4.155
512,0.255,4.655
513,0.1,4.875
514,0.06,4.935
515,0.065,4.915
516,0.04,4.94
517,0.15,4.8
518,0.12,4.845
519,0.045,4.945
520,0.14,4.815
521,0.03,4.98
522,0.145,4.82
523,0.045,4.92
524,0.275,4.65
525,0.27,4.62
526,0.115,4.84
527,0.04,4.94
528,0.035,4.96
529,0.03,4.98
530,0.21,4.735
531,0.04,4.965
532,0.055,4.905
533,0.035,4.96
534,0.09,4.89
535,0.125,4.8
536,0.19,4.715
537,0.235,4.71
538,0.06,4.91
539,0.2,4.7
540,0.04,4.965
541,0.315,4.565
542,0.24,4.715
543,0.2,4.7
544,0.03,4.98
545,0.045,4.945
546,0.195,4.77
547,0.215,4.715
548,0.035,4.96
549,0.06,4.885
550,0.145,4.77
551,0.135,4.785
552,0.385,4.385
553,0.095,4.87
554,0.065,4.94
555,0.17,4.77
556,0.095,4.87
557,0.17,4.745
558,0.135,4.81
559,0.34,4.54
560,0.105,4.88
561,0.09,4.89
562,0.045,4.945
563,0.365,4.44
564,0.115,4.84
565,0.065,4.94
566,0.07,4.87
567,0.04,4.965
568,0.265,4.54
569,0.275,4.65
570,0.115,4.865
571,0.22,4.67
572,0.13,4.83
573,0.07,4.92
574,0.09,4.89
575,0.77,3.895
576,0.24,4.665
577,0.03,4.98
578,0.045,4.945
579,0.115,4.84
580,0.305,4.555
581,0.22,4.695
582,0.245,4.695
583,0.165,4.79
584,0.065,4.915
585,0.035,4.96
586,0.06,4.935
587,0.07,4.895
588,0.04,4.965
589,0.09,4.865
590,0.05,4.925
591,0.03,4.98
592,0.11,4.86
593,0.255,4.63
594,0.155,4.78
595,0.15,4.775
596,0.22,4.695
597,0.08,4.88
598,0.255,4.68
599,0.13,4.855
600,0.13,4.83
601,0.285,4.61
602,0.18,4.755
603,0.04,4.965
604,0.055,4.955
605,0.245,4.645
606,0.04,4.965
607,0.04,4.965
608,0.905,3.805
609,0.145,4.77
610,0.04,4.94
611,0.05,4.925
612,0.035,4.96
613,0.415,4.365
614,0.03,4.98
615,0.265,4.565
616,0.19,4.74
617,0.42,4.395
618,0.33,4.53
619,0.3,4.55
620,0.15,4.775
621,0.075,4.9
622,0.145,4.795
623,0.1,4.85
624,0.14,4.79
625,0.07,4.895
626,0.065,4.94
627,0.115,4.865
628,0.115,4.84
629,0.09,4.865
630,0.06,4.935
631,0.05,4.9
632,0.115,4.84
633,0.41,4.385
634,0.055,4.93
635,0.17,4.77
636,0.125,4.825
637,0.315,4.64
638,0.14,4.815
639,0.03,4.98
640,0.13,4.83
641,0.15,4.8
642,0.045,4.945
643,0.065,4.915
644,0.115,4.84
645,0.035,4.96
646,0.24,4.665
647,0.095,4.87
648,0.265,4.69
649,0.095,4.87
650,0.065,4.915
651,0.095,4.87
652,0.14,4.815
653,0.065,4.89
654,0.195,4.72
655,0.33,4.505
656,0.115,4.815
657,0.065,4.94
658,0.065,4.915
659,0.37,4.495
660,0.095,4.87
661,0.06,4.935
662,0.17,4.77
663,0.375,4.45
664,0.17,4.72
665,0.38,4.48
666,0.1,4.875
667,0.075,4.9
668,0.095,4.82
669,0.12,4.845
670,0.045,4.945
671,0.155,4.73
672,0.12,4.82
673,0.04,4.94
674,0.44,4.315
675,0.405,4.455
676,0.26,4.585
677,0.06,4.935
678,0.065,4.89
679,0.185,4.735
680,0.165,4.74
681,0.215,4.69
682,0.115,4.84
683,0.085,4.885
684,0.45,4.4
685,0.21,4.71
686,0.125,4.8
687,0.145,4.77
688,0.045,4.92
689,0.09,4.89
690,0.12,4.845
691,0.075,4.9
692,0.22,4.72
693,0.03,4.98
694,0.065,4.94
695,0.045,4.945
696,0.07,4.92
697,0.365,4.49
698,0.095,4.845
699,0.115,4.865
700,0.225,4.675
701,0.085,4.91
702,0.275,4.65
703,0.07,4.92
704,0.125,4.825
705,0.14,4.815
706,0.07,4.92
707,0.085,4.885
708,0.145,4.795
709,0.035,4.96
710,0.1,4.875
711,0.265,4.64
712,0.25,4.625
713,0.03,4.98
714,0.125,4.825
715,0.24,4.69
716,0.125,4.8
717,0.31,4.535
718,0.39,4.415
719,0.215,4.715
720,0.15,4.725
721,0.07,4.895
722,0.04,4.965
723,0.135,4.81
724,0.155,4.78
725,0.06,4.935
726,0.09,4.865
727,0.38,4.405
728,0.07,4.895
729,0.36,4.51
730,0.155,4.755
731,0.08,4.855
732,0.065,4.94
733,0.255,4.655
734,0.21,4.76
735,0.075,4.875
736,0.25,4.625
737,0.1,4.85
738,0.205,4.705
739,0.045,4.945
740,0.03,4.98
741,0.05,4.925
742,0.135,4.835
743,0.265,4.615
744,0.235,4.66
745,0.07,4.92
746,0.065,4.915
747,0.065,4.94
748,0.045,4.945
749,0.325,4.55
750,0.31,4.61
751,0.165,4.765
752,0.04,4.94
753,0.035,4.96
754,0.045,4.945
755,0.07,4.92
756,0.185,4.785
757,0.055,4.955
758,0.075,4.9
759,0.165,4.765
760,0.08,4.855
761,0.135,4.835
762,0.255,4.68
763,0.035,4.96
764,0.065,4.94
765,0.095,4.895
766,0.195,4.72
767,0.2,4.75
768,0.03,4.98
769,0.095,4.87
770,0.07,4.895
771,0.225,4.75
772,0.045,4.945
773,0.075,4.925
774,0.07,4.92
775,0.065,4.94
776,0.03,4.98
777,0.115,4.815
778,0.76,3.96
779,0.16,4.81
780,0.08,4.88
781,0.655,4.08
782,0.275,4.625
783,0.42,4.37
784,0.045,4.92
785,0.285,4.585
786,0.035,4.96
787,0.42,4.445
788,0.23,4.655
789,0.07,4.92
790,0.045,4.92
791,0.095,4.87
792,0.085,4.86
793,0.27,4.62
794,0.045,4.945
795,0.365,4.415
796,0.12,4.82
797,0.04,4.94
798,0.285,4.56
799,0.155,4.755
800,0.3,4.525
801,0.08,4.855
802,0.215,4.665
803,0.065,4.94
804,0.055,4.93
805,0.37,4.47
806,0.07,4.92
807,0.195,4.745
808,0.42,4.395
809,0.06,4.91
810,0.07,4.92
811,0.455,4.355
812,0.27,4.62
813,0.115,4.815
814,0.045,4.945
815,0.05,4.9
816,0.34,4.515
817,0.06,4.935
818,0.225,4.625
819,0.04,4.94
820,0.095,4.895
821,0.34,4.565
822,0.09,4.89
823,0.03,4.98
824,0.065,4.915
825,0.115,4.89
826,0.135,4.81
827,0.035,4.96
828,0.08,4.88
829,0.135,4.785
830,0.04,4.94
831,0.065,4.94
832,0.035,4.96
833,0.04,4.94
834,0.195,4.745
835,0.045,4.92
836,0.18,4.755
837,0.195,4.745
838,0.095,4.87
839,0.12,4.87
840,0.09,4.89
841,0.06,4.91
842,0.285,4.61
843,0.14,4.815
844,0.03,4.98
845,0.105,4.88
846,0.125,4.825
847,0.035,4.96
848,0.39,4.465
849,0.22,4.695
850,0.16,4.735
851,0.035,4.96
852,0.035,4.96
853,0.225,4.675
854,0.115,4.84
855,0.135,4.835
856,0.035,4.96
857,0.2,4.725
858,0.065,4.915
859,0.375,4.4
860,0.1,4.825
861,0.2,4.7
862,0.135,4.835
863,0.04,4.94
864,0.075,4.925
865,0.1,4.85
866,0.35,4.45
867,0.73,3.93
868,0.06,4.935
869,0.06,4.935
870,0.19,4.765
871,0.235,4.66
872,0.115,4.865
873,0.135,4.835
874,0.075,4.875
875,0.035,4.96
876,0.04,4.965
877,0.085,4.91
878,0.25,4.6
879,0.035,4.96
880,0.085,4.91
881,0.25,4.625
882,0.115,4.815
883,0.07,4.92
884,0.04,4.965
885,0.115,4.84
886,0.12,4.82
887,0.1,4.85
888,0.03,4.98
889,0.31,4.585
890,0.115,4.84
891,0.34,4.49
892,0.27,4.67
893,0.24,4.665
894,0.125,4.85
895,0.255,4.655
896,0.115,4.865
897,0.5,4.25
898,0.445,4.47
899,0.115,4.84
900,0.48,4.28
901,0.135,4.835
902,0.06,4.91
903,0.07,4.92
904,0.44,4.34
905,0.065,4.89
906,0.035,4.96
907,0.095,4.895
908,0.215,4.715
909,0.25,4.65
910,0.04,4.965
911,0.115,4.865
912,0.04,4.94
913,0.155,4.78
914,0.19,4.79
915,0.07,4.895
916,0.155,4.805
917,0.065,4.94
918,0.215,4.69
919,0.075,4.925
920,0.27,4.645
921,0.43,4.355
922,0.16,4.785
923,0.4,4.4
924,0.11,4.86
925,0.03,4.98
926,0.075,4.925
927,0.495,4.27
928,0.195,4.72
929,0.255,4.655
930,0.065,4.915
931,0.32,4.57
932,0.04,4.94
933,0.85,3.8
934,0.47,4.22
935,0.115,4.865
936,0.57,4.095
937,0.115,4.865
938,0.12,4.845
939,0.035,4.96
940,0.18,4.755
941,0.535,4.285
942,0.1,4.85
943,0.045,4.92
944,0.03,4.98
945,0.12,4.82
946,0.105,4.855
947,0.495,4.245
948,0.08,4.88
949,0.22,4.62
950,0.225,4.675
951,0.135,4.81
952,0.04,4.94
953,0.145,4.795
954,0.06,4.91
955,0.16,4.81
956,0.17,4.77
957,0.145,4.795
958,0.075,4.875
959,0.035,4.96
960,0.07,4.895
961,0.34,4.54
962,0.08,4.88
963,0.11,4.885
964,0.14,4.79
965,0.165,4.79
966,0.135,4.81
967,0.095,4.87
968,0.295,4.545
969,0.14,4.815
970,0.2,4.7
971,0.065,4.915
972,0.04,4.965
973,0.075,4.925
974,0.09,4.915
975,0.07,4.895
976,0.105,4.88
977,0.215,4.715
978,0.205,4.68
979,0.225,4.6
980,0.125,4.8
981,0.04,4.94
982,0.035,4.96
983,0.035,4.96
984,0.19,4.69
985,0.29,4.565
986,0.25,4.675
987,0.31,4.585
988,0.07,4.895
989,0.045,4.945
990,0.14,4.815
991,0.07,4.87
992,0.21,4.71
993,0.22,4.62
994,0.125,4.825
995,0.08,4.905
996,0.135,4.81
997,0.36,4.485
998,0.09,4.865
999,0.11,4.86
