,NeuralAgent_Student26_200cAgent,Student26_200cAgent
287,1.4,2.6
288,1.42,2.645
289,1.45,2.625
290,1.435,2.76
291,1.5,2.575
292,1.395,2.57
293,1.51,2.66
294,1.56,2.535
295,1.455,2.53
296,1.51,2.635
297,1.43,2.73
298,1.36,2.56
299,1.315,2.54
300,1.405,2.63
301,1.535,2.66
302,1.535,2.535
303,1.21,2.435
304,1.42,2.595
305,1.275,2.45
306,1.345,2.545
307,1.38,2.53
308,1.33,2.505
309,1.185,2.41
310,1.54,2.74
311,1.455,2.63
312,1.37,2.695
313,1.49,2.74
314,1.25,2.575
315,1.18,2.38
316,1.37,2.395
317,1.285,2.635
318,1.425,2.575
319,1.335,2.66
320,1.295,2.545
321,1.335,2.56
322,1.415,2.565
323,1.35,2.45
324,1.485,2.56
325,1.51,2.71
326,1.515,2.665
327,1.42,2.62
328,1.42,2.495
329,1.335,2.635
330,1.425,2.675
331,1.53,2.705
332,1.345,2.57
333,1.405,2.655
334,1.385,2.685
335,1.255,2.48
336,1.345,2.695
337,1.505,2.505
338,1.285,2.56
339,1.38,2.455
340,1.495,2.695
341,1.295,2.595
342,1.415,2.515
343,1.435,2.61
344,1.43,2.655
345,1.555,2.58
346,1.335,2.66
347,1.275,2.65
348,1.505,2.605
349,1.295,2.62
350,1.36,2.41
351,1.295,2.37
352,1.365,2.64
353,1.36,2.685
354,1.405,2.58
355,1.375,2.35
356,1.29,2.415
357,1.385,2.485
358,1.375,2.7
359,1.16,2.46
360,1.19,2.515
361,1.32,2.645
362,1.625,2.7
363,1.205,2.555
364,1.26,2.51
365,1.435,2.61
366,1.43,2.58
367,1.17,2.42
368,1.435,2.66
369,1.26,2.385
370,1.39,2.49
371,1.345,2.67
372,1.385,2.51
373,1.355,2.505
374,1.46,2.585
375,1.43,2.605
376,1.29,2.59
377,1.43,2.53
378,1.365,2.665
379,1.45,2.65
380,1.305,2.555
381,1.315,2.59
382,1.375,2.5
383,1.3,2.375
384,1.59,2.615
385,1.345,2.72
386,1.23,2.555
387,1.355,2.605
388,1.285,2.31
389,1.465,2.565
390,1.325,2.525
391,1.62,2.72
392,1.58,2.755
393,1.41,2.61
394,1.395,2.57
395,1.35,2.475
396,1.265,2.64
397,1.475,2.75
398,1.485,2.66
399,1.415,2.465
400,1.33,2.405
401,1.4,2.55
402,1.345,2.47
403,1.445,2.57
404,1.29,2.49
405,1.31,2.56
406,1.445,2.545
407,1.4,2.625
408,1.355,2.58
409,1.305,2.655
410,1.35,2.55
411,1.45,2.675
412,1.485,2.61
413,1.305,2.58
414,1.415,2.565
415,1.33,2.48
416,1.265,2.415
417,1.335,2.485
418,1.33,2.705
419,1.485,2.685
420,1.465,2.64
421,1.555,2.73
422,1.525,2.625
423,1.465,2.54
424,1.35,2.6
425,1.355,2.68
426,1.38,2.63
427,1.38,2.63
428,1.42,2.545
429,1.455,2.63
430,1.385,2.61
431,1.48,2.655
432,1.515,2.615
433,1.345,2.445
434,1.405,2.555
435,1.145,2.395
436,1.535,2.71
437,1.51,2.585
438,1.34,2.54
439,1.32,2.595
440,1.3,2.425
441,1.46,2.635
442,1.48,2.63
443,1.32,2.57
444,1.435,2.56
445,1.395,2.495
446,1.505,2.655
447,1.46,2.785
448,1.455,2.58
449,1.375,2.525
450,1.425,2.625
451,1.43,2.58
452,1.39,2.465
453,1.2,2.5
454,1.43,2.58
455,1.27,2.545
456,1.33,2.555
457,1.42,2.57
458,1.295,2.495
459,1.28,2.555
460,1.365,2.59
461,1.355,2.48
462,1.26,2.535
463,1.53,2.73
464,1.355,2.705
465,1.45,2.7
466,1.38,2.58
467,1.31,2.46
468,1.37,2.57
469,1.38,2.58
470,1.37,2.62
471,1.35,2.55
472,1.42,2.62
473,1.42,2.57
474,1.435,2.535
475,1.255,2.455
476,1.52,2.695
477,1.375,2.575
478,1.325,2.5
479,1.335,2.61
480,1.425,2.7
481,1.305,2.48
482,1.465,2.54
483,1.32,2.67
484,1.345,2.595
485,1.38,2.555
486,1.39,2.59
487,1.465,2.49
488,1.43,2.68
489,1.38,2.605
490,1.32,2.495
491,1.49,2.665
492,1.335,2.635
493,1.265,2.54
494,1.59,2.69
495,1.5,2.575
496,1.275,2.45
497,1.5,2.775
498,1.36,2.585
499,1.475,2.575
500,1.39,2.615
501,1.365,2.54
502,1.5,2.675
503,1.295,2.72
504,1.395,2.645
505,1.39,2.69
506,1.325,2.625
507,1.43,2.605
508,1.28,2.455
509,1.43,2.605
510,1.365,2.665
511,1.42,2.595
512,1.39,2.49
513,1.335,2.61
514,1.26,2.56
515,1.4,2.575
516,1.32,2.52
517,1.29,2.59
518,1.385,2.585
519,1.335,2.61
520,1.445,2.645
521,1.345,2.52
522,1.66,2.685
523,1.495,2.77
524,1.375,2.475
525,1.405,2.63
526,1.465,2.565
527,1.385,2.61
528,1.26,2.385
529,1.385,2.66
530,1.415,2.64
531,1.44,2.64
532,1.465,2.54
533,1.44,2.665
534,1.655,2.655
535,1.43,2.555
536,1.48,2.63
537,1.225,2.6
538,1.505,2.655
539,1.415,2.54
540,1.405,2.655
541,1.285,2.635
542,1.3,2.525
543,1.48,2.53
544,1.39,2.54
545,1.52,2.72
546,1.485,2.685
547,1.6,2.625
548,1.435,2.585
549,1.35,2.425
550,1.415,2.64
551,1.305,2.555
552,1.375,2.7
553,1.38,2.63
554,1.385,2.66
555,1.475,2.65
556,1.39,2.64
557,1.31,2.385
558,1.535,2.485
559,1.335,2.535
560,1.505,2.755
561,1.4,2.6
562,1.5,2.675
563,1.335,2.46
564,1.46,2.61
565,1.38,2.705
566,1.425,2.625
567,1.465,2.515
568,1.53,2.58
569,1.5,2.8
570,1.46,2.46
571,1.5,2.575
572,1.415,2.615
573,1.35,2.5
574,1.39,2.515
575,1.235,2.41
576,1.415,2.515
577,1.575,2.625
578,1.45,2.6
579,1.36,2.435
580,1.42,2.52
581,1.545,2.595
582,1.53,2.605
583,1.28,2.63
584,1.515,2.565
585,1.43,2.455
586,1.445,2.645
587,1.185,2.56
588,1.495,2.645
589,1.475,2.775
590,1.465,2.59
591,1.48,2.78
592,1.305,2.605
593,1.465,2.565
594,1.275,2.525
595,1.355,2.555
596,1.425,2.575
597,1.465,2.69
598,1.45,2.6
599,1.29,2.54
600,1.435,2.585
601,1.345,2.42
602,1.22,2.645
603,1.385,2.51
604,1.43,2.53
605,1.495,2.695
606,1.4,2.7
607,1.42,2.595
608,1.285,2.46
609,1.395,2.595
610,1.6,2.775
611,1.405,2.53
612,1.365,2.54
613,1.325,2.6
614,1.225,2.4
615,1.285,2.635
616,1.505,2.73
617,1.525,2.575
618,1.39,2.64
619,1.225,2.525
620,1.175,2.625
621,1.18,2.53
622,1.435,2.71
623,1.335,2.56
624,1.325,2.6
625,1.425,2.525
626,1.475,2.625
627,1.415,2.59
628,1.4,2.6
629,1.37,2.595
630,1.38,2.455
631,1.605,2.705
632,1.33,2.605
633,1.52,2.72
634,1.205,2.505
635,1.28,2.555
636,1.41,2.56
637,1.38,2.48
638,1.39,2.59
639,1.475,2.55
640,1.32,2.42
641,1.45,2.525
642,1.435,2.56
643,1.4,2.625
644,1.545,2.62
645,1.385,2.66
646,1.405,2.605
647,1.445,2.67
648,1.525,2.575
649,1.18,2.405
650,1.515,2.615
651,1.265,2.465
652,1.28,2.48
653,1.505,2.655
654,1.375,2.525
655,1.475,2.45
656,1.5,2.7
657,1.385,2.61
658,1.49,2.64
659,1.29,2.565
660,1.5,2.775
661,1.365,2.59
662,1.435,2.785
663,1.35,2.6
664,1.29,2.415
665,1.56,2.585
666,1.51,2.735
667,1.41,2.56
668,1.48,2.68
669,1.385,2.66
670,1.375,2.55
671,1.39,2.665
672,1.515,2.665
673,1.315,2.64
674,1.37,2.495
675,1.325,2.65
676,1.34,2.565
677,1.57,2.595
678,1.3,2.65
679,1.53,2.63
680,1.295,2.445
681,1.25,2.525
682,1.37,2.545
683,1.19,2.49
684,1.405,2.705
685,1.455,2.58
686,1.355,2.455
687,1.475,2.6
688,1.425,2.55
689,1.41,2.535
690,1.29,2.515
691,1.39,2.565
692,1.35,2.5
693,1.415,2.49
694,1.475,2.5
695,1.35,2.625
696,1.45,2.55
697,1.445,2.645
698,1.35,2.525
699,1.215,2.44
700,1.44,2.69
701,1.335,2.61
702,1.41,2.635
703,1.42,2.695
704,1.53,2.58
705,1.315,2.565
706,1.485,2.61
707,1.35,2.475
708,1.355,2.68
709,1.575,2.575
710,1.51,2.535
711,1.32,2.545
712,1.495,2.62
713,1.445,2.72
714,1.265,2.565
715,1.38,2.605
716,1.355,2.555
717,1.305,2.505
718,1.42,2.645
719,1.525,2.575
720,1.375,2.6
721,1.53,2.655
722,1.41,2.66
723,1.39,2.59
724,1.56,2.61
725,1.385,2.585
726,1.35,2.575
727,1.445,2.645
728,1.405,2.505
729,1.495,2.67
730,1.38,2.48
731,1.27,2.595
732,1.48,2.505
733,1.32,2.52
734,1.33,2.43
735,1.385,2.635
736,1.42,2.645
737,1.41,2.56
738,1.375,2.6
739,1.56,2.66
740,1.44,2.565
741,1.365,2.565
742,1.515,2.615
743,1.305,2.505
744,1.415,2.64
745,1.55,2.725
746,1.58,2.83
747,1.355,2.48
748,1.69,2.715
749,1.345,2.445
750,1.325,2.4
751,1.565,2.74
752,1.575,2.8
753,1.52,2.495
754,1.26,2.435
755,1.35,2.625
756,1.45,2.7
757,1.355,2.605
758,1.34,2.665
759,1.39,2.765
760,1.375,2.55
761,1.43,2.605
762,1.395,2.52
763,1.56,2.535
764,1.62,2.72
765,1.4,2.375
766,1.58,2.63
767,1.395,2.545
768,1.405,2.73
769,1.35,2.575
770,1.435,2.71
771,1.3,2.35
772,1.49,2.69
773,1.445,2.595
774,1.59,2.765
775,1.45,2.65
776,1.425,2.7
777,1.37,2.445
778,1.105,2.48
779,1.535,2.61
780,1.465,2.715
781,1.47,2.695
782,1.58,2.805
783,1.26,2.535
784,1.405,2.58
785,1.395,2.62
786,1.375,2.625
787,1.415,2.59
788,1.26,2.56
789,1.335,2.46
790,1.295,2.57
791,1.36,2.51
792,1.565,2.665
793,1.43,2.63
794,1.405,2.655
795,1.37,2.77
796,1.415,2.79
797,1.385,2.485
798,1.51,2.635
799,1.435,2.66
800,1.5,2.7
801,1.535,2.71
802,1.545,2.545
803,1.395,2.47
804,1.535,2.71
805,1.435,2.61
806,1.275,2.65
807,1.46,2.76
808,1.265,2.54
809,1.54,2.74
810,1.535,2.71
811,1.48,2.755
812,1.375,2.45
813,1.51,2.76
814,1.475,2.65
815,1.39,2.365
816,1.47,2.545
817,1.32,2.545
818,1.345,2.57
819,1.44,2.39
820,1.13,2.53
821,1.37,2.62
822,1.485,2.56
823,1.315,2.49
824,1.4,2.575
825,1.485,2.66
826,1.365,2.64
827,1.42,2.595
828,1.515,2.665
829,1.37,2.545
830,1.27,2.445
831,1.295,2.595
832,1.32,2.545
833,1.465,2.59
834,1.57,2.67
835,1.475,2.6
836,1.415,2.515
837,1.365,2.49
838,1.47,2.57
839,1.485,2.56
840,1.32,2.32
841,1.58,2.705
842,1.565,2.64
843,1.455,2.655
844,1.305,2.405
845,1.475,2.625
846,1.535,2.61
847,1.35,2.625
848,1.405,2.555
849,1.385,2.535
850,1.27,2.57
851,1.36,2.56
852,1.335,2.51
853,1.3,2.6
854,1.27,2.545
855,1.48,2.53
856,1.485,2.585
857,1.41,2.585
858,1.39,2.54
859,1.405,2.48
860,1.25,2.7
861,1.535,2.71
862,1.405,2.63
863,1.385,2.685
864,1.435,2.56
865,1.255,2.53
866,1.58,2.655
867,1.44,2.64
868,1.265,2.34
869,1.52,2.62
870,1.4,2.7
871,1.27,2.47
872,1.42,2.645
873,1.405,2.63
874,1.335,2.535
875,1.39,2.615
876,1.44,2.74
877,1.555,2.605
878,1.3,2.425
879,1.31,2.61
880,1.35,2.5
881,1.415,2.615
882,1.565,2.765
883,1.505,2.63
884,1.46,2.585
885,1.335,2.635
886,1.435,2.685
887,1.555,2.68
888,1.48,2.805
889,1.26,2.585
890,1.445,2.62
891,1.56,2.56
892,1.42,2.57
893,1.37,2.52
894,1.42,2.67
895,1.505,2.58
896,1.34,2.64
897,1.415,2.565
898,1.525,2.7
899,1.26,2.535
900,1.31,2.685
901,1.355,2.53
902,1.51,2.685
903,1.375,2.525
904,1.52,2.745
905,1.575,2.625
906,1.405,2.555
907,1.26,2.66
908,1.46,2.66
909,1.415,2.565
910,1.255,2.705
911,1.43,2.605
912,1.24,2.59
913,1.505,2.755
914,1.4,2.6
915,1.36,2.56
916,1.49,2.54
917,1.485,2.56
918,1.32,2.395
919,1.315,2.54
920,1.4,2.675
921,1.37,2.545
922,1.28,2.555
923,1.385,2.635
924,1.355,2.505
925,1.42,2.52
926,1.435,2.585
927,1.535,2.71
928,1.375,2.625
929,1.325,2.525
930,1.45,2.625
931,1.26,2.51
932,1.555,2.605
933,1.23,2.53
934,1.325,2.475
935,1.4,2.55
936,1.395,2.52
937,1.435,2.635
938,1.575,2.675
939,1.425,2.525
940,1.505,2.505
941,1.445,2.495
942,1.3,2.6
943,1.405,2.505
944,1.4,2.55
945,1.41,2.56
946,1.355,2.68
947,1.465,2.515
948,1.285,2.61
949,1.405,2.53
950,1.28,2.555
951,1.26,2.51
952,1.285,2.535
953,1.245,2.595
954,1.535,2.685
955,1.385,2.685
956,1.38,2.555
957,1.27,2.52
958,1.39,2.59
959,1.405,2.53
960,1.26,2.535
961,1.365,2.49
962,1.33,2.53
963,1.435,2.735
964,1.23,2.53
965,1.325,2.525
966,1.415,2.64
967,1.415,2.665
968,1.495,2.77
969,1.395,2.495
970,1.335,2.56
971,1.31,2.585
972,1.21,2.41
973,1.6,2.725
974,1.295,2.395
975,1.34,2.415
976,1.46,2.66
977,1.36,2.635
978,1.345,2.595
979,1.415,2.59
980,1.33,2.63
981,1.485,2.56
982,1.61,2.66
983,1.41,2.485
984,1.43,2.755
985,1.44,2.565
986,1.42,2.695
987,1.315,2.54
988,1.32,2.57
989,1.465,2.665
990,1.395,2.595
991,1.295,2.545
992,1.31,2.485
993,1.22,2.395
994,1.335,2.76
995,1.405,2.58
996,1.395,2.62
997,1.245,2.445
998,1.51,2.46
999,1.265,2.49
