,NeuralAgent_Student3_200bAgent,Student3_200bAgent
0,2.175,2.225
1,2.225,2.175
2,2.31,2.185
3,2.46,2.285
4,1.96,2.16
5,2.28,2.255
6,2.32,2.27
7,2.545,2.27
8,2.275,2.25
9,2.205,2.305
10,2.33,2.305
11,2.075,2.175
12,2.205,2.28
13,2.175,2.25
14,2.21,2.235
15,2.225,2.275
16,2.385,2.26
17,2.065,2.215
18,2.425,2.275
19,2.28,2.33
20,2.305,2.205
21,2.29,2.24
22,2.165,2.24
23,2.365,2.24
24,2.17,2.17
25,2.39,2.315
26,2.31,2.31
27,2.44,2.29
28,2.445,2.22
29,2.335,2.235
30,2.3,2.275
31,2.675,2.35
32,2.2,2.275
33,2.33,2.255
34,2.345,2.32
35,2.19,2.24
36,2.27,2.195
37,2.41,2.285
38,2.435,2.235
39,2.05,2.075
40,2.32,2.37
41,2.285,2.185
42,2.205,2.28
43,2.305,2.23
44,2.33,2.355
45,2.49,2.215
46,2.495,2.295
47,2.25,2.225
48,2.255,2.28
49,2.56,2.36
50,2.37,2.27
51,2.155,2.205
52,2.31,2.285
53,2.245,2.27
54,2.53,2.28
55,2.1,2.25
56,2.44,2.29
57,2.36,2.285
58,2.48,2.33
59,2.205,2.255
60,2.39,2.315
61,2.615,2.365
62,2.36,2.235
63,2.44,2.265
64,2.21,2.335
65,2.46,2.335
66,2.205,2.23
67,2.23,2.305
68,2.635,2.36
69,2.36,2.26
70,2.69,2.39
71,2.085,2.335
72,2.41,2.235
73,2.075,2.175
74,2.495,2.295
75,2.525,2.275
76,2.365,2.29
77,2.445,2.37
78,2.305,2.18
79,2.385,2.285
80,2.53,2.305
81,2.42,2.22
82,2.255,2.205
83,2.4,2.3
84,2.6,2.275
85,2.47,2.32
86,2.415,2.29
87,2.5,2.3
88,2.295,2.295
89,2.245,2.245
90,2.335,2.26
91,2.36,2.285
92,2.5,2.375
93,2.22,2.22
94,2.56,2.385
95,2.7,2.325
96,2.155,2.23
97,2.46,2.285
98,2.51,2.31
99,2.475,2.375
100,2.59,2.265
101,1.98,2.23
102,2.37,2.22
103,2.25,2.125
104,2.485,2.335
105,2.575,2.275
106,1.94,2.215
107,2.325,2.275
108,2.31,2.26
109,2.145,2.345
110,2.3,2.225
111,2.255,2.33
112,2.285,2.26
113,2.595,2.295
114,2.53,2.28
115,2.485,2.26
116,2.395,2.345
117,2.485,2.235
118,2.585,2.26
119,2.465,2.315
120,2.165,2.265
121,2.735,2.335
122,2.19,2.24
123,2.33,2.33
124,2.44,2.24
125,2.475,2.3
126,2.23,2.23
127,2.26,2.285
128,2.25,2.275
129,2.26,2.21
130,2.48,2.255
131,2.515,2.315
132,2.45,2.325
133,2.475,2.225
134,2.62,2.345
135,2.34,2.215
136,2.51,2.31
137,2.46,2.26
138,2.405,2.305
139,2.525,2.325
140,2.205,2.23
141,2.405,2.28
142,2.39,2.24
143,2.32,2.37
144,2.555,2.33
145,2.505,2.28
146,2.495,2.295
147,2.35,2.225
148,2.58,2.33
149,2.445,2.295
150,2.455,2.33
151,2.5,2.3
152,2.69,2.34
153,2.26,2.26
154,2.785,2.435
155,2.325,2.275
156,2.465,2.315
157,2.55,2.375
158,2.38,2.33
159,2.49,2.315
160,2.51,2.335
161,2.43,2.28
162,2.42,2.32
163,2.445,2.32
164,2.23,2.305
165,2.495,2.245
166,2.525,2.35
167,2.805,2.38
168,2.485,2.26
169,2.5,2.375
170,2.56,2.285
171,2.63,2.355
172,2.6,2.35
173,2.3,2.3
174,2.425,2.25
175,2.395,2.345
176,2.64,2.34
177,2.62,2.295
178,2.63,2.355
179,2.365,2.365
180,2.475,2.425
181,2.71,2.385
182,2.485,2.385
183,2.345,2.32
184,2.535,2.31
185,2.565,2.34
186,2.76,2.31
187,2.62,2.295
188,2.44,2.265
189,2.445,2.32
190,2.635,2.385
191,2.76,2.41
192,2.53,2.33
193,2.835,2.335
194,2.75,2.4
195,2.5,2.325
196,2.525,2.35
197,2.595,2.37
198,2.54,2.39
199,2.635,2.36
200,2.47,2.27
201,2.47,2.345
202,2.745,2.345
203,2.675,2.4
204,2.78,2.355
205,2.64,2.39
206,2.425,2.3
207,2.6,2.325
208,2.63,2.38
209,2.25,2.3
210,2.5,2.3
211,2.475,2.275
212,2.64,2.29
213,2.38,2.305
214,2.68,2.405
215,2.48,2.305
216,2.67,2.47
217,2.3,2.3
218,2.765,2.465
219,2.52,2.345
220,2.825,2.425
221,2.745,2.32
222,2.76,2.435
223,2.58,2.405
224,2.685,2.36
225,2.795,2.42
226,2.455,2.355
227,2.595,2.345
228,2.78,2.38
229,2.745,2.345
230,2.67,2.345
231,2.64,2.29
232,2.82,2.445
233,2.66,2.385
234,2.605,2.38
235,2.6,2.5
236,2.82,2.42
237,2.55,2.325
238,2.905,2.43
239,3.045,2.395
240,2.745,2.395
241,2.705,2.405
242,2.455,2.33
243,2.71,2.485
244,2.56,2.36
245,2.72,2.37
246,2.875,2.4
247,2.655,2.405
248,2.805,2.355
249,2.67,2.445
250,2.835,2.41
251,2.42,2.32
252,2.64,2.415
253,2.635,2.41
254,2.815,2.465
255,2.75,2.35
256,2.925,2.425
257,2.725,2.4
258,2.65,2.425
259,2.825,2.425
260,2.89,2.34
261,2.79,2.44
262,2.96,2.36
263,2.585,2.46
264,2.72,2.47
265,2.675,2.475
266,2.9,2.35
267,2.84,2.34
268,2.76,2.36
269,2.825,2.4
270,2.475,2.425
271,2.92,2.445
272,2.96,2.435
273,2.665,2.44
274,2.92,2.42
275,2.94,2.39
276,2.92,2.445
277,2.825,2.35
278,2.72,2.445
279,2.975,2.45
280,2.85,2.5
281,2.805,2.355
282,2.86,2.435
283,2.94,2.465
284,2.755,2.38
285,2.835,2.46
286,2.89,2.44
287,2.855,2.355
288,2.9,2.425
289,2.735,2.385
290,2.925,2.45
291,2.695,2.445
292,2.85,2.425
293,2.9,2.45
294,2.795,2.52
295,2.815,2.415
296,2.84,2.49
297,2.82,2.495
298,2.825,2.425
299,2.94,2.465
300,3.09,2.49
301,2.96,2.485
302,2.7,2.45
303,3.01,2.535
304,2.97,2.47
305,2.935,2.435
306,3.005,2.455
307,2.96,2.51
308,2.75,2.45
309,2.94,2.44
310,2.91,2.46
311,2.99,2.39
312,2.99,2.49
313,2.875,2.5
314,2.865,2.465
315,2.905,2.455
316,3.01,2.485
317,3.06,2.56
318,3.115,2.365
319,2.98,2.48
320,3.065,2.465
321,3.015,2.54
322,2.905,2.53
323,2.885,2.485
324,3.04,2.465
325,3.04,2.49
