,NeuralAgent_Student5_200mAgent,Student5_200mAgent
195,2.11,2.435
196,2.095,2.62
197,2.14,2.515
198,2.105,2.405
199,2.125,2.55
200,2.12,2.57
201,2.155,2.63
202,2.145,2.545
203,2.11,2.56
204,2.105,2.58
205,2.05,2.675
206,2.11,2.66
207,2.095,2.72
208,2.09,2.815
209,2.065,2.665
210,2.125,2.55
211,2.145,2.495
212,2.06,2.735
213,2.06,2.71
214,2.095,2.545
215,2.055,2.73
216,2.085,2.61
217,2.085,2.635
218,2.1,2.55
219,2.045,2.795
220,2.11,2.51
221,2.165,2.49
222,2.175,2.55
223,2.12,2.595
224,1.995,2.87
225,2.065,2.665
226,2.01,2.86
227,2.155,2.555
228,2.05,2.7
229,2.1,2.6
230,2.12,2.62
231,2.1,2.55
232,2.015,2.79
233,2.095,2.57
234,2.035,2.76
235,2.1,2.75
236,2.105,2.68
237,1.945,2.895
238,2.045,2.52
239,2.16,2.61
240,2.1,2.675
241,2.03,2.755
242,2.025,2.775
243,2.105,2.63
244,2.08,2.63
245,2.09,2.69
246,2.02,2.82
247,2.005,2.73
248,2.005,2.83
249,2.13,2.68
250,2.08,2.705
251,2.05,2.8
252,2.06,2.685
253,1.995,2.82
254,1.99,2.94
255,2.065,2.715
256,2.01,2.735
257,2.01,2.91
258,2.035,2.81
259,2.075,2.7
260,2.045,2.745
261,2.01,2.885
262,2.08,2.655
263,2.015,2.74
264,1.995,2.795
265,2.06,2.76
266,1.98,2.805
267,2.0,2.8
268,2.025,2.775
269,1.96,2.81
270,1.975,2.8
271,2.02,2.87
272,1.97,2.895
273,1.98,2.93
274,2.035,2.785
275,2.085,2.56
276,1.995,2.945
277,1.99,2.84
278,2.015,2.79
279,2.015,2.815
280,2.03,2.855
281,1.9,3.025
282,2.0,2.975
283,2.06,2.735
284,1.995,2.92
285,1.995,2.92
286,1.97,2.945
287,1.985,2.985
288,2.06,2.66
289,2.035,2.785
290,2.08,2.605
291,1.97,2.995
292,1.97,2.92
293,1.98,2.955
294,2.05,2.75
295,1.98,2.88
296,2.025,2.925
297,1.955,3.03
298,1.96,2.91
299,1.965,2.94
300,2.03,2.83
301,2.005,2.83
302,1.965,2.89
303,2.0,2.9
304,1.995,2.895
305,1.935,2.96
306,1.94,2.965
307,1.915,2.965
308,1.905,3.08
309,1.97,2.87
310,1.945,3.12
311,1.945,2.895
312,1.935,3.035
313,2.005,2.88
314,1.895,3.12
315,2.02,2.87
316,1.97,2.87
317,1.965,2.99
318,1.895,3.07
319,1.915,2.94
320,1.94,3.115
321,1.855,3.155
322,1.815,3.265
323,1.93,3.105
324,1.955,2.98
325,2.0,2.975
326,1.94,2.99
327,1.965,2.99
328,1.965,2.99
329,1.98,2.93
330,1.915,3.14
331,2.0,2.9
332,1.94,2.99
333,2.01,2.935
334,1.955,2.93
335,1.86,3.21
336,1.83,3.28
337,1.92,3.02
338,1.92,3.045
339,2.0,2.9
340,1.885,3.06
341,1.885,3.11
342,1.975,3.0
343,1.905,3.155
344,1.865,3.29
345,1.855,3.155
346,1.935,3.01
347,1.92,2.97
348,1.93,3.055
349,1.885,3.11
350,1.87,3.17
351,1.97,2.995
352,1.88,3.08
353,1.91,3.185
354,1.86,3.185
355,1.86,3.185
356,1.89,3.09
357,1.87,3.12
358,1.825,3.2
359,1.825,3.225
360,1.865,3.115
361,1.89,3.24
362,1.95,3.0
363,1.87,3.145
364,1.84,3.24
365,1.95,3.075
366,1.9,3.125
367,1.865,3.165
368,1.885,3.185
369,1.825,3.15
370,1.86,3.235
371,1.945,2.97
372,1.805,3.28
373,1.865,3.165
374,1.81,3.26
375,1.865,3.165
376,1.8,3.35
377,1.8,3.375
378,1.9,3.025
379,1.835,3.26
380,1.87,3.195
381,1.81,3.335
382,1.845,3.17
383,1.835,3.26
384,1.885,3.11
385,1.885,3.11
386,1.93,3.08
387,1.855,3.305
388,1.85,3.175
389,1.845,3.32
390,1.905,3.18
391,1.83,3.23
392,1.825,3.25
393,1.865,3.09
394,1.89,3.14
395,1.87,3.195
396,1.86,3.185
397,1.85,3.225
398,1.86,3.21
399,1.91,3.16
400,1.835,3.085
401,1.855,3.355
402,1.82,3.395
403,1.87,3.145
404,1.845,3.22
405,1.795,3.27
406,1.805,3.255
407,1.905,3.105
408,1.875,3.225
409,1.775,3.35
410,1.885,3.135
411,1.805,3.28
412,1.895,3.145
413,1.825,3.35
414,1.855,3.23
415,1.845,3.245
416,1.85,3.25
417,1.835,3.285
418,1.86,3.235
419,1.795,3.345
420,1.8,3.275
421,1.775,3.35
422,1.75,3.45
423,1.83,3.255
424,1.87,3.145
425,1.785,3.285
426,1.825,3.275
427,1.805,3.355
428,1.82,3.32
429,1.845,3.195
430,1.725,3.475
431,1.8,3.325
432,1.835,3.31
433,1.82,3.245
434,1.785,3.335
435,1.745,3.495
436,1.85,3.275
437,1.82,3.37
438,1.76,3.51
439,1.84,3.265
440,1.775,3.475
441,1.835,3.31
442,1.76,3.41
443,1.815,3.29
444,1.78,3.405
445,1.785,3.435
446,1.76,3.41
447,1.85,3.2
448,1.74,3.49
449,1.775,3.4
450,1.83,3.355
451,1.86,3.235
452,1.755,3.455
453,1.84,3.265
454,1.83,3.33
455,1.765,3.44
456,1.875,3.25
457,1.79,3.315
458,1.77,3.445
459,1.78,3.38
460,1.775,3.375
461,1.81,3.36
462,1.775,3.425
463,1.87,3.27
464,1.805,3.355
465,1.8,3.35
466,1.75,3.45
467,1.775,3.4
468,1.73,3.38
469,1.795,3.42
470,1.8,3.3
471,1.775,3.425
472,1.73,3.505
473,1.83,3.28
474,1.805,3.355
475,1.83,3.33
476,1.735,3.46
477,1.79,3.315
478,1.785,3.335
479,1.75,3.475
480,1.81,3.36
481,1.8,3.4
482,1.71,3.51
483,1.745,3.445
484,1.735,3.485
485,1.735,3.485
486,1.72,3.595
487,1.785,3.41
488,1.725,3.55
489,1.705,3.555
490,1.72,3.52
491,1.765,3.415
492,1.78,3.405
493,1.755,3.505
494,1.69,3.59
495,1.755,3.48
496,1.82,3.295
497,1.765,3.49
498,1.775,3.425
499,1.72,3.545
500,1.725,3.5
501,1.79,3.39
502,1.715,3.515
503,1.71,3.535
504,1.785,3.46
505,1.75,3.525
506,1.725,3.5
507,1.725,3.525
508,1.775,3.45
509,1.675,3.6
510,1.745,3.495
511,1.685,3.56
512,1.72,3.545
513,1.735,3.51
514,1.72,3.52
515,1.76,3.485
516,1.755,3.605
517,1.79,3.49
518,1.735,3.56
519,1.75,3.5
520,1.72,3.52
521,1.735,3.535
522,1.69,3.665
523,1.685,3.535
524,1.725,3.55
525,1.73,3.53
526,1.735,3.535
527,1.825,3.35
528,1.7,3.575
529,1.7,3.625
530,1.69,3.54
531,1.675,3.7
532,1.795,3.47
533,1.75,3.525
534,1.755,3.505
535,1.66,3.585
536,1.78,3.48
537,1.7,3.6
538,1.675,3.625
539,1.7,3.6
540,1.695,3.645
541,1.72,3.595
542,1.77,3.395
543,1.69,3.54
544,1.725,3.6
545,1.695,3.62
546,1.735,3.535
547,1.745,3.445
548,1.68,3.68
549,1.705,3.605
550,1.705,3.58
551,1.645,3.72
552,1.72,3.57
553,1.735,3.535
554,1.69,3.665
555,1.695,3.62
556,1.695,3.62
557,1.685,3.61
558,1.705,3.555
559,1.67,3.72
560,1.755,3.58
561,1.665,3.615
562,1.735,3.535
563,1.74,3.565
564,1.71,3.585
565,1.75,3.5
566,1.65,3.675
567,1.69,3.59
568,1.645,3.695
569,1.71,3.635
570,1.69,3.59
571,1.75,3.525
572,1.735,3.485
573,1.7,3.6
574,1.73,3.505
575,1.75,3.525
576,1.69,3.69
577,1.725,3.525
578,1.7,3.6
579,1.715,3.565
580,1.7,3.6
581,1.685,3.56
582,1.69,3.615
583,1.73,3.555
584,1.685,3.635
585,1.785,3.535
586,1.77,3.52
587,1.73,3.53
588,1.705,3.58
589,1.7,3.625
590,1.675,3.65
591,1.63,3.68
592,1.68,3.655
593,1.73,3.555
594,1.745,3.52
595,1.64,3.74
596,1.715,3.54
597,1.71,3.61
598,1.65,3.675
599,1.72,3.57
600,1.69,3.665
601,1.69,3.69
602,1.66,3.66
603,1.695,3.645
604,1.805,3.48
605,1.675,3.675
606,1.675,3.65
607,1.71,3.635
608,1.69,3.59
609,1.78,3.43
610,1.75,3.55
611,1.73,3.58
612,1.68,3.655
613,1.71,3.585
614,1.715,3.59
615,1.76,3.56
616,1.78,3.505
617,1.665,3.69
618,1.73,3.58
619,1.725,3.55
620,1.63,3.755
621,1.755,3.53
622,1.75,3.525
623,1.71,3.61
624,1.685,3.635
625,1.69,3.615
626,1.7,3.6
627,1.77,3.47
628,1.685,3.66
629,1.735,3.56
630,1.685,3.61
631,1.625,3.725
632,1.75,3.5
633,1.65,3.7
634,1.705,3.655
635,1.765,3.565
636,1.76,3.485
637,1.71,3.61
638,1.71,3.585
639,1.84,3.44
640,1.69,3.665
641,1.675,3.65
642,1.715,3.615
643,1.685,3.61
644,1.74,3.515
645,1.745,3.52
646,1.735,3.585
647,1.76,3.535
648,1.705,3.655
649,1.665,3.69
650,1.71,3.56
651,1.685,3.61
652,1.69,3.615
653,1.71,3.585
654,1.695,3.62
655,1.745,3.595
656,1.785,3.535
657,1.725,3.6
658,1.735,3.56
659,1.685,3.66
660,1.695,3.67
661,1.68,3.655
662,1.73,3.58
663,1.725,3.525
664,1.73,3.58
665,1.8,3.525
666,1.725,3.6
667,1.725,3.55
668,1.7,3.625
669,1.715,3.64
670,1.74,3.565
671,1.735,3.51
672,1.735,3.51
673,1.685,3.66
674,1.715,3.565
675,1.65,3.675
676,1.73,3.555
677,1.685,3.71
678,1.735,3.46
679,1.73,3.53
680,1.765,3.49
681,1.72,3.545
682,1.71,3.635
683,1.71,3.61
684,1.755,3.555
685,1.71,3.635
686,1.7,3.6
687,1.695,3.545
688,1.68,3.605
689,1.66,3.685
690,1.725,3.6
691,1.74,3.59
692,1.715,3.565
693,1.635,3.685
694,1.685,3.66
695,1.68,3.655
696,1.745,3.545
697,1.7,3.625
698,1.75,3.525
699,1.72,3.57
700,1.66,3.735
701,1.655,3.68
702,1.78,3.505
703,1.755,3.505
704,1.73,3.555
705,1.715,3.515
706,1.755,3.48
707,1.75,3.525
708,1.745,3.57
709,1.695,3.62
710,1.7,3.65
711,1.755,3.53
712,1.695,3.62
713,1.71,3.61
714,1.735,3.56
715,1.745,3.47
716,1.755,3.505
717,1.675,3.65
718,1.765,3.49
719,1.705,3.58
720,1.71,3.56
721,1.71,3.56
722,1.705,3.63
723,1.675,3.625
724,1.73,3.58
725,1.68,3.655
726,1.75,3.525
727,1.735,3.535
728,1.73,3.53
729,1.765,3.54
730,1.655,3.705
731,1.76,3.56
732,1.75,3.5
733,1.775,3.5
734,1.755,3.53
735,1.755,3.505
736,1.705,3.58
737,1.8,3.475
738,1.705,3.555
739,1.735,3.585
740,1.78,3.48
741,1.75,3.575
742,1.735,3.535
743,1.675,3.625
744,1.69,3.615
745,1.73,3.48
746,1.715,3.515
747,1.66,3.66
748,1.775,3.55
749,1.78,3.48
750,1.785,3.46
751,1.705,3.605
752,1.77,3.52
753,1.7,3.6
754,1.785,3.485
755,1.755,3.53
756,1.755,3.53
757,1.705,3.555
758,1.795,3.395
759,1.715,3.59
760,1.765,3.515
761,1.675,3.675
762,1.66,3.635
763,1.765,3.49
764,1.68,3.63
765,1.72,3.57
766,1.74,3.44
767,1.77,3.495
768,1.785,3.51
769,1.74,3.54
770,1.745,3.57
771,1.76,3.51
772,1.785,3.485
773,1.83,3.405
774,1.67,3.67
775,1.78,3.48
776,1.77,3.495
777,1.73,3.505
778,1.735,3.585
779,1.73,3.48
780,1.765,3.465
781,1.705,3.63
782,1.7,3.575
783,1.73,3.58
784,1.77,3.545
785,1.75,3.5
786,1.715,3.465
787,1.7,3.625
788,1.74,3.49
789,1.805,3.455
790,1.745,3.52
791,1.74,3.565
792,1.715,3.565
793,1.725,3.575
794,1.75,3.525
795,1.78,3.455
796,1.745,3.52
797,1.795,3.495
798,1.74,3.54
799,1.785,3.535
800,1.73,3.555
801,1.705,3.63
802,1.835,3.385
803,1.775,3.525
804,1.735,3.535
805,1.73,3.53
806,1.78,3.38
807,1.815,3.465
808,1.765,3.54
809,1.765,3.515
810,1.73,3.505
811,1.74,3.49
812,1.785,3.41
813,1.765,3.465
814,1.775,3.45
815,1.73,3.555
816,1.785,3.485
817,1.76,3.535
818,1.69,3.615
819,1.76,3.485
820,1.765,3.515
821,1.755,3.455
822,1.735,3.46
823,1.755,3.48
824,1.825,3.4
825,1.645,3.695
826,1.74,3.565
827,1.695,3.595
828,1.785,3.485
829,1.73,3.53
830,1.735,3.51
831,1.765,3.465
832,1.69,3.59
833,1.785,3.46
834,1.745,3.52
835,1.71,3.535
836,1.785,3.485
837,1.755,3.53
838,1.69,3.565
839,1.74,3.565
840,1.8,3.45
841,1.775,3.475
842,1.815,3.415
843,1.795,3.42
844,1.785,3.385
845,1.745,3.545
846,1.71,3.56
847,1.75,3.525
848,1.82,3.37
849,1.805,3.405
850,1.75,3.45
851,1.705,3.555
852,1.73,3.53
853,1.795,3.42
854,1.79,3.44
855,1.78,3.48
856,1.755,3.455
857,1.685,3.585
858,1.75,3.525
859,1.81,3.36
860,1.735,3.485
861,1.795,3.445
862,1.865,3.29
863,1.82,3.37
864,1.76,3.435
865,1.775,3.45
866,1.77,3.495
867,1.795,3.42
868,1.795,3.395
869,1.72,3.595
870,1.765,3.49
871,1.78,3.455
872,1.775,3.5
873,1.815,3.39
874,1.73,3.505
875,1.76,3.535
876,1.83,3.33
877,1.76,3.51
878,1.79,3.465
879,1.77,3.395
880,1.79,3.415
881,1.71,3.56
882,1.785,3.485
883,1.805,3.43
884,1.695,3.595
885,1.725,3.425
886,1.815,3.44
887,1.785,3.485
888,1.79,3.365
889,1.77,3.52
890,1.73,3.48
891,1.825,3.425
892,1.79,3.415
893,1.765,3.465
894,1.815,3.44
895,1.77,3.395
896,1.86,3.335
897,1.805,3.43
898,1.83,3.405
899,1.73,3.48
900,1.79,3.415
901,1.785,3.41
902,1.825,3.35
903,1.715,3.54
904,1.77,3.395
905,1.815,3.415
906,1.785,3.385
907,1.845,3.37
908,1.835,3.36
909,1.685,3.56
910,1.74,3.465
911,1.78,3.455
912,1.73,3.505
913,1.71,3.535
914,1.81,3.36
915,1.785,3.46
916,1.835,3.335
917,1.725,3.475
918,1.815,3.415
919,1.78,3.505
920,1.815,3.39
921,1.805,3.355
922,1.855,3.355
923,1.75,3.425
924,1.82,3.345
925,1.705,3.505
926,1.815,3.34
927,1.795,3.445
928,1.79,3.365
929,1.775,3.425
930,1.865,3.34
931,1.805,3.38
932,1.81,3.385
933,1.765,3.44
934,1.78,3.48
935,1.885,3.31
936,1.82,3.32
937,1.785,3.46
938,1.775,3.375
939,1.845,3.345
940,1.8,3.425
941,1.84,3.34
942,1.78,3.405
943,1.795,3.345
944,1.85,3.35
945,1.83,3.405
946,1.77,3.42
947,1.755,3.405
948,1.805,3.48
949,1.795,3.445
950,1.89,3.29
951,1.815,3.365
952,1.785,3.46
953,1.84,3.315
954,1.74,3.44
955,1.795,3.42
956,1.855,3.305
957,1.8,3.375
958,1.79,3.39
959,1.75,3.475
960,1.85,3.325
961,1.84,3.265
962,1.755,3.605
963,1.795,3.395
964,1.79,3.415
965,1.77,3.47
966,1.835,3.385
967,1.77,3.445
968,1.79,3.44
969,1.805,3.405
970,1.795,3.42
971,1.905,3.23
972,1.8,3.425
973,1.78,3.455
974,1.82,3.37
975,1.78,3.405
976,1.765,3.39
977,1.775,3.45
978,1.785,3.435
979,1.795,3.42
980,1.85,3.3
981,1.795,3.395
982,1.83,3.355
983,1.805,3.43
984,1.835,3.285
985,1.845,3.32
986,1.87,3.295
987,1.85,3.325
988,1.855,3.255
989,1.785,3.485
990,1.84,3.29
991,1.805,3.38
992,1.85,3.325
993,1.84,3.29
994,1.88,3.205
995,1.895,3.27
996,1.805,3.405
997,1.81,3.41
998,1.82,3.345
999,1.88,3.305
