,NeuralAgentOpMe_Student17_200mAgent_rng,Student17_200mAgent
0,0.925,1.3
1,0.54,2.84
2,0.565,2.74
3,0.53,2.88
4,0.535,2.86
5,0.565,2.74
6,0.505,2.98
7,0.525,2.9
8,0.5,3.0
9,0.545,2.82
10,0.555,2.78
11,0.52,2.92
12,0.475,3.1
13,0.495,3.02
14,0.58,2.68
15,0.47,3.12
16,0.585,2.66
17,0.525,2.9
18,0.525,2.9
19,0.505,2.98
20,0.52,2.92
21,0.57,2.72
22,0.56,2.76
23,0.5,3.0
24,0.56,2.76
25,0.51,2.96
26,0.535,2.86
27,0.495,3.02
28,0.51,2.96
29,0.48,3.08
30,0.495,3.02
31,0.495,3.02
32,0.5,3.0
33,0.5,3.0
34,0.54,2.84
35,0.5,3.0
36,0.49,3.04
37,0.515,2.94
38,0.47,3.12
39,0.45,3.2
40,0.535,2.86
41,0.445,3.22
42,0.505,2.98
43,0.49,3.04
44,0.455,3.18
45,0.55,2.8
46,0.485,3.06
47,0.475,3.1
48,0.535,2.86
49,0.475,3.1
50,0.52,2.92
51,0.52,2.92
52,0.535,2.86
53,0.5,3.0
54,0.49,3.04
55,0.475,3.1
56,0.475,3.1
57,0.485,3.06
58,0.495,3.02
59,0.535,2.86
60,0.505,2.98
61,0.55,2.8
62,0.485,3.06
63,0.53,2.88
64,0.485,3.06
65,0.47,3.12
66,0.525,2.9
67,0.505,2.98
68,0.465,3.14
69,0.495,3.02
70,0.5,3.0
71,0.43,3.28
72,0.52,2.92
73,0.49,3.04
74,0.555,2.78
75,0.505,2.98
76,0.49,3.04
77,0.49,3.04
78,0.55,2.8
79,0.475,3.1
80,0.54,2.84
81,0.475,3.1
82,0.49,3.04
83,0.51,2.96
84,0.54,2.84
85,0.445,3.22
86,0.45,3.2
87,0.52,2.92
88,0.52,2.92
89,0.46,3.16
90,0.495,3.02
91,0.53,2.88
92,0.545,2.82
93,0.51,2.96
94,0.475,3.1
95,0.44,3.24
96,0.47,3.12
97,0.545,2.82
98,0.47,3.12
99,0.58,2.68
100,0.535,2.86
101,0.51,2.96
102,0.44,3.24
103,0.51,2.96
104,0.52,2.92
105,0.52,2.92
106,0.515,2.94
107,0.475,3.1
108,0.535,2.86
109,0.525,2.9
110,0.465,3.14
111,0.47,3.12
112,0.45,3.2
113,0.51,2.96
114,0.475,3.1
115,0.52,2.92
116,0.5,3.0
117,0.51,2.96
118,0.44,3.24
119,0.435,3.26
120,0.43,3.28
121,0.505,2.98
122,0.475,3.1
123,0.48,3.08
124,0.41,3.36
125,0.465,3.14
126,0.49,3.04
127,0.445,3.22
128,0.45,3.2
129,0.5,3.0
130,0.45,3.2
131,0.45,3.2
132,0.515,2.94
133,0.475,3.1
134,0.53,2.88
135,0.47,3.12
136,0.45,3.2
137,0.495,3.02
138,0.48,3.08
139,0.48,3.08
140,0.52,2.92
141,0.455,3.18
142,0.49,3.04
143,0.48,3.08
144,0.475,3.1
145,0.43,3.28
146,0.48,3.08
147,0.485,3.06
148,0.46,3.16
149,0.485,3.06
150,0.53,2.88
151,0.48,3.08
152,0.44,3.24
153,0.545,2.82
154,0.465,3.14
155,0.425,3.3
156,0.5,3.0
157,0.425,3.3
158,0.51,2.96
159,0.415,3.34
160,0.44,3.24
161,0.465,3.14
162,0.435,3.26
163,0.535,2.86
164,0.455,3.18
165,0.42,3.32
166,0.485,3.06
167,0.465,3.14
168,0.485,3.06
169,0.43,3.28
170,0.5,3.0
171,0.415,3.34
172,0.505,2.98
173,0.475,3.1
174,0.37,3.52
175,0.435,3.26
176,0.455,3.18
177,0.455,3.18
178,0.455,3.18
179,0.465,3.14
180,0.465,3.14
181,0.45,3.2
182,0.425,3.3
183,0.495,3.02
184,0.445,3.22
185,0.505,2.98
186,0.455,3.18
187,0.455,3.18
188,0.485,3.06
189,0.475,3.1
190,0.43,3.28
191,0.48,3.08
192,0.445,3.22
193,0.405,3.38
194,0.49,3.04
195,0.43,3.28
196,0.495,3.02
197,0.435,3.26
198,0.47,3.12
199,0.48,3.08
200,0.475,3.1
201,0.425,3.3
202,0.44,3.24
203,0.46,3.16
204,0.435,3.26
205,0.43,3.28
206,0.44,3.24
207,0.455,3.18
208,0.41,3.36
209,0.42,3.32
210,0.505,2.98
211,0.425,3.3
212,0.43,3.28
213,0.47,3.12
214,0.465,3.14
215,0.41,3.36
216,0.465,3.14
217,0.42,3.32
218,0.45,3.2
219,0.375,3.5
220,0.375,3.5
221,0.41,3.36
222,0.505,2.98
223,0.37,3.52
224,0.395,3.42
225,0.37,3.52
226,0.39,3.44
227,0.475,3.1
228,0.415,3.34
229,0.45,3.2
230,0.405,3.38
231,0.415,3.34
232,0.42,3.32
233,0.405,3.38
234,0.385,3.46
235,0.395,3.42
236,0.42,3.32
237,0.36,3.56
238,0.415,3.34
239,0.42,3.32
240,0.45,3.2
241,0.34,3.64
242,0.315,3.74
243,0.345,3.62
244,0.375,3.5
245,0.36,3.56
246,0.425,3.3
247,0.395,3.42
248,0.335,3.66
249,0.395,3.42
250,0.4,3.4
251,0.38,3.48
252,0.35,3.6
253,0.43,3.28
254,0.425,3.3
255,0.38,3.48
256,0.345,3.62
257,0.39,3.44
258,0.45,3.2
259,0.4,3.4
260,0.335,3.66
261,0.375,3.5
262,0.37,3.52
263,0.365,3.54
264,0.355,3.58
265,0.365,3.54
266,0.39,3.44
267,0.39,3.44
268,0.355,3.58
269,0.415,3.34
270,0.395,3.42
271,0.36,3.56
272,0.355,3.58
273,0.325,3.7
274,0.35,3.6
275,0.275,3.9
276,0.285,3.86
277,0.41,3.36
278,0.38,3.48
279,0.41,3.36
280,0.305,3.78
281,0.355,3.58
282,0.3,3.8
283,0.365,3.54
284,0.375,3.5
285,0.385,3.46
286,0.33,3.68
287,0.315,3.74
288,0.33,3.68
289,0.325,3.7
290,0.245,4.02
291,0.33,3.68
292,0.34,3.64
293,0.355,3.58
294,0.3,3.8
295,0.265,3.94
296,0.375,3.5
297,0.305,3.78
298,0.295,3.82
299,0.215,4.14
300,0.245,4.02
301,0.265,3.94
302,0.285,3.86
303,0.255,3.98
304,0.285,3.86
305,0.275,3.9
306,0.285,3.86
307,0.295,3.82
308,0.235,4.06
309,0.25,4.0
310,0.31,3.76
311,0.225,4.1
312,0.23,4.08
313,0.225,4.1
314,0.155,4.38
315,0.27,3.92
316,0.21,4.16
317,0.22,4.12
318,0.195,4.22
319,0.225,4.1
320,0.205,4.18
321,0.16,4.36
322,0.17,4.32
323,0.125,4.5
324,0.155,4.38
325,0.17,4.32
326,0.19,4.24
327,0.175,4.3
328,0.165,4.34
329,0.125,4.5
330,0.155,4.38
331,0.105,4.58
332,0.085,4.66
333,0.195,4.22
334,0.18,4.28
335,0.09,4.64
336,0.125,4.5
337,0.14,4.44
338,0.11,4.56
339,0.14,4.44
340,0.08,4.68
341,0.1,4.6
342,0.155,4.38
343,0.11,4.56
344,0.105,4.58
345,0.04,4.84
346,0.095,4.62
347,0.055,4.78
348,0.065,4.74
349,0.025,4.9
350,0.16,4.36
351,0.1,4.6
352,0.055,4.78
353,0.045,4.82
354,0.03,4.88
355,0.02,4.92
356,0.055,4.78
357,0.015,4.94
358,0.05,4.8
359,0.02,4.92
360,0.01,4.96
361,0.045,4.82
362,0.015,4.94
363,0.02,4.92
364,0.02,4.92
365,0.02,4.92
366,0.03,4.88
367,0.01,4.96
368,0.02,4.92
369,0.01,4.96
370,0.005,4.98
371,0.0,5.0
372,0.02,4.92
373,0.01,4.96
374,0.005,4.98
375,0.015,4.94
376,0.045,4.82
377,0.035,4.86
378,0.01,4.96
379,0.005,4.98
380,0.005,4.98
381,0.015,4.94
382,0.005,4.98
383,0.0,5.0
384,0.01,4.96
385,0.005,4.98
386,0.005,4.98
387,0.0,5.0
388,0.005,4.98
389,0.005,4.98
390,0.01,4.96
391,0.01,4.96
392,0.005,4.98
393,0.005,4.98
394,0.0,5.0
395,0.01,4.96
396,0.005,4.98
397,0.005,4.98
398,0.005,4.98
399,0.005,4.98
400,0.005,4.98
401,0.005,4.98
402,0.01,4.96
403,0.005,4.98
404,0.005,4.98
405,0.01,4.96
406,0.01,4.96
407,0.0,5.0
408,0.005,4.98
409,0.005,4.98
410,0.0,5.0
411,0.005,4.98
412,0.0,5.0
413,0.0,5.0
414,0.0,5.0
415,0.01,4.96
416,0.005,4.98
417,0.005,4.98
418,0.015,4.94
419,0.01,4.96
420,0.0,5.0
421,0.01,4.96
422,0.01,4.96
423,0.005,4.98
424,0.0,5.0
425,0.005,4.98
426,0.0,5.0
427,0.005,4.98
428,0.005,4.98
429,0.0,5.0
430,0.015,4.94
431,0.01,4.96
432,0.005,4.98
433,0.005,4.98
434,0.005,4.98
435,0.005,4.98
436,0.0,5.0
437,0.005,4.98
438,0.0,5.0
439,0.005,4.98
440,0.0,5.0
441,0.005,4.98
442,0.005,4.98
443,0.005,4.98
444,0.005,4.98
445,0.0,5.0
446,0.01,4.96
447,0.0,5.0
448,0.01,4.96
449,0.005,4.98
450,0.005,4.98
451,0.005,4.98
452,0.005,4.98
453,0.005,4.98
454,0.005,4.98
455,0.005,4.98
456,0.0,5.0
457,0.0,5.0
458,0.0,5.0
459,0.005,4.98
460,0.005,4.98
461,0.005,4.98
462,0.0,5.0
463,0.005,4.98
464,0.005,4.98
465,0.005,4.98
466,0.0,5.0
467,0.0,5.0
468,0.005,4.98
469,0.0,5.0
470,0.005,4.98
471,0.0,5.0
472,0.005,4.98
473,0.0,5.0
474,0.005,4.98
475,0.005,4.98
476,0.01,4.96
477,0.0,5.0
478,0.005,4.98
479,0.005,4.98
480,0.005,4.98
481,0.0,5.0
482,0.005,4.98
483,0.01,4.96
484,0.005,4.98
485,0.005,4.98
486,0.005,4.98
487,0.005,4.98
488,0.005,4.98
489,0.005,4.98
490,0.01,4.96
491,0.0,5.0
492,0.005,4.98
493,0.005,4.98
494,0.005,4.98
495,0.01,4.96
496,0.005,4.98
497,0.0,5.0
498,0.005,4.98
499,0.005,4.98
500,0.005,4.98
501,0.0,5.0
502,0.01,4.96
503,0.01,4.96
504,0.005,4.98
505,0.005,4.98
506,0.005,4.98
507,0.0,5.0
508,0.005,4.98
509,0.005,4.98
510,0.005,4.98
511,0.005,4.98
512,0.015,4.94
513,0.005,4.98
514,0.005,4.98
515,0.005,4.98
516,0.005,4.98
517,0.005,4.98
518,0.0,5.0
519,0.0,5.0
520,0.005,4.98
521,0.005,4.98
522,0.005,4.98
523,0.01,4.96
524,0.005,4.98
525,0.01,4.96
526,0.005,4.98
527,0.005,4.98
528,0.01,4.96
529,0.01,4.96
530,0.01,4.96
531,0.0,5.0
532,0.0,5.0
533,0.0,5.0
534,0.005,4.98
535,0.005,4.98
536,0.01,4.96
537,0.0,5.0
538,0.005,4.98
539,0.01,4.96
540,0.0,5.0
541,0.01,4.96
542,0.005,4.98
543,0.0,5.0
544,0.0,5.0
545,0.005,4.98
546,0.0,5.0
547,0.005,4.98
548,0.01,4.96
549,0.01,4.96
550,0.0,5.0
551,0.005,4.98
552,0.01,4.96
553,0.0,5.0
554,0.005,4.98
555,0.005,4.98
556,0.005,4.98
557,0.015,4.94
558,0.01,4.96
559,0.005,4.98
560,0.005,4.98
561,0.01,4.96
562,0.01,4.96
563,0.005,4.98
564,0.005,4.98
565,0.005,4.98
566,0.005,4.98
567,0.0,5.0
568,0.005,4.98
569,0.01,4.96
570,0.015,4.94
571,0.005,4.98
572,0.0,5.0
573,0.01,4.96
574,0.005,4.98
575,0.005,4.98
576,0.005,4.98
577,0.01,4.96
578,0.0,5.0
579,0.005,4.98
580,0.01,4.96
581,0.005,4.98
582,0.01,4.96
583,0.01,4.96
584,0.005,4.98
585,0.01,4.96
586,0.01,4.96
587,0.005,4.98
588,0.01,4.96
589,0.005,4.98
590,0.01,4.96
591,0.045,4.82
592,0.005,4.98
593,0.0,5.0
594,0.0,5.0
595,0.01,4.96
596,0.01,4.96
597,0.005,4.98
598,0.01,4.96
599,0.005,4.98
600,0.01,4.96
601,0.005,4.98
602,0.01,4.96
603,0.0,5.0
604,0.005,4.98
605,0.01,4.96
606,0.005,4.98
607,0.005,4.98
608,0.01,4.96
609,0.0,5.0
610,0.015,4.94
611,0.005,4.98
612,0.005,4.98
613,0.0,5.0
614,0.005,4.98
615,0.005,4.98
616,0.005,4.98
617,0.015,4.94
618,0.005,4.98
619,0.01,4.96
620,0.01,4.96
621,0.0,5.0
622,0.01,4.96
623,0.005,4.98
624,0.0,5.0
625,0.01,4.96
626,0.005,4.98
627,0.01,4.96
628,0.005,4.98
629,0.005,4.98
630,0.005,4.98
631,0.005,4.98
632,0.005,4.98
633,0.005,4.98
634,0.01,4.96
635,0.01,4.96
636,0.005,4.98
637,0.005,4.98
638,0.005,4.98
639,0.01,4.96
640,0.01,4.96
