,NeuralAgent_Student21_200aAgent,Student21_200aAgent
0,2.08,2.08
1,2.14,2.165
2,2.1,2.1
3,0.52,2.92
4,2.24,2.215
5,2.145,2.12
6,2.195,2.17
7,2.17,2.17
8,2.17,2.145
9,0.485,3.06
10,2.11,2.11
11,2.205,2.255
12,2.155,2.13
13,2.15,2.125
14,2.025,2.05
15,2.1,2.15
16,2.12,2.095
17,2.115,2.09
18,0.45,3.2
19,2.24,2.29
20,0.52,2.92
21,0.525,2.9
22,0.49,3.04
23,0.545,2.82
24,2.235,2.21
25,2.15,2.125
26,2.025,2.0
27,2.195,2.17
28,2.16,2.135
29,0.485,3.06
30,2.135,2.11
31,2.1,2.075
32,2.07,2.045
33,2.155,2.13
34,2.155,2.205
35,2.07,2.045
36,0.455,3.18
37,2.23,2.205
38,2.185,2.185
39,2.195,2.17
40,2.325,2.3
41,2.185,2.185
42,2.285,2.26
43,0.43,3.28
44,2.125,2.15
45,0.5,3.0
46,2.05,2.125
47,0.485,3.06
48,2.085,2.06
49,2.175,2.225
50,0.475,3.1
51,2.11,2.16
52,2.19,2.215
53,2.17,2.145
54,2.095,2.095
55,0.47,3.12
56,2.135,2.135
57,2.3,2.3
58,0.44,3.24
59,2.255,2.23
60,2.355,2.33
61,2.2,2.175
62,2.17,2.195
63,2.25,2.25
64,0.485,3.06
65,2.165,2.165
66,2.215,2.215
67,2.38,2.43
68,2.235,2.21
69,2.27,2.295
70,2.26,2.235
71,0.475,3.1
72,2.315,2.29
73,2.215,2.265
74,0.485,3.06
75,2.245,2.22
76,2.15,2.125
77,0.45,3.2
78,0.49,3.04
79,0.47,3.12
80,2.18,2.155
81,2.29,2.34
82,0.475,3.1
83,2.145,2.145
84,2.305,2.28
85,2.34,2.315
86,2.315,2.365
87,2.405,2.38
88,2.215,2.215
89,2.23,2.255
90,2.265,2.265
91,2.2,2.2
92,2.21,2.185
93,2.24,2.215
94,2.39,2.365
95,2.18,2.205
96,0.49,3.04
97,2.335,2.31
98,2.205,2.255
99,2.275,2.3
100,2.32,2.295
101,0.565,2.74
102,2.18,2.205
103,2.28,2.28
104,0.46,3.16
105,2.32,2.295
106,2.315,2.39
107,2.275,2.25
108,2.195,2.17
109,2.245,2.27
110,2.195,2.22
111,2.33,2.305
112,2.245,2.22
113,2.265,2.24
114,2.37,2.345
115,2.23,2.255
116,2.225,2.225
117,2.32,2.295
118,2.175,2.175
119,2.155,2.205
120,2.3,2.3
121,2.29,2.265
122,2.275,2.35
123,0.49,3.04
124,0.45,3.2
125,0.48,3.08
126,2.175,2.15
127,2.275,2.25
128,2.17,2.145
129,2.255,2.255
130,2.395,2.395
131,0.42,3.32
132,0.515,2.94
133,2.28,2.28
134,2.19,2.19
135,2.095,2.12
136,2.385,2.46
137,0.53,2.88
138,2.27,2.245
139,2.265,2.365
140,2.26,2.26
141,2.295,2.27
142,0.45,3.2
143,0.38,3.48
144,0.43,3.28
145,2.155,2.155
146,0.525,2.9
147,2.415,2.39
148,0.465,3.14
149,0.465,3.14
150,2.3,2.3
151,2.105,2.155
152,2.415,2.44
153,0.46,3.16
154,2.325,2.35
155,2.33,2.33
156,0.475,3.1
157,2.295,2.295
158,2.25,2.25
159,0.485,3.06
160,2.275,2.275
161,2.225,2.275
162,2.295,2.27
163,2.225,2.2
164,2.315,2.315
165,2.335,2.335
166,2.22,2.195
167,2.28,2.28
168,0.42,3.32
169,2.38,2.405
170,0.45,3.2
171,2.225,2.275
172,2.28,2.28
173,0.395,3.42
174,0.475,3.1
175,0.445,3.22
176,2.15,2.15
177,2.27,2.27
178,0.44,3.24
179,2.36,2.335
180,0.385,3.46
181,2.28,2.255
182,2.37,2.37
183,2.27,2.245
184,2.21,2.235
185,2.245,2.22
186,2.37,2.37
187,2.28,2.28
188,0.36,3.56
189,0.46,3.16
190,2.265,2.315
191,0.48,3.08
192,0.475,3.1
193,2.37,2.395
194,2.205,2.23
195,2.33,2.33
196,2.335,2.31
197,2.325,2.325
198,2.355,2.405
199,0.495,3.02
200,2.255,2.255
201,0.395,3.42
202,0.41,3.36
203,2.335,2.385
204,2.265,2.29
205,2.29,2.29
206,2.315,2.315
207,2.4,2.375
208,2.155,2.205
209,0.455,3.18
210,2.5,2.55
211,0.375,3.5
212,2.305,2.28
213,2.305,2.305
214,2.24,2.215
215,2.315,2.315
216,2.195,2.17
217,2.145,2.17
218,0.43,3.28
219,2.285,2.335
220,2.395,2.445
221,2.285,2.26
222,0.345,3.62
223,2.4,2.45
224,2.34,2.34
225,2.225,2.275
226,2.235,2.31
227,2.33,2.33
228,2.39,2.365
229,2.31,2.285
230,2.33,2.405
231,2.395,2.395
232,2.355,2.355
233,2.34,2.39
234,2.405,2.43
235,2.295,2.27
236,2.21,2.235
237,2.27,2.245
238,2.2,2.25
239,2.325,2.375
240,0.39,3.44
241,2.315,2.29
242,2.225,2.2
243,2.25,2.3
244,0.4,3.4
245,2.205,2.255
246,0.47,3.12
247,0.4,3.4
248,0.44,3.24
249,2.295,2.345
250,2.245,2.245
251,0.46,3.16
252,2.385,2.36
253,2.37,2.345
254,2.235,2.235
255,0.395,3.42
256,2.225,2.225
257,0.385,3.46
258,2.35,2.35
259,2.28,2.28
260,0.445,3.22
261,0.455,3.18
262,2.22,2.27
263,0.365,3.54
264,2.375,2.4
265,2.38,2.355
266,2.38,2.38
267,2.305,2.28
268,2.31,2.31
269,2.345,2.345
270,2.395,2.42
271,2.395,2.445
272,2.41,2.41
273,2.335,2.36
274,2.34,2.39
275,2.31,2.31
276,2.365,2.34
277,0.37,3.52
278,2.33,2.305
279,2.355,2.405
280,2.3,2.325
281,2.235,2.26
282,2.35,2.35
283,0.45,3.2
284,2.385,2.41
285,0.39,3.44
286,2.355,2.355
287,2.39,2.44
288,2.29,2.34
289,2.325,2.3
290,2.38,2.38
291,0.435,3.26
292,0.51,2.96
293,2.265,2.315
294,2.26,2.31
295,2.315,2.34
296,2.445,2.42
297,2.335,2.36
298,2.235,2.285
299,0.43,3.28
300,2.285,2.285
301,2.3,2.3
302,2.32,2.295
303,2.415,2.465
304,0.375,3.5
305,2.255,2.28
306,2.325,2.3
307,2.325,2.3
308,2.31,2.335
309,2.235,2.385
310,2.385,2.36
311,2.26,2.235
312,2.335,2.31
313,2.285,2.335
314,2.315,2.39
315,2.315,2.365
316,2.31,2.36
317,2.21,2.235
318,2.32,2.32
319,2.37,2.37
320,2.46,2.51
321,0.425,3.3
322,2.38,2.38
323,2.37,2.445
324,0.42,3.32
