,NeuralAgentOpMe_Student13_200aAgent_rng,Student13_200aAgent
0,2.625,1.475
1,2.375,1.675
2,2.305,1.705
3,2.195,1.82
4,2.125,1.9
5,2.045,1.97
6,2.01,2.01
7,1.945,2.07
8,2.025,2.0
9,1.97,2.045
10,1.82,2.195
11,1.9,2.125
12,1.885,2.135
13,1.825,2.2
14,1.965,2.065
15,2.04,1.99
16,2.025,2.0
17,1.99,2.04
18,1.94,2.065
19,2.025,2.0
20,2.03,1.98
21,2.005,2.03
22,1.91,2.185
23,2.025,2.0
24,2.105,1.93
25,2.07,1.945
26,2.095,1.945
27,2.085,1.96
28,2.1,1.925
29,2.12,1.895
30,2.04,1.965
31,2.155,1.88
32,2.09,1.94
33,2.185,1.86
34,2.13,1.905
35,2.21,1.835
36,4.97,0.02
37,2.27,1.795
38,4.905,0.055
39,4.95,0.025
40,4.95,0.025
41,4.95,0.025
42,4.95,0.025
43,4.97,0.02
44,4.925,0.05
45,4.855,0.105
46,4.92,0.045
47,4.97,0.02
48,4.95,0.025
49,4.97,0.02
50,5.0,0.0
51,4.95,0.025
52,4.95,0.025
53,4.95,0.025
54,5.0,0.0
55,5.0,0.0
56,4.97,0.02
57,4.95,0.025
58,5.0,0.0
59,4.905,0.055
60,4.95,0.025
61,4.97,0.02
62,5.0,0.0
63,5.0,0.0
64,4.92,0.045
65,5.0,0.0
66,4.95,0.025
67,5.0,0.0
68,4.95,0.025
69,5.0,0.0
70,5.0,0.0
71,4.905,0.055
72,4.92,0.045
73,5.0,0.0
74,4.97,0.02
75,4.95,0.025
76,4.95,0.025
77,4.95,0.025
78,4.95,0.025
79,5.0,0.0
80,4.97,0.02
81,4.95,0.025
82,5.0,0.0
83,5.0,0.0
84,4.97,0.02
85,4.95,0.025
86,4.95,0.025
87,4.95,0.025
88,4.97,0.02
89,4.905,0.055
90,4.905,0.055
91,4.84,0.09
92,5.0,0.0
93,4.58,0.255
94,4.97,0.02
95,5.0,0.0
96,4.875,0.075
97,4.72,0.17
98,4.95,0.025
99,4.875,0.075
100,5.0,0.0
101,4.92,0.045
102,4.88,0.08
103,5.0,0.0
104,4.835,0.11
105,4.95,0.025
106,5.0,0.0
107,5.0,0.0
108,5.0,0.0
109,4.95,0.025
110,5.0,0.0
111,5.0,0.0
112,4.8,0.125
113,4.95,0.025
114,4.95,0.025
115,5.0,0.0
116,4.97,0.02
117,4.97,0.02
118,5.0,0.0
119,5.0,0.0
120,4.92,0.045
121,4.835,0.11
122,4.905,0.055
123,4.92,0.045
124,4.95,0.025
125,4.86,0.085
126,4.95,0.025
127,4.95,0.025
128,5.0,0.0
129,5.0,0.0
130,4.95,0.025
131,4.97,0.02
132,4.92,0.045
133,4.845,0.095
134,4.92,0.045
135,4.95,0.025
136,4.97,0.02
137,4.95,0.025
138,5.0,0.0
139,4.95,0.025
140,4.81,0.135
141,4.83,0.13
142,5.0,0.0
143,4.8,0.125
144,4.95,0.025
145,4.855,0.105
146,5.0,0.0
147,4.905,0.055
148,4.92,0.045
149,4.925,0.05
150,4.85,0.1
151,4.92,0.045
152,4.92,0.045
153,4.95,0.025
154,4.8,0.15
155,5.0,0.0
156,4.92,0.045
157,4.89,0.065
158,4.805,0.105
159,4.89,0.065
160,4.92,0.045
161,4.83,0.13
162,5.0,0.0
163,4.95,0.025
164,4.95,0.025
165,4.95,0.025
166,4.88,0.08
167,4.95,0.025
168,5.0,0.0
169,4.94,0.04
170,4.9,0.05
171,5.0,0.0
172,4.86,0.085
173,4.95,0.025
174,4.85,0.1
175,4.905,0.055
176,5.0,0.0
177,4.895,0.07
178,4.76,0.16
179,4.825,0.125
180,4.835,0.11
181,4.88,0.08
182,4.875,0.075
183,4.92,0.045
184,5.0,0.0
185,4.8,0.125
186,4.805,0.155
187,4.76,0.16
188,4.95,0.025
189,4.875,0.075
190,4.95,0.025
191,4.95,0.025
192,4.835,0.11
193,4.95,0.025
194,4.785,0.16
195,4.905,0.055
196,4.9,0.05
197,4.85,0.1
198,4.95,0.025
199,4.95,0.025
200,4.9,0.05
201,4.905,0.055
202,4.85,0.1
203,4.83,0.105
204,4.87,0.07
205,4.86,0.085
206,4.95,0.025
207,4.95,0.025
208,4.92,0.045
209,4.735,0.185
210,4.89,0.065
211,4.905,0.055
212,4.925,0.05
213,4.785,0.135
214,4.89,0.065
215,4.95,0.025
216,4.81,0.135
217,4.88,0.08
218,4.925,0.05
219,4.9,0.05
220,4.825,0.125
221,4.86,0.085
222,4.95,0.025
223,4.95,0.025
224,4.83,0.13
225,4.805,0.13
226,4.95,0.025
227,4.875,0.075
228,4.785,0.16
229,5.0,0.0
230,4.83,0.105
231,4.95,0.025
232,4.775,0.15
233,4.83,0.105
234,4.92,0.045
235,4.79,0.14
236,4.8,0.125
237,4.81,0.135
238,4.95,0.025
239,4.95,0.025
240,4.81,0.135
241,4.95,0.025
242,4.94,0.04
243,4.81,0.135
244,4.95,0.025
245,4.855,0.105
246,4.88,0.08
247,4.875,0.075
248,4.825,0.125
249,4.81,0.135
250,4.83,0.13
251,4.83,0.13
252,4.825,0.125
253,4.78,0.155
254,4.83,0.105
255,4.8,0.125
256,4.815,0.115
257,4.835,0.11
258,4.95,0.025
259,4.845,0.095
260,4.9,0.05
261,4.84,0.115
262,4.855,0.08
263,4.78,0.18
264,4.95,0.025
265,4.94,0.04
266,4.905,0.055
267,4.855,0.08
268,4.95,0.025
269,4.85,0.1
270,4.805,0.13
271,4.875,0.075
272,4.83,0.105
273,4.73,0.18
274,4.83,0.105
275,4.745,0.17
276,4.855,0.08
277,4.95,0.025
278,4.79,0.14
279,4.825,0.125
280,4.925,0.05
281,4.85,0.1
282,4.81,0.135
283,4.95,0.025
284,4.895,0.07
285,4.785,0.16
286,4.785,0.16
287,4.84,0.115
288,4.85,0.1
289,4.95,0.025
290,4.805,0.155
291,4.95,0.025
292,4.83,0.13
293,4.84,0.09
294,4.85,0.1
295,4.95,0.025
296,4.81,0.135
297,4.95,0.025
298,4.905,0.055
299,4.785,0.16
300,4.875,0.075
301,5.0,0.0
302,4.835,0.11
303,4.86,0.085
304,4.83,0.105
305,4.8,0.15
306,4.835,0.11
307,4.905,0.055
308,4.855,0.08
309,4.78,0.18
310,4.905,0.055
311,4.835,0.11
312,4.95,0.025
313,4.95,0.025
314,4.735,0.16
315,4.825,0.125
316,4.785,0.16
317,4.905,0.055
318,4.735,0.185
319,4.905,0.055
320,4.83,0.13
321,4.855,0.105
322,4.775,0.175
323,4.92,0.045
324,4.88,0.08
325,4.95,0.025
326,4.8,0.15
327,4.84,0.09
328,4.81,0.135
329,4.77,0.17
330,4.745,0.17
331,4.76,0.185
332,4.95,0.025
333,4.855,0.08
334,4.78,0.18
335,4.905,0.055
336,4.855,0.08
337,4.815,0.115
338,4.785,0.16
339,4.81,0.135
340,4.88,0.08
341,4.9,0.05
342,4.9,0.05
343,4.69,0.165
344,4.855,0.105
345,4.76,0.185
346,4.73,0.18
347,4.825,0.125
348,4.785,0.16
349,4.92,0.045
350,4.79,0.14
351,4.86,0.085
352,4.875,0.075
353,4.905,0.055
354,4.95,0.025
355,4.7,0.225
356,4.855,0.105
357,4.97,0.02
358,4.785,0.16
359,4.88,0.08
360,4.855,0.08
361,4.835,0.11
362,4.905,0.055
363,4.85,0.075
364,4.825,0.1
365,4.84,0.09
366,4.785,0.16
367,4.84,0.115
368,4.88,0.08
369,4.92,0.045
370,4.85,0.1
371,4.905,0.055
372,4.875,0.075
373,4.92,0.045
374,5.0,0.0
375,4.95,0.025
376,4.835,0.11
377,4.855,0.105
378,4.855,0.08
379,4.84,0.09
380,4.715,0.215
381,4.805,0.13
382,4.855,0.105
383,4.95,0.025
384,4.95,0.025
385,4.78,0.155
386,4.73,0.18
387,4.78,0.155
388,4.73,0.205
389,4.95,0.025
390,4.88,0.08
391,4.71,0.21
392,4.785,0.135
393,4.835,0.11
394,4.755,0.155
395,4.76,0.185
396,4.855,0.08
397,4.82,0.12
398,4.8,0.15
399,4.95,0.025
400,4.765,0.165
401,4.825,0.1
402,4.805,0.155
403,4.97,0.02
404,4.74,0.165
405,4.835,0.11
406,4.785,0.16
407,4.825,0.1
408,4.81,0.135
409,4.785,0.16
410,4.735,0.16
411,4.765,0.14
412,4.875,0.075
413,4.785,0.16
414,4.84,0.09
415,4.75,0.15
416,4.835,0.11
417,4.77,0.145
418,4.88,0.08
419,4.625,0.25
420,4.725,0.2
421,4.92,0.045
422,4.78,0.155
423,4.78,0.18
424,4.83,0.105
425,4.785,0.16
426,4.85,0.1
427,4.83,0.105
428,4.855,0.08
429,4.71,0.185
430,4.835,0.11
431,4.75,0.2
432,4.74,0.19
433,4.795,0.145
434,4.825,0.125
435,4.83,0.105
436,4.85,0.1
437,4.81,0.135
438,4.665,0.24
439,4.795,0.145
440,4.78,0.155
441,4.855,0.08
442,4.83,0.105
443,4.75,0.2
444,4.69,0.24
445,4.765,0.165
446,4.84,0.09
447,4.95,0.025
448,4.835,0.11
449,4.66,0.235
450,4.825,0.125
451,4.62,0.245
452,4.785,0.135
453,4.705,0.205
454,4.83,0.13
455,4.855,0.105
456,4.95,0.025
457,4.78,0.155
458,4.83,0.105
459,4.825,0.1
460,4.78,0.155
461,4.9,0.05
462,4.76,0.16
463,4.76,0.185
464,4.825,0.125
465,4.45,0.4
466,4.81,0.11
467,4.835,0.11
468,4.82,0.145
469,4.795,0.12
470,4.94,0.04
471,4.735,0.16
472,4.83,0.105
473,4.715,0.215
474,4.81,0.135
475,4.905,0.055
476,4.805,0.13
477,4.95,0.025
478,4.785,0.16
479,4.82,0.145
480,4.82,0.12
481,4.845,0.095
482,4.805,0.13
483,4.805,0.13
484,4.505,0.405
485,4.705,0.23
486,4.785,0.16
487,5.0,0.0
488,4.9,0.05
489,4.785,0.135
490,4.565,0.29
491,4.79,0.14
492,4.855,0.105
493,4.86,0.085
494,4.92,0.045
495,4.81,0.135
496,4.725,0.2
497,4.695,0.195
498,4.73,0.205
499,4.78,0.155
500,4.92,0.045
501,4.825,0.125
502,4.95,0.025
503,4.76,0.185
504,4.825,0.1
505,4.76,0.135
506,4.78,0.155
507,4.78,0.13
508,4.835,0.11
509,4.95,0.025
510,4.89,0.065
511,4.735,0.185
512,4.625,0.275
513,4.78,0.18
514,4.735,0.185
515,4.785,0.135
516,4.85,0.075
517,4.92,0.045
518,4.83,0.105
519,4.665,0.215
520,4.86,0.085
521,4.67,0.22
522,4.92,0.045
523,4.8,0.125
524,4.77,0.145
525,4.79,0.14
526,4.83,0.105
527,5.0,0.0
528,4.8,0.15
529,4.97,0.02
530,4.69,0.24
531,4.81,0.135
532,4.89,0.065
533,4.67,0.27
534,4.445,0.445
535,4.745,0.17
536,4.805,0.13
537,4.74,0.19
538,4.46,0.385
539,4.855,0.08
540,4.825,0.125
541,4.69,0.19
542,4.655,0.23
543,4.875,0.075
544,4.7,0.2
545,4.755,0.18
546,4.95,0.025
547,4.695,0.22
548,4.835,0.11
549,4.655,0.23
550,4.805,0.13
551,4.875,0.075
552,4.72,0.22
553,4.63,0.255
554,4.81,0.135
555,4.74,0.19
556,4.95,0.025
557,4.76,0.185
558,4.68,0.205
559,4.83,0.105
560,4.79,0.14
561,4.785,0.16
562,4.78,0.155
563,4.715,0.19
564,4.79,0.165
565,4.71,0.16
566,4.6,0.3
567,4.83,0.105
568,5.0,0.0
569,4.775,0.175
570,4.73,0.155
571,4.64,0.29
572,4.75,0.175
573,4.725,0.2
574,4.83,0.105
575,4.84,0.09
576,4.665,0.24
577,4.9,0.05
578,4.835,0.11
579,4.76,0.185
580,4.815,0.115
581,4.78,0.13
582,4.715,0.19
583,4.72,0.195
