,NeuralAgent_Student13_200bAgent,Student13_200bAgent
0,3.025,0.725
1,2.865,2.065
2,3.815,1.59
3,3.74,1.79
4,3.59,1.69
5,3.105,1.855
6,3.225,1.775
7,2.695,2.07
8,2.445,2.17
9,0.99,2.665
10,2.545,2.32
11,3.835,1.61
12,3.395,1.57
13,3.47,1.745
14,3.585,1.66
15,3.72,1.595
16,0.75,2.775
17,1.155,2.83
18,1.75,2.45
19,0.455,3.18
20,2.375,2.175
21,0.49,3.04
22,3.69,1.79
23,1.61,2.66
24,1.88,2.705
25,2.22,2.195
26,3.825,1.725
27,0.475,3.1
28,0.63,3.13
29,2.71,2.11
30,2.765,2.165
31,3.38,1.655
32,1.525,2.675
33,0.52,2.92
34,3.81,1.585
35,3.72,1.745
36,3.74,1.715
37,1.04,2.815
38,0.55,2.8
39,1.41,2.985
40,3.82,1.52
41,2.76,2.26
42,2.79,2.065
43,2.37,2.22
44,1.935,2.46
45,0.48,3.08
46,0.705,2.88
47,3.825,1.675
48,2.64,2.165
49,0.5,3.0
50,2.52,2.22
51,3.99,1.515
52,1.84,2.665
53,2.39,2.39
54,2.535,2.26
55,3.035,1.985
56,0.41,3.36
57,3.66,1.86
58,3.465,1.915
59,0.52,3.17
60,3.115,1.79
61,3.73,1.78
62,2.87,2.22
63,1.945,2.42
64,3.435,1.86
65,2.64,2.24
66,1.65,2.525
67,1.18,2.905
68,2.93,2.205
69,3.61,1.76
70,0.43,3.28
71,3.585,1.835
72,1.85,2.725
73,2.425,2.3
74,2.955,2.055
75,3.575,1.8
76,2.24,2.44
77,1.835,2.71
78,1.105,3.005
79,3.675,1.7
80,0.43,3.28
81,2.69,2.29
82,2.755,2.255
83,3.265,2.04
84,3.56,1.785
85,0.45,3.2
86,2.505,2.33
87,0.335,3.66
88,3.3,2.0
89,2.855,2.28
90,3.36,1.935
91,3.205,2.13
92,3.32,2.02
93,2.365,2.515
94,2.225,2.55
95,2.73,2.355
96,3.4,2.1
97,1.91,2.61
98,2.52,2.42
99,2.285,2.485
100,2.695,2.245
101,3.25,2.1
102,2.87,2.27
103,0.425,3.3
104,2.4,2.35
105,2.72,2.32
106,1.61,2.935
107,3.345,2.02
108,3.55,1.775
109,2.58,2.455
110,2.725,2.425
111,3.495,2.045
112,1.19,2.99
113,2.065,2.64
114,0.585,3.21
115,2.43,2.605
116,2.235,2.56
117,0.43,3.28
118,2.075,2.75
119,3.27,2.12
120,3.61,1.985
121,0.465,3.465
122,2.68,2.455
123,3.325,2.15
124,0.4,3.5
125,0.355,3.58
126,2.705,2.43
127,1.5,3.1
128,3.515,1.965
129,0.37,3.52
130,0.41,3.36
131,2.5,2.475
132,3.315,2.14
133,3.485,2.16
134,0.4,3.4
135,2.045,2.695
136,2.59,2.715
137,2.93,2.38
138,3.21,2.11
139,3.45,2.075
140,2.32,2.77
141,0.335,3.66
142,2.82,2.445
143,3.54,1.94
144,2.975,2.425
145,1.185,3.26
146,3.715,1.89
147,2.88,2.455
148,3.475,2.225
149,2.61,2.435
150,2.95,2.525
151,3.485,2.01
152,0.32,3.72
153,3.02,2.345
154,0.265,3.94
155,0.485,3.785
156,3.23,2.255
157,3.38,2.23
158,3.065,2.24
159,2.855,2.48
160,2.12,2.645
161,3.28,2.18
162,3.165,2.365
163,1.65,3.075
164,3.54,2.14
165,3.085,2.41
166,0.31,3.76
167,3.08,2.33
168,2.05,2.975
169,1.675,3.05
170,1.965,3.04
171,2.86,2.61
172,1.585,3.085
173,2.09,2.89
174,1.95,3.025
175,0.28,3.88
176,0.275,3.9
177,3.465,2.19
178,3.415,2.265
179,1.535,3.26
180,0.32,3.72
181,0.515,3.84
182,3.06,2.485
183,0.89,3.515
184,0.275,3.9
185,0.26,3.96
186,1.11,3.485
187,2.6,2.65
188,3.46,2.235
189,2.17,2.87
190,2.15,2.8
191,2.2,2.975
192,3.245,2.395
193,2.885,2.535
194,1.825,3.2
195,3.28,2.355
196,2.76,2.635
197,2.875,2.6
198,0.24,4.04
199,2.57,2.62
200,0.825,3.6
201,1.825,3.25
202,2.045,3.07
203,3.475,2.2
204,0.26,3.96
205,1.82,3.095
206,3.125,2.45
207,2.415,2.915
208,2.01,3.01
209,2.965,2.615
210,2.4,2.875
211,2.815,2.615
212,3.32,2.37
213,3.335,2.41
214,3.475,2.25
215,0.265,3.94
216,2.265,2.94
217,1.725,3.35
218,1.905,3.205
219,0.505,4.13
220,3.025,2.625
221,0.215,4.14
222,0.365,4.14
223,0.55,4.0
224,2.72,2.695
225,2.475,2.85
226,1.02,3.795
227,0.25,4.0
228,0.18,4.28
229,3.065,2.565
230,2.97,2.62
231,2.695,2.895
232,3.035,2.61
233,0.22,4.12
234,0.425,4.125
235,1.525,3.475
236,0.16,4.36
237,1.705,3.455
238,1.785,3.41
239,3.205,2.605
240,2.31,3.085
241,3.335,2.485
242,2.09,3.265
243,0.175,4.3
244,2.25,3.1
245,1.805,3.33
246,0.87,3.895
247,2.98,2.705
248,3.07,2.645
249,2.075,3.2
250,2.65,2.9
251,0.23,4.08
252,2.625,2.8
253,3.29,2.565
254,2.02,3.27
255,1.53,3.605
256,1.525,3.45
257,0.57,3.945
258,0.18,4.28
259,1.98,3.33
260,2.635,2.86
261,1.87,3.445
262,1.495,3.645
263,2.495,2.97
264,0.73,3.955
265,2.95,2.8
266,0.185,4.26
267,2.96,2.835
268,0.195,4.395
269,3.16,2.685
270,2.995,2.695
271,2.68,2.93
272,1.63,3.63
273,1.945,3.395
274,1.33,3.73
275,2.63,2.98
276,0.16,4.36
277,2.275,3.15
278,0.16,4.36
279,2.055,3.43
280,3.255,2.58
281,0.655,4.105
282,0.12,4.52
283,2.735,2.935
284,1.53,3.705
285,3.02,2.77
286,0.12,4.52
287,2.865,2.815
288,1.38,3.78
289,1.62,3.62
290,2.455,3.105
291,1.83,3.48
292,1.29,3.79
293,3.235,2.61
294,2.23,3.155
295,2.12,3.295
296,0.775,4.025
297,1.915,3.415
298,2.4,3.15
299,2.47,3.12
300,3.04,2.815
301,0.14,4.44
302,3.045,2.795
303,2.585,3.01
304,0.31,4.435
305,2.41,3.16
306,0.13,4.48
307,0.115,4.54
308,0.2,4.45
309,1.14,4.04
310,2.33,3.255
311,1.4,3.8
312,2.31,3.285
313,2.32,3.17
314,1.02,3.995
315,3.185,2.66
316,2.065,3.415
317,0.585,4.21
318,1.715,3.665
319,1.62,3.72
320,1.81,3.56
321,2.775,2.975
322,1.395,3.87
323,2.41,3.185
324,2.54,3.115
325,2.04,3.44
326,2.35,3.15
327,1.25,3.925
328,1.53,3.705
329,1.705,3.68
330,1.705,3.655
331,3.125,2.75
332,3.09,2.815
333,1.745,3.645
334,3.19,2.69
335,0.11,4.56
336,2.135,3.36
337,2.465,3.14
338,0.1,4.6
339,0.12,4.52
340,1.625,3.575
341,2.64,3.065
342,0.075,4.7
343,0.085,4.66
344,2.71,3.01
345,1.395,3.67
346,1.945,3.52
347,1.9,3.525
348,1.185,3.985
349,2.49,3.19
350,2.82,2.945
351,2.335,3.21
352,2.93,2.905
353,0.105,4.68
354,2.22,3.32
355,2.885,2.935
356,3.07,2.795
357,1.74,3.515
358,0.07,4.72
359,1.465,3.765
360,2.085,3.485
361,2.16,3.385
362,1.615,3.79
363,2.965,2.865
364,2.77,3.02
365,2.7,3.025
366,2.41,3.26
367,2.465,3.165
368,2.275,3.35
369,0.085,4.66
370,0.425,4.5
371,1.965,3.565
372,0.95,4.275
373,0.09,4.64
374,2.575,3.175
375,2.49,3.19
376,2.81,3.035
377,0.08,4.68
378,2.4,3.325
379,3.14,2.765
380,2.995,2.845
381,2.815,2.99
382,2.78,2.905
383,2.65,3.075
384,0.965,4.19
385,2.235,3.335
386,2.835,2.985
387,3.1,2.8
388,2.685,3.085
389,1.35,3.925
390,0.225,4.575
391,2.14,3.49
392,0.04,4.84
393,2.95,2.9
394,2.485,3.21
395,1.18,4.055
396,0.035,4.86
397,1.12,4.12
398,0.975,4.175
399,0.625,4.475
400,2.88,2.955
401,0.215,4.69
402,0.06,4.76
403,2.88,3.005
404,1.675,3.775
405,1.71,3.685
