,NeuralAgent_Student13_200bAgent,Student13_200bAgent
406,0.05,4.8
407,0.16,4.71
408,1.275,3.975
409,2.895,2.995
410,1.595,3.82
411,0.045,4.82
412,3.025,2.875
413,2.25,3.375
414,2.295,3.345
415,2.225,3.45
416,2.445,3.245
417,0.995,4.17
418,2.82,3.045
419,2.59,3.165
420,1.93,3.555
421,2.85,3.05
422,2.905,2.98
423,2.79,3.065
424,1.79,3.64
425,2.9,2.95
426,2.005,3.505
427,2.7,3.05
428,2.72,3.095
429,2.275,3.375
430,0.735,4.31
431,1.265,4.09
432,2.055,3.48
433,2.62,3.145
434,2.405,3.355
435,2.215,3.465
436,2.11,3.485
437,0.085,4.66
438,1.525,3.875
439,2.1,3.475
440,0.05,4.8
441,2.905,2.93
442,0.525,4.5
443,1.48,3.855
444,2.925,2.95
445,0.055,4.78
446,1.965,3.59
447,0.015,4.94
448,0.685,4.41
449,1.59,3.815
450,1.7,3.75
451,2.525,3.2
452,2.765,3.09
453,0.295,4.745
454,0.03,4.88
455,0.045,4.82
456,2.125,3.45
457,1.3,4.05
458,2.635,3.185
459,2.15,3.45
460,2.055,3.53
461,3.1,2.85
462,1.205,4.03
463,0.06,4.76
464,0.06,4.76
465,2.655,3.18
466,2.895,2.995
467,2.265,3.44
468,0.045,4.82
469,1.835,3.685
470,1.795,3.72
471,1.985,3.56
472,0.99,4.14
473,2.07,3.52
474,1.35,4.0
475,1.865,3.715
476,2.615,3.19
477,0.055,4.78
478,0.175,4.75
479,1.11,4.16
480,3.05,2.9
481,2.87,2.995
482,2.835,3.06
483,2.415,3.315
484,2.72,3.145
485,2.845,3.045
486,2.27,3.395
487,0.545,4.545
488,0.025,4.9
489,2.375,3.35
490,0.94,4.29
491,0.77,4.37
492,1.735,3.785
493,2.25,3.4
494,1.97,3.62
495,3.03,2.905
496,0.8,4.375
497,2.79,3.065
498,2.82,3.095
499,2.815,3.09
500,2.955,2.955
501,1.965,3.64
502,0.03,4.88
503,2.555,3.23
504,0.95,4.225
505,2.565,3.215
506,0.9,4.325
507,2.11,3.535
508,0.035,4.86
509,0.05,4.8
510,0.03,4.88
511,3.065,2.89
512,2.93,3.005
513,1.15,4.125
514,1.46,3.96
515,1.815,3.74
516,1.165,4.14
517,0.05,4.9
518,2.905,2.955
519,2.795,3.07
520,2.2,3.45
521,2.26,3.46
522,0.03,4.88
523,0.655,4.455
524,1.86,3.66
525,0.03,4.88
526,1.72,3.845
527,1.9,3.625
528,2.125,3.5
529,3.03,2.905
530,2.125,3.525
531,0.03,4.88
532,0.945,4.27
533,2.21,3.51
534,0.02,4.92
535,0.715,4.415
536,1.54,3.915
537,0.26,4.785
538,2.71,3.135
539,2.95,2.975
540,1.52,3.945
541,2.96,3.01
542,2.895,3.045
543,0.045,4.82
544,1.99,3.615
545,0.035,4.86
546,1.735,3.835
547,1.74,3.765
548,0.01,4.96
549,2.35,3.4
550,2.22,3.445
551,2.165,3.49
552,2.965,2.915
553,1.79,3.74
554,2.78,3.13
555,2.605,3.23
556,2.215,3.44
557,2.87,3.045
558,0.025,4.9
559,1.275,4.075
560,0.905,4.33
561,2.645,3.17
562,1.43,4.03
563,1.405,3.93
564,1.575,3.9
565,1.25,4.125
566,0.015,4.94
567,0.755,4.455
568,1.925,3.675
569,1.485,3.935
570,2.925,3.0
571,0.025,4.9
572,2.555,3.255
573,2.515,3.24
574,2.83,3.08
575,3.0,2.975
576,2.47,3.32
577,2.25,3.45
578,0.03,4.88
579,2.365,3.39
580,0.27,4.745
581,2.325,3.4
582,2.725,3.15
583,2.205,3.48
584,2.995,2.945
585,2.675,3.15
586,2.14,3.465
587,1.955,3.68
588,0.58,4.555
589,1.66,3.785
590,1.78,3.755
591,0.41,4.71
592,2.27,3.445
593,2.36,3.36
594,1.66,3.81
595,2.905,3.005
596,2.19,3.49
597,0.94,4.315
598,1.085,4.16
599,2.2,3.475
600,1.03,4.23
601,2.075,3.575
602,2.56,3.235
603,0.475,4.625
604,2.835,3.06
605,2.71,3.16
606,0.025,4.9
607,2.84,3.015
608,0.015,4.94
609,2.86,3.035
610,2.685,3.16
611,2.685,3.135
612,2.895,3.02
613,1.83,3.73
614,2.155,3.48
615,1.115,4.19
616,2.385,3.31
617,0.02,4.92
618,1.965,3.64
619,1.79,3.715
620,2.77,3.12
621,2.905,3.03
622,1.39,4.015
623,2.67,3.195
624,2.425,3.35
625,2.96,2.985
626,0.635,4.535
627,1.975,3.575
628,0.02,4.92
629,2.12,3.495
630,0.005,4.98
631,2.31,3.435
632,2.325,3.425
633,2.905,3.03
634,2.46,3.335
635,2.68,3.155
636,1.165,4.19
637,2.27,3.47
638,1.43,4.005
639,2.805,3.08
640,0.79,4.415
641,2.595,3.245
642,3.09,2.865
643,1.67,3.82
644,2.335,3.41
645,0.025,4.9
646,0.895,4.32
647,0.09,4.89
648,0.515,4.59
649,3.015,2.965
650,0.025,4.9
651,1.755,3.78
652,1.845,3.72
653,1.87,3.695
654,2.775,3.125
655,2.525,3.275
656,2.97,2.97
657,0.015,4.94
658,2.96,2.985
659,0.02,4.92
660,1.605,3.93
661,0.025,4.9
662,1.12,4.22
663,1.035,4.285
664,1.65,3.9
665,1.835,3.76
666,1.11,4.235
667,1.28,4.13
668,2.14,3.515
669,3.03,2.955
670,2.18,3.53
671,2.45,3.35
672,0.01,4.96
673,1.735,3.835
674,2.57,3.27
675,0.29,4.64
676,1.22,4.17
677,0.015,4.94
678,0.025,4.9
679,1.855,3.73
680,1.83,3.755
681,0.34,4.69
682,1.43,4.005
683,0.02,4.92
684,1.54,3.94
685,0.83,4.38
686,3.03,2.955
687,1.155,4.18
688,0.735,4.41
689,1.685,3.86
690,2.845,3.045
691,1.575,3.925
692,0.015,4.94
693,1.96,3.685
694,2.325,3.425
695,1.445,4.02
696,2.24,3.49
697,2.215,3.49
698,2.48,3.33
699,2.89,2.99
700,1.67,3.845
701,2.55,3.25
702,2.75,3.15
703,2.885,3.06
704,2.485,3.31
705,2.22,3.495
706,0.095,4.87
707,2.265,3.44
708,2.18,3.53
709,2.065,3.615
710,3.0,3.0
711,1.84,3.765
712,2.59,3.24
713,0.015,4.94
714,2.08,3.605
715,0.005,4.98
716,1.55,3.95
717,2.775,3.125
718,2.74,3.14
719,1.49,3.965
720,1.465,4.015
721,1.585,3.885
722,0.02,4.92
723,1.9,3.7
724,2.735,3.16
725,0.03,4.93
726,2.605,3.23
727,1.32,4.12
728,1.365,4.04
729,1.565,3.94
730,2.195,3.52
731,1.465,3.99
732,0.355,4.73
733,2.835,3.085
734,1.42,4.02
735,1.81,3.735
736,1.165,4.19
737,1.175,4.175
738,1.135,4.235
739,2.705,3.18
740,1.275,4.1
741,1.08,4.23
742,0.195,4.87
743,1.475,3.95
744,2.96,3.01
745,2.125,3.575
746,1.295,4.12
747,0.02,4.92
748,1.605,3.88
749,2.41,3.385
750,0.015,4.94
751,3.02,2.97
752,0.75,4.5
753,1.035,4.235
754,0.01,4.96
755,2.105,3.58
756,2.07,3.595
757,2.68,3.205
758,1.49,3.99
759,2.61,3.26
760,2.955,3.03
761,0.995,4.295
762,2.97,3.02
763,3.02,2.97
764,2.1,3.6
765,1.57,3.92
766,2.905,3.03
767,2.825,3.1
768,1.34,4.09
769,2.33,3.43
770,2.595,3.245
771,2.88,3.08
772,2.715,3.19
773,2.55,3.275
774,0.075,4.95
775,2.875,3.05
776,3.02,2.97
777,0.005,4.98
778,2.575,3.25
779,2.02,3.62
780,1.91,3.685
781,2.385,3.385
782,1.405,4.03
783,2.59,3.265
784,0.425,4.675
785,0.02,4.92
786,2.29,3.44
787,2.5,3.325
788,0.005,4.98
789,0.035,4.86
790,1.635,3.86
791,2.285,3.435
792,1.095,4.27
793,2.84,3.09
794,2.31,3.435
795,2.825,3.1
796,3.025,2.925
797,2.53,3.28
798,0.385,4.71
799,2.945,3.02
800,2.705,3.18
801,0.635,4.535
802,0.01,4.96
803,1.995,3.67
804,0.0,5.0
805,1.035,4.31
806,0.015,4.94
807,0.41,4.71
808,2.935,3.01
809,1.77,3.77
810,2.94,3.04
811,1.66,3.885
812,2.915,3.04
813,0.4,4.65
814,0.01,4.96
815,1.955,3.605
816,1.365,4.09
817,1.08,4.255
818,2.37,3.42
819,2.71,3.16
820,3.0,2.975
821,2.495,3.32
822,2.68,3.18
823,0.0,5.0
824,2.56,3.26
825,2.145,3.52
826,2.865,3.065
827,2.295,3.47
828,0.01,4.96
829,0.59,4.59
830,0.6,4.6
831,2.63,3.205
832,2.365,3.39
833,1.86,3.71
834,1.115,4.215
835,1.6,3.925
836,2.8,3.1
837,3.0,2.975
838,2.875,3.05
839,2.355,3.405
840,0.005,4.98
841,1.96,3.685
842,1.93,3.705
843,0.01,4.96
844,2.46,3.36
845,2.52,3.295
846,2.79,3.14
847,2.845,3.07
848,0.82,4.42
849,2.01,3.61
850,2.46,3.36
851,2.98,3.005
852,2.045,3.62
853,0.0,5.0
854,2.345,3.42
855,1.7,3.825
856,2.71,3.185
857,2.525,3.25
858,0.195,4.87
859,2.325,3.425
860,2.46,3.335
861,0.005,4.98
862,1.65,3.9
863,2.15,3.5
864,1.805,3.755
865,2.465,3.315
866,1.07,4.27
867,2.125,3.55
868,1.915,3.69
869,2.8,3.125
870,0.28,4.805
871,0.02,4.92
872,2.68,3.205
873,0.375,4.75
874,2.43,3.355
875,2.22,3.52
876,2.995,2.995
877,3.01,2.96
878,0.315,4.79
879,0.635,4.56
880,0.81,4.435
881,1.995,3.67
882,2.01,3.66
883,0.91,4.36
884,1.02,4.245
885,1.91,3.71
886,2.2,3.525
887,0.005,4.98
888,2.255,3.48
889,2.645,3.22
890,0.005,4.98
891,2.655,3.23
892,2.305,3.455
893,0.17,4.87
894,2.085,3.585
895,1.53,3.955
896,0.54,4.59
897,2.605,3.23
898,2.005,3.63
899,2.2,3.525
900,2.07,3.57
901,1.9,3.725
902,1.84,3.765
903,1.515,3.965
904,2.84,3.09
905,0.985,4.335
906,2.97,2.995
907,0.45,4.625
908,2.52,3.295
909,1.625,3.85
910,2.205,3.53
911,1.055,4.28
912,0.085,4.91
913,3.03,2.955
914,0.025,4.9
915,2.68,3.205
916,0.0,5.0
917,0.015,4.94
918,2.56,3.26
919,2.455,3.33
920,0.015,4.94
921,2.39,3.39
922,1.93,3.705
923,1.185,4.16
924,2.83,3.105
925,2.63,3.23
926,0.005,4.98
927,2.7,3.175
928,1.875,3.725
929,0.0,5.0
930,2.925,3.025
931,1.38,4.055
932,2.27,3.47
933,1.495,3.97
934,2.825,3.075
935,0.9,4.4
936,1.135,4.235
937,2.335,3.41
938,0.01,4.96
939,0.33,4.73
940,2.96,3.01
941,2.06,3.61
942,2.9,3.05
943,0.735,4.485
944,2.635,3.235
945,2.945,3.02
946,0.745,4.47
947,1.675,3.85
948,2.01,3.61
949,0.01,4.96
950,2.56,3.26
951,2.455,3.355
952,2.945,3.02
953,2.375,3.4
954,0.01,4.96
955,2.765,3.14
956,1.955,3.68
957,2.56,3.235
958,0.6,4.6
959,1.755,3.805
960,1.18,4.205
961,2.205,3.53
962,2.77,3.145
963,2.745,3.17
964,2.95,3.025
965,2.7,3.2
966,2.83,3.105
967,2.82,3.12
968,1.93,3.68
969,1.48,3.98
970,2.77,3.145
971,1.53,3.955
972,2.28,3.48
973,2.81,3.085
974,0.01,4.96
975,2.96,2.985
976,2.195,3.52
977,2.965,3.015
978,1.885,3.735
979,2.715,3.165
980,2.315,3.415
981,2.025,3.65
982,2.49,3.315
983,2.7,3.2
984,2.68,3.205
985,1.93,3.68
986,2.4,3.375
987,0.365,4.74
988,2.465,3.34
989,0.53,4.63
990,2.03,3.63
991,2.62,3.22
992,0.015,4.94
993,0.2,4.825
994,2.625,3.225
995,2.37,3.42
996,3.02,2.97
997,0.0,5.0
998,0.01,4.96
999,2.905,3.055
