,NeuralAgent_Student19_200aAgent,Student19_200aAgent
0,2.125,2.125
1,2.045,2.045
2,2.285,2.285
3,2.14,2.14
4,2.09,2.115
5,2.115,2.14
6,2.075,2.075
7,2.17,2.17
8,1.965,1.99
9,2.135,2.16
10,2.035,2.035
11,2.12,2.145
12,2.125,2.125
13,2.115,2.115
14,2.06,2.06
15,2.05,2.05
16,1.955,1.955
17,2.15,2.15
18,1.97,1.995
19,2.16,2.16
20,2.005,2.005
21,2.22,2.245
22,2.26,2.285
23,2.23,2.255
24,2.165,2.19
25,2.155,2.155
26,2.205,2.205
27,2.125,2.125
28,2.045,2.045
29,2.05,2.05
30,2.04,2.04
31,2.175,2.2
32,2.225,2.25
33,2.195,2.195
34,2.085,2.085
35,2.025,2.05
36,2.135,2.16
37,2.095,2.095
38,2.195,2.22
39,2.27,2.27
40,2.205,2.205
41,2.155,2.155
42,2.305,2.305
43,2.14,2.165
44,2.28,2.305
45,2.255,2.255
46,2.21,2.21
47,2.165,2.19
48,2.305,2.305
49,2.215,2.24
50,2.105,2.13
51,2.285,2.285
52,2.27,2.295
53,2.165,2.19
54,2.185,2.21
55,2.29,2.29
56,2.155,2.18
57,2.265,2.29
58,2.185,2.185
59,2.085,2.085
60,2.335,2.36
61,2.215,2.215
62,2.27,2.295
63,2.305,2.305
64,2.2,2.2
65,2.11,2.135
66,2.34,2.34
67,2.315,2.34
68,2.285,2.285
69,2.135,2.135
70,2.185,2.21
71,2.265,2.29
72,2.26,2.285
73,2.36,2.36
74,2.11,2.11
75,2.245,2.245
76,2.19,2.19
77,2.175,2.175
78,2.115,2.14
79,2.22,2.245
80,2.24,2.24
81,2.29,2.315
82,2.09,2.115
83,2.32,2.32
84,2.27,2.295
85,2.21,2.235
86,2.2,2.225
87,2.17,2.17
88,2.31,2.31
89,2.23,2.23
90,2.215,2.215
91,2.295,2.32
92,2.22,2.22
93,2.28,2.28
94,2.23,2.255
95,2.16,2.185
96,2.225,2.225
97,2.28,2.28
98,2.265,2.29
99,2.285,2.31
100,2.22,2.22
101,2.065,2.065
102,2.19,2.19
103,2.275,2.3
104,2.185,2.21
105,2.105,2.13
106,2.215,2.215
107,2.18,2.205
108,2.19,2.19
109,2.26,2.285
110,2.17,2.17
111,2.18,2.18
112,2.215,2.215
113,2.36,2.36
114,2.15,2.175
115,2.105,2.105
116,2.11,2.11
117,2.325,2.325
118,2.225,2.25
119,2.3,2.325
120,2.155,2.18
121,2.22,2.245
122,2.045,2.07
123,2.05,2.075
124,2.1,2.1
125,2.205,2.23
126,2.34,2.34
127,2.33,2.355
128,2.195,2.22
129,2.19,2.215
130,2.285,2.31
131,2.28,2.305
132,2.13,2.13
133,2.255,2.28
134,2.22,2.22
135,2.325,2.325
136,2.12,2.12
137,2.285,2.285
138,2.15,2.15
139,2.315,2.34
140,2.275,2.3
141,2.15,2.175
142,2.245,2.27
143,2.185,2.185
144,2.255,2.28
145,2.26,2.285
146,2.2,2.225
147,2.275,2.275
148,2.195,2.195
149,2.125,2.15
150,2.235,2.26
151,2.195,2.195
152,2.185,2.21
153,2.27,2.295
154,2.29,2.315
155,2.265,2.265
156,2.325,2.325
157,2.34,2.365
158,2.27,2.27
159,2.13,2.155
160,2.155,2.18
161,2.285,2.285
162,2.225,2.225
163,2.07,2.07
164,2.135,2.16
165,2.21,2.235
166,2.195,2.195
167,2.27,2.295
168,2.195,2.195
169,2.21,2.235
170,2.28,2.305
171,2.295,2.32
172,2.36,2.36
173,2.255,2.255
174,2.13,2.13
175,2.19,2.215
176,2.3,2.325
177,2.23,2.255
178,2.245,2.27
179,2.245,2.245
180,2.2,2.225
181,2.24,2.265
182,2.325,2.325
183,2.31,2.31
184,2.29,2.315
185,2.3,2.325
186,2.195,2.22
187,2.305,2.33
188,2.24,2.24
189,2.195,2.22
190,2.435,2.435
191,2.2,2.225
192,2.205,2.23
193,2.225,2.25
194,2.3,2.325
195,2.27,2.295
196,2.265,2.265
197,2.225,2.25
198,2.16,2.16
199,2.27,2.27
200,2.24,2.265
201,2.22,2.22
202,2.29,2.29
203,2.375,2.4
204,2.235,2.26
205,2.235,2.235
