,NeuralAgent_Student19_200aAgent,Student19_200aAgent
206,2.1,2.1
207,2.355,2.38
208,2.24,2.265
209,2.305,2.33
210,2.345,2.345
211,2.225,2.25
212,2.245,2.245
213,2.39,2.39
214,2.275,2.3
215,2.225,2.225
216,2.28,2.28
217,2.31,2.31
218,2.255,2.255
219,2.015,2.015
220,2.255,2.255
221,2.265,2.265
222,2.225,2.225
223,2.27,2.27
224,2.275,2.275
225,2.27,2.295
226,2.37,2.37
227,2.215,2.215
228,2.275,2.275
229,2.155,2.155
230,2.255,2.28
231,2.13,2.13
232,2.265,2.29
233,2.275,2.275
234,2.25,2.275
235,2.36,2.36
236,2.205,2.205
237,2.275,2.275
238,2.185,2.185
239,2.3,2.3
240,2.335,2.335
241,2.23,2.23
242,2.395,2.42
243,2.205,2.23
244,2.1,2.125
245,2.27,2.27
246,2.245,2.27
247,2.4,2.425
248,2.22,2.245
249,2.305,2.33
250,2.105,2.105
251,2.275,2.3
252,2.265,2.265
253,2.245,2.245
254,2.2,2.2
255,2.315,2.315
256,2.06,2.085
257,2.22,2.245
258,2.11,2.135
259,2.405,2.405
260,2.335,2.36
261,2.245,2.245
262,2.32,2.345
263,2.175,2.175
264,2.28,2.28
265,2.38,2.38
266,2.245,2.245
267,2.23,2.23
268,2.195,2.22
269,2.27,2.27
270,2.18,2.18
271,2.26,2.26
272,2.255,2.255
273,2.255,2.28
274,2.24,2.265
275,2.265,2.265
276,2.175,2.2
277,2.345,2.345
278,2.26,2.26
279,2.295,2.295
280,2.385,2.385
281,2.22,2.245
282,2.1,2.1
283,2.305,2.305
284,2.22,2.245
285,2.025,2.025
286,2.205,2.23
287,2.37,2.37
288,2.11,2.11
289,2.45,2.45
290,2.42,2.42
291,2.235,2.235
292,2.255,2.255
293,2.255,2.28
294,2.22,2.245
295,2.265,2.29
296,2.32,2.345
297,2.21,2.235
298,2.185,2.21
299,2.275,2.3
300,2.31,2.31
301,2.29,2.29
302,2.27,2.295
303,2.295,2.295
304,2.18,2.205
305,2.23,2.23
306,2.33,2.33
307,2.335,2.335
308,2.22,2.245
309,2.27,2.295
310,2.325,2.325
311,2.075,2.1
312,2.18,2.205
313,2.26,2.285
314,2.195,2.195
315,2.32,2.32
316,2.23,2.255
317,2.23,2.23
318,2.165,2.165
319,2.265,2.265
320,2.335,2.335
321,2.3,2.3
322,2.19,2.215
323,2.095,2.095
324,2.165,2.165
325,2.175,2.2
326,2.32,2.345
327,2.285,2.31
328,2.41,2.435
329,2.315,2.34
330,2.245,2.27
331,2.23,2.255
332,2.175,2.2
333,2.195,2.195
334,2.145,2.17
335,2.275,2.3
336,2.275,2.3
337,2.265,2.29
338,2.19,2.19
339,2.245,2.27
340,2.225,2.225
341,2.21,2.235
342,2.38,2.38
343,2.24,2.24
344,2.295,2.32
345,2.225,2.25
346,2.12,2.12
347,2.19,2.215
348,2.15,2.15
349,2.265,2.29
350,2.265,2.265
351,2.225,2.25
352,2.165,2.165
353,2.225,2.25
354,2.155,2.155
355,2.145,2.17
356,2.27,2.27
357,2.24,2.24
358,2.205,2.23
359,2.26,2.285
360,2.22,2.245
361,2.205,2.205
362,2.305,2.33
363,2.2,2.225
364,2.35,2.375
365,2.215,2.215
366,2.215,2.24
367,2.255,2.28
368,2.38,2.38
369,2.17,2.17
370,2.145,2.17
371,2.23,2.255
372,2.18,2.18
373,2.11,2.11
374,2.2,2.225
375,2.155,2.18
376,2.25,2.275
377,2.245,2.27
378,2.25,2.275
379,2.325,2.35
380,2.24,2.24
381,2.21,2.21
382,2.185,2.21
383,2.28,2.28
384,2.265,2.29
385,2.25,2.25
386,2.16,2.16
387,2.225,2.225
388,2.23,2.255
389,2.255,2.28
390,2.165,2.19
391,2.22,2.22
392,2.175,2.2
393,2.165,2.19
394,2.18,2.18
395,2.26,2.285
396,2.32,2.32
397,2.27,2.295
398,2.23,2.23
399,2.32,2.32
400,2.21,2.235
401,2.22,2.22
402,2.36,2.36
403,2.185,2.21
404,2.225,2.25
405,2.125,2.15
406,2.275,2.275
407,2.23,2.23
408,2.3,2.3
409,2.245,2.245
410,2.29,2.29
411,2.265,2.265
412,2.14,2.165
413,2.215,2.215
414,2.27,2.295
415,2.23,2.23
416,2.305,2.33
417,2.285,2.285
418,2.36,2.385
419,2.325,2.325
420,2.28,2.28
421,2.415,2.44
422,2.33,2.355
423,2.22,2.245
424,2.255,2.28
425,2.325,2.325
426,2.265,2.29
427,2.155,2.155
428,2.365,2.365
429,2.15,2.175
430,2.375,2.4
431,2.1,2.1
432,2.335,2.36
433,2.25,2.25
434,2.075,2.075
435,2.215,2.24
436,2.125,2.15
437,2.355,2.355
438,2.22,2.245
439,2.235,2.26
440,2.19,2.19
441,2.245,2.245
442,2.19,2.215
443,2.22,2.22
444,2.315,2.34
445,2.32,2.345
446,2.085,2.085
447,2.26,2.285
448,2.29,2.29
449,2.2,2.225
450,2.31,2.31
451,2.195,2.22
452,2.23,2.255
453,2.325,2.35
454,2.175,2.175
455,2.13,2.13
456,2.14,2.165
457,2.195,2.22
458,2.285,2.285
459,2.25,2.25
460,2.245,2.27
461,2.285,2.285
462,2.185,2.185
463,2.18,2.205
464,2.155,2.18
465,2.275,2.3
466,2.205,2.205
467,2.31,2.335
468,2.28,2.305
469,2.21,2.235
470,2.2,2.225
471,2.395,2.42
472,2.24,2.265
473,2.47,2.495
474,2.29,2.315
475,2.32,2.32
476,2.285,2.31
477,2.29,2.29
478,2.36,2.385
479,2.27,2.295
480,2.265,2.265
481,2.2,2.225
482,2.25,2.275
483,2.175,2.175
484,2.425,2.45
485,2.245,2.245
486,2.255,2.28
487,2.09,2.115
488,2.365,2.39
489,2.24,2.24
490,2.175,2.2
491,2.29,2.29
492,2.3,2.325
493,2.275,2.275
494,2.24,2.265
495,2.185,2.185
496,2.275,2.275
497,2.18,2.205
498,2.205,2.23
499,2.19,2.19
500,2.375,2.375
501,2.345,2.345
502,2.315,2.315
503,2.33,2.33
504,2.35,2.35
505,2.26,2.285
506,2.17,2.195
507,2.13,2.13
508,2.16,2.16
509,2.23,2.255
510,2.16,2.16
511,2.25,2.275
512,2.215,2.24
513,2.145,2.145
514,2.155,2.155
515,2.22,2.245
516,2.16,2.185
517,2.31,2.31
518,2.27,2.27
519,2.23,2.23
520,2.13,2.155
521,2.295,2.32
522,2.23,2.23
523,2.095,2.12
524,2.23,2.255
525,2.135,2.16
526,2.32,2.345
527,2.09,2.09
528,2.265,2.29
529,2.245,2.27
530,2.27,2.295
531,2.24,2.24
532,2.31,2.335
533,2.32,2.345
534,2.195,2.22
535,2.255,2.255
536,2.16,2.16
537,2.31,2.335
538,2.23,2.23
539,2.205,2.205
540,2.12,2.145
541,2.145,2.145
542,2.27,2.27
543,2.305,2.305
544,2.055,2.055
545,2.155,2.18
546,2.26,2.285
547,2.295,2.32
548,2.26,2.285
549,2.1,2.1
550,2.205,2.205
551,2.275,2.3
552,2.195,2.22
553,2.345,2.345
554,2.15,2.15
555,2.275,2.275
556,2.145,2.145
557,2.205,2.23
558,2.2,2.225
559,2.235,2.26
560,2.075,2.1
561,2.275,2.275
562,2.32,2.345
563,2.16,2.185
564,2.175,2.175
565,2.295,2.32
566,2.33,2.33
567,2.365,2.39
568,2.255,2.28
569,2.275,2.275
570,2.16,2.16
571,2.16,2.185
572,2.185,2.21
573,2.125,2.15
574,2.205,2.23
575,2.255,2.255
576,2.115,2.115
577,2.18,2.205
578,2.205,2.23
579,2.3,2.3
580,2.25,2.275
581,2.165,2.165
582,2.31,2.335
583,2.28,2.28
584,2.25,2.275
585,2.285,2.285
586,2.27,2.27
587,2.195,2.195
588,2.245,2.27
589,2.26,2.26
590,2.225,2.225
591,2.31,2.31
592,2.305,2.33
593,2.15,2.15
594,2.215,2.24
595,2.375,2.4
596,2.225,2.225
597,2.35,2.35
598,2.2,2.225
599,2.425,2.425
600,2.34,2.34
601,2.19,2.19
602,2.275,2.275
603,2.225,2.25
604,2.25,2.275
605,2.245,2.27
606,2.225,2.25
607,2.105,2.13
608,2.33,2.33
609,2.265,2.265
610,2.265,2.265
611,2.275,2.3
612,2.195,2.195
613,2.28,2.28
614,2.23,2.23
615,2.345,2.37
616,2.21,2.21
617,2.33,2.33
618,2.165,2.165
619,2.325,2.325
620,2.245,2.27
621,2.11,2.135
622,2.41,2.41
623,2.265,2.265
624,2.205,2.205
625,2.22,2.22
626,2.285,2.285
627,2.14,2.14
628,2.215,2.215
629,2.17,2.195
630,2.205,2.23
631,2.15,2.15
632,2.24,2.265
633,2.25,2.275
634,2.265,2.265
635,2.32,2.32
636,2.17,2.195
637,2.215,2.215
638,2.255,2.28
639,2.315,2.34
640,2.135,2.16
641,2.27,2.295
642,2.245,2.27
643,2.24,2.265
644,2.255,2.28
645,2.34,2.34
646,2.16,2.185
647,2.195,2.22
648,2.345,2.345
649,2.255,2.255
650,2.145,2.145
651,2.255,2.255
652,2.225,2.25
653,2.155,2.155
654,2.19,2.19
655,2.18,2.205
656,2.335,2.335
657,2.23,2.23
658,2.325,2.35
659,2.325,2.325
660,2.12,2.145
661,2.105,2.105
662,2.19,2.215
663,2.32,2.32
664,2.28,2.28
665,2.245,2.245
666,2.225,2.25
667,2.39,2.39
668,2.19,2.215
669,2.18,2.18
670,2.25,2.275
671,2.155,2.155
672,2.13,2.13
673,2.12,2.12
674,2.21,2.235
675,2.29,2.29
676,2.325,2.325
677,2.26,2.285
678,2.07,2.095
679,2.305,2.33
680,2.26,2.26
681,2.41,2.41
682,2.16,2.16
683,2.33,2.33
684,2.41,2.41
685,2.33,2.33
686,2.27,2.27
687,2.17,2.195
688,2.22,2.245
689,2.26,2.285
690,2.085,2.11
691,2.34,2.365
692,2.255,2.255
693,2.125,2.15
694,2.17,2.17
695,2.315,2.34
696,2.285,2.31
697,2.24,2.265
698,2.275,2.3
699,2.225,2.225
700,2.29,2.315
701,2.18,2.18
702,2.32,2.345
703,2.25,2.25
704,2.13,2.13
705,2.205,2.205
706,2.35,2.375
707,2.185,2.185
708,2.275,2.3
709,2.335,2.335
710,2.24,2.265
711,2.11,2.135
712,2.29,2.29
713,2.355,2.355
714,2.38,2.405
715,2.275,2.3
716,2.24,2.24
717,2.275,2.3
718,2.295,2.295
719,2.09,2.115
720,2.38,2.38
721,2.13,2.155
722,2.285,2.285
723,2.265,2.265
724,2.18,2.18
725,2.21,2.21
726,2.265,2.29
727,2.25,2.25
728,2.225,2.225
729,2.31,2.335
730,2.21,2.21
731,2.23,2.255
732,2.185,2.185
733,2.155,2.155
734,2.24,2.265
735,2.185,2.21
736,2.295,2.32
737,2.345,2.345
738,2.24,2.24
739,2.18,2.205
740,2.21,2.235
741,2.155,2.155
742,2.035,2.035
743,2.18,2.18
744,2.16,2.185
745,2.17,2.17
746,2.225,2.25
747,2.26,2.285
748,2.24,2.24
749,2.265,2.265
750,2.2,2.2
751,2.14,2.165
752,2.205,2.23
753,2.27,2.27
754,2.26,2.26
755,2.24,2.265
756,2.32,2.32
757,2.305,2.33
758,2.255,2.28
759,2.175,2.2
760,2.23,2.23
761,2.31,2.335
762,2.28,2.28
763,2.265,2.29
764,2.295,2.32
765,2.045,2.045
766,2.15,2.15
767,2.1,2.125
768,2.255,2.28
769,2.295,2.295
770,2.18,2.18
771,2.325,2.325
772,2.31,2.31
773,2.21,2.21
774,2.33,2.355
775,2.29,2.29
776,2.215,2.215
777,2.285,2.31
778,2.255,2.28
779,2.225,2.225
780,2.255,2.255
781,2.285,2.285
782,2.3,2.3
783,2.24,2.265
784,2.345,2.37
785,2.235,2.235
786,2.21,2.235
787,2.195,2.22
788,2.2,2.225
789,2.245,2.245
790,2.35,2.375
791,2.29,2.29
792,2.34,2.365
793,2.23,2.255
794,2.185,2.21
795,2.215,2.24
796,2.205,2.23
797,2.235,2.235
798,2.28,2.28
799,2.315,2.315
800,2.265,2.265
801,2.22,2.22
802,2.18,2.205
803,2.185,2.185
804,2.315,2.34
805,2.29,2.29
806,2.215,2.215
807,2.255,2.28
808,2.285,2.285
809,2.21,2.21
810,2.12,2.12
811,2.115,2.115
812,2.275,2.3
813,2.305,2.305
814,2.195,2.195
815,2.235,2.26
816,2.3,2.3
817,2.23,2.255
818,2.25,2.275
819,2.19,2.215
820,2.155,2.18
821,2.325,2.35
822,2.155,2.18
823,2.325,2.325
824,2.17,2.17
825,2.135,2.135
826,2.195,2.195
827,2.24,2.24
828,2.235,2.235
829,2.225,2.25
830,2.315,2.34
831,2.24,2.24
832,2.345,2.37
833,2.235,2.26
834,2.19,2.19
835,2.115,2.115
836,2.305,2.305
837,2.335,2.36
838,2.335,2.335
839,2.115,2.115
840,2.28,2.28
841,2.24,2.265
842,2.225,2.25
843,2.26,2.26
844,2.31,2.335
845,2.32,2.32
846,2.21,2.235
847,2.365,2.39
848,2.15,2.15
849,2.36,2.36
850,2.28,2.305
851,2.295,2.295
852,2.245,2.27
853,2.26,2.285
854,2.325,2.35
855,2.245,2.27
856,2.39,2.39
857,2.225,2.25
858,2.31,2.31
859,2.285,2.31
860,2.175,2.175
861,2.23,2.23
862,2.27,2.27
863,2.255,2.28
864,2.25,2.25
865,2.18,2.205
866,2.285,2.31
867,2.18,2.205
868,2.25,2.25
869,2.235,2.26
870,2.145,2.17
871,2.365,2.365
872,2.235,2.235
873,2.29,2.29
874,2.18,2.205
875,2.14,2.14
876,2.265,2.29
877,2.15,2.15
878,2.16,2.185
879,2.165,2.165
880,2.325,2.35
881,2.26,2.26
882,2.18,2.18
883,2.09,2.115
884,2.18,2.205
885,2.145,2.17
886,2.22,2.22
887,2.16,2.185
888,2.255,2.255
889,2.225,2.225
890,2.41,2.435
891,2.255,2.28
892,2.325,2.35
893,2.215,2.215
894,2.285,2.31
895,2.16,2.16
896,2.22,2.22
897,2.155,2.155
898,2.245,2.27
899,2.285,2.31
900,2.185,2.21
901,2.225,2.25
902,2.28,2.28
903,2.255,2.255
904,2.13,2.13
905,2.16,2.16
906,2.395,2.395
907,2.245,2.245
908,2.31,2.335
909,2.395,2.395
910,2.195,2.195
911,2.285,2.285
912,2.175,2.2
913,2.13,2.13
914,2.29,2.315
915,2.23,2.23
916,2.295,2.295
917,2.345,2.37
918,2.2,2.2
919,2.095,2.095
920,2.145,2.145
921,2.125,2.15
922,2.27,2.295
923,2.285,2.31
924,2.13,2.155
925,2.125,2.15
926,2.225,2.25
927,2.355,2.38
928,2.32,2.32
929,2.26,2.26
930,2.26,2.285
931,2.32,2.32
932,2.175,2.175
933,2.185,2.21
934,2.235,2.235
935,2.27,2.27
936,2.195,2.195
937,2.27,2.295
938,2.145,2.17
939,2.19,2.19
940,2.27,2.295
941,2.195,2.22
942,2.215,2.24
943,2.275,2.275
944,2.15,2.15
945,2.295,2.295
946,2.17,2.195
947,2.205,2.205
948,2.24,2.265
949,2.12,2.12
950,2.255,2.255
951,2.2,2.225
952,2.155,2.155
953,2.3,2.325
954,2.205,2.205
955,2.29,2.315
956,2.235,2.26
957,2.25,2.25
958,2.175,2.2
959,2.265,2.29
960,2.215,2.215
961,2.325,2.325
962,2.28,2.305
963,2.2,2.225
964,2.205,2.205
965,2.25,2.25
966,2.295,2.32
967,2.17,2.195
968,2.28,2.28
969,2.195,2.22
970,2.225,2.25
971,2.36,2.385
972,2.255,2.28
973,2.205,2.23
974,2.295,2.295
975,2.305,2.305
976,2.28,2.28
977,2.255,2.255
978,2.21,2.235
979,2.23,2.23
980,2.35,2.35
981,2.19,2.215
982,2.2,2.2
983,2.355,2.355
984,2.16,2.16
985,2.285,2.285
986,2.28,2.305
987,2.245,2.27
988,2.31,2.31
989,2.32,2.345
990,2.28,2.305
991,2.01,2.035
992,2.2,2.2
993,2.215,2.215
994,2.135,2.16
995,2.2,2.2
996,2.305,2.305
997,2.24,2.265
998,2.18,2.205
999,2.26,2.285
