,NeuralAgent_Student1_200mAgent_rng,Student1_200mAgent
0,3.5,2.25
1,3.51,2.235
2,3.41,2.385
3,3.37,2.445
4,3.4,2.4
5,3.37,2.445
6,3.32,2.52
7,3.275,2.5
8,3.32,2.52
9,3.3,2.55
10,3.33,2.505
11,3.3,2.55
12,3.33,2.505
13,3.31,2.535
14,3.225,2.65
15,3.19,2.715
16,3.21,2.685
17,3.18,2.73
18,3.2,2.7
19,3.17,2.745
20,3.175,2.725
21,3.22,2.67
22,3.15,2.775
23,3.11,2.835
24,3.14,2.79
25,3.1,2.85
26,3.14,2.79
27,3.14,2.79
28,3.12,2.82
29,3.15,2.775
30,3.1,2.85
31,3.1,2.85
32,3.13,2.805
33,0.675,2.95
34,2.455,2.905
35,0.595,2.895
36,2.7,2.875
37,3.08,2.88
38,2.65,2.875
39,2.725,2.875
40,3.06,2.91
41,3.08,2.88
42,3.05,2.9
43,3.06,2.91
44,3.08,2.88
45,0.71,2.435
46,0.78,2.28
47,0.775,2.175
48,0.815,2.14
49,0.775,2.175
50,3.04,2.94
51,0.79,2.24
52,0.745,2.295
53,0.77,2.32
54,0.725,2.375
55,0.7,2.425
56,2.995,2.945
57,0.685,2.535
58,3.02,2.97
59,3.01,2.935
60,0.68,2.555
61,0.675,2.7
62,3.015,2.965
63,3.01,2.985
64,0.66,2.76
65,0.615,2.815
66,0.68,2.88
67,3.05,2.9
68,2.61,2.96
69,2.635,2.96
70,3.03,2.955
71,2.37,2.945
72,2.36,2.96
73,2.36,2.96
74,0.595,2.895
75,0.595,2.895
76,0.615,2.89
77,0.63,2.88
78,0.595,2.895
79,0.6,2.875
80,0.595,2.895
81,3.005,2.98
82,0.595,2.895
83,3.05,2.925
84,3.3,2.55
85,0.63,2.88
86,0.59,2.915
87,0.595,2.895
88,0.595,2.895
89,3.01,2.985
90,3.285,2.56
91,3.32,2.52
92,3.3,2.55
93,2.525,2.95
94,2.26,2.96
95,2.01,2.96
96,3.295,2.545
97,1.725,2.975
98,0.59,2.915
99,0.6,2.875
100,0.635,2.86
