,NeuralAgent_Student17_200aAgent_rng,Student17_200aAgent
0,0.35,3.7
1,0.245,4.145
2,0.13,4.605
3,0.07,4.82
4,0.07,4.82
5,0.045,4.92
6,0.03,4.98
7,0.03,4.98
8,0.055,4.93
9,0.035,4.96
10,0.03,4.98
11,0.035,4.96
12,0.03,4.98
13,0.035,4.96
14,0.03,4.98
15,0.04,4.965
16,0.065,4.89
17,0.03,4.98
18,0.04,4.94
19,0.045,4.945
20,0.03,4.98
21,0.065,4.89
22,0.055,4.905
23,0.03,4.98
24,0.03,4.98
25,0.05,4.9
26,0.03,4.98
27,0.08,4.83
28,0.055,4.905
29,0.055,4.905
30,0.05,4.9
31,0.07,4.845
32,0.06,4.91
33,0.055,4.905
34,0.085,4.81
35,0.035,4.96
36,0.095,4.77
37,0.04,4.94
38,0.11,4.685
39,0.055,4.905
40,0.075,4.85
41,0.085,4.81
42,0.12,4.67
43,0.085,4.81
44,0.055,4.905
45,0.09,4.79
46,0.11,4.71
47,0.09,4.79
48,0.13,4.63
49,0.03,4.98
50,0.045,4.945
51,0.075,4.825
52,0.075,4.825
53,0.05,4.925
54,0.06,4.885
55,0.095,4.77
56,0.035,4.96
57,0.1,4.75
58,0.1,4.75
59,0.085,4.81
60,0.085,4.81
61,0.07,4.845
62,0.045,4.92
63,0.045,4.92
64,0.075,4.85
65,0.085,4.81
66,0.1,4.75
67,0.085,4.81
68,0.095,4.77
69,0.075,4.825
70,0.09,4.79
71,0.08,4.83
72,0.085,4.81
73,0.125,4.65
74,0.095,4.77
75,0.06,4.885
76,0.06,4.885
77,0.07,4.87
78,0.08,4.83
79,0.055,4.93
80,0.165,4.49
81,0.09,4.79
82,0.03,4.98
83,0.035,4.96
84,0.07,4.87
85,0.07,4.87
86,0.045,4.945
87,0.055,4.905
88,0.065,4.865
89,0.07,4.845
90,0.055,4.905
91,0.08,4.83
92,0.06,4.885
93,0.05,4.925
94,0.065,4.89
95,0.08,4.83
96,0.08,4.83
97,0.085,4.785
98,0.075,4.85
99,0.08,4.83
100,0.07,4.87
101,0.075,4.85
102,0.065,4.865
103,0.04,4.965
104,0.055,4.905
105,0.065,4.865
106,0.065,4.865
107,0.07,4.87
108,0.045,4.945
109,0.055,4.905
110,0.055,4.93
111,0.06,4.91
112,0.08,4.83
113,0.075,4.85
114,0.06,4.885
115,0.065,4.865
116,0.05,4.925
117,0.075,4.85
118,0.065,4.89
119,0.085,4.81
120,0.08,4.805
121,0.055,4.905
122,0.06,4.885
123,0.06,4.91
124,0.06,4.885
125,0.05,4.925
126,0.07,4.845
127,0.07,4.845
128,0.065,4.89
129,0.085,4.785
130,0.06,4.91
131,0.055,4.905
132,0.03,4.98
133,0.065,4.865
134,0.055,4.905
135,0.075,4.85
136,0.075,4.825
137,0.09,4.79
138,0.07,4.87
139,0.09,4.79
140,0.115,4.665
141,0.065,4.89
142,0.08,4.83
143,0.065,4.865
144,0.05,4.925
145,0.075,4.85
146,0.05,4.925
147,0.05,4.925
148,0.05,4.925
149,0.045,4.945
150,0.07,4.845
151,0.06,4.885
152,0.045,4.945
153,0.055,4.88
154,0.07,4.845
155,0.075,4.825
156,0.05,4.925
157,0.05,4.9
158,0.035,4.96
159,0.07,4.87
160,0.075,4.825
161,0.07,4.845
162,0.065,4.89
163,0.1,4.75
164,0.06,4.86
165,0.055,4.905
166,0.07,4.87
167,0.095,4.745
168,0.065,4.865
169,0.06,4.885
170,0.07,4.87
171,0.075,4.825
172,0.09,4.765
173,0.08,4.83
174,0.045,4.92
175,0.06,4.885
176,0.08,4.83
177,0.065,4.865
178,0.08,4.83
179,0.075,4.825
180,0.08,4.83
181,0.085,4.81
182,0.085,4.81
183,0.05,4.925
184,0.06,4.885
185,0.055,4.905
186,0.055,4.88
187,0.055,4.93
188,0.09,4.79
189,0.065,4.89
190,0.065,4.89
191,0.08,4.83
192,0.045,4.945
193,0.05,4.925
194,0.06,4.91
195,0.06,4.885
196,0.08,4.83
197,0.075,4.85
198,0.04,4.94
199,0.075,4.8
200,0.075,4.85
201,0.075,4.825
202,0.055,4.905
203,0.06,4.86
204,0.05,4.9
205,0.065,4.89
206,0.065,4.865
207,0.08,4.83
208,0.075,4.85
209,0.065,4.865
210,0.07,4.87
211,0.055,4.905
212,0.08,4.83
213,0.09,4.765
214,0.07,4.87
215,0.065,4.865
216,0.07,4.87
217,0.045,4.945
218,0.1,4.75
219,0.045,4.945
220,0.045,4.945
221,0.07,4.87
222,0.07,4.87
223,0.065,4.865
224,0.045,4.945
225,0.075,4.825
226,0.055,4.88
227,0.06,4.885
228,0.06,4.885
229,0.045,4.945
230,0.07,4.845
231,0.095,4.77
232,0.075,4.85
233,0.07,4.87
234,0.075,4.85
235,0.08,4.83
236,0.06,4.86
237,0.07,4.87
238,0.075,4.825
239,0.03,4.98
240,0.055,4.905
241,0.065,4.89
242,0.06,4.885
243,0.08,4.83
244,0.06,4.885
245,0.055,4.905
246,0.09,4.79
247,0.06,4.91
248,0.05,4.95
249,0.04,4.94
250,0.05,4.925
251,0.065,4.865
252,0.085,4.81
253,0.06,4.885
254,0.05,4.925
255,0.055,4.88
256,0.06,4.91
257,0.05,4.925
258,0.05,4.925
259,0.065,4.89
260,0.05,4.95
261,0.08,4.805
262,0.09,4.79
263,0.05,4.925
264,0.055,4.905
265,0.045,4.945
266,0.09,4.79
267,0.075,4.85
268,0.07,4.87
269,0.045,4.945
270,0.06,4.91
271,0.065,4.865
272,0.045,4.945
273,0.08,4.78
274,0.06,4.91
275,0.095,4.745
276,0.055,4.93
277,0.045,4.945
278,0.055,4.93
279,0.04,4.94
280,0.05,4.925
281,0.06,4.885
282,0.065,4.865
283,0.07,4.87
284,0.065,4.84
285,0.07,4.87
286,0.065,4.89
287,0.065,4.89
288,0.08,4.805
289,0.11,4.71
290,0.07,4.87
291,0.06,4.91
292,0.07,4.845
293,0.065,4.865
294,0.045,4.945
295,0.095,4.77
296,0.06,4.885
297,0.065,4.865
298,0.075,4.85
299,0.05,4.925
300,0.065,4.89
301,0.05,4.925
302,0.065,4.865
303,0.065,4.89
304,0.075,4.85
305,0.07,4.82
306,0.07,4.87
307,0.045,4.945
308,0.105,4.705
309,0.085,4.81
310,0.065,4.865
311,0.06,4.91
312,0.05,4.925
313,0.055,4.905
314,0.05,4.95
315,0.075,4.85
316,0.06,4.91
317,0.1,4.75
318,0.075,4.85
319,0.05,4.95
320,0.075,4.825
321,0.055,4.88
322,0.06,4.86
323,0.05,4.925
324,0.07,4.845
325,0.065,4.865
326,0.05,4.925
327,0.08,4.805
328,0.06,4.885
329,0.05,4.925
330,0.075,4.825
331,0.065,4.865
332,0.105,4.73
333,0.065,4.89
334,0.06,4.91
335,0.085,4.81
336,0.045,4.945
337,0.06,4.91
338,0.055,4.905
339,0.075,4.825
340,0.065,4.865
341,0.065,4.865
342,0.075,4.85
343,0.065,4.89
344,0.06,4.885
345,0.06,4.885
346,0.055,4.905
347,0.07,4.87
348,0.065,4.865
349,0.045,4.945
350,0.065,4.865
351,0.075,4.85
352,0.07,4.845
353,0.06,4.91
354,0.06,4.91
355,0.05,4.925
356,0.085,4.785
357,0.065,4.865
358,0.07,4.87
359,0.05,4.925
360,0.03,4.98
361,0.05,4.925
362,0.08,4.83
363,0.08,4.83
364,0.07,4.87
365,0.06,4.91
366,0.065,4.865
367,0.085,4.81
368,0.08,4.805
369,0.04,4.965
370,0.05,4.925
371,0.045,4.92
372,0.07,4.845
373,0.085,4.785
374,0.06,4.91
375,0.065,4.865
376,0.065,4.865
377,0.065,4.89
378,0.065,4.865
379,0.07,4.87
380,0.075,4.825
381,0.07,4.87
382,0.09,4.79
383,0.075,4.85
384,0.16,4.51
385,0.105,4.705
386,0.06,4.885
387,0.065,4.89
388,0.055,4.905
389,0.06,4.885
390,0.065,4.865
391,0.06,4.885
392,0.065,4.89
393,0.08,4.805
394,0.075,4.85
395,0.085,4.81
396,0.075,4.825
397,0.065,4.89
398,0.065,4.865
399,0.07,4.87
400,0.065,4.865
401,0.06,4.91
402,0.06,4.885
403,0.035,4.96
404,0.07,4.87
405,0.07,4.87
406,0.05,4.925
407,0.055,4.905
408,0.07,4.845
409,0.055,4.905
410,0.085,4.81
411,0.075,4.825
412,0.06,4.91
413,0.075,4.85
414,0.06,4.885
415,0.055,4.905
416,0.055,4.88
417,0.055,4.93
418,0.065,4.865
419,0.04,4.94
420,0.09,4.79
421,0.04,4.94
422,0.055,4.93
423,0.08,4.83
424,0.04,4.94
425,0.06,4.885
426,0.06,4.91
427,0.06,4.885
428,0.055,4.905
429,0.08,4.83
430,0.06,4.91
431,0.07,4.845
432,0.055,4.93
433,0.055,4.93
434,0.065,4.865
435,0.055,4.905
436,0.065,4.865
437,0.08,4.805
438,0.075,4.8
439,0.035,4.96
440,0.07,4.82
441,0.055,4.93
442,0.075,4.85
443,0.065,4.865
444,0.07,4.845
445,0.065,4.865
446,0.075,4.85
447,0.07,4.87
448,0.065,4.865
449,0.055,4.905
450,0.06,4.885
451,0.04,4.94
452,0.095,4.77
453,0.065,4.89
454,0.06,4.91
455,0.075,4.825
456,0.075,4.825
457,0.055,4.905
458,0.045,4.945
459,0.095,4.77
460,0.055,4.905
461,0.105,4.73
462,0.085,4.81
463,0.06,4.91
464,0.065,4.89
465,0.065,4.84
466,0.05,4.95
