,NeuralAgent_Student17_200aAgent_rng,Student17_200aAgent
467,0.095,4.77
468,0.045,4.945
469,0.055,4.905
470,0.055,4.93
471,0.075,4.85
472,0.075,4.85
473,0.095,4.745
474,0.09,4.765
475,0.05,4.925
476,0.055,4.905
477,0.065,4.865
478,0.055,4.905
479,0.09,4.79
480,0.075,4.85
481,0.045,4.945
482,0.05,4.925
483,0.045,4.945
484,0.05,4.9
485,0.065,4.89
486,0.06,4.91
487,0.075,4.85
488,0.06,4.885
489,0.085,4.785
490,0.06,4.885
491,0.06,4.91
492,0.04,4.94
493,0.07,4.87
494,0.06,4.91
495,0.06,4.91
496,0.055,4.905
497,0.04,4.94
498,0.06,4.885
499,0.075,4.85
500,0.095,4.77
501,0.055,4.93
502,0.11,4.71
503,0.065,4.89
504,0.05,4.925
505,0.06,4.885
506,0.055,4.905
507,0.085,4.81
508,0.06,4.91
509,0.05,4.925
510,0.075,4.85
511,0.075,4.85
512,0.055,4.93
513,0.055,4.93
514,0.055,4.905
515,0.045,4.92
516,0.06,4.91
517,0.045,4.945
518,0.085,4.785
519,0.06,4.91
520,0.06,4.91
521,0.075,4.825
522,0.055,4.93
523,0.05,4.925
524,0.055,4.93
525,0.055,4.905
526,0.07,4.845
527,0.06,4.91
528,0.055,4.905
529,0.07,4.87
530,0.065,4.865
531,0.115,4.69
532,0.055,4.905
533,0.06,4.885
534,0.05,4.925
535,0.06,4.885
536,0.05,4.925
537,0.07,4.845
538,0.075,4.825
539,0.05,4.925
540,0.08,4.83
541,0.09,4.765
542,0.065,4.89
543,0.06,4.91
544,0.055,4.905
545,0.07,4.87
546,0.065,4.865
547,0.085,4.81
548,0.07,4.845
549,0.05,4.95
550,0.07,4.87
551,0.06,4.885
552,0.075,4.85
553,0.055,4.93
554,0.055,4.93
555,0.075,4.85
556,0.06,4.885
557,0.065,4.865
558,0.07,4.845
559,0.06,4.885
560,0.065,4.89
561,0.065,4.89
562,0.055,4.905
563,0.055,4.88
564,0.05,4.925
565,0.05,4.95
566,0.09,4.79
567,0.06,4.91
568,0.05,4.9
569,0.07,4.87
570,0.05,4.925
571,0.075,4.85
572,0.065,4.89
573,0.055,4.93
574,0.06,4.91
575,0.1,4.75
576,0.075,4.85
577,0.04,4.965
578,0.045,4.945
579,0.065,4.89
580,0.09,4.79
581,0.065,4.865
582,0.075,4.85
583,0.055,4.88
584,0.055,4.93
585,0.055,4.905
586,0.055,4.93
587,0.045,4.945
588,0.075,4.85
589,0.05,4.9
590,0.08,4.83
591,0.055,4.93
592,0.065,4.865
593,0.045,4.945
594,0.045,4.945
595,0.07,4.845
596,0.06,4.91
597,0.05,4.95
598,0.065,4.89
599,0.065,4.865
600,0.055,4.93
601,0.04,4.94
602,0.04,4.965
603,0.045,4.945
604,0.045,4.945
605,0.06,4.91
606,0.075,4.85
607,0.04,4.965
608,0.11,4.685
609,0.08,4.83
610,0.065,4.865
611,0.065,4.89
612,0.035,4.96
613,0.06,4.885
614,0.05,4.925
615,0.065,4.865
616,0.08,4.83
617,0.08,4.83
618,0.03,4.98
619,0.055,4.88
620,0.06,4.885
621,0.055,4.905
622,0.1,4.75
623,0.07,4.845
624,0.065,4.89
625,0.06,4.86
626,0.1,4.75
627,0.1,4.75
628,0.065,4.865
629,0.075,4.85
630,0.045,4.945
631,0.075,4.85
632,0.07,4.87
633,0.06,4.885
634,0.055,4.905
635,0.07,4.87
636,0.075,4.85
637,0.055,4.905
638,0.06,4.885
639,0.055,4.905
640,0.06,4.885
641,0.065,4.865
642,0.07,4.87
643,0.05,4.925
644,0.05,4.925
645,0.06,4.885
646,0.06,4.885
647,0.06,4.885
648,0.055,4.905
649,0.04,4.965
650,0.045,4.92
651,0.075,4.85
652,0.07,4.87
653,0.055,4.88
654,0.055,4.905
655,0.05,4.9
656,0.065,4.89
657,0.075,4.85
658,0.08,4.805
659,0.075,4.85
660,0.05,4.925
661,0.045,4.945
662,0.065,4.84
663,0.065,4.865
664,0.065,4.84
665,0.1,4.75
666,0.065,4.89
667,0.11,4.71
668,0.075,4.85
669,0.08,4.805
670,0.075,4.85
671,0.065,4.84
672,0.08,4.805
673,0.07,4.87
674,0.09,4.74
675,0.06,4.91
676,0.07,4.845
677,0.1,4.75
678,0.06,4.885
679,0.07,4.87
680,0.04,4.94
681,0.05,4.95
682,0.055,4.905
683,0.055,4.905
684,0.035,4.96
685,0.045,4.945
686,0.05,4.9
687,0.04,4.94
688,0.06,4.91
689,0.055,4.905
690,0.04,4.965
691,0.06,4.885
692,0.05,4.925
693,0.045,4.945
694,0.065,4.865
695,0.085,4.81
696,0.06,4.885
697,0.04,4.94
698,0.06,4.86
699,0.06,4.885
700,0.05,4.925
701,0.065,4.89
702,0.06,4.885
703,0.055,4.93
704,0.095,4.77
705,0.05,4.925
706,0.06,4.885
707,0.065,4.89
708,0.075,4.85
709,0.05,4.9
710,0.045,4.945
711,0.065,4.865
712,0.1,4.75
713,0.045,4.945
714,0.06,4.885
715,0.1,4.75
716,0.08,4.83
717,0.11,4.71
718,0.06,4.91
719,0.12,4.67
720,0.055,4.905
721,0.12,4.67
722,0.095,4.77
723,0.055,4.88
724,0.07,4.845
725,0.065,4.865
726,0.07,4.87
727,0.085,4.81
728,0.055,4.905
729,0.065,4.89
730,0.095,4.745
731,0.07,4.87
732,0.055,4.905
733,0.055,4.88
734,0.045,4.945
735,0.06,4.91
736,0.06,4.91
737,0.06,4.91
738,0.045,4.92
739,0.05,4.925
740,0.075,4.85
741,0.055,4.88
742,0.06,4.885
743,0.05,4.925
744,0.085,4.785
745,0.045,4.945
746,0.05,4.925
747,0.07,4.87
748,0.045,4.945
749,0.1,4.75
750,0.05,4.9
751,0.07,4.845
752,0.05,4.925
753,0.055,4.93
754,0.05,4.925
755,0.045,4.945
756,0.06,4.885
757,0.1,4.725
758,0.045,4.92
759,0.07,4.87
760,0.04,4.965
761,0.055,4.93
762,0.03,4.98
763,0.065,4.865
764,0.065,4.865
765,0.08,4.805
766,0.055,4.905
767,0.045,4.92
768,0.085,4.81
769,0.06,4.885
770,0.055,4.905
771,0.08,4.805
772,0.045,4.945
773,0.045,4.945
774,0.06,4.91
775,0.045,4.92
776,0.085,4.81
777,0.07,4.87
778,0.105,4.73
779,0.06,4.91
780,0.055,4.93
781,0.065,4.865
782,0.085,4.81
783,0.08,4.83
784,0.05,4.925
785,0.05,4.925
786,0.055,4.93
787,0.08,4.83
788,0.065,4.865
789,0.05,4.925
790,0.06,4.885
791,0.06,4.86
792,0.065,4.865
793,0.06,4.91
794,0.03,4.98
795,0.045,4.945
796,0.045,4.945
797,0.055,4.93
798,0.05,4.925
799,0.055,4.905
800,0.065,4.865
801,0.055,4.905
802,0.06,4.91
803,0.075,4.85
804,0.065,4.89
805,0.05,4.925
806,0.055,4.88
807,0.04,4.94
808,0.065,4.865
809,0.065,4.865
810,0.07,4.87
811,0.045,4.92
812,0.06,4.91
813,0.065,4.865
814,0.05,4.925
815,0.075,4.85
816,0.055,4.93
817,0.045,4.945
818,0.04,4.94
819,0.04,4.94
820,0.06,4.91
821,0.08,4.83
822,0.05,4.95
823,0.05,4.925
824,0.05,4.925
825,0.05,4.925
826,0.06,4.885
827,0.055,4.905
828,0.05,4.95
829,0.06,4.885
830,0.05,4.925
831,0.045,4.945
832,0.055,4.93
833,0.045,4.92
834,0.06,4.91
835,0.06,4.885
836,0.07,4.845
837,0.095,4.77
838,0.065,4.865
839,0.065,4.89
840,0.055,4.905
841,0.06,4.885
842,0.06,4.91
843,0.08,4.83
844,0.035,4.96
845,0.07,4.87
846,0.06,4.91
847,0.04,4.965
848,0.07,4.87
849,0.095,4.77
850,0.04,4.94
851,0.04,4.94
852,0.045,4.945
853,0.075,4.85
854,0.04,4.965
855,0.05,4.925
856,0.06,4.885
857,0.05,4.9
858,0.065,4.89
859,0.055,4.905
860,0.035,4.96
861,0.085,4.81
862,0.06,4.885
863,0.045,4.92
864,0.045,4.945
865,0.035,4.96
866,0.065,4.89
867,0.1,4.725
868,0.05,4.925
869,0.055,4.93
870,0.095,4.77
871,0.07,4.845
872,0.08,4.83
873,0.08,4.83
874,0.085,4.81
875,0.08,4.83
876,0.05,4.925
877,0.045,4.945
878,0.045,4.945
879,0.04,4.94
880,0.075,4.825
881,0.055,4.905
882,0.04,4.94
883,0.105,4.705
884,0.08,4.83
885,0.065,4.89
886,0.05,4.925
887,0.065,4.89
888,0.04,4.965
889,0.065,4.89
890,0.06,4.91
891,0.06,4.91
892,0.05,4.95
893,0.06,4.91
894,0.035,4.96
895,0.065,4.89
896,0.06,4.885
897,0.05,4.95
898,0.045,4.945
899,0.07,4.87
900,0.04,4.965
901,0.055,4.88
902,0.035,4.96
903,0.07,4.845
904,0.075,4.85
905,0.055,4.88
906,0.045,4.945
907,0.095,4.77
908,0.05,4.9
909,0.055,4.93
910,0.04,4.965
911,0.07,4.87
912,0.05,4.925
913,0.05,4.925
914,0.075,4.85
915,0.055,4.905
916,0.07,4.87
917,0.055,4.88
918,0.05,4.925
919,0.06,4.86
920,0.035,4.96
921,0.07,4.845
922,0.05,4.9
923,0.055,4.905
924,0.065,4.89
925,0.06,4.91
926,0.055,4.93
927,0.08,4.83
928,0.07,4.87
929,0.085,4.81
930,0.06,4.885
931,0.07,4.87
932,0.035,4.96
933,0.04,4.94
934,0.065,4.89
935,0.07,4.87
936,0.065,4.865
937,0.07,4.87
938,0.065,4.89
939,0.045,4.945
940,0.045,4.945
941,0.07,4.845
942,0.035,4.96
943,0.065,4.865
944,0.04,4.965
945,0.065,4.865
946,0.055,4.905
947,0.075,4.85
948,0.055,4.88
949,0.08,4.83
950,0.065,4.865
951,0.035,4.96
952,0.055,4.905
953,0.05,4.925
954,0.065,4.865
955,0.055,4.905
956,0.065,4.865
957,0.06,4.885
958,0.065,4.89
959,0.06,4.885
960,0.075,4.825
961,0.07,4.87
962,0.065,4.865
963,0.055,4.88
964,0.055,4.93
965,0.05,4.925
966,0.045,4.92
967,0.065,4.84
968,0.055,4.905
969,0.065,4.89
970,0.065,4.865
971,0.065,4.865
972,0.055,4.905
973,0.08,4.83
974,0.06,4.86
975,0.07,4.87
976,0.065,4.865
977,0.06,4.91
978,0.06,4.91
979,0.07,4.87
980,0.05,4.925
981,0.065,4.865
982,0.075,4.85
983,0.055,4.88
984,0.07,4.82
985,0.07,4.845
986,0.08,4.83
987,0.065,4.89
988,0.06,4.91
989,0.065,4.89
990,0.07,4.845
991,0.06,4.885
992,0.06,4.91
993,0.065,4.865
994,0.06,4.86
995,0.05,4.9
996,0.035,4.96
997,0.06,4.91
998,0.065,4.89
999,0.055,4.93
