,NeuralAgent_Student22_200mAgent,Student22_200mAgent
0,2.195,2.07
1,2.285,2.185
2,2.19,2.09
3,2.345,2.245
4,2.24,2.115
5,2.25,2.125
6,2.165,2.04
7,2.225,2.1
8,2.205,2.105
9,2.215,2.115
10,2.145,2.02
11,2.305,2.18
12,2.225,2.1
13,2.295,2.17
14,2.38,2.28
15,2.33,2.205
16,2.235,2.135
17,2.34,2.24
18,2.23,2.105
19,2.28,2.155
20,2.175,2.05
21,2.225,2.1
22,2.31,2.185
23,2.33,2.23
24,2.21,2.085
25,2.34,2.24
26,2.275,2.175
27,2.135,2.01
28,2.26,2.16
29,2.32,2.22
30,2.355,2.23
31,2.2,2.1
32,2.235,2.135
33,2.24,2.115
34,2.155,2.055
35,2.205,2.08
36,2.175,2.05
37,2.205,2.08
38,2.47,2.345
39,2.36,2.235
40,2.195,2.095
41,2.4,2.3
42,2.2,2.1
43,2.21,2.085
44,2.19,2.09
45,2.4,2.275
46,2.31,2.185
47,2.195,2.095
48,2.21,2.085
49,2.3,2.2
50,2.335,2.235
51,2.31,2.21
52,2.34,2.215
53,2.34,2.24
54,2.155,2.055
55,2.355,2.23
56,2.33,2.205
57,2.38,2.255
58,2.37,2.245
59,2.3,2.175
60,2.45,2.325
61,2.315,2.215
62,2.325,2.2
63,2.385,2.26
64,2.215,2.115
65,2.265,2.14
66,2.355,2.23
67,2.29,2.19
68,2.125,2.0
69,2.135,2.01
70,2.275,2.15
71,2.27,2.17
72,2.265,2.165
73,2.31,2.21
74,2.215,2.115
75,2.25,2.15
76,2.245,2.145
77,2.295,2.195
78,2.23,2.105
79,2.23,2.105
80,2.285,2.185
81,2.285,2.185
82,2.175,2.075
83,2.27,2.145
84,2.275,2.15
85,2.125,2.0
86,2.34,2.215
87,2.29,2.19
88,2.375,2.25
89,2.225,2.1
90,2.365,2.24
91,2.345,2.22
92,2.175,2.05
93,2.375,2.275
94,2.395,2.295
95,2.345,2.22
96,2.34,2.24
97,2.16,2.035
98,2.375,2.25
99,2.245,2.145
100,2.4,2.275
101,2.38,2.255
102,2.265,2.165
103,2.235,2.135
104,2.295,2.195
105,2.45,2.35
106,2.32,2.22
107,2.125,2.025
108,2.33,2.205
109,2.23,2.13
110,2.31,2.21
111,2.355,2.23
112,2.24,2.14
113,2.37,2.27
114,2.295,2.195
115,2.25,2.15
116,2.285,2.16
117,2.2,2.075
118,2.275,2.15
119,2.18,2.055
120,2.265,2.14
121,2.28,2.155
122,2.24,2.115
123,2.275,2.15
124,2.27,2.17
125,2.36,2.235
126,2.24,2.14
127,2.255,2.13
128,2.265,2.14
129,2.425,2.325
130,2.32,2.195
131,2.29,2.19
132,2.265,2.14
133,2.285,2.16
134,2.325,2.2
135,2.34,2.215
136,2.295,2.17
137,2.325,2.2
138,2.31,2.21
139,2.37,2.27
140,2.26,2.135
141,2.285,2.16
142,2.365,2.24
143,2.175,2.05
144,2.225,2.1
145,2.265,2.14
146,2.175,2.05
147,2.405,2.28
148,2.335,2.21
149,2.185,2.06
150,2.275,2.15
151,2.29,2.19
152,2.345,2.22
153,2.32,2.195
154,2.385,2.285
155,2.38,2.255
156,2.4,2.275
157,2.325,2.2
158,2.145,2.02
159,2.38,2.28
160,2.29,2.165
161,2.295,2.17
162,2.29,2.165
163,2.21,2.11
164,2.13,2.03
165,2.21,2.11
166,2.36,2.235
167,2.295,2.17
168,2.38,2.255
169,2.235,2.11
170,2.375,2.275
171,2.345,2.245
172,2.48,2.38
173,2.335,2.21
174,2.41,2.285
175,2.225,2.1
176,2.195,2.07
177,2.3,2.2
178,2.115,1.99
179,2.18,2.08
180,2.24,2.14
181,2.225,2.125
182,2.27,2.17
183,2.165,2.065
184,2.295,2.195
185,2.195,2.095
186,2.265,2.14
187,2.215,2.09
188,2.335,2.21
189,2.255,2.13
190,2.235,2.135
191,2.285,2.185
192,2.37,2.27
193,2.41,2.285
194,2.27,2.145
195,2.26,2.16
196,2.39,2.265
197,2.35,2.25
198,2.4,2.275
199,2.365,2.24
200,2.265,2.165
201,2.26,2.135
202,2.39,2.265
203,2.365,2.265
204,2.295,2.195
205,2.395,2.295
206,2.375,2.25
207,2.245,2.145
208,2.305,2.18
209,2.27,2.145
210,2.35,2.225
211,2.215,2.115
212,2.395,2.27
213,2.305,2.205
214,2.46,2.36
215,2.3,2.175
216,2.35,2.25
217,2.25,2.125
218,2.235,2.135
219,2.22,2.12
220,2.28,2.155
221,2.33,2.205
222,2.325,2.2
223,2.315,2.215
224,2.195,2.095
225,2.39,2.265
226,2.265,2.165
227,2.285,2.185
228,2.33,2.23
229,2.34,2.24
230,2.385,2.26
231,2.34,2.24
232,2.34,2.24
233,2.42,2.295
234,2.265,2.14
235,2.36,2.26
236,2.33,2.23
237,2.315,2.215
238,2.29,2.165
239,2.445,2.345
240,2.195,2.095
241,2.32,2.195
242,2.255,2.13
243,2.33,2.205
244,2.355,2.23
245,2.285,2.185
246,2.36,2.26
247,2.285,2.16
248,2.345,2.22
249,2.33,2.205
250,2.295,2.195
251,2.225,2.125
252,2.325,2.225
253,2.32,2.195
254,2.315,2.19
255,2.355,2.255
256,2.26,2.16
257,2.355,2.255
258,2.135,2.01
259,2.335,2.235
260,2.47,2.345
261,2.3,2.175
262,2.335,2.21
263,2.32,2.22
264,2.375,2.275
265,2.435,2.31
266,2.275,2.15
267,2.37,2.27
268,2.415,2.315
269,2.24,2.14
270,2.3,2.175
271,2.335,2.235
272,2.315,2.215
273,2.375,2.25
274,2.32,2.22
275,2.29,2.165
276,2.33,2.23
277,2.14,2.04
278,2.43,2.33
279,2.185,2.06
280,2.355,2.23
281,2.31,2.21
282,2.215,2.09
283,2.405,2.28
284,2.285,2.185
285,2.34,2.24
286,2.275,2.15
287,2.39,2.29
288,2.255,2.155
289,2.305,2.18
290,2.33,2.205
291,2.395,2.295
292,2.345,2.245
293,2.37,2.245
294,2.275,2.15
295,2.335,2.21
296,2.305,2.205
297,2.44,2.34
298,2.295,2.17
299,2.26,2.16
300,2.35,2.225
301,2.325,2.2
302,2.42,2.295
303,2.24,2.115
304,2.305,2.18
305,2.39,2.29
306,2.32,2.22
307,2.41,2.31
308,2.31,2.21
309,2.245,2.145
310,2.355,2.23
311,2.18,2.08
312,2.33,2.205
313,2.36,2.26
314,2.305,2.205
315,2.345,2.245
316,2.295,2.195
317,2.295,2.17
318,2.435,2.31
319,2.23,2.105
320,2.195,2.095
321,2.345,2.245
322,2.315,2.19
323,2.315,2.215
324,2.255,2.13
325,2.24,2.14
326,2.18,2.08
327,2.335,2.21
328,2.24,2.14
329,2.445,2.345
330,2.315,2.19
331,2.155,2.03
332,2.365,2.24
333,2.39,2.29
334,2.295,2.195
335,2.33,2.23
336,2.335,2.235
337,2.42,2.295
338,2.185,2.085
339,2.37,2.27
340,2.28,2.18
341,2.27,2.17
342,2.305,2.18
343,2.435,2.31
344,2.395,2.295
345,2.28,2.18
346,2.285,2.16
347,2.415,2.29
348,2.325,2.225
349,2.265,2.165
350,2.265,2.165
351,2.32,2.22
352,2.395,2.295
353,2.145,2.045
354,2.36,2.26
355,2.35,2.25
356,2.3,2.2
357,2.405,2.28
358,2.29,2.19
359,2.35,2.225
360,2.275,2.175
361,2.335,2.21
362,2.355,2.23
363,2.41,2.31
364,2.25,2.15
365,2.275,2.175
366,2.385,2.26
367,2.325,2.2
368,2.29,2.19
369,2.255,2.13
370,2.41,2.31
371,2.385,2.26
372,2.375,2.25
373,2.245,2.12
374,2.345,2.245
375,2.355,2.23
376,2.55,2.425
377,2.32,2.22
378,2.395,2.295
379,2.25,2.15
380,2.3,2.175
381,2.325,2.2
382,2.24,2.14
383,2.39,2.29
384,2.345,2.245
385,2.315,2.215
386,2.3,2.175
387,2.305,2.18
388,2.165,2.04
389,2.405,2.305
390,2.46,2.335
391,2.265,2.14
392,2.29,2.19
393,2.375,2.25
394,2.18,2.055
395,2.53,2.405
396,2.395,2.295
397,2.39,2.265
398,2.445,2.345
399,2.335,2.21
400,2.36,2.235
401,2.36,2.235
402,2.255,2.155
403,2.35,2.25
404,2.25,2.125
405,2.365,2.265
406,2.345,2.245
407,2.385,2.285
408,2.355,2.23
409,2.475,2.35
410,2.285,2.185
411,2.39,2.265
412,2.34,2.24
413,2.38,2.255
414,2.375,2.25
415,2.25,2.125
416,2.3,2.175
417,2.32,2.195
418,2.315,2.19
419,2.355,2.255
420,2.185,2.085
421,2.33,2.205
422,2.395,2.27
423,2.515,2.39
424,2.385,2.26
425,2.36,2.26
426,2.325,2.2
427,2.3,2.175
428,2.34,2.215
429,2.35,2.225
430,2.235,2.11
431,2.305,2.18
432,2.365,2.24
433,2.21,2.11
434,2.445,2.32
435,2.3,2.2
436,2.33,2.23
437,2.31,2.21
438,2.23,2.105
439,2.22,2.12
440,2.36,2.235
441,2.365,2.24
442,2.2,2.1
443,2.26,2.135
444,2.295,2.17
445,2.335,2.21
446,2.235,2.11
447,2.285,2.185
448,2.285,2.185
449,2.2,2.075
450,2.23,2.105
451,2.295,2.17
452,2.415,2.315
453,2.39,2.29
454,2.31,2.185
455,2.3,2.175
456,2.245,2.12
457,2.245,2.12
458,2.245,2.145
459,2.325,2.2
460,2.385,2.26
461,2.35,2.225
462,2.37,2.27
463,2.435,2.31
464,2.22,2.12
465,2.32,2.195
466,2.31,2.185
467,2.35,2.25
468,2.33,2.23
469,2.315,2.215
470,2.265,2.14
471,2.28,2.18
472,2.245,2.145
473,2.31,2.21
474,2.305,2.205
475,2.215,2.09
476,2.345,2.245
477,2.37,2.245
478,2.365,2.265
479,2.325,2.225
480,2.355,2.23
481,2.39,2.265
482,2.34,2.215
483,2.3,2.2
484,2.27,2.17
485,2.46,2.36
486,2.205,2.105
487,2.315,2.19
488,2.32,2.195
489,2.33,2.205
490,2.275,2.175
491,2.325,2.2
492,2.205,2.08
493,2.26,2.135
494,2.395,2.27
495,2.365,2.265
496,2.42,2.295
497,2.39,2.265
498,2.38,2.28
499,2.305,2.205
500,2.225,2.1
501,2.395,2.295
502,2.45,2.325
503,2.465,2.365
504,2.225,2.125
505,2.295,2.195
506,2.32,2.195
507,2.31,2.21
508,2.295,2.17
509,2.205,2.08
510,2.31,2.21
511,2.305,2.18
512,2.375,2.25
513,2.48,2.355
514,2.215,2.09
515,2.32,2.195
516,2.305,2.205
517,2.315,2.19
518,2.305,2.205
519,2.33,2.23
520,2.415,2.29
521,2.2,2.075
522,2.21,2.11
523,2.3,2.175
524,2.375,2.275
525,2.345,2.22
526,2.385,2.285
527,2.33,2.23
528,2.265,2.14
529,2.355,2.255
530,2.305,2.18
531,2.46,2.36
532,2.335,2.21
533,2.275,2.15
534,2.255,2.13
535,2.31,2.185
536,2.265,2.14
537,2.26,2.135
538,2.34,2.215
539,2.27,2.145
540,2.45,2.35
541,2.235,2.135
542,2.31,2.21
543,2.175,2.075
544,2.385,2.285
545,2.33,2.23
546,2.225,2.125
547,2.26,2.135
548,2.405,2.28
549,2.32,2.22
550,2.29,2.165
551,2.295,2.17
552,2.335,2.21
553,2.32,2.22
554,2.255,2.155
555,2.345,2.22
556,2.315,2.19
557,2.245,2.12
558,2.32,2.195
559,2.28,2.18
560,2.25,2.125
561,2.375,2.275
562,2.355,2.23
563,2.32,2.22
564,2.375,2.25
565,2.405,2.28
566,2.195,2.095
567,2.31,2.21
568,2.38,2.255
569,2.42,2.295
570,2.445,2.32
571,2.34,2.215
572,2.36,2.235
573,2.425,2.3
574,2.445,2.32
575,2.38,2.28
576,2.36,2.235
577,2.26,2.135
578,2.34,2.215
579,2.3,2.175
580,2.355,2.23
581,2.415,2.315
582,2.35,2.225
583,2.44,2.34
584,2.4,2.275
585,2.405,2.28
586,2.15,2.05
587,2.33,2.205
588,2.355,2.255
589,2.4,2.275
590,2.245,2.12
591,2.23,2.13
592,2.285,2.185
593,2.415,2.315
594,2.345,2.22
595,2.255,2.13
596,2.315,2.19
597,2.375,2.25
598,2.295,2.17
599,2.305,2.205
600,2.38,2.255
601,2.31,2.21
602,2.34,2.24
603,2.385,2.26
604,2.335,2.235
605,2.28,2.18
606,2.485,2.385
607,2.35,2.225
608,2.365,2.24
609,2.33,2.23
610,2.305,2.18
611,2.365,2.265
612,2.34,2.24
613,2.41,2.31
614,2.37,2.245
615,2.455,2.33
616,2.495,2.395
617,2.335,2.21
618,2.265,2.14
619,2.42,2.32
620,2.34,2.215
621,2.26,2.135
622,2.38,2.255
623,2.455,2.355
624,2.385,2.26
625,2.225,2.1
626,2.275,2.175
627,2.4,2.275
628,2.155,2.03
629,2.45,2.325
630,2.325,2.225
631,2.27,2.17
632,2.425,2.325
633,2.345,2.22
634,2.375,2.275
635,2.26,2.16
636,2.325,2.225
637,2.465,2.365
638,2.29,2.165
639,2.335,2.21
640,2.305,2.205
641,2.255,2.155
642,2.38,2.255
643,2.37,2.27
644,2.33,2.205
645,2.355,2.255
646,2.28,2.155
647,2.375,2.25
648,2.37,2.245
649,2.465,2.365
650,2.44,2.34
651,2.275,2.175
652,2.38,2.28
653,2.435,2.335
654,2.42,2.295
655,2.405,2.28
656,2.135,2.035
657,2.365,2.265
658,2.235,2.135
659,2.44,2.34
660,2.445,2.32
661,2.395,2.295
662,2.375,2.275
663,2.28,2.155
664,2.385,2.26
665,2.27,2.145
666,2.32,2.195
667,2.335,2.21
668,2.3,2.2
669,2.315,2.215
670,2.215,2.115
671,2.36,2.235
672,2.275,2.175
673,2.345,2.22
674,2.25,2.15
675,2.38,2.28
676,2.305,2.205
677,2.385,2.26
678,2.36,2.235
679,2.42,2.295
680,2.33,2.23
681,2.285,2.185
682,2.36,2.235
683,2.305,2.205
684,2.39,2.29
685,2.32,2.22
686,2.42,2.295
687,2.285,2.16
688,2.335,2.21
689,2.23,2.105
690,2.285,2.185
691,2.39,2.29
692,2.25,2.15
693,2.175,2.075
694,2.245,2.145
695,2.25,2.125
696,2.335,2.21
697,2.45,2.35
698,2.45,2.325
699,2.225,2.1
700,2.34,2.24
701,2.52,2.395
702,2.36,2.26
703,2.17,2.07
704,2.365,2.24
705,2.295,2.195
706,2.245,2.12
707,2.255,2.13
708,2.345,2.22
709,2.365,2.24
710,2.365,2.24
711,2.37,2.245
712,2.325,2.225
713,2.33,2.23
714,2.355,2.255
715,2.27,2.17
716,2.395,2.27
717,2.4,2.3
718,2.275,2.15
719,2.375,2.25
720,2.24,2.14
721,2.335,2.235
722,2.305,2.205
723,2.21,2.11
724,2.235,2.11
725,2.26,2.16
726,2.375,2.25
727,2.255,2.155
728,2.34,2.215
729,2.35,2.25
730,2.275,2.175
731,2.395,2.27
732,2.33,2.23
733,2.355,2.23
734,2.19,2.065
735,2.375,2.275
736,2.285,2.16
737,2.315,2.19
738,2.345,2.22
739,2.3,2.175
740,2.42,2.32
741,2.23,2.13
742,2.295,2.17
743,2.205,2.105
744,2.385,2.26
745,2.375,2.25
746,2.32,2.22
747,2.34,2.24
748,2.31,2.185
749,2.425,2.325
750,2.45,2.325
751,2.265,2.165
752,2.31,2.185
753,2.39,2.29
754,2.205,2.08
755,2.265,2.14
756,2.29,2.165
757,2.385,2.26
758,2.315,2.215
759,2.33,2.23
760,2.33,2.205
761,2.285,2.16
762,2.275,2.15
763,2.295,2.17
764,2.305,2.18
765,2.405,2.28
766,2.18,2.055
767,2.3,2.2
768,2.33,2.23
769,2.19,2.09
770,2.555,2.43
771,2.27,2.17
772,2.32,2.195
773,2.205,2.08
774,2.32,2.22
775,2.29,2.165
776,2.37,2.27
777,2.44,2.34
778,2.33,2.23
779,2.33,2.205
780,2.26,2.135
781,2.365,2.265
782,2.305,2.18
783,2.33,2.23
784,2.355,2.23
785,2.33,2.23
786,2.32,2.22
787,2.255,2.155
788,2.225,2.125
789,2.215,2.09
790,2.4,2.3
791,2.35,2.225
792,2.415,2.315
793,2.31,2.185
794,2.365,2.24
795,2.395,2.27
796,2.265,2.165
797,2.34,2.24
798,2.365,2.265
799,2.265,2.165
800,2.32,2.22
801,2.3,2.175
802,2.375,2.25
803,2.285,2.16
804,2.325,2.225
805,2.28,2.155
806,2.255,2.13
807,2.195,2.095
808,2.285,2.185
809,2.33,2.205
810,2.245,2.145
811,2.37,2.27
812,2.31,2.21
813,2.34,2.215
814,2.255,2.13
815,2.29,2.19
816,2.365,2.265
817,2.345,2.22
818,2.405,2.305
819,2.41,2.31
820,2.38,2.255
821,2.405,2.28
822,2.24,2.14
823,2.27,2.145
824,2.255,2.13
825,2.35,2.25
826,2.42,2.32
