,NeuralAgentOpMe_Student2_200aAgent_rng,Student2_200aAgent
0,0.86,3.135
1,0.465,3.14
2,0.475,3.175
3,0.43,3.28
4,0.475,3.175
5,0.56,2.835
6,0.545,2.895
7,0.59,2.69
8,0.69,2.39
9,0.635,2.51
10,0.685,2.31
11,0.695,2.27
12,0.765,2.015
13,0.745,2.02
14,0.745,2.02
15,0.855,1.705
16,0.805,1.855
17,0.81,1.76
18,0.85,1.675
19,0.85,1.6
20,0.935,1.41
21,0.92,1.395
22,0.905,1.505
23,0.92,1.47
24,0.905,1.455
25,0.92,1.395
26,0.925,1.375
27,0.91,1.435
28,0.925,1.45
29,0.9,1.475
30,0.915,1.39
31,0.915,1.415
32,0.91,1.435
33,0.94,1.365
34,0.95,1.35
35,0.925,1.35
36,0.92,1.445
37,0.935,1.41
38,0.94,1.315
39,0.935,1.335
40,0.92,1.37
41,0.93,1.355
42,0.94,1.39
43,0.97,1.27
44,0.94,1.29
45,0.94,1.315
46,0.96,1.285
47,0.9,1.475
48,0.955,1.33
49,0.935,1.335
50,0.93,1.355
51,0.95,1.275
52,0.95,1.275
53,0.965,1.215
54,0.97,1.245
55,0.98,1.205
56,0.97,1.195
57,0.98,1.155
58,0.95,1.25
59,0.99,1.19
60,0.96,1.21
61,0.98,1.23
62,0.99,1.165
63,0.98,1.155
64,0.96,1.285
65,0.97,1.195
66,0.97,1.27
67,0.96,1.235
68,1.005,1.13
69,1.0,1.15
70,0.95,1.2
71,0.97,1.195
72,0.97,1.245
73,0.955,1.18
74,1.005,1.105
75,1.015,1.09
76,0.98,1.08
77,1.005,1.055
78,0.995,1.145
79,1.0,1.075
80,1.01,1.035
81,0.995,1.095
82,1.005,1.105
83,1.02,1.045
84,1.015,1.09
85,1.01,1.035
86,1.015,1.065
87,1.03,1.03
88,0.99,1.04
89,1.0,1.075
90,1.0,1.075
91,0.99,1.115
92,0.98,1.08
93,1.015,1.065
94,0.99,1.04
95,1.01,1.035
96,1.025,1.05
97,0.965,1.215
98,1.025,1.05
99,1.01,1.035
100,1.0,1.075
101,1.0,1.075
102,0.975,1.175
103,1.03,1.03
104,0.995,1.095
105,0.975,1.1
106,1.025,1.05
107,1.0,1.075
108,1.005,1.03
109,1.015,1.09
110,1.01,1.035
111,0.995,1.07
112,1.03,1.03
113,1.0,1.075
114,1.005,1.03
115,1.005,1.055
116,1.025,1.05
117,1.025,1.05
118,1.015,1.09
119,1.0,1.075
120,0.995,1.095
121,0.975,1.1
122,0.99,1.04
123,1.015,1.09
124,1.015,1.065
125,1.025,1.05
126,1.015,1.065
127,1.0,1.075
128,1.01,1.085
129,1.0,1.05
130,0.985,1.11
131,0.995,1.07
132,0.99,1.115
133,1.02,1.045
134,0.975,1.175
135,0.985,1.11
136,1.005,1.055
137,1.0,1.05
138,1.0,1.075
139,1.015,1.09
140,0.965,1.14
141,0.98,1.08
142,1.025,1.05
143,1.005,1.105
144,0.97,1.17
145,0.985,1.11
146,1.01,1.11
147,0.99,1.19
148,0.965,1.215
149,0.94,1.24
150,0.995,1.095
151,0.99,1.115
152,0.975,1.175
153,0.945,1.22
