,NeuralAgentOpMe_Student21_200aAgent_rng,Student21_200aAgent
0,2.265,2.29
1,2.21,2.185
2,0.09,4.64
3,2.145,2.17
4,2.255,2.23
5,2.25,2.325
6,2.195,2.245
7,0.02,4.92
8,2.255,2.305
9,2.425,2.4
10,2.48,2.48
11,0.005,4.98
12,1.5,4.0
13,2.42,2.42
14,1.5,4.0
15,0.01,4.96
16,1.5,4.0
17,2.515,2.565
18,1.5,4.0
19,0.005,4.98
20,2.5,2.55
21,2.49,2.54
22,2.435,2.41
23,0.005,4.98
24,0.005,4.98
25,2.485,2.46
26,2.395,2.445
27,1.5,4.0
28,0.005,4.98
29,0.005,4.98
30,2.155,2.205
31,2.205,2.205
32,0.005,4.98
33,2.165,2.19
34,2.165,2.165
35,2.13,2.18
36,0.005,4.98
37,2.175,2.15
38,0.005,4.98
39,0.005,4.98
40,0.01,4.96
41,2.155,2.155
42,2.175,2.15
43,2.215,2.19
44,2.175,2.15
45,2.125,2.175
46,0.015,4.94
47,2.175,2.15
48,2.18,2.155
49,0.005,4.98
50,2.155,2.155
51,2.175,2.15
52,0.005,4.98
53,0.005,4.98
54,0.005,4.98
55,2.165,2.165
56,2.2,2.2
57,0.005,4.98
58,0.005,4.98
59,0.005,4.98
60,2.175,2.15
61,0.005,4.98
62,0.005,4.98
63,2.205,2.18
64,0.005,4.98
65,2.145,2.145
66,2.175,2.15
67,2.185,2.185
68,2.175,2.15
69,2.165,2.14
70,0.005,4.98
71,2.16,2.16
72,0.005,4.98
73,2.16,2.135
74,2.15,2.15
75,1.98,2.005
76,2.175,2.15
77,0.005,4.98
78,2.125,2.1
79,2.13,2.13
80,2.065,2.065
81,2.155,2.13
82,0.005,4.98
83,2.155,2.13
84,2.38,2.355
85,2.175,2.15
86,2.175,2.175
87,2.145,2.145
88,0.005,4.98
89,0.005,4.98
90,2.09,2.14
91,2.165,2.14
92,2.175,2.15
93,2.155,2.155
94,0.005,4.98
95,2.175,2.15
96,2.175,2.15
97,2.215,2.215
98,2.38,2.355
99,0.005,4.98
100,2.12,2.095
101,2.365,2.365
102,2.07,2.12
103,2.185,2.16
104,2.105,2.08
105,2.11,2.11
106,2.04,2.04
107,2.39,2.39
108,2.135,2.135
109,2.185,2.16
110,0.005,4.98
111,2.05,2.05
112,2.195,2.17
113,2.115,2.165
114,2.185,2.185
115,0.005,4.98
116,2.165,2.14
117,0.005,4.98
118,2.155,2.13
119,2.155,2.155
120,2.21,2.185
121,2.38,2.38
122,0.005,4.98
123,2.4,2.375
124,2.39,2.39
125,2.445,2.42
126,1.93,1.905
127,2.06,2.06
128,2.095,2.07
129,2.175,2.15
130,0.005,4.98
131,2.135,2.135
132,2.025,2.025
133,2.17,2.145
134,2.17,2.17
135,2.105,2.08
136,0.005,4.98
137,2.105,2.08
138,2.21,2.185
139,2.195,2.17
140,2.125,2.125
141,0.005,4.98
142,2.14,2.115
143,0.005,4.98
144,0.005,4.98
145,2.155,2.155
146,2.125,2.15
147,2.155,2.18
148,2.1,2.125
149,0.005,4.98
150,2.115,2.115
151,0.005,4.98
152,2.145,2.145
153,2.14,2.14
154,2.155,2.155
155,2.12,2.095
156,0.005,4.98
157,0.005,4.98
158,2.155,2.155
159,2.07,2.07
160,2.15,2.125
161,2.18,2.18
162,2.115,2.165
163,2.145,2.145
164,0.005,4.98
165,2.195,2.195
166,2.115,2.115
167,2.155,2.155
168,2.07,2.095
169,2.14,2.115
170,2.175,2.15
171,0.005,4.98
172,0.005,4.98
173,0.01,4.96
174,2.175,2.15
175,0.005,4.98
176,2.145,2.17
177,2.13,2.13
178,2.125,2.125
179,0.005,4.98
180,2.155,2.155
181,2.17,2.145
182,2.12,2.12
183,0.005,4.98
184,2.11,2.11
185,0.005,4.98
186,2.125,2.175
187,2.105,2.08
188,2.09,2.065
189,2.06,2.11
190,2.12,2.12
191,2.125,2.125
192,0.005,4.98
193,0.005,4.98
194,0.005,4.98
195,0.005,4.98
196,2.165,2.165
197,2.13,2.105
198,2.175,2.175
199,0.005,4.98
200,0.005,4.98
201,2.1,2.1
202,2.105,2.105
203,2.145,2.12
204,0.005,4.98
205,0.005,4.98
206,2.13,2.13
207,2.13,2.105
208,0.005,4.98
209,2.17,2.17
210,0.005,4.98
211,2.135,2.135
212,0.15,4.4
213,2.13,2.13
214,2.14,2.14
215,2.155,2.155
216,2.085,2.085
217,2.135,2.11
218,0.005,4.98
219,2.13,2.13
220,2.155,2.155
221,2.12,2.12
222,2.18,2.18
223,0.005,4.98
224,2.14,2.115
225,2.135,2.11
226,2.12,2.095
227,2.0,2.0
228,0.005,4.98
229,2.11,2.135
230,2.185,2.16
231,2.13,2.105
232,1.98,1.955
233,1.945,1.92
234,1.96,1.96
235,0.005,4.98
236,0.005,4.98
237,2.195,2.17
238,0.005,4.98
239,2.095,2.07
240,0.15,4.4
241,2.13,2.105
242,2.145,2.12
243,2.145,2.145
244,2.12,2.12
245,0.005,4.98
246,0.15,4.4
247,2.13,2.13
248,2.055,2.03
249,2.145,2.12
250,2.15,2.15
251,2.145,2.145
252,2.05,2.05
253,2.15,2.15
254,0.005,4.98
255,2.03,2.03
256,2.015,1.99
257,2.105,2.08
258,2.14,2.14
259,2.135,2.135
260,2.195,2.17
261,2.16,2.135
262,2.185,2.16
263,0.005,4.98
264,1.96,1.935
265,2.07,2.045
266,2.115,2.09
267,2.21,2.185
268,1.94,1.94
269,2.09,2.09
270,0.005,4.98
271,0.005,4.98
272,2.0,1.975
273,1.8,1.8
274,1.89,1.89
275,1.665,1.665
276,1.845,1.82
277,1.925,1.925
278,0.005,4.98
279,1.575,1.575
280,1.63,1.605
281,1.595,1.57
282,1.86,1.835
283,2.085,2.085
284,2.125,2.125
285,1.995,1.995
286,2.175,2.15
287,2.08,2.08
288,2.13,2.13
289,0.005,4.98
290,0.005,4.98
291,2.105,2.08
292,2.115,2.115
293,2.16,2.185
294,0.005,4.98
295,0.005,4.98
296,2.105,2.08
297,2.145,2.12
298,2.14,2.14
299,2.09,2.09
300,0.005,4.98
301,2.165,2.165
302,2.13,2.13
303,2.06,2.06
304,2.095,2.07
305,0.355,3.58
306,2.15,2.15
307,2.055,2.055
308,2.105,2.08
309,0.005,4.98
310,1.985,1.96
311,2.135,2.135
312,2.135,2.135
313,2.12,2.12
314,2.145,2.145
315,2.155,2.13
316,2.155,2.13
317,0.005,4.98
318,2.1,2.075
319,2.065,2.065
320,2.06,2.035
321,0.015,4.94
322,1.955,1.955
323,1.96,1.96
324,2.03,2.005
325,0.005,4.98
326,1.995,1.97
327,2.1,2.075
328,2.095,2.07
329,2.135,2.135
330,2.165,2.165
331,2.055,2.03
332,1.87,1.845
333,2.06,2.06
334,2.005,2.005
335,2.08,2.08
336,0.005,4.98
337,2.135,2.11
338,2.085,2.06
339,1.99,1.99
340,2.165,2.14
341,0.005,4.98
342,0.005,4.98
343,0.005,4.98
344,2.1,2.075
345,2.115,2.115
346,1.97,1.97
347,0.005,4.98
348,0.005,4.98
349,0.005,4.98
350,2.105,2.08
351,2.11,2.085
352,2.13,2.13
353,1.86,1.835
354,2.135,2.135
355,2.135,2.11
356,1.645,1.62
357,2.105,2.08
358,2.075,2.075
359,2.155,2.155
360,2.06,2.11
361,1.635,1.635
362,0.005,4.98
363,2.135,2.11
364,0.01,4.96
365,1.945,1.92
366,0.005,4.98
367,2.11,2.11
368,2.11,2.085
369,2.025,2.025
370,0.005,4.98
371,0.005,4.98
372,2.15,2.15
373,2.025,2.0
374,2.095,2.095
375,2.02,2.02
376,2.11,2.135
377,1.82,1.795
378,1.945,1.92
379,2.09,2.065
380,2.14,2.115
381,0.005,4.98
382,2.145,2.12
383,1.885,1.885
384,1.98,1.98
385,2.155,2.13
386,2.0,2.0
387,2.12,2.095
388,2.18,2.205
389,2.195,2.17
390,2.105,2.105
391,1.995,1.995
392,2.165,2.165
393,1.895,1.895
