,NeuralAgentOpMe_TitF2tatAgent_rng,TitF2tatAgent
1350,3.14,2.79
1351,3.185,2.71
1352,3.22,2.67
1353,3.22,2.67
1354,3.095,2.845
1355,3.175,2.725
1356,3.125,2.75
1357,3.185,2.66
1358,3.19,2.715
1359,3.19,2.715
1360,3.195,2.695
1361,3.125,2.775
1362,3.17,2.745
1363,3.155,2.755
1364,3.21,2.685
1365,3.17,2.745
1366,3.145,2.77
1367,3.145,2.77
1368,3.145,2.77
1369,3.195,2.695
1370,3.195,2.67
1371,3.135,2.785
1372,3.1,2.85
1373,3.115,2.69
1374,3.185,2.71
1375,3.19,2.715
1376,3.16,2.735
1377,3.16,2.76
1378,3.19,2.715
1379,3.185,2.71
1380,3.095,2.82
1381,3.175,2.725
1382,3.165,2.74
1383,3.165,2.715
1384,3.11,2.835
1385,3.13,2.805
1386,3.17,2.745
1387,3.15,2.775
1388,3.14,2.79
1389,3.13,2.78
1390,3.125,2.8
1391,3.15,2.775
1392,3.19,2.715
1393,3.11,2.835
1394,3.175,2.725
1395,3.1,2.85
1396,3.18,2.73
1397,3.19,2.715
1398,3.135,2.785
1399,3.13,2.805
1400,3.195,2.695
1401,3.12,2.82
1402,3.16,2.76
1403,3.245,2.62
1404,3.11,2.835
1405,3.16,2.76
1406,3.18,2.705
1407,3.14,2.79
1408,3.155,2.755
1409,3.125,2.775
1410,3.145,2.77
1411,3.145,2.745
1412,3.15,2.775
1413,3.125,2.8
1414,3.13,2.805
1415,3.185,2.71
1416,3.17,2.745
1417,3.165,2.74
1418,3.18,2.73
1419,3.145,2.77
1420,3.14,2.79
1421,3.13,2.805
1422,3.145,2.72
1423,3.18,2.73
1424,3.13,2.805
1425,3.2,2.7
1426,3.125,2.8
1427,3.19,2.715
1428,3.185,2.71
1429,3.2,2.7
1430,3.075,2.85
1431,3.165,2.74
1432,3.19,2.715
1433,3.125,2.8
1434,3.195,2.695
1435,3.21,2.66
1436,3.165,2.715
1437,3.21,2.685
1438,3.205,2.68
1439,3.125,2.8
1440,3.22,2.67
1441,3.195,2.67
1442,3.24,2.64
1443,3.19,2.715
1444,3.185,2.71
1445,3.17,2.695
1446,3.15,2.775
1447,3.19,2.715
1448,3.155,2.755
1449,3.145,2.77
1450,3.165,2.715
1451,3.25,2.625
1452,3.14,2.79
1453,3.195,2.695
1454,3.185,2.71
1455,3.155,2.755
1456,3.205,2.68
1457,3.095,2.82
1458,3.235,2.635
1459,3.11,2.785
1460,3.105,2.83
1461,3.155,2.755
1462,3.155,2.755
1463,3.18,2.73
1464,3.15,2.775
1465,3.13,2.805
1466,3.195,2.67
1467,3.19,2.715
1468,3.17,2.745
1469,3.085,2.835
1470,3.065,2.69
1471,3.115,2.815
1472,3.17,2.745
1473,3.12,2.82
1474,3.145,2.77
1475,3.19,2.715
1476,3.075,2.875
1477,3.16,2.76
1478,3.1,2.85
1479,3.15,2.775
1480,3.19,2.715
1481,3.15,2.75
1482,3.07,2.895
1483,3.135,2.785
1484,3.06,2.91
1485,3.2,2.7
1486,3.13,2.805
1487,3.15,2.775
1488,3.16,2.76
1489,3.19,2.715
1490,3.19,2.715
1491,3.12,2.82
1492,3.18,2.68
1493,3.08,2.88
1494,3.16,2.76
1495,3.165,2.74
1496,3.13,2.805
1497,3.16,2.76
1498,3.145,2.77
1499,3.15,2.775
1500,3.12,2.82
1501,3.11,2.835
1502,3.21,2.685
1503,3.165,2.74
1504,3.185,2.71
1505,3.14,2.79
1506,3.165,2.715
1507,3.15,2.775
1508,3.13,2.805
1509,3.105,2.83
1510,3.17,2.745
1511,3.045,2.87
1512,3.155,2.73
1513,3.095,2.845
1514,3.135,2.76
1515,3.1,2.8
1516,3.185,2.71
1517,3.105,2.805
1518,3.145,2.745
1519,3.11,2.835
1520,3.15,2.775
1521,3.095,2.845
1522,3.14,2.79
1523,3.095,2.82
1524,3.2,2.7
1525,3.085,2.86
1526,3.105,2.83
1527,3.17,2.745
1528,3.065,2.89
1529,3.125,2.775
1530,3.15,2.775
1531,2.975,2.8
1532,3.085,2.86
1533,3.145,2.77
1534,3.15,2.775
1535,3.165,2.715
1536,3.155,2.755
1537,3.08,2.88
1538,3.2,2.675
1539,3.125,2.775
1540,3.155,2.755
1541,3.095,2.845
1542,3.165,2.74
1543,3.095,2.645
1544,3.25,2.625
1545,3.1,2.85
1546,3.14,2.79
1547,3.16,2.76
1548,3.13,2.805
1549,3.125,2.8
1550,3.185,2.71
1551,3.11,2.835
1552,3.155,2.755
1553,3.095,2.845
1554,3.165,2.74
1555,2.995,2.895
1556,3.1,2.85
1557,3.095,2.645
1558,3.11,2.81
1559,3.09,2.865
1560,3.13,2.805
1561,3.155,2.755
1562,3.15,2.775
1563,3.085,2.86
1564,3.165,2.74
1565,3.15,2.75
1566,3.13,2.805
1567,3.1,2.85
1568,3.14,2.79
1569,3.135,2.785
1570,3.075,2.675
1571,3.075,2.75
1572,3.11,2.835
1573,3.055,2.705
1574,3.08,2.88
1575,3.09,2.865
1576,3.16,2.76
1577,3.115,2.815
1578,3.19,2.715
1579,3.105,2.83
1580,3.135,2.785
1581,3.155,2.755
1582,3.11,2.835
1583,3.12,2.82
1584,3.155,2.755
1585,3.14,2.79
1586,3.11,2.835
1587,3.21,2.66
1588,3.08,2.88
1589,3.15,2.775
1590,3.22,2.67
1591,3.145,2.77
1592,3.13,2.805
1593,3.07,2.895
1594,3.15,2.775
1595,3.1,2.85
1596,3.18,2.73
1597,3.11,2.835
1598,3.08,2.88
1599,3.215,2.64
1600,3.115,2.815
1601,3.155,2.755
1602,3.12,2.82
1603,3.13,2.78
1604,3.115,2.815
1605,3.175,2.725
1606,3.13,2.73
1607,3.07,2.895
1608,3.095,2.82
1609,3.11,2.835
1610,3.115,2.815
1611,3.105,2.83
1612,3.125,2.775
1613,3.105,2.83
1614,3.105,2.83
1615,2.985,2.81
1616,3.18,2.705
1617,3.095,2.795
1618,3.08,2.88
1619,3.03,2.955
1620,3.075,2.775
1621,3.075,2.725
1622,3.12,2.82
1623,3.07,2.895
1624,3.155,2.755
1625,3.12,2.82
1626,3.075,2.875
1627,3.1,2.85
1628,3.125,2.8
1629,3.145,2.745
1630,3.17,2.745
1631,3.16,2.76
1632,3.135,2.785
1633,3.12,2.82
1634,3.075,2.85
1635,3.07,2.87
1636,3.05,2.925
1637,3.13,2.805
1638,3.165,2.715
1639,3.105,2.83
1640,3.125,2.8
1641,3.13,2.805
1642,3.16,2.685
1643,3.13,2.78
1644,3.11,2.835
1645,3.155,2.73
1646,3.145,2.77
1647,3.09,2.865
1648,3.085,2.835
1649,3.16,2.76
1650,3.175,2.725
1651,3.105,2.805
1652,3.215,2.64
1653,3.165,2.74
1654,3.18,2.705
1655,3.115,2.79
1656,2.965,2.84
1657,3.105,2.78
1658,3.095,2.845
1659,3.2,2.7
1660,3.165,2.74
1661,3.115,2.815
1662,3.015,2.765
1663,3.125,2.8
1664,3.065,2.89
1665,3.15,2.775
1666,3.16,2.735
1667,3.12,2.82
1668,3.15,2.75
1669,3.1,2.825
1670,3.115,2.815
1671,3.075,2.875
1672,3.145,2.72
1673,3.14,2.79
1674,3.15,2.725
1675,3.09,2.865
1676,3.125,2.8
1677,3.07,2.895
1678,3.085,2.86
1679,3.055,2.905
1680,3.11,2.835
1681,3.165,2.74
1682,3.135,2.785
1683,3.16,2.76
1684,3.135,2.785
1685,3.155,2.755
1686,3.055,2.905
1687,3.19,2.715
1688,3.075,2.875
1689,3.055,2.705
1690,3.075,2.875
1691,3.15,2.775
1692,3.045,2.92
1693,3.08,2.88
1694,3.165,2.74
1695,3.14,2.79
1696,3.105,2.805
1697,3.13,2.805
1698,3.005,2.78
1699,3.1,2.825
1700,3.12,2.82
1701,3.105,2.63
1702,3.19,2.69
1703,3.075,2.8
1704,3.105,2.83
1705,3.105,2.83
1706,3.125,2.8
1707,3.115,2.815
1708,3.18,2.73
1709,2.935,2.885
1710,3.085,2.86
1711,3.15,2.775
1712,3.09,2.865
1713,3.045,2.895
1714,3.115,2.79
1715,3.03,2.955
1716,3.125,2.8
1717,3.22,2.67
1718,3.14,2.79
1719,3.06,2.91
1720,3.095,2.645
1721,3.1,2.85
1722,3.075,2.8
1723,3.105,2.83
1724,2.945,2.87
1725,3.115,2.765
1726,3.055,2.905
1727,3.165,2.74
1728,3.09,2.865
1729,3.09,2.79
1730,3.08,2.88
1731,3.12,2.82
1732,3.165,2.665
1733,3.13,2.805
1734,3.135,2.785
1735,3.07,2.895
1736,3.085,2.835
1737,3.12,2.82
1738,3.105,2.83
1739,3.045,2.72
1740,3.055,2.83
1741,3.06,2.91
1742,3.105,2.83
1743,3.115,2.815
1744,3.045,2.92
1745,3.095,2.845
1746,3.145,2.745
1747,3.08,2.88
1748,3.145,2.745
1749,3.11,2.81
1750,3.115,2.79
1751,3.045,2.72
1752,3.145,2.77
1753,3.15,2.775
1754,3.11,2.81
1755,3.05,2.85
1756,3.11,2.835
1757,3.065,2.89
1758,3.135,2.785
1759,3.065,2.89
1760,3.06,2.91
1761,3.13,2.805
1762,3.125,2.8
1763,3.23,2.655
1764,3.13,2.805
1765,3.04,2.94
1766,3.005,2.78
1767,3.08,2.88
1768,3.075,2.875
1769,3.115,2.815
1770,3.16,2.685
1771,3.095,2.845
1772,3.17,2.745
1773,3.15,2.775
1774,3.03,2.955
1775,2.945,2.87
1776,3.025,2.95
1777,3.07,2.895
1778,3.13,2.805
1779,3.1,2.85
1780,3.145,2.77
1781,3.075,2.675
1782,3.105,2.805
1783,3.06,2.885
1784,3.1,2.85
1785,3.13,2.805
1786,3.07,2.895
1787,3.155,2.68
1788,3.055,2.855
1789,2.975,2.825
1790,3.14,2.79
1791,3.105,2.83
1792,3.12,2.82
1793,3.13,2.755
1794,3.05,2.875
1795,3.135,2.785
1796,3.1,2.85
1797,3.055,2.83
1798,3.15,2.775
1799,3.065,2.865
1800,3.085,2.86
1801,3.055,2.705
1802,3.085,2.835
1803,3.125,2.75
1804,3.085,2.86
1805,3.065,2.84
1806,3.115,2.815
1807,3.065,2.865
1808,2.995,2.795
1809,3.025,2.925
1810,3.015,2.94
1811,3.07,2.895
1812,3.075,2.875
1813,3.085,2.785
1814,2.955,2.855
1815,3.18,2.73
1816,3.18,2.73
1817,3.11,2.835
1818,3.075,2.875
1819,3.125,2.775
1820,3.015,2.965
1821,3.1,2.825
1822,2.995,2.795
1823,3.135,2.76
1824,3.11,2.81
1825,3.055,2.88
1826,3.095,2.845
1827,3.245,2.595
1828,3.095,2.82
1829,3.03,2.955
1830,3.07,2.895
1831,3.045,2.72
1832,3.045,2.895
1833,3.05,2.875
1834,3.165,2.74
1835,2.955,2.855
1836,3.135,2.785
1837,3.045,2.895
1838,3.065,2.89
1839,3.125,2.775
1840,3.245,2.62
1841,3.17,2.745
1842,3.09,2.84
1843,3.11,2.835
1844,3.13,2.805
1845,3.135,2.785
1846,3.09,2.865
1847,3.005,2.78
1848,3.16,2.76
1849,3.105,2.83
1850,3.115,2.815
1851,3.155,2.755
1852,3.065,2.84
1853,3.08,2.88
1854,3.085,2.81
1855,3.095,2.845
1856,3.075,2.85
1857,3.12,2.795
1858,3.05,2.875
1859,3.13,2.805
1860,3.105,2.83
1861,3.1,2.85
1862,3.245,2.62
1863,3.115,2.79
1864,3.105,2.83
1865,3.065,2.89
1866,3.095,2.82
1867,3.1,2.85
1868,3.065,2.69
1869,3.01,2.985
1870,3.06,2.81
1871,3.065,2.69
1872,3.055,2.905
1873,3.06,2.91
1874,3.14,2.74
1875,2.955,2.855
1876,3.005,2.955
1877,3.095,2.795
1878,3.01,2.96
1879,3.06,2.91
1880,3.125,2.8
1881,3.145,2.745
1882,3.035,2.91
1883,3.06,2.91
1884,3.055,2.905
1885,3.105,2.78
1886,3.045,2.87
1887,3.015,2.915
1888,3.11,2.785
1889,3.145,2.77
1890,3.19,2.69
1891,3.145,2.57
1892,3.13,2.78
1893,3.005,2.78
1894,3.12,2.77
1895,3.105,2.83
1896,3.115,2.815
1897,3.06,2.885
1898,3.16,2.76
1899,3.145,2.57
1900,3.025,2.75
1901,3.08,2.805
1902,3.145,2.77
1903,3.075,2.675
1904,3.29,2.54
1905,2.985,2.81
1906,3.095,2.845
1907,3.125,2.775
1908,3.045,2.72
1909,3.19,2.615
1910,3.025,2.75
1911,3.03,2.93
1912,3.045,2.92
1913,3.075,2.85
1914,3.02,2.895
1915,3.245,2.62
1916,3.005,2.78
1917,3.05,2.8
1918,3.235,2.635
1919,3.025,2.75
1920,3.07,2.87
1921,3.175,2.675
1922,3.22,2.595
1923,3.195,2.695
1924,3.06,2.885
1925,3.245,2.595
1926,3.165,2.74
1927,3.24,2.565
1928,3.25,2.625
1929,3.24,2.64
1930,3.025,2.725
1931,3.135,2.585
1932,2.975,2.825
1933,3.275,2.525
1934,3.1,2.8
1935,3.295,2.52
1936,3.055,2.705
1937,3.145,2.745
1938,3.245,2.595
1939,3.14,2.79
1940,3.26,2.56
1941,3.24,2.64
1942,3.185,2.71
1943,3.105,2.63
1944,3.125,2.6
1945,3.125,2.775
1946,3.195,2.645
1947,3.23,2.655
1948,3.255,2.605
1949,3.195,2.495
1950,2.935,2.885
1951,3.3,2.475
1952,3.185,2.71
1953,3.025,2.75
1954,3.31,2.535
1955,3.065,2.69
1956,3.155,2.73
1957,3.305,2.53
1958,3.13,2.73
1959,3.235,2.635
1960,3.145,2.57
1961,3.27,2.595
1962,2.935,2.885
1963,3.3,2.55
1964,3.285,2.56
1965,3.225,2.45
1966,3.33,2.455
1967,3.205,2.48
1968,3.28,2.505
1969,3.22,2.445
1970,3.145,2.57
1971,3.065,2.69
1972,3.115,2.615
1973,3.165,2.54
1974,3.325,2.5
1975,3.165,2.715
1976,3.1,2.75
1977,3.3,2.5
1978,3.31,2.485
1979,3.21,2.685
1980,3.08,2.88
1981,3.13,2.78
1982,3.225,2.45
1983,3.305,2.505
1984,3.32,2.52
1985,3.305,2.505
1986,3.035,2.935
1987,3.165,2.69
1988,3.19,2.715
1989,3.325,2.5
1990,3.295,2.545
1991,3.215,2.465
1992,3.285,2.56
1993,3.33,2.505
1994,3.245,2.62
1995,3.3,2.5
1996,3.015,2.765
1997,3.325,2.5
1998,3.255,2.405
1999,3.055,2.755
2000,3.135,2.785
2001,3.295,2.545
2002,3.185,2.51
2003,3.195,2.495
2004,3.125,2.6
2005,3.215,2.465
2006,3.215,2.59
2007,3.305,2.505
2008,3.075,2.675
2009,3.19,2.64
2010,3.22,2.445
2011,3.065,2.69
2012,3.255,2.405
2013,3.305,2.455
2014,3.07,2.845
2015,3.225,2.45
2016,3.305,2.53
2017,3.335,2.485
2018,3.225,2.575
2019,3.315,2.515
2020,3.37,2.445
2021,3.235,2.435
2022,3.3,2.5
2023,3.305,2.505
2024,2.945,2.87
2025,3.295,2.545
2026,3.225,2.65
2027,3.23,2.655
2028,3.285,2.56
2029,3.195,2.495
2030,3.225,2.45
2031,3.31,2.535
2032,3.33,2.405
2033,3.32,2.52
2034,3.17,2.62
2035,3.315,2.44
2036,3.31,2.51
2037,2.955,2.855
2038,3.305,2.505
2039,3.205,2.48
2040,3.295,2.52
2041,3.295,2.495
2042,3.265,2.39
2043,3.37,2.445
2044,3.31,2.485
2045,3.245,2.42
2046,3.215,2.465
2047,3.235,2.435
2048,3.325,2.5
2049,3.16,2.635
2050,3.3,2.525
2051,3.215,2.465
2052,3.31,2.51
2053,3.34,2.49
2054,3.235,2.435
2055,3.36,2.46
2056,3.225,2.45
2057,3.27,2.52
2058,3.35,2.475
2059,3.35,2.475
2060,3.325,2.475
2061,3.205,2.48
2062,3.245,2.42
2063,3.365,2.44
2064,3.235,2.435
2065,3.345,2.47
2066,3.19,2.465
2067,3.215,2.465
2068,3.32,2.52
2069,3.28,2.505
2070,3.235,2.435
2071,3.235,2.435
2072,3.225,2.45
2073,2.925,2.9
2074,3.32,2.495
2075,3.275,2.575
2076,3.335,2.485
2077,2.965,2.84
2078,3.33,2.455
2079,3.255,2.405
2080,3.145,2.57
2081,3.215,2.465
2082,3.3,2.55
2083,3.115,2.815
2084,3.085,2.66
2085,3.34,2.465
2086,3.085,2.66
2087,3.235,2.41
2088,3.315,2.44
2089,3.22,2.52
2090,3.225,2.45
2091,3.155,2.68
2092,3.295,2.495
2093,3.31,2.485
2094,3.275,2.525
2095,3.195,2.495
2096,3.305,2.53
2097,3.075,2.875
2098,3.255,2.605
2099,3.335,2.46
2100,3.215,2.465
2101,3.29,2.54
2102,3.335,2.485
2103,3.24,2.615
2104,3.245,2.42
2105,3.265,2.565
2106,3.325,2.5
2107,3.24,2.49
2108,3.245,2.42
2109,3.32,2.495
2110,3.145,2.57
2111,3.37,2.445
2112,3.305,2.53
2113,3.29,2.515
2114,3.305,2.53
2115,3.225,2.45
2116,2.925,2.9
2117,3.37,2.445
2118,3.305,2.53
2119,3.33,2.505
2120,3.11,2.76
2121,3.195,2.495
2122,3.25,2.4
2123,3.275,2.575
2124,2.995,2.795
2125,3.035,2.935
2126,3.24,2.59
2127,3.305,2.53
2128,3.14,2.79
2129,3.31,2.535
2130,3.225,2.45
2131,3.265,2.54
2132,3.215,2.465
2133,3.245,2.62
2134,3.305,2.53
2135,3.31,2.535
2136,3.205,2.48
2137,3.295,2.545
2138,3.275,2.525
2139,3.33,2.505
2140,3.215,2.465
2141,3.315,2.515
2142,3.31,2.535
2143,3.285,2.51
2144,3.335,2.46
2145,3.115,2.79
2146,3.28,2.555
2147,3.205,2.48
2148,3.085,2.86
2149,3.28,2.505
2150,3.18,2.73
2151,3.3,2.55
2152,3.26,2.51
2153,3.305,2.53
2154,2.975,2.825
2155,3.055,2.88
2156,3.225,2.45
2157,3.345,2.47
2158,3.135,2.785
2159,3.325,2.5
2160,3.27,2.47
2161,3.28,2.58
2162,3.175,2.525
2163,3.29,2.54
2164,3.195,2.495
2165,3.285,2.485
2166,3.19,2.715
2167,3.29,2.465
2168,3.315,2.515
2169,2.995,2.795
2170,3.34,2.465
2171,3.34,2.49
2172,3.335,2.485
2173,3.16,2.76
2174,3.245,2.42
2175,3.225,2.45
2176,3.025,2.8
2177,3.225,2.45
2178,3.265,2.49
2179,3.025,2.75
2180,3.165,2.715
2181,3.125,2.775
2182,3.31,2.51
2183,3.31,2.535
2184,3.145,2.57
2185,3.275,2.375
2186,3.325,2.5
2187,3.02,2.895
2188,3.315,2.465
2189,3.275,2.525
2190,3.26,2.46
2191,3.275,2.375
2192,3.235,2.435
2193,3.245,2.42
2194,3.325,2.5
2195,3.195,2.495
2196,3.325,2.5
2197,3.14,2.565
2198,3.215,2.465
2199,3.325,2.5
2200,3.195,2.67
2201,3.13,2.805
2202,3.205,2.48
2203,3.335,2.485
2204,3.07,2.895
2205,3.3,2.55
2206,3.255,2.405
2207,3.235,2.435
2208,3.345,2.47
2209,3.055,2.855
2210,3.28,2.505
2211,3.155,2.755
2212,3.33,2.505
2213,3.3,2.55
2214,3.315,2.49
2215,3.235,2.435
2216,3.335,2.46
2217,3.315,2.49
2218,3.19,2.715
2219,3.065,2.815
2220,3.165,2.74
2221,3.3,2.55
2222,3.025,2.95
2223,3.3,2.55
2224,3.235,2.435
2225,3.325,2.5
2226,3.195,2.645
2227,3.345,2.47
2228,3.32,2.52
2229,3.3,2.55
2230,3.285,2.535
2231,3.31,2.535
2232,3.06,2.91
2233,3.32,2.52
2234,3.325,2.5
2235,3.31,2.535
2236,3.32,2.52
2237,3.365,2.44
2238,3.32,2.52
2239,3.29,2.565
2240,3.245,2.42
2241,3.235,2.435
2242,3.325,2.425
2243,3.22,2.445
2244,3.33,2.505
2245,3.275,2.575
2246,3.235,2.435
2247,3.24,2.515
2248,3.325,2.5
2249,3.245,2.42
2250,3.33,2.48
2251,3.315,2.44
2252,3.12,2.82
2253,3.285,2.485
2254,3.195,2.495
2255,3.275,2.575
2256,3.08,2.88
2257,3.27,2.595
2258,2.995,2.795
2259,3.305,2.505
2260,3.33,2.48
2261,3.36,2.46
2262,3.315,2.515
2263,3.205,2.48
2264,3.315,2.515
2265,3.255,2.405
2266,3.34,2.49
2267,3.325,2.5
2268,3.325,2.5
2269,3.225,2.45
2270,3.255,2.405
2271,3.325,2.475
2272,3.33,2.505
2273,3.31,2.46
2274,3.325,2.5
2275,3.34,2.44
2276,3.165,2.54
2277,3.35,2.475
2278,3.215,2.465
2279,3.225,2.45
2280,3.375,2.425
2281,3.31,2.535
2282,3.27,2.495
2283,3.005,2.93
2284,3.335,2.485
2285,3.275,2.375
2286,3.32,2.445
2287,3.355,2.43
2288,3.245,2.42
2289,3.33,2.455
2290,3.3,2.45
2291,3.345,2.47
2292,3.245,2.42
2293,3.22,2.67
2294,3.32,2.52
2295,3.17,2.695
2296,3.29,2.465
2297,3.31,2.46
2298,3.32,2.52
2299,3.305,2.53
2300,3.31,2.485
2301,3.36,2.46
2302,3.31,2.535
2303,3.325,2.475
2304,3.175,2.525
2305,3.35,2.45
2306,3.34,2.49
2307,3.335,2.485
2308,3.33,2.455
2309,3.37,2.42
2310,3.305,2.53
2311,3.335,2.485
2312,3.255,2.405
2313,3.295,2.345
2314,3.245,2.42
2315,3.345,2.47
2316,3.35,2.475
2317,3.32,2.445
2318,3.225,2.45
2319,3.215,2.465
2320,3.335,2.485
2321,3.33,2.505
2322,3.345,2.47
2323,3.31,2.435
2324,3.345,2.47
2325,3.245,2.42
2326,3.335,2.485
2327,3.21,2.685
2328,3.34,2.49
2329,3.33,2.505
2330,3.245,2.42
2331,3.245,2.42
2332,3.345,2.445
2333,3.225,2.45
2334,3.34,2.49
2335,3.245,2.42
2336,3.325,2.5
2337,3.235,2.435
2338,3.305,2.53
2339,3.22,2.67
2340,3.32,2.52
2341,3.245,2.42
2342,3.295,2.345
2343,3.31,2.535
2344,3.245,2.42
2345,3.35,2.45
2346,3.185,2.51
2347,3.345,2.47
2348,3.315,2.515
2349,3.34,2.465
2350,3.01,2.985
2351,2.955,2.855
2352,3.31,2.535
2353,3.295,2.445
2354,3.34,2.49
2355,3.34,2.44
2356,3.34,2.49
2357,3.335,2.41
2358,3.325,2.5
2359,3.33,2.505
2360,3.215,2.465
2361,3.31,2.485
2362,3.345,2.47
2363,3.31,2.535
2364,3.33,2.455
2365,3.215,2.665
2366,3.105,2.83
2367,3.235,2.435
2368,3.35,2.475
2369,3.275,2.375
2370,3.315,2.515
2371,3.105,2.63
2372,3.335,2.485
2373,3.325,2.45
2374,3.155,2.755
2375,3.235,2.435
2376,3.245,2.42
2377,3.39,2.39
2378,3.215,2.465
2379,3.255,2.58
2380,3.31,2.535
2381,3.225,2.45
2382,3.325,2.425
2383,3.255,2.405
2384,3.165,2.74
2385,3.315,2.515
2386,3.205,2.48
2387,3.315,2.515
2388,3.31,2.535
2389,3.28,2.58
2390,3.335,2.485
2391,3.3,2.55
2392,3.28,2.58
2393,3.32,2.52
2394,3.34,2.49
2395,3.12,2.82
2396,3.34,2.49
2397,3.225,2.65
2398,3.315,2.515
2399,3.015,2.765
2400,3.225,2.45
2401,3.265,2.39
2402,3.325,2.5
2403,3.245,2.42
2404,3.225,2.45
2405,3.33,2.505
2406,3.28,2.455
2407,3.31,2.31
2408,3.365,2.415
2409,3.315,2.515
2410,3.32,2.495
2411,3.255,2.405
2412,3.33,2.48
2413,3.225,2.45
2414,3.34,2.49
2415,3.335,2.485
2416,3.35,2.475
2417,3.29,2.34
2418,3.32,2.47
2419,3.335,2.485
2420,3.225,2.45
2421,3.31,2.535
2422,3.235,2.435
2423,3.225,2.65
2424,3.215,2.465
2425,3.375,2.4
2426,3.325,2.5
2427,3.315,2.515
2428,3.32,2.445
2429,3.31,2.485
2430,3.125,2.8
2431,3.225,2.45
2432,3.245,2.42
2433,3.33,2.505
2434,3.245,2.42
2435,3.235,2.435
2436,3.345,2.42
2437,3.305,2.53
2438,3.335,2.46
2439,3.33,2.505
2440,3.245,2.395
2441,3.25,2.4
2442,3.235,2.435
2443,3.35,2.475
2444,3.32,2.47
2445,3.38,2.43
2446,3.35,2.475
2447,3.35,2.475
2448,3.25,2.4
2449,3.325,2.5
2450,3.235,2.435
2451,3.295,2.545
2452,3.135,2.585
2453,3.37,2.445
2454,3.265,2.39
2455,3.245,2.42
2456,3.235,2.435
2457,3.33,2.505
2458,3.255,2.405
2459,3.245,2.42
2460,3.215,2.465
2461,3.34,2.44
2462,3.31,2.435
2463,3.215,2.465
2464,3.28,2.48
2465,3.35,2.425
2466,3.33,2.505
2467,3.235,2.435
2468,3.335,2.46
2469,3.265,2.39
2470,3.07,2.87
2471,3.28,2.43
2472,3.315,2.465
2473,3.12,2.82
2474,3.225,2.45
2475,3.35,2.475
2476,3.325,2.5
2477,3.32,2.52
2478,3.145,2.62
2479,3.285,2.41
2480,3.335,2.485
2481,3.245,2.42
2482,3.345,2.47
2483,3.365,2.415
2484,3.235,2.435
2485,3.2,2.7
2486,3.285,2.36
2487,3.315,2.49
2488,3.245,2.42
2489,3.19,2.715
2490,3.36,2.435
2491,3.355,2.43
2492,3.305,2.53
2493,3.375,2.425
2494,3.225,2.45
2495,3.255,2.405
2496,3.335,2.485
2497,3.265,2.39
2498,3.36,2.46
2499,3.345,2.47
2500,3.34,2.49
2501,3.31,2.535
2502,3.225,2.45
2503,3.27,2.37
2504,3.34,2.49
2505,3.245,2.42
2506,3.335,2.485
2507,3.33,2.505
2508,3.245,2.42
2509,3.255,2.405
2510,3.32,2.52
2511,3.325,2.5
2512,3.355,2.43
2513,3.24,2.64
2514,3.235,2.435
2515,3.32,2.52
2516,3.405,2.38
2517,3.34,2.465
2518,2.935,2.885
2519,3.34,2.49
2520,3.27,2.37
2521,3.315,2.44
2522,3.355,2.455
2523,3.355,2.455
2524,3.32,2.52
2525,3.33,2.455
2526,3.3,2.55
2527,3.32,2.52
2528,3.33,2.505
2529,3.265,2.39
2530,3.315,2.49
2531,3.375,2.4
2532,3.27,2.37
2533,3.065,2.69
2534,3.34,2.49
2535,3.235,2.435
2536,3.255,2.405
2537,3.015,2.765
2538,3.345,2.42
2539,3.34,2.49
2540,3.325,2.5
2541,3.09,2.865
2542,3.34,2.49
2543,3.32,2.47
2544,3.24,2.415
2545,3.31,2.46
2546,3.335,2.485
2547,3.33,2.455
2548,3.275,2.375
2549,3.35,2.475
2550,3.235,2.435
2551,3.32,2.47
2552,3.32,2.52
2553,3.32,2.52
2554,3.25,2.4
2555,3.295,2.47
2556,3.0,3.0
2557,3.32,2.52
2558,3.33,2.505
2559,3.245,2.42
2560,3.36,2.46
2561,3.35,2.475
2562,3.23,2.43
2563,3.335,2.485
2564,3.24,2.415
2565,3.245,2.42
2566,3.36,2.46
2567,3.35,2.375
2568,3.32,2.495
2569,3.345,2.445
2570,3.33,2.48
2571,3.355,2.455
2572,3.35,2.425
2573,3.325,2.475
2574,3.22,2.67
2575,3.245,2.42
2576,3.055,2.705
2577,3.31,2.46
2578,3.35,2.475
2579,3.29,2.465
2580,3.255,2.405
2581,3.315,2.49
2582,3.325,2.5
2583,3.34,2.49
2584,3.255,2.405
2585,3.335,2.46
2586,3.08,2.83
2587,3.245,2.42
2588,3.345,2.445
2589,3.33,2.455
2590,3.24,2.415
2591,3.32,2.47
2592,3.32,2.52
2593,3.345,2.445
2594,3.35,2.475
2595,3.255,2.405
2596,3.335,2.46
2597,3.24,2.415
2598,3.34,2.49
2599,3.37,2.445
2600,3.24,2.415
2601,3.04,2.715
2602,3.245,2.42
2603,3.32,2.52
2604,3.32,2.52
2605,3.075,2.675
2606,3.245,2.42
2607,3.255,2.405
2608,3.03,2.955
2609,3.34,2.49
2610,3.245,2.42
2611,3.32,2.445
2612,3.35,2.475
2613,3.17,2.745
2614,3.015,2.915
2615,3.36,2.46
2616,3.3,2.45
2617,3.34,2.49
2618,3.34,2.49
