,NeuralAgentOpMe_TitF2tatAgent_rng,TitF2tatAgent
3888,3.39,2.165
3889,3.0,3.0
3890,3.0,3.0
3891,3.56,2.085
3892,3.435,2.135
3893,3.47,2.07
3894,3.41,2.16
3895,3.37,2.22
3896,3.005,2.98
3897,3.36,2.21
3898,3.56,1.935
3899,3.32,2.295
3900,3.52,2.22
3901,3.52,2.22
3902,3.5,2.25
3903,3.33,2.28
3904,3.54,2.115
3905,3.49,2.265
3906,3.0,3.0
3907,3.36,2.235
3908,3.4,2.175
3909,3.46,2.31
3910,3.515,2.215
3911,3.575,2.125
3912,3.435,2.335
3913,3.32,2.295
3914,3.52,2.145
3915,3.535,2.185
3916,3.465,2.265
3917,3.43,2.13
3918,3.48,2.28
3919,3.545,2.145
3920,3.52,2.22
3921,3.485,2.06
3922,3.1,2.85
3923,3.46,2.31
3924,3.415,2.34
3925,3.34,2.265
3926,3.465,2.29
3927,3.48,2.28
3928,3.32,2.295
3929,3.06,2.91
3930,3.52,2.22
3931,3.41,2.16
3932,3.48,2.055
3933,3.0,3.0
3934,3.56,2.085
3935,3.44,2.115
3936,3.52,2.22
3937,3.0,3.0
3938,3.46,2.085
3939,3.555,2.105
3940,3.0,3.0
3941,3.56,2.16
3942,3.54,2.19
3943,3.495,2.045
3944,3.48,2.055
3945,3.545,2.07
3946,3.485,2.06
3947,3.58,2.13
3948,3.59,2.115
3949,3.4,2.175
3950,3.495,2.045
3951,3.48,2.055
3952,3.0,3.0
3953,3.465,2.065
3954,3.585,2.085
3955,3.49,2.04
3956,2.985,2.785
3957,3.595,2.095
3958,3.475,2.075
3959,3.46,2.085
3960,3.0,3.0
3961,3.48,2.205
3962,3.47,2.07
3963,3.43,2.13
3964,3.545,2.145
3965,3.605,2.08
3966,3.49,2.04
3967,3.595,2.095
3968,3.59,2.04
3969,3.0,3.0
3970,3.62,2.07
3971,3.455,2.105
3972,3.6,2.1
3973,3.37,2.22
3974,3.485,2.06
3975,3.42,2.145
3976,3.48,2.055
3977,3.615,2.065
3978,3.48,2.28
3979,3.0,3.0
3980,3.465,2.065
3981,3.57,2.145
3982,3.505,2.03
3983,3.37,2.22
3984,3.49,2.265
3985,3.025,2.95
3986,3.5,2.225
3987,3.41,2.16
3988,3.485,2.035
3989,3.0,3.0
3990,3.52,2.145
3991,3.01,2.985
3992,3.37,2.22
3993,3.49,2.04
3994,3.44,2.115
3995,3.33,2.28
3996,3.0,3.0
3997,3.56,2.16
3998,3.485,2.26
3999,3.0,3.0
4000,3.44,2.115
4001,3.46,2.085
4002,3.42,2.145
4003,3.355,2.23
4004,3.47,2.07
4005,3.565,2.14
4006,3.28,2.355
4007,3.095,2.845
4008,3.45,2.1
4009,3.48,2.055
4010,3.0,3.0
4011,3.445,2.095
4012,3.48,2.055
4013,3.35,2.475
4014,3.45,2.1
4015,3.2,2.7
4016,3.465,2.29
4017,3.58,2.105
4018,3.46,2.085
4019,3.5,2.025
4020,3.47,2.07
4021,3.345,2.245
4022,3.45,2.1
4023,3.4,2.175
4024,3.47,2.07
4025,3.29,2.34
4026,3.495,2.02
4027,3.375,2.2
4028,3.565,2.14
4029,3.0,3.0
4030,3.46,2.085
4031,3.455,2.23
4032,3.0,3.0
4033,3.45,2.1
4034,3.39,2.19
4035,3.0,3.0
4036,3.575,2.1
4037,3.46,2.085
4038,3.4,2.4
4039,3.45,2.1
4040,3.48,2.18
4041,3.44,2.115
4042,3.47,2.07
4043,3.4,2.4
4044,3.44,2.115
4045,3.48,2.055
4046,3.555,2.155
4047,3.0,3.0
4048,3.39,2.19
4049,3.44,2.115
4050,3.5,2.25
4051,3.47,2.07
4052,3.56,2.16
4053,3.45,2.325
4054,3.0,3.0
4055,3.46,2.085
4056,3.48,2.28
4057,3.54,2.14
4058,3.04,2.715
4059,3.565,2.09
4060,3.0,3.0
4061,3.06,2.91
4062,3.45,2.1
4063,3.455,2.305
4064,3.52,2.22
4065,3.565,2.14
4066,3.45,2.1
4067,3.545,2.095
4068,3.0,3.0
4069,3.46,2.085
4070,3.42,2.145
4071,3.53,2.205
4072,3.39,2.19
4073,3.42,2.37
4074,3.47,2.07
4075,3.54,2.19
4076,3.46,2.085
4077,3.44,2.115
4078,3.21,2.46
4079,3.0,3.0
4080,3.39,2.19
4081,3.0,3.0
4082,3.46,2.085
4083,3.0,3.0
4084,3.51,2.235
4085,3.47,2.07
4086,3.0,3.0
4087,3.465,2.29
4088,3.59,2.115
4089,3.0,3.0
4090,3.45,2.325
4091,3.575,2.1
4092,3.0,3.0
4093,3.53,2.13
4094,3.36,2.46
4095,3.45,2.1
4096,3.47,2.07
4097,3.31,2.31
4098,3.0,3.0
4099,3.535,2.135
4100,3.08,2.655
4101,3.03,2.73
4102,3.415,2.365
4103,3.0,3.0
4104,3.32,2.295
4105,3.55,2.1
4106,3.0,3.0
4107,3.49,2.265
4108,3.53,2.13
4109,3.32,2.295
4110,3.45,2.1
4111,3.22,2.445
4112,3.31,2.31
4113,3.485,2.06
4114,3.435,2.335
4115,3.47,2.07
4116,3.0,3.0
4117,3.36,2.235
4118,3.35,2.25
4119,3.43,2.13
4120,3.0,3.0
4121,3.45,2.1
4122,3.39,2.19
4123,3.46,2.26
4124,3.12,2.82
4125,3.46,2.085
4126,3.55,2.125
4127,3.47,2.07
4128,3.47,2.07
4129,3.565,2.115
4130,3.48,2.28
4131,3.0,3.0
4132,3.57,2.145
4133,3.55,2.175
4134,3.29,2.34
4135,3.475,2.25
4136,3.45,2.1
4137,3.46,2.085
4138,3.06,2.685
4139,3.35,2.475
4140,3.435,2.335
4141,3.27,2.345
4142,3.555,2.155
4143,3.57,2.145
4144,3.4,2.4
4145,3.575,2.125
4146,3.46,2.31
4147,3.46,2.085
4148,3.0,3.0
4149,3.56,2.16
4150,3.51,2.235
4151,3.475,2.25
4152,3.43,2.13
4153,3.29,2.315
4154,3.4,2.4
4155,3.53,2.205
4156,3.525,2.2
4157,3.495,2.245
4158,3.28,2.355
4159,3.47,2.07
4160,3.54,2.19
4161,3.49,2.19
4162,3.26,2.385
4163,3.47,2.045
4164,3.445,2.32
4165,3.38,2.43
4166,3.525,2.15
4167,3.4,2.175
4168,3.0,3.0
4169,3.0,3.0
4170,3.45,2.1
4171,3.46,2.085
4172,3.525,2.125
4173,3.45,2.1
4174,3.515,2.19
4175,3.38,2.205
4176,3.0,3.0
4177,3.09,2.865
4178,3.55,2.125
4179,3.43,2.13
4180,3.46,2.085
4181,3.44,2.115
4182,3.36,2.235
4183,3.0,3.0
4184,3.51,2.235
4185,3.38,2.13
4186,3.46,2.085
4187,3.46,2.31
4188,3.0,3.0
4189,3.27,2.37
4190,3.0,3.0
4191,3.0,3.0
4192,3.47,2.07
4193,3.5,2.25
4194,3.38,2.205
4195,3.0,3.0
4196,3.48,2.055
4197,3.45,2.3
4198,3.4,2.175
4199,3.1,2.625
4200,3.0,3.0
4201,3.35,2.475
4202,3.3,2.55
4203,3.44,2.34
4204,3.0,3.0
4205,3.46,2.085
4206,3.41,2.385
4207,3.52,2.12
4208,3.45,2.1
4209,3.36,2.235
4210,3.38,2.355
4211,3.45,2.325
4212,3.515,2.04
4213,3.32,2.295
4214,3.44,2.115
4215,3.45,2.1
4216,3.41,2.16
4217,3.45,2.325
4218,3.45,2.1
4219,3.43,2.13
4220,3.385,2.335
4221,3.31,2.285
4222,3.4,2.175
4223,3.41,2.16
4224,3.39,2.19
4225,3.44,2.115
4226,3.475,2.275
4227,3.46,2.085
4228,3.48,2.28
4229,3.4,2.175
4230,3.0,3.0
4231,3.0,3.0
4232,3.57,2.145
4233,3.53,2.205
4234,3.515,2.14
4235,3.31,2.31
4236,3.265,2.59
4237,3.43,2.13
4238,3.42,2.12
4239,3.0,3.0
4240,3.49,2.19
4241,3.47,2.07
4242,3.41,2.16
4243,3.43,2.13
4244,3.335,2.26
4245,3.33,2.28
4246,3.45,2.325
4247,3.36,2.235
4248,3.45,2.075
4249,3.525,2.2
4250,3.45,2.1
4251,3.43,2.13
4252,3.42,2.145
4253,3.445,2.32
4254,3.525,2.2
4255,3.41,2.135
4256,3.35,2.25
4257,3.415,2.29
4258,3.44,2.115
4259,3.0,3.0
4260,3.0,3.0
4261,3.4,2.4
4262,3.505,2.23
4263,3.38,2.355
4264,3.4,2.175
4265,3.415,2.34
4266,3.45,2.275
4267,3.49,2.24
4268,3.505,2.205
4269,3.0,3.0
4270,3.41,2.135
4271,3.42,2.37
4272,3.4,2.175
4273,3.0,3.0
4274,3.31,2.285
4275,3.42,2.37
4276,3.42,2.145
4277,3.34,2.265
4278,3.39,2.165
4279,3.31,2.285
4280,3.415,2.14
4281,3.0,3.0
4282,3.38,2.43
4283,3.33,2.28
4284,3.39,2.165
4285,3.0,3.0
4286,3.45,2.325
4287,3.33,2.28
4288,3.38,2.43
4289,3.39,2.19
4290,3.32,2.295
4291,3.52,2.195
4292,3.33,2.28
4293,3.43,2.305
4294,3.35,2.25
4295,3.0,3.0
4296,3.445,2.245
4297,3.27,2.345
4298,3.34,2.265
4299,3.39,2.415
4300,3.415,2.365
4301,3.435,2.335
4302,3.47,2.27
4303,3.32,2.295
4304,3.47,2.27
4305,3.37,2.22
4306,3.39,2.415
4307,3.29,2.315
4308,3.42,2.345
4309,3.36,2.235
4310,3.38,2.43
4311,3.28,2.33
4312,3.42,2.37
4313,3.38,2.43
4314,3.46,2.31
4315,3.07,2.67
4316,3.29,2.34
4317,3.0,3.0
4318,3.41,2.385
4319,3.0,3.0
4320,3.325,2.275
4321,2.96,2.81
4322,3.01,2.985
4323,3.0,3.0
4324,3.34,2.265
4325,3.38,2.43
4326,3.405,2.38
4327,3.32,2.295
4328,3.41,2.385
4329,3.33,2.255
4330,3.0,3.0
4331,3.4,2.325
4332,3.37,2.445
4333,3.275,2.35
4334,3.45,2.325
4335,3.3,2.325
4336,3.4,2.175
4337,3.3,2.3
4338,3.0,3.0
4339,3.29,2.34
4340,3.0,3.0
4341,3.0,3.0
4342,3.33,2.255
4343,3.29,2.34
4344,3.295,2.27
4345,3.41,2.385
4346,3.39,2.34
4347,3.38,2.205
4348,3.0,3.0
4349,3.32,2.295
4350,3.0,3.0
4351,3.415,2.29
4352,3.01,2.985
4353,3.29,2.315
4354,3.475,2.275
4355,3.345,2.195
4356,3.0,3.0
4357,3.32,2.295
4358,3.39,2.415
4359,3.37,2.22
4360,3.4,2.4
4361,3.44,2.29
4362,3.32,2.295
4363,3.39,2.415
4364,3.41,2.36
4365,3.0,3.0
4366,3.4,2.375
4367,3.3,2.325
4368,3.4,2.4
4369,3.31,2.31
4370,3.39,2.365
4371,3.0,3.0
4372,3.395,2.395
4373,3.31,2.285
4374,3.44,2.315
4375,3.42,2.345
4376,3.29,2.315
4377,3.385,2.41
4378,3.34,2.265
4379,3.39,2.415
4380,3.39,2.415
4381,3.275,2.5
4382,3.395,2.395
4383,3.3,2.325
4384,3.0,3.0
4385,3.275,2.35
4386,3.39,2.415
4387,3.34,2.265
4388,3.315,2.29
4389,3.0,3.0
4390,3.405,2.305
4391,3.3,2.3
4392,3.39,2.415
4393,3.4,2.4
4394,3.32,2.295
4395,3.43,2.305
4396,3.3,2.3
4397,3.38,2.355
4398,3.38,2.43
4399,3.41,2.36
4400,3.41,2.385
4401,3.29,2.315
4402,3.29,2.315
4403,3.29,2.315
4404,3.3,2.325
4405,3.385,2.41
4406,3.415,2.365
4407,3.395,2.395
4408,3.335,2.31
4409,3.425,2.35
4410,3.39,2.415
4411,3.0,3.0
4412,3.3,2.325
4413,3.3,2.3
4414,3.385,2.385
4415,3.435,2.335
4416,3.395,2.395
4417,3.405,2.38
4418,3.415,2.365
4419,3.0,3.0
4420,3.28,2.33
4421,3.0,3.0
4422,3.395,2.395
4423,3.405,2.38
4424,3.29,2.315
4425,3.0,3.0
4426,3.39,2.415
4427,3.3,2.325
4428,3.31,2.31
4429,3.39,2.415
4430,3.01,2.985
4431,3.415,2.365
4432,3.39,2.415
4433,3.4,2.4
4434,3.3,2.325
4435,3.385,2.41
4436,3.28,2.33
4437,3.39,2.415
4438,3.295,2.32
4439,3.415,2.365
4440,3.4,2.4
4441,3.0,3.0
4442,3.0,3.0
4443,3.29,2.315
4444,3.4,2.4
4445,3.34,2.265
4446,3.42,2.345
4447,3.34,2.24
4448,3.4,2.4
4449,3.4,2.4
4450,3.395,2.395
4451,3.31,2.285
4452,3.385,2.41
4453,3.39,2.415
4454,3.29,2.315
4455,3.0,3.0
4456,3.435,2.335
4457,3.0,3.0
4458,3.3,2.325
4459,3.39,2.415
4460,3.32,2.295
4461,3.415,2.365
4462,3.31,2.285
4463,3.31,2.31
4464,3.405,2.38
4465,3.31,2.285
4466,3.395,2.37
4467,3.0,3.0
4468,3.385,2.385
4469,3.32,2.295
4470,3.425,2.35
4471,3.24,2.415
4472,3.29,2.315
4473,3.33,2.28
4474,3.0,3.0
4475,3.32,2.295
4476,3.3,2.3
4477,3.29,2.315
4478,3.29,2.315
4479,3.29,2.315
4480,3.395,2.395
4481,3.32,2.295
4482,3.32,2.27
4483,3.38,2.38
4484,3.3,2.3
4485,3.44,2.315
4486,3.0,3.0
4487,3.4,2.4
4488,3.415,2.365
4489,3.28,2.33
4490,3.28,2.33
4491,3.29,2.315
4492,3.28,2.33
4493,3.41,2.385
4494,3.01,2.985
4495,3.28,2.33
4496,3.39,2.415
4497,3.39,2.415
4498,3.3,2.3
4499,3.43,2.33
4500,3.4,2.4
4501,3.395,2.395
4502,3.29,2.315
4503,3.29,2.315
4504,3.29,2.315
4505,3.31,2.31
4506,3.315,2.29
4507,3.0,3.0
4508,3.29,2.315
4509,3.35,2.225
4510,3.27,2.345
4511,3.3,2.3
4512,3.4,2.4
4513,3.0,3.0
4514,3.39,2.415
4515,3.275,2.3
4516,3.32,2.27
4517,3.32,2.295
4518,3.3,2.3
4519,3.39,2.415
4520,3.3,2.3
4521,3.29,2.315
4522,3.31,2.285
4523,3.29,2.315
4524,3.395,2.395
4525,3.4,2.325
4526,3.33,2.255
4527,3.28,2.33
4528,3.28,2.305
4529,3.29,2.315
4530,3.29,2.315
4531,3.395,2.37
4532,3.0,3.0
4533,3.0,3.0
4534,3.38,2.33
4535,3.275,2.3
4536,3.385,2.36
4537,3.395,2.395
4538,3.0,3.0
4539,3.4,2.4
4540,3.29,2.315
4541,3.19,2.465
4542,3.3,2.3
4543,3.3,2.3
4544,3.285,2.285
4545,3.29,2.265
4546,3.4,2.4
4547,3.395,2.395
4548,3.4,2.4
4549,3.285,2.285
4550,3.41,2.36
4551,3.39,2.415
4552,3.425,2.35
4553,3.4,2.4
4554,3.0,3.0
4555,3.38,2.33
4556,3.28,2.33
4557,3.43,2.355
4558,3.01,2.985
4559,3.285,2.285
4560,3.0,3.0
4561,3.31,2.285
4562,3.29,2.315
4563,3.355,2.355
4564,3.0,3.0
4565,3.39,2.415
4566,3.34,2.265
4567,3.29,2.315
4568,3.29,2.315
4569,3.37,2.395
4570,3.3,2.3
4571,3.425,2.275
4572,3.01,2.985
4573,3.34,2.24
4574,3.0,3.0
4575,3.27,2.27
4576,3.41,2.335
4577,3.39,2.415
4578,3.29,2.315
4579,3.395,2.395
4580,3.0,3.0
4581,3.295,2.27
4582,3.39,2.415
4583,3.4,2.4
4584,3.0,3.0
4585,3.4,2.375
4586,3.0,3.0
4587,3.31,2.285
4588,3.0,3.0
4589,3.41,2.385
4590,3.405,2.38
4591,3.31,2.285
4592,3.41,2.385
4593,3.27,2.27
4594,3.3,2.325
4595,3.385,2.41
4596,3.0,3.0
4597,3.385,2.385
4598,3.4,2.4
4599,3.29,2.315
4600,3.295,2.27
4601,3.28,2.33
4602,3.29,2.315
4603,3.44,2.34
4604,3.405,2.38
4605,3.0,3.0
4606,3.3,2.3
4607,3.41,2.385
4608,3.4,2.4
4609,3.29,2.315
4610,3.3,2.3
4611,3.28,2.33
4612,3.37,2.32
4613,3.405,2.355
4614,3.41,2.385
4615,3.0,3.0
4616,3.285,2.285
4617,3.29,2.315
4618,3.275,2.3
4619,3.28,2.28
4620,3.405,2.38
4621,3.415,2.365
4622,3.36,2.185
4623,3.44,2.315
4624,3.4,2.4
4625,3.295,2.32
4626,3.4,2.4
4627,3.275,2.3
4628,3.285,2.285
4629,3.345,2.32
4630,3.405,2.38
4631,3.395,2.32
4632,3.39,2.415
4633,3.29,2.29
4634,3.27,2.295
4635,3.405,2.38
4636,3.28,2.33
4637,3.3,2.3
4638,3.395,2.32
4639,3.32,2.27
4640,3.415,2.365
4641,3.43,2.305
4642,3.08,2.855
4643,3.29,2.315
4644,3.0,3.0
4645,3.415,2.365
4646,3.3,2.3
4647,3.01,2.985
4648,3.425,2.35
4649,3.4,2.35
4650,3.3,2.3
4651,3.275,2.3
4652,3.38,2.355
4653,3.3,2.3
4654,3.29,2.315
4655,3.34,2.315
4656,3.405,2.38
4657,3.275,2.3
4658,3.33,2.28
4659,3.395,2.395
4660,3.405,2.38
4661,3.285,2.285
4662,3.275,2.3
4663,3.4,2.4
4664,3.31,2.285
4665,3.415,2.365
4666,3.305,2.255
4667,3.4,2.4
4668,3.29,2.315
4669,3.01,2.735
4670,3.29,2.315
4671,3.3,2.3
4672,3.285,2.285
4673,3.29,2.315
4674,3.31,2.285
4675,3.28,2.28
4676,3.285,2.285
4677,3.29,2.315
4678,3.3,2.3
4679,3.39,2.415
4680,3.32,2.27
4681,3.0,3.0
4682,3.275,2.325
4683,3.34,2.265
4684,3.28,2.28
4685,3.3,2.3
4686,3.29,2.315
4687,3.27,2.27
4688,3.3,2.3
4689,3.385,2.385
4690,3.46,2.26
4691,3.395,2.395
4692,3.0,3.0
4693,3.27,2.27
4694,3.0,3.0
4695,3.29,2.315
4696,3.42,2.345
4697,3.3,2.3
4698,3.285,2.285
4699,3.41,2.36
4700,3.375,2.35
4701,3.29,2.315
4702,3.295,2.27
4703,3.29,2.315
4704,3.29,2.315
4705,3.445,2.32
4706,3.4,2.4
4707,3.425,2.35
4708,3.0,3.0
4709,3.4,2.4
4710,3.405,2.38
4711,3.4,2.4
4712,3.0,3.0
4713,3.31,2.285
4714,3.3,2.3
4715,3.29,2.315
4716,3.31,2.285
4717,3.285,2.285
4718,3.285,2.285
4719,3.295,2.27
4720,3.0,3.0
4721,3.0,3.0
4722,3.305,2.255
4723,3.31,2.285
4724,3.28,2.33
4725,3.3,2.3
4726,3.4,2.4
4727,3.39,2.415
4728,3.4,2.35
4729,3.0,3.0
4730,3.385,2.36
4731,3.395,2.395
4732,3.385,2.385
4733,3.42,2.32
4734,3.27,2.295
4735,3.31,2.285
4736,3.39,2.415
4737,3.31,2.285
4738,3.29,2.315
4739,3.385,2.41
4740,3.275,2.3
4741,3.3,2.3
4742,3.0,3.0
4743,3.37,2.345
4744,3.39,2.415
4745,3.27,2.295
4746,3.415,2.365
4747,3.29,2.315
4748,3.29,2.315
4749,3.28,2.305
4750,3.395,2.345
4751,3.4,2.35
4752,3.295,2.27
4753,3.0,3.0
4754,3.0,3.0
4755,3.4,2.4
4756,3.32,2.27
4757,3.41,2.36
4758,3.375,2.3
4759,3.0,3.0
4760,3.3,2.3
4761,3.4,2.4
4762,3.415,2.365
4763,3.37,2.37
4764,3.395,2.395
4765,3.0,3.0
4766,3.3,2.3
4767,3.29,2.315
4768,3.3,2.3
4769,3.41,2.385
4770,3.4,2.4
4771,3.275,2.3
4772,3.38,2.38
4773,3.395,2.395
4774,3.29,2.315
4775,3.4,2.4
4776,3.28,2.28
4777,3.285,2.285
4778,3.285,2.285
4779,3.0,3.0
4780,3.265,2.265
4781,3.4,2.4
4782,3.26,2.31
4783,3.3,2.3
4784,3.285,2.285
4785,3.395,2.395
4786,3.33,2.255
4787,3.4,2.4
4788,3.29,2.265
4789,3.39,2.415
4790,3.275,2.325
4791,3.395,2.37
4792,3.405,2.38
4793,3.39,2.415
4794,3.39,2.415
4795,3.38,2.305
4796,3.4,2.4
4797,3.395,2.395
4798,3.41,2.335
4799,3.29,2.315
4800,3.41,2.385
4801,3.41,2.385
4802,3.33,2.255
4803,3.39,2.415
4804,3.3,2.3
4805,3.27,2.27
4806,3.415,2.365
4807,3.41,2.385
4808,3.29,2.315
4809,3.0,3.0
4810,3.42,2.37
4811,3.4,2.4
4812,3.32,2.295
4813,3.28,2.33
4814,3.41,2.385
4815,3.41,2.36
4816,3.29,2.315
4817,3.395,2.395
4818,3.39,2.415
4819,3.4,2.4
4820,3.285,2.285
4821,3.395,2.395
4822,3.0,3.0
4823,3.285,2.285
4824,3.395,2.395
4825,3.41,2.385
4826,3.39,2.415
4827,3.27,2.295
4828,3.39,2.415
4829,3.4,2.4
4830,3.28,2.255
4831,3.405,2.38
4832,3.29,2.315
4833,3.39,2.215
4834,3.27,2.295
4835,3.285,2.285
4836,3.405,2.38
4837,3.28,2.28
4838,3.28,2.255
4839,3.295,2.27
4840,3.41,2.335
4841,3.41,2.335
4842,3.29,2.265
4843,3.3,2.3
4844,3.4,2.35
4845,3.395,2.395
4846,3.395,2.32
4847,3.27,2.27
4848,3.01,2.985
4849,3.425,2.35
4850,3.29,2.315
4851,3.425,2.325
4852,3.305,2.28
4853,3.41,2.385
4854,3.275,2.325
4855,3.415,2.365
4856,3.395,2.395
4857,3.31,2.285
4858,3.39,2.415
4859,3.28,2.255
4860,3.4,2.4
4861,3.405,2.38
4862,3.3,2.3
4863,3.31,2.285
4864,3.385,2.36
4865,3.295,2.295
4866,3.32,2.27
4867,3.27,2.295
4868,3.29,2.29
4869,3.3,2.275
4870,3.295,2.27
4871,3.405,2.38
4872,3.41,2.36
4873,3.34,2.29
4874,3.285,2.285
4875,3.28,2.255
4876,3.4,2.4
4877,3.395,2.395
4878,3.4,2.4
4879,3.415,2.29
4880,3.31,2.21
4881,3.27,2.295
4882,3.41,2.385
4883,3.275,2.25
4884,3.38,2.38
4885,3.42,2.37
4886,3.4,2.4
4887,3.28,2.255
4888,3.405,2.38
4889,3.4,2.4
4890,3.39,2.415
4891,3.3,2.3
4892,3.4,2.4
4893,3.3,2.3
4894,3.29,2.265
4895,3.27,2.295
4896,3.29,2.265
4897,3.36,2.335
4898,3.3,2.25
4899,3.28,2.28
4900,3.27,2.295
4901,3.395,2.345
4902,3.41,2.385
4903,3.27,2.295
4904,3.3,2.3
4905,3.285,2.285
4906,3.4,2.375
4907,3.4,2.4
4908,3.27,2.27
4909,3.295,2.27
4910,3.0,3.0
4911,3.285,2.285
4912,3.29,2.265
4913,3.3,2.3
4914,3.415,2.34
4915,3.395,2.395
4916,3.4,2.4
4917,3.31,2.235
4918,3.395,2.395
4919,3.39,2.34
4920,3.415,2.365
4921,3.29,2.315
4922,3.415,2.365
4923,3.27,2.295
4924,3.4,2.4
4925,3.0,3.0
4926,3.28,2.255
4927,3.29,2.315
4928,3.41,2.385
4929,3.0,3.0
4930,3.28,2.23
4931,3.26,2.26
4932,3.27,2.27
4933,3.41,2.335
4934,3.39,2.39
4935,3.295,2.295
4936,3.28,2.28
4937,3.01,2.985
4938,3.275,2.25
4939,3.39,2.415
4940,3.415,2.365
4941,3.27,2.295
4942,3.435,2.31
4943,3.275,2.275
4944,3.275,2.25
4945,3.29,2.265
4946,3.3,2.25
4947,3.0,3.0
4948,3.3,2.25
4949,3.3,2.3
4950,3.395,2.395
4951,3.285,2.285
4952,3.0,3.0
4953,3.38,2.33
4954,3.32,2.27
4955,3.395,2.395
4956,3.28,2.305
4957,3.28,2.28
4958,3.285,2.285
4959,3.28,2.28
4960,3.4,2.4
4961,3.265,2.265
4962,3.285,2.285
4963,3.28,2.255
4964,3.41,2.385
4965,3.305,2.28
4966,3.285,2.31
4967,3.26,2.26
4968,3.28,2.305
4969,3.0,3.0
4970,3.295,2.27
4971,3.305,2.205
4972,3.28,2.28
4973,3.285,2.285
4974,3.41,2.385
4975,3.28,2.28
4976,3.28,2.28
4977,3.41,2.385
4978,3.405,2.33
4979,3.4,2.35
4980,3.27,2.295
4981,3.295,2.27
4982,3.405,2.305
4983,3.28,2.28
4984,3.4,2.4
4985,3.285,2.235
4986,3.39,2.365
4987,3.285,2.26
4988,3.415,2.365
4989,3.39,2.365
4990,3.41,2.385
4991,3.41,2.385
4992,3.265,2.29
4993,3.3,2.3
4994,3.285,2.285
4995,3.4,2.4
4996,3.4,2.4
4997,3.4,2.4
4998,3.0,3.0
4999,3.275,2.275
