,NeuralAgent_Student10_200mAgent_rng,Student10_200mAgent
358,4.09,1.215
359,4.655,0.48
360,4.68,0.455
361,4.36,0.86
362,4.77,0.295
363,4.63,0.405
364,4.595,0.47
365,4.62,0.295
366,4.6,0.525
367,4.66,0.26
368,4.735,0.31
369,4.615,0.49
370,4.435,0.685
371,4.21,1.035
372,4.295,0.92
373,4.445,0.695
374,4.23,1.03
375,4.105,1.255
376,4.24,1.015
377,4.27,0.995
378,4.255,0.98
379,4.295,0.87
380,4.605,0.455
381,4.28,0.98
382,4.465,0.59
383,4.68,0.405
384,4.685,0.385
385,4.795,0.245
386,4.58,0.355
387,4.465,0.515
388,4.25,1.05
389,4.46,0.66
390,4.54,0.49
391,4.43,0.63
392,4.085,1.21
393,4.14,1.19
394,4.29,0.84
395,4.605,0.53
396,4.625,0.425
397,4.695,0.27
398,4.68,0.305
399,4.565,0.44
400,4.645,0.345
401,4.765,0.29
402,4.56,0.51
403,4.605,0.305
404,4.775,0.25
405,4.67,0.47
406,4.705,0.255
407,4.655,0.405
408,4.715,0.315
409,4.74,0.315
410,4.68,0.305
411,4.66,0.41
412,4.605,0.405
413,4.61,0.41
414,4.605,0.555
415,4.475,0.725
416,4.625,0.5
417,4.595,0.32
418,4.635,0.36
419,4.73,0.305
420,4.71,0.285
421,4.655,0.38
422,4.525,0.625
423,4.595,0.42
424,4.66,0.26
425,4.67,0.445
426,4.285,0.86
427,4.65,0.525
428,4.515,0.615
429,4.735,0.36
430,4.75,0.3
431,4.5,0.65
432,4.445,0.695
433,4.76,0.285
434,4.69,0.29
435,4.56,0.61
436,4.65,0.425
437,4.735,0.36
438,4.56,0.46
439,4.68,0.355
440,4.65,0.475
441,4.625,0.35
442,4.34,0.715
443,4.815,0.24
444,4.745,0.22
445,4.485,0.71
446,4.38,0.755
447,4.81,0.185
448,4.585,0.385
449,4.705,0.305
450,4.4,0.775
451,4.57,0.52
452,4.145,1.17
453,4.6,0.475
454,4.51,0.61
455,4.335,0.81
456,4.35,0.925
457,4.52,0.57
458,4.63,0.33
459,4.675,0.325
460,4.47,0.745
461,4.685,0.31
462,4.52,0.62
463,4.61,0.485
464,4.31,0.785
465,4.41,0.71
466,4.48,0.68
467,4.68,0.305
468,4.465,0.715
469,4.425,0.8
470,4.33,0.93
471,4.605,0.455
472,4.53,0.68
473,4.055,1.28
474,4.365,0.865
475,4.07,1.27
476,3.895,1.245
477,4.155,1.205
478,3.895,1.395
479,4.18,1.205
480,4.06,1.21
481,4.14,1.215
482,4.425,0.75
483,4.17,1.22
484,4.22,0.995
485,4.135,1.235
486,4.34,0.865
487,4.625,0.475
488,4.74,0.29
489,4.785,0.21
490,4.595,0.52
491,4.685,0.385
492,4.67,0.37
493,4.74,0.29
494,4.76,0.26
495,4.775,0.25
496,4.73,0.305
497,4.715,0.315
498,4.72,0.27
499,4.705,0.255
500,4.68,0.355
501,4.765,0.315
502,4.665,0.365
503,4.775,0.225
504,4.645,0.27
505,4.835,0.235
506,4.815,0.24
507,4.775,0.325
508,4.775,0.275
509,4.78,0.28
510,4.83,0.23
511,4.64,0.44
512,4.535,0.36
513,4.64,0.34
514,4.48,0.455
515,4.525,0.5
516,4.63,0.33
517,4.68,0.33
518,4.705,0.305
519,4.585,0.41
520,4.46,0.71
521,4.69,0.415
522,4.735,0.285
523,4.76,0.21
524,4.55,0.625
525,4.565,0.49
526,4.64,0.415
527,4.765,0.215
528,4.5,0.625
529,4.55,0.575
530,4.69,0.315
531,4.63,0.355
532,4.7,0.3
533,4.235,0.985
534,4.475,0.6
535,4.61,0.535
536,4.185,0.935
537,4.53,0.53
538,4.67,0.445
539,4.775,0.3
540,4.67,0.42
541,4.205,1.005
542,4.375,0.75
543,4.77,0.27
544,4.49,0.565
545,4.37,0.87
546,4.265,0.715
547,4.34,0.765
548,4.55,0.55
549,4.645,0.37
550,4.77,0.27
551,4.645,0.445
552,4.415,0.74
553,4.745,0.27
554,4.27,0.845
555,4.685,0.41
556,4.45,0.7
557,4.63,0.305
558,4.555,0.48
559,4.675,0.375
560,4.585,0.285
561,4.49,0.54
562,4.725,0.3
563,4.545,0.57
564,4.795,0.245
565,4.535,0.51
566,4.515,0.69
567,4.66,0.335
568,4.675,0.35
569,4.63,0.43
570,4.3,0.875
571,4.51,0.485
572,4.545,0.445
573,4.49,0.54
574,4.385,0.785
575,4.625,0.275
576,4.49,0.59
577,4.625,0.45
578,4.71,0.385
579,4.57,0.52
580,4.73,0.305
581,4.76,0.26
582,4.715,0.365
583,4.735,0.335
584,4.685,0.435
585,4.52,0.445
586,4.68,0.455
587,4.6,0.425
588,4.6,0.475
589,4.565,0.49
590,4.595,0.47
591,4.275,1.0
592,4.305,0.905
593,4.185,1.135
594,4.765,0.265
595,4.21,1.085
596,4.05,1.275
597,4.78,0.255
598,4.58,0.58
599,4.68,0.355
600,4.45,0.725
601,4.69,0.265
602,4.615,0.465
603,4.34,0.865
604,4.125,1.2
605,4.59,0.515
606,4.44,0.815
607,4.325,0.925
608,4.705,0.43
609,4.03,1.255
610,4.415,0.64
611,4.05,1.3
612,4.16,1.135
613,4.705,0.33
614,4.69,0.315
615,4.55,0.55
616,4.69,0.34
617,4.275,0.95
618,4.47,0.72
619,4.66,0.385
620,4.65,0.4
621,4.245,0.97
622,4.18,1.155
623,4.71,0.31
624,4.075,1.25
625,4.215,1.09
626,4.125,1.275
627,4.68,0.33
628,4.505,0.63
629,4.71,0.36
630,4.605,0.355
631,4.78,0.255
632,4.595,0.295
633,4.73,0.305
634,4.67,0.445
635,4.545,0.57
636,4.7,0.425
637,4.445,0.72
638,4.745,0.32
639,4.665,0.465
640,4.555,0.555
641,4.83,0.205
642,4.525,0.525
643,4.695,0.32
644,3.97,1.445
645,4.05,1.25
646,4.64,0.39
647,4.54,0.49
648,4.605,0.58
649,4.005,1.355
650,4.4,0.825
651,4.035,1.36
652,4.23,1.08
653,4.575,0.575
654,4.575,0.55
655,4.7,0.35
656,3.815,1.665
657,4.17,1.095
658,3.99,1.44
659,3.89,1.59
660,3.93,1.455
661,4.105,1.28
662,4.085,1.285
663,4.375,0.875
664,4.405,0.73
665,4.53,0.655
666,4.675,0.3
667,4.32,0.695
668,4.085,1.16
669,4.755,0.255
670,4.705,0.305
671,4.69,0.365
672,4.685,0.36
673,4.51,0.585
674,4.735,0.36
675,4.575,0.525
676,4.025,1.375
677,4.065,1.14
678,4.735,0.31
679,4.05,1.325
680,4.38,0.805
681,4.03,1.33
682,4.335,0.96
683,4.1,1.225
684,4.14,1.19
685,4.465,0.64
686,4.785,0.235
687,4.05,1.35
688,4.65,0.45
689,3.875,1.45
690,4.69,0.365
691,4.105,1.055
692,4.44,0.815
693,4.115,1.215
694,4.14,1.215
695,3.91,1.435
696,4.22,1.145
697,4.13,1.105
698,4.155,1.18
699,4.265,0.915
700,4.38,0.78
701,4.135,1.235
702,4.05,1.275
703,4.61,0.435
704,4.115,1.165
705,4.735,0.26
706,4.675,0.3
707,4.58,0.53
708,4.555,0.555
709,4.795,0.295
710,4.78,0.205
711,4.515,0.415
712,4.685,0.335
713,4.27,0.845
714,4.695,0.345
715,4.57,0.295
716,4.45,0.525
717,4.745,0.32
718,4.33,0.905
719,4.67,0.445
720,4.535,0.56
721,4.675,0.4
722,4.55,0.525
723,4.755,0.28
724,4.715,0.29
725,4.6,0.55
726,4.25,1.0
727,4.525,0.65
728,4.685,0.31
729,4.735,0.31
730,4.605,0.455
731,4.345,0.77
732,4.265,0.865
733,4.185,1.135
734,4.38,0.655
735,4.45,0.775
736,4.285,0.985
737,4.65,0.4
738,4.355,0.93
739,4.515,0.565
740,4.5,0.625
741,4.83,0.23
742,4.535,0.56
743,4.115,1.165
744,4.095,1.22
745,4.76,0.26
746,4.17,1.17
747,4.115,1.24
748,3.93,1.405
749,4.175,1.15
750,4.53,0.405
751,4.285,0.86
752,4.145,1.245
753,4.18,1.13
754,4.3,0.95
755,3.905,1.43
756,4.395,0.87
757,4.68,0.38
758,4.045,1.37
759,4.16,1.16
760,4.105,1.23
761,4.07,1.17
762,4.595,0.445
763,4.285,0.91
764,4.22,0.945
765,4.35,0.9
766,4.485,0.735
767,4.085,1.11
768,3.865,1.515
769,4.035,1.21
770,4.38,0.755
771,4.13,1.18
772,4.465,0.665
773,4.615,0.515
774,4.225,1.025
775,4.245,1.045
776,4.66,0.31
777,3.975,1.425
778,3.99,1.365
779,3.95,1.35
780,4.675,0.25
781,4.155,1.205
782,4.45,0.725
783,4.605,0.305
784,4.68,0.43
785,4.475,0.7
786,4.795,0.245
787,3.89,1.59
788,4.11,1.235
789,4.615,0.415
790,4.64,0.365
791,4.025,1.275
792,3.91,1.61
793,4.54,0.59
794,3.985,1.385
795,4.29,0.94
796,4.46,0.61
797,3.805,1.58
798,4.385,0.76
799,4.415,0.865
800,4.5,0.65
801,4.47,0.62
802,4.495,0.745
803,4.04,1.365
804,4.425,0.8
805,4.075,1.325
806,4.255,0.955
807,4.53,0.555
808,4.44,0.74
809,3.855,1.63
810,4.055,1.33
811,4.265,0.94
812,3.91,1.51
813,3.91,1.51
814,4.145,1.095
815,3.835,1.435
816,4.12,1.195
817,4.105,1.255
818,4.58,0.38
819,4.01,1.41
820,4.045,1.32
821,3.86,1.435
822,4.55,0.425
823,4.595,0.445
824,4.615,0.39
825,4.74,0.265
826,4.49,0.64
827,4.665,0.415
828,4.79,0.29
829,4.605,0.48
830,4.595,0.52
831,4.09,1.24
832,4.02,1.37
833,4.025,1.4
834,3.965,1.465
835,4.445,0.745
836,3.985,1.41
837,4.455,0.605
838,4.83,0.18
839,3.94,1.49
840,4.45,0.575
841,4.705,0.33
842,4.73,0.28
843,4.185,1.11
844,4.285,0.96
845,4.31,0.835
846,4.39,0.715
847,4.17,1.07
848,4.11,1.06
849,4.57,0.495
850,3.925,1.525
851,3.94,1.54
852,4.25,1.025
853,4.325,0.925
854,4.39,0.84
855,4.335,0.71
856,4.46,0.71
857,4.05,1.3
858,4.195,1.12
859,4.53,0.555
860,4.765,0.215
861,4.735,0.31
862,4.115,1.265
863,4.455,0.755
864,4.075,1.25
865,4.18,1.08
866,4.3,0.95
867,4.69,0.29
868,4.235,1.135
869,4.05,1.35
870,4.12,1.27
871,4.14,1.19
872,4.035,1.36
873,3.93,1.38
874,4.125,1.25
875,3.835,1.485
876,4.16,1.16
877,4.695,0.395
878,4.08,1.305
879,4.515,0.615
880,4.05,1.275
881,4.275,0.875
882,4.695,0.345
883,4.655,0.305
884,4.835,0.21
885,4.7,0.325
886,4.335,0.785
887,4.415,0.74
888,4.175,1.125
889,4.475,0.675
890,4.67,0.345
891,3.76,1.535
892,4.3,0.8
893,4.17,1.02
894,3.885,1.535
895,4.105,1.28
896,4.13,1.255
897,4.44,0.765
898,4.73,0.305
899,4.275,0.95
900,4.375,0.875
901,4.115,1.19
902,4.26,0.985
903,4.475,0.625
904,4.02,1.345
905,4.015,1.44
906,4.315,0.84
907,3.96,1.385
908,4.055,1.18
909,4.61,0.41
910,4.3,0.825
911,4.335,0.985
912,4.65,0.35
913,4.47,0.57
914,4.575,0.425
915,4.34,0.865
916,4.76,0.285
917,4.285,0.96
918,4.605,0.48
919,3.99,1.315
920,4.395,0.77
921,4.43,0.78
922,3.885,1.56
923,4.115,1.215
924,3.91,1.46
925,3.98,1.38
926,4.1,1.3
927,4.445,0.745
928,4.34,0.915
929,4.59,0.465
930,4.365,0.74
931,4.6,0.425
932,4.745,0.245
933,4.555,0.53
934,4.77,0.27
935,4.7,0.375
936,4.535,0.36
937,4.585,0.46
938,4.3,0.9
939,4.61,0.41
940,4.53,0.605
941,4.57,0.445
942,4.7,0.425
943,4.775,0.3
944,4.66,0.485
945,4.715,0.34
946,4.495,0.645
947,4.645,0.37
948,4.425,0.575
949,4.485,0.61
950,4.82,0.245
951,4.58,0.405
952,4.685,0.36
953,4.5,0.625
954,4.415,0.765
955,4.32,0.82
956,4.535,0.46
957,4.665,0.465
958,4.25,0.875
959,4.33,0.805
960,4.575,0.4
961,4.275,0.975
962,4.71,0.385
963,4.59,0.39
964,4.375,0.775
965,4.79,0.265
966,4.125,1.075
967,4.6,0.425
968,4.41,0.735
969,4.355,0.78
970,4.525,0.575
971,4.7,0.325
972,4.595,0.52
973,4.645,0.495
974,4.525,0.55
975,4.44,0.74
976,4.1,1.25
977,4.51,0.635
978,4.235,0.985
979,4.25,1.0
980,4.0,1.45
981,4.65,0.325
982,4.115,1.265
983,4.69,0.24
984,4.75,0.3
985,4.645,0.37
986,4.73,0.23
987,4.47,0.295
988,4.66,0.41
989,4.645,0.37
990,4.68,0.28
991,4.72,0.22
992,4.68,0.38
993,4.43,0.305
994,4.62,0.27
995,4.81,0.21
996,4.81,0.21
997,4.68,0.355
998,4.44,0.29
999,4.645,0.37
