,NeuralAgent_BattleRoyal_rng,AlwaysDefectAgent,RandomChoiceAgent,Student13_200aAgent,Student13_200bAgent,Student13_200cAgent,Student13_200mAgent,Student16_200bAgent,Student16_200cAgent,Student17_200aAgent,Student17_200bAgent,Student17_200mAgent,Student19_200aAgent,Student19_200bAgent,Student19_200cAgent,Student19_200mAgent,Student1_200aAgent,Student1_200bAgent,Student1_200cAgent,Student1_200mAgent,Student21_200aAgent,Student21_200cAgent,Student22_200mAgent,Student23_200mAgent,Student24_200bAgent,Student24_200cAgent,Student24_200mAgent,Student26_200bAgent,Student26_200cAgent,Student26_200mAgent,Student2_200aAgent,Student2_200cAgent,TitF2tatAgent,TitFTatAgent
20,1.7545454545454546,2.263181818181818,1.6742424242424243,1.5943939393939395,1.7874242424242424,2.167727272727273,1.9418181818181819,1.741060606060606,1.7672727272727273,1.944090909090909,1.9387878787878787,2.201363636363636,1.8407575757575758,1.6954545454545455,1.5536363636363637,1.6124242424242423,2.1753030303030303,1.876060606060606,1.8116666666666668,1.8631818181818183,2.1806060606060607,1.9210606060606061,1.9365151515151515,1.6856060606060606,2.1765151515151517,2.191666666666667,1.6337878787878788,1.9342424242424243,1.9643939393939394,1.9740909090909091,0.01893939393939394,1.6104545454545454,1.9387878787878787,2.0101515151515152
21,1.8015151515151515,2.186212121212121,1.618030303030303,1.5875757575757576,1.7487878787878788,2.118181818181818,1.9377272727272727,1.7392424242424243,1.7631818181818182,1.9395454545454545,1.9265151515151515,2.1789393939393937,1.7946969696969697,1.6696969696969697,1.5527272727272727,1.6037878787878788,2.178181818181818,1.8736363636363635,1.8177272727272726,1.878787878787879,2.1560606060606062,1.8957575757575758,1.936060606060606,1.6833333333333333,2.1843939393939396,2.1843939393939396,1.6243939393939395,1.9313636363636364,1.9577272727272728,1.9657575757575758,0.017727272727272727,1.6022727272727273,1.9401515151515152,2.001818181818182
22,1.825,2.1783333333333332,1.6343939393939393,1.5857575757575757,1.7134848484848484,2.0534848484848487,1.9362121212121213,1.751060606060606,1.7627272727272727,1.9321212121212121,1.9077272727272727,2.1625757575757576,1.799090909090909,1.691969696969697,1.5466666666666666,1.6048484848484847,2.1784848484848487,1.8854545454545455,1.784848484848485,1.8775757575757577,2.163030303030303,1.8824242424242423,1.937121212121212,1.6783333333333332,2.1674242424242425,2.1674242424242425,1.6146969696969697,1.928939393939394,1.9566666666666668,1.970909090909091,0.017727272727272727,1.5927272727272728,1.9381818181818182,2.0034848484848484
23,1.831969696969697,2.223181818181818,1.6053030303030302,1.5771212121212121,1.7063636363636363,2.0672727272727274,1.934090909090909,1.7356060606060606,1.766060606060606,1.9253030303030303,1.9233333333333333,2.185,1.7918181818181818,1.7107575757575757,1.5466666666666666,1.585909090909091,2.163030303030303,1.8796969696969696,1.7862121212121211,1.8845454545454545,2.1556060606060607,1.9056060606060605,1.9324242424242424,1.6901515151515152,2.1704545454545454,2.1843939393939396,1.6101515151515151,1.9281818181818182,1.951969696969697,1.9707575757575757,0.018333333333333333,1.595,1.934090909090909,2.006969696969697
24,1.8007575757575758,2.1789393939393937,1.6581818181818182,1.5871212121212122,1.7039393939393939,2.0310606060606062,1.9242424242424243,1.7418181818181817,1.761060606060606,1.9057575757575758,1.913030303030303,2.1595454545454547,1.836818181818182,1.6665151515151515,1.550151515151515,1.5957575757575757,2.1713636363636364,1.89,1.8215151515151515,1.876969696969697,2.178030303030303,1.883030303030303,1.9325757575757576,1.684090909090909,2.1722727272727274,2.1734848484848484,1.6096969696969696,1.926060606060606,1.9434848484848486,1.9698484848484847,0.017727272727272727,1.6022727272727273,1.9356060606060606,2.0036363636363634
25,1.8325757575757575,2.180151515151515,1.6725757575757576,1.580151515151515,1.689848484848485,2.012121212121212,1.9207575757575757,1.7365151515151516,1.748030303030303,1.9063636363636363,1.9112121212121211,2.1692424242424244,1.8337878787878787,1.688939393939394,1.5504545454545455,1.591969696969697,2.1745454545454543,1.8792424242424242,1.800151515151515,1.8848484848484848,2.1825757575757576,1.9018181818181819,1.9315151515151514,1.6907575757575757,2.158939393939394,2.161363636363636,1.6056060606060607,1.9292424242424242,1.9525757575757576,1.9698484848484847,0.017727272727272727,1.5886363636363636,1.936969696969697,2.004090909090909
26,1.8590909090909091,2.161969696969697,1.6092424242424241,1.584090909090909,1.6548484848484848,1.979090909090909,1.924090909090909,1.7324242424242424,1.747121212121212,1.9163636363636363,1.9028787878787878,2.1565151515151517,1.787121212121212,1.6712121212121211,1.5443939393939394,1.5865151515151514,2.196969696969697,1.8953030303030303,1.7453030303030304,1.8827272727272728,2.149848484848485,1.882121212121212,1.9354545454545455,1.6787878787878787,2.1565151515151517,2.1577272727272727,1.597878787878788,1.9290909090909092,1.94,1.9634848484848484,0.018333333333333333,1.579090909090909,1.9392424242424242,2.004090909090909
27,1.866060606060606,2.1492424242424244,1.6912121212121212,1.5703030303030303,1.647878787878788,1.9413636363636364,1.9283333333333332,1.727121212121212,1.7381818181818183,1.919848484848485,1.9006060606060606,2.148030303030303,1.8375757575757576,1.7015151515151514,1.5471212121212121,1.583939393939394,2.169090909090909,1.8877272727272727,1.7960606060606061,1.8874242424242424,2.1763636363636363,1.8753030303030302,1.9266666666666667,1.6837878787878788,2.1504545454545454,2.1577272727272727,1.603030303030303,1.9290909090909092,1.9456060606060606,1.9707575757575757,0.018333333333333333,1.5845454545454545,1.9357575757575758,1.9981818181818183
28,1.8206060606060606,2.089848484848485,1.688939393939394,1.6046969696969697,1.6893939393939394,1.9631818181818181,1.9183333333333332,1.727121212121212,1.745,1.903939393939394,1.8893939393939394,2.1643939393939395,1.834848484848485,1.6790909090909092,1.5465151515151516,1.5833333333333333,2.1778787878787877,1.8824242424242423,1.7596969696969698,1.8966666666666667,2.173636363636364,1.8790909090909091,1.9310606060606061,1.6772727272727272,2.1437878787878786,2.1546969696969698,1.5980303030303031,1.925909090909091,1.9424242424242424,1.9677272727272728,0.017727272727272727,1.5781818181818181,1.9357575757575758,2.000757575757576
29,1.8696969696969696,2.163181818181818,1.6812121212121212,1.5834848484848485,1.6696969696969697,1.996060606060606,1.9253030303030303,1.7324242424242424,1.742878787878788,1.9057575757575758,1.913030303030303,2.1553030303030303,1.8360606060606062,1.6762121212121213,1.5468181818181819,1.583939393939394,2.1872727272727275,1.8725757575757576,1.758939393939394,1.8936363636363636,2.1683333333333334,1.8866666666666667,1.9292424242424242,1.6818181818181819,2.1607575757575757,2.1504545454545454,1.6016666666666666,1.9254545454545455,1.9486363636363637,1.972878787878788,0.017727272727272727,1.5786363636363636,1.9363636363636363,2.0031818181818184
30,1.9092424242424242,2.1534848484848483,1.6051515151515152,1.5946969696969697,1.6604545454545454,1.9742424242424241,1.9193939393939394,1.722878787878788,1.7366666666666666,1.903030303030303,1.8922727272727273,2.146818181818182,1.7865151515151516,1.678030303030303,1.5471212121212121,1.5874242424242424,2.162121212121212,1.8881818181818182,1.787121212121212,1.878939393939394,2.145909090909091,1.8772727272727272,1.9295454545454545,1.6810606060606061,2.145,2.168030303030303,1.5946969696969697,1.927878787878788,1.9421212121212121,1.9707575757575757,0.017727272727272727,1.5809090909090908,1.9375757575757575,1.9987878787878788
31,1.9437878787878788,2.138939393939394,1.6910606060606062,1.5545454545454545,1.621060606060606,1.9346969696969698,1.9196969696969697,1.7206060606060607,1.7446969696969696,1.8986363636363637,1.8951515151515153,2.1522727272727273,1.8392424242424243,1.6959090909090908,1.544848484848485,1.583939393939394,2.170151515151515,1.8924242424242423,1.7892424242424243,1.8928787878787878,2.1740909090909093,1.8883333333333334,1.935,1.681969696969697,2.141969696969697,2.158939393939394,1.5992424242424241,1.9304545454545454,1.9428787878787879,1.965151515151515,0.017727272727272727,1.575,1.9363636363636363,2.0024242424242424
32,1.9106060606060606,2.228030303030303,1.6607575757575757,1.5745454545454545,1.6303030303030304,1.9536363636363636,1.9168181818181818,1.7165151515151515,1.7440909090909091,1.9137878787878788,1.8881818181818182,2.1522727272727273,1.8371212121212122,1.6893939393939394,1.5474242424242424,1.5807575757575758,2.1731818181818183,1.891969696969697,1.7818181818181817,1.8974242424242425,2.175,1.8877272727272727,1.9336363636363636,1.6757575757575758,2.1346969696969698,2.151060606060606,1.6024242424242425,1.9245454545454546,1.9431818181818181,1.9674242424242425,0.017727272727272727,1.5727272727272728,1.9337878787878788,2.0033333333333334
33,1.8643939393939395,2.1407575757575756,1.705151515151515,1.5812121212121213,1.6206060606060606,1.9127272727272728,1.9224242424242424,1.7257575757575758,1.7392424242424243,1.902121212121212,1.8913636363636364,2.158939393939394,1.8371212121212122,1.6859090909090908,1.5496969696969698,1.5854545454545454,2.1693939393939394,1.887878787878788,1.7884848484848486,1.8857575757575757,2.1704545454545454,1.865909090909091,1.938030303030303,1.6818181818181819,2.1365151515151517,2.160151515151515,1.601969696969697,1.928939393939394,1.941969696969697,1.9648484848484848,0.017727272727272727,1.5727272727272728,1.9325757575757576,2.00469696969697
34,1.8604545454545454,2.171666666666667,1.648939393939394,1.5857575757575757,1.6575757575757575,1.9606060606060607,1.915151515151515,1.7303030303030302,1.743939393939394,1.8895454545454546,1.8875757575757577,2.1734848484848484,1.8324242424242425,1.6828787878787879,1.548181818181818,1.5778787878787879,2.168939393939394,1.888030303030303,1.7860606060606061,1.893030303030303,2.1634848484848486,1.8786363636363637,1.9324242424242424,1.677878787878788,2.137121212121212,2.1577272727272727,1.5965151515151514,1.925909090909091,1.9366666666666668,1.9634848484848484,0.017727272727272727,1.5736363636363637,1.9366666666666668,1.998939393939394
35,1.958030303030303,2.2056060606060606,1.7313636363636364,1.6536363636363636,1.6595454545454544,2.005,1.9512121212121212,1.603030303030303,1.7396969696969697,1.9027272727272728,1.894090909090909,2.1559090909090908,1.8328787878787878,1.6896969696969697,1.5462121212121211,1.5856060606060607,2.160151515151515,1.8845454545454545,1.77,1.8895454545454546,2.172727272727273,1.881060606060606,1.9306060606060607,1.685151515151515,2.1474242424242425,2.148030303030303,1.5974242424242424,1.9239393939393938,1.9392424242424242,1.9624242424242424,0.018333333333333333,1.5822727272727273,1.937121212121212,1.999090909090909
36,1.9556060606060606,2.1625757575757576,1.6596969696969697,1.5775757575757576,1.6112121212121213,1.936969696969697,1.9203030303030304,1.7353030303030303,1.7396969696969697,1.9003030303030304,1.9025757575757576,2.1443939393939395,1.83,1.7096969696969697,1.5445454545454544,1.582121212121212,2.168787878787879,1.898030303030303,1.7575757575757576,1.8957575757575758,2.175,1.8715151515151516,1.9306060606060607,1.6863636363636363,2.157121212121212,2.1359090909090908,1.6006060606060606,1.923030303030303,1.938939393939394,1.9659090909090908,0.017727272727272727,1.5795454545454546,1.9303030303030304,2.001818181818182
37,1.9474242424242425,2.146818181818182,1.685,1.548030303030303,1.6224242424242423,1.9492424242424242,1.9174242424242425,1.7233333333333334,1.7377272727272728,1.898030303030303,1.8836363636363636,2.1534848484848483,1.832121212121212,1.6834848484848486,1.5446969696969697,1.581060606060606,2.161363636363636,1.8907575757575759,1.765,1.8806060606060606,2.171969696969697,1.878030303030303,1.9321212121212121,1.6786363636363637,2.1534848484848483,2.1486363636363635,1.596060606060606,1.925151515151515,1.9368181818181818,1.9665151515151515,0.017727272727272727,1.5727272727272728,1.9313636363636364,1.9995454545454545
38,1.9693939393939395,2.163181818181818,1.664090909090909,1.558030303030303,1.6171212121212122,1.9395454545454545,1.9195454545454544,1.7246969696969696,1.7354545454545454,1.9009090909090909,1.9022727272727273,2.1637878787878786,1.8345454545454545,1.7056060606060606,1.5466666666666666,1.5918181818181818,2.1674242424242425,1.8972727272727272,1.766060606060606,1.8954545454545455,2.166969696969697,1.8853030303030303,1.9327272727272726,1.6831818181818181,2.158333333333333,2.166212121212121,1.5987878787878789,1.9287878787878787,1.9357575757575758,1.9645454545454546,0.018333333333333333,1.5745454545454545,1.9345454545454546,1.9953030303030304
39,1.8709090909090909,2.128030303030303,1.6934848484848486,1.5860606060606062,1.6428787878787878,1.9413636363636364,1.9221212121212121,1.732878787878788,1.7427272727272727,1.9106060606060606,1.8916666666666666,2.1522727272727273,1.8337878787878787,1.6934848484848486,1.5457575757575757,1.580151515151515,2.16030303030303,1.8881818181818182,1.7418181818181817,1.8877272727272727,2.173787878787879,1.8671212121212122,1.9301515151515152,1.6862121212121213,2.140151515151515,2.1474242424242425,1.5946969696969697,1.927878787878788,1.9368181818181818,1.965,0.018333333333333333,1.5736363636363637,1.9334848484848486,1.9993939393939395
40,1.96,2.1413636363636366,1.6181818181818182,1.5786363636363636,1.6309090909090909,1.9568181818181818,1.9166666666666667,1.7165151515151515,1.740909090909091,1.9010606060606061,1.8990909090909092,2.1443939393939395,1.789090909090909,1.7101515151515152,1.539090909090909,1.5778787878787879,2.1618181818181816,1.8895454545454546,1.7703030303030303,1.8801515151515151,2.153939393939394,1.875909090909091,1.9318181818181819,1.677878787878788,2.1504545454545454,2.1407575757575756,1.5983333333333334,1.9265151515151515,1.9383333333333332,1.9612121212121212,0.017727272727272727,1.5777272727272726,1.931969696969697,2.002121212121212
41,1.9477272727272728,2.1595454545454547,1.7106060606060607,1.5771212121212121,1.6374242424242424,1.9687878787878788,1.9162121212121213,1.7181818181818183,1.7403030303030302,1.898030303030303,1.8792424242424242,2.149848484848485,1.8333333333333333,1.6966666666666668,1.548030303030303,1.5834848484848485,2.167727272727273,1.8893939393939394,1.7736363636363637,1.8895454545454546,2.174848484848485,1.8695454545454546,1.9328787878787879,1.6801515151515152,2.1486363636363635,2.1456060606060605,1.5987878787878789,1.9239393939393938,1.9410606060606062,1.967121212121212,0.017727272727272727,1.57,1.935151515151515,1.999090909090909
42,2.0216666666666665,2.1674242424242425,1.6975757575757575,1.5566666666666666,1.6116666666666666,1.9348484848484848,1.9162121212121213,1.7277272727272728,1.741969696969697,1.905909090909091,1.8968181818181817,2.157121212121212,1.8389393939393939,1.7013636363636364,1.5462121212121211,1.5766666666666667,2.167727272727273,1.8925757575757576,1.7422727272727272,1.8796969696969696,2.175909090909091,1.873939393939394,1.9265151515151515,1.6853030303030303,2.151060606060606,2.1565151515151517,1.5937878787878788,1.9272727272727272,1.9401515151515152,1.955,0.018333333333333333,1.5745454545454545,1.9374242424242425,2.000757575757576
