,NeuralAgent_Student2_200aAgent_rng,Student2_200aAgent
0,0.66,2.56
1,0.485,3.11
2,0.425,3.35
3,0.39,3.44
4,0.34,3.64
5,0.225,4.1
6,0.205,4.18
7,0.095,4.745
8,0.0,5.0
9,0.0,5.0
10,0.0,5.0
11,0.055,4.93
12,0.02,4.97
13,0.0,5.0
14,0.0,5.0
15,0.0,5.0
16,0.0,5.0
17,0.0,5.0
18,0.0,5.0
19,0.0,5.0
20,0.0,5.0
21,0.0,5.0
22,0.0,5.0
23,0.005,4.98
24,0.0,5.0
25,0.005,4.98
26,0.0,5.0
27,0.0,5.0
28,0.0,5.0
29,0.0,5.0
30,0.0,5.0
31,0.0,5.0
32,0.0,5.0
33,0.02,4.97
34,0.0,5.0
35,0.005,4.98
36,0.0,5.0
37,0.0,5.0
38,0.0,5.0
39,0.0,5.0
40,0.0,5.0
41,0.0,5.0
42,0.0,5.0
43,0.0,5.0
44,0.0,5.0
45,0.005,4.98
46,0.0,5.0
47,0.0,5.0
48,0.02,4.97
49,0.0,5.0
50,0.0,5.0
51,0.0,5.0
52,0.0,5.0
53,0.0,5.0
54,0.0,5.0
55,0.005,4.98
56,0.0,5.0
57,0.0,5.0
58,0.0,5.0
59,0.0,5.0
60,0.0,5.0
61,0.02,4.97
62,0.0,5.0
63,0.03,4.93
64,0.025,4.95
65,0.02,4.97
66,0.02,4.97
67,0.0,5.0
68,0.0,5.0
69,0.0,5.0
70,0.0,5.0
71,0.055,4.905
72,0.025,4.95
73,0.0,5.0
74,0.055,4.855
75,0.06,4.885
76,0.005,4.98
77,0.01,4.96
78,0.0,5.0
79,0.01,4.96
80,0.0,5.0
81,0.0,5.0
82,0.09,4.79
83,0.04,4.915
84,0.01,4.96
85,0.01,4.96
86,0.06,4.81
87,0.04,4.915
88,0.005,4.98
89,0.01,4.96
90,0.095,4.77
91,0.02,4.97
92,0.0,5.0
93,0.1,4.75
94,0.095,4.77
95,0.095,4.77
96,0.05,4.875
97,0.075,4.775
98,0.075,4.775
99,0.0,5.0
100,0.01,4.96
101,0.07,4.795
102,0.075,4.775
103,0.0,5.0
104,0.055,4.855
105,0.005,4.98
106,0.005,4.98
107,0.07,4.795
108,0.0,5.0
109,0.035,4.935
110,0.08,4.755
111,0.09,4.79
112,0.1,4.75
113,0.075,4.775
114,0.025,4.95
115,0.07,4.77
116,0.055,4.855
117,0.06,4.835
118,0.035,4.935
119,0.045,4.895
120,0.07,4.77
121,0.105,4.73
122,0.1,4.75
123,0.105,4.73
124,0.06,4.835
125,0.025,4.95
126,0.1,4.75
127,0.1,4.75
128,0.09,4.765
129,0.04,4.915
130,0.08,4.755
131,0.05,4.85
132,0.03,4.93
133,0.035,4.935
134,0.025,4.95
135,0.005,4.98
136,0.09,4.79
137,0.08,4.755
138,0.015,4.94
139,0.0,5.0
140,0.0,5.0
141,0.085,4.735
142,0.115,4.69
143,0.07,4.77
144,0.02,4.97
145,0.045,4.895
146,0.085,4.735
147,0.03,4.93
148,0.145,4.57
149,0.16,4.435
150,0.015,4.94
151,0.08,4.755
152,0.085,4.81
153,0.095,4.695
154,0.0,5.0
155,0.01,4.96
156,0.02,4.92
157,0.065,4.815
158,0.06,4.835
159,0.075,4.775
160,0.05,4.875
161,0.06,4.81
162,0.08,4.755
163,0.095,4.77
164,0.065,4.815
165,0.05,4.875
166,0.005,4.98
167,0.1,4.75
168,0.015,4.94
169,0.07,4.77
170,0.065,4.79
171,0.085,4.81
172,0.07,4.795
173,0.085,4.81
174,0.045,4.895
175,0.025,4.95
176,0.07,4.87
177,0.02,4.97
178,0.05,4.875
179,0.055,4.855
180,0.045,4.895
181,0.04,4.915
182,0.055,4.855
183,0.03,4.93
184,0.015,4.94
185,0.04,4.915
186,0.055,4.855
187,0.06,4.91
188,0.01,4.96
189,0.055,4.855
190,0.03,4.93
191,0.05,4.85
192,0.05,4.925
193,0.0,5.0
194,0.005,4.98
195,0.005,4.98
196,0.005,4.98
197,0.03,4.93
198,0.04,4.89
199,0.05,4.85
200,0.07,4.795
201,0.085,4.81
202,0.05,4.875
203,0.015,4.94
204,0.055,4.83
205,0.07,4.87
206,0.065,4.79
207,0.01,4.96
208,0.05,4.875
209,0.055,4.83
210,0.075,4.85
211,0.01,4.96
212,0.07,4.795
213,0.055,4.83
214,0.035,4.91
215,0.065,4.815
216,0.05,4.875
217,0.015,4.94
218,0.015,4.94
219,0.075,4.775
220,0.04,4.89
221,0.025,4.9
222,0.065,4.815
223,0.02,4.97
224,0.065,4.815
225,0.075,4.85
226,0.04,4.89
227,0.055,4.855
228,0.075,4.85
229,0.01,4.96
230,0.025,4.9
231,0.025,4.95
232,0.065,4.865
233,0.01,4.96
234,0.07,4.87
235,0.04,4.89
236,0.015,4.94
237,0.05,4.875
238,0.06,4.835
239,0.06,4.835
240,0.035,4.91
241,0.06,4.835
242,0.0,5.0
243,0.01,4.96
244,0.035,4.935
245,0.05,4.875
246,0.04,4.89
247,0.005,4.98
248,0.01,4.96
249,0.01,4.96
250,0.04,4.915
251,0.065,4.865
252,0.045,4.895
253,0.055,4.855
254,0.08,4.83
255,0.04,4.84
256,0.085,4.71
257,0.035,4.91
258,0.035,4.86
259,0.01,4.96
260,0.045,4.895
261,0.02,4.92
262,0.05,4.925
263,0.045,4.895
264,0.005,4.98
265,0.015,4.94
266,0.01,4.96
267,0.02,4.92
268,0.045,4.895
269,0.035,4.935
270,0.025,4.95
271,0.035,4.91
272,0.01,4.96
273,0.035,4.91
274,0.07,4.87
275,0.05,4.85
276,0.075,4.775
277,0.02,4.92
278,0.04,4.89
279,0.06,4.835
280,0.045,4.895
281,0.045,4.82
282,0.03,4.955
283,0.02,4.92
284,0.045,4.895
285,0.06,4.91
286,0.045,4.945
287,0.015,4.94
288,0.015,4.94
289,0.085,4.785
290,0.05,4.875
291,0.03,4.93
292,0.055,4.855
293,0.085,4.735
294,0.01,4.96
295,0.06,4.835
296,0.03,4.88
297,0.03,4.88
298,0.05,4.85
299,0.04,4.915
300,0.005,4.98
301,0.055,4.905
302,0.04,4.89
303,0.035,4.935
304,0.06,4.91
305,0.015,4.94
306,0.005,4.98
307,0.005,4.98
308,0.0,5.0
309,0.015,4.94
310,0.065,4.865
311,0.015,4.94
312,0.06,4.835
313,0.0,5.0
314,0.005,4.98
315,0.005,4.98
316,0.065,4.865
317,0.02,4.97
318,0.02,4.97
319,0.005,4.98
320,0.02,4.97
321,0.04,4.915
322,0.005,4.98
323,0.045,4.895
324,0.01,4.96
325,0.035,4.91
326,0.065,4.865
327,0.005,4.98
328,0.0,5.0
329,0.005,4.98
330,0.07,4.87
331,0.0,5.0
332,0.03,4.93
333,0.01,4.96
334,0.065,4.79
335,0.06,4.91
336,0.01,4.96
337,0.04,4.89
338,0.08,4.83
339,0.045,4.82
340,0.005,4.98
341,0.05,4.875
342,0.035,4.86
343,0.03,4.93
344,0.015,4.94
345,0.035,4.91
346,0.04,4.915
347,0.025,4.95
348,0.025,4.9
349,0.02,4.92
350,0.05,4.875
351,0.04,4.84
352,0.07,4.87
353,0.045,4.87
354,0.04,4.89
355,0.055,4.83
356,0.005,4.98
357,0.01,4.96
358,0.045,4.87
359,0.02,4.92
360,0.04,4.89
361,0.04,4.89
362,0.01,4.96
363,0.03,4.93
364,0.04,4.89
365,0.05,4.875
366,0.045,4.87
367,0.005,4.98
368,0.05,4.85
369,0.015,4.94
370,0.07,4.77
371,0.0,5.0
372,0.035,4.91
373,0.025,4.95
374,0.035,4.935
375,0.005,4.98
376,0.01,4.96
377,0.045,4.895
378,0.055,4.905
379,0.07,4.87
380,0.055,4.83
381,0.045,4.87
382,0.05,4.875
383,0.015,4.94
384,0.025,4.95
385,0.03,4.88
386,0.035,4.91
387,0.03,4.88
388,0.065,4.865
389,0.045,4.87
390,0.01,4.96
391,0.06,4.885
392,0.035,4.935
393,0.04,4.89
394,0.025,4.9
395,0.045,4.87
396,0.055,4.855
397,0.01,4.96
398,0.015,4.94
399,0.01,4.96
400,0.03,4.93
401,0.035,4.91
402,0.08,4.83
403,0.03,4.955
404,0.06,4.835
405,0.005,4.98
406,0.035,4.91
407,0.005,4.98
408,0.04,4.915
409,0.015,4.94
410,0.055,4.905
411,0.035,4.91
412,0.02,4.92
413,0.035,4.935
414,0.055,4.855
415,0.025,4.95
416,0.04,4.915
417,0.005,4.98
418,0.035,4.91
419,0.03,4.88
420,0.05,4.85
421,0.055,4.855
422,0.0,5.0
423,0.075,4.85
424,0.01,4.96
425,0.005,4.98
426,0.045,4.895
427,0.005,4.98
428,0.04,4.84
429,0.05,4.875
430,0.04,4.89
431,0.06,4.81
432,0.035,4.91
433,0.06,4.885
434,0.01,4.96
435,0.05,4.925
436,0.035,4.91
437,0.06,4.91
438,0.065,4.89
439,0.06,4.835
440,0.025,4.95
441,0.01,4.96
442,0.06,4.81
443,0.01,4.96
444,0.055,4.905
445,0.035,4.935
446,0.025,4.9
447,0.05,4.85
448,0.035,4.91
449,0.05,4.875
450,0.01,4.96
451,0.03,4.93
452,0.035,4.91
453,0.01,4.96
454,0.035,4.91
455,0.03,4.93
456,0.01,4.96
457,0.05,4.875
458,0.06,4.835
459,0.03,4.93
460,0.01,4.96
461,0.01,4.96
462,0.01,4.96
463,0.035,4.86
464,0.06,4.885
465,0.025,4.95
466,0.055,4.855
467,0.06,4.835
468,0.005,4.98
469,0.005,4.98
470,0.015,4.94
471,0.04,4.89
472,0.075,4.85
473,0.045,4.895
474,0.02,4.92
475,0.035,4.91
476,0.04,4.89
