,NeuralAgent_Student13_200cAgent,Student13_200cAgent
217,0.4,3.675
218,0.38,3.805
219,0.435,3.535
220,0.3,4.05
221,0.425,3.65
222,0.33,4.005
223,0.355,3.88
224,0.41,3.66
225,0.37,3.82
226,0.375,3.75
227,0.325,4.0
228,0.335,3.96
229,0.39,3.79
230,0.34,3.89
231,0.355,3.93
232,0.335,3.96
233,0.365,3.84
234,0.37,3.82
235,0.325,4.025
236,0.425,3.575
237,0.31,4.01
238,0.335,3.91
239,0.31,4.035
240,0.36,3.885
241,0.375,3.8
242,0.335,3.985
243,0.37,3.82
244,0.32,3.97
245,0.265,4.19
246,0.355,3.88
247,0.28,4.18
248,0.36,3.835
249,0.33,3.955
250,0.385,3.76
251,0.385,3.785
252,0.3,4.1
253,0.345,3.895
254,0.34,3.99
255,0.31,4.035
256,0.355,3.93
257,0.295,4.12
258,0.36,3.885
259,0.31,4.06
260,0.35,3.925
261,0.38,3.755
262,0.295,4.095
263,0.305,4.105
264,0.29,4.09
265,0.265,4.215
266,0.29,4.115
267,0.35,3.9
268,0.305,4.08
269,0.26,4.285
270,0.255,4.28
271,0.265,4.215
272,0.275,4.175
273,0.33,3.98
274,0.335,3.935
275,0.28,4.18
276,0.3,4.075
277,0.29,4.115
278,0.265,4.215
279,0.28,4.155
280,0.295,4.095
281,0.26,4.26
282,0.27,4.195
283,0.3,4.075
284,0.295,4.12
285,0.315,4.04
286,0.295,4.145
287,0.245,4.27
288,0.27,4.22
289,0.3,4.125
290,0.265,4.215
291,0.295,4.145
292,0.315,4.065
293,0.335,3.935
294,0.275,4.175
295,0.305,4.03
296,0.24,4.34
297,0.25,4.3
298,0.305,4.055
299,0.29,4.14
300,0.285,4.185
301,0.27,4.22
302,0.27,4.22
303,0.225,4.375
304,0.265,4.265
305,0.29,4.09
306,0.255,4.23
307,0.29,4.19
308,0.23,4.33
309,0.22,4.37
310,0.275,4.175
311,0.31,4.035
312,0.275,4.225
313,0.235,4.335
314,0.22,4.395
315,0.23,4.38
316,0.29,4.115
317,0.26,4.235
318,0.225,4.375
319,0.28,4.23
320,0.29,4.115
321,0.255,4.305
322,0.26,4.26
323,0.285,4.11
324,0.24,4.29
325,0.22,4.37
326,0.26,4.235
327,0.27,4.22
328,0.225,4.35
329,0.295,4.17
330,0.21,4.435
331,0.26,4.235
332,0.24,4.29
333,0.27,4.245
334,0.28,4.155
335,0.2,4.45
336,0.22,4.37
337,0.23,4.355
338,0.24,4.365
339,0.235,4.335
340,0.22,4.42
341,0.22,4.395
342,0.25,4.25
343,0.215,4.44
344,0.24,4.315
345,0.19,4.515
346,0.24,4.34
347,0.225,4.4
348,0.195,4.495
349,0.21,4.41
350,0.205,4.43
351,0.19,4.515
352,0.25,4.3
353,0.225,4.4
354,0.225,4.4
355,0.23,4.355
356,0.255,4.28
357,0.24,4.315
358,0.225,4.35
359,0.215,4.44
360,0.205,4.48
361,0.24,4.34
362,0.15,4.65
363,0.18,4.555
364,0.235,4.335
365,0.195,4.495
366,0.21,4.435
367,0.215,4.44
368,0.215,4.415
369,0.23,4.33
370,0.19,4.49
371,0.175,4.55
372,0.205,4.43
373,0.22,4.42
374,0.2,4.475
375,0.2,4.5
376,0.21,4.41
377,0.195,4.52
378,0.24,4.315
379,0.235,4.335
380,0.235,4.335
381,0.215,4.44
382,0.22,4.395
383,0.155,4.655
384,0.19,4.565
385,0.23,4.38
386,0.205,4.43
387,0.205,4.43
388,0.205,4.505
389,0.19,4.515
390,0.2,4.475
391,0.17,4.62
392,0.19,4.49
393,0.19,4.49
394,0.18,4.555
395,0.185,4.56
396,0.18,4.555
397,0.16,4.635
398,0.195,4.52
399,0.185,4.535
400,0.195,4.47
401,0.145,4.695
402,0.215,4.415
403,0.165,4.615
404,0.205,4.505
405,0.22,4.47
406,0.18,4.555
407,0.185,4.56
408,0.175,4.575
409,0.165,4.59
410,0.155,4.655
411,0.185,4.51
412,0.255,4.28
413,0.155,4.63
414,0.18,4.605
415,0.19,4.49
416,0.195,4.47
417,0.215,4.415
418,0.16,4.635
419,0.175,4.6
420,0.165,4.59
421,0.17,4.595
422,0.185,4.51
423,0.17,4.57
424,0.16,4.61
425,0.19,4.54
426,0.12,4.77
427,0.165,4.615
428,0.175,4.575
429,0.17,4.62
430,0.15,4.65
431,0.13,4.755
432,0.175,4.575
433,0.165,4.615
434,0.21,4.41
435,0.22,4.42
436,0.165,4.615
437,0.165,4.615
438,0.17,4.645
439,0.16,4.61
440,0.165,4.59
441,0.19,4.54
442,0.15,4.675
443,0.21,4.435
444,0.165,4.615
445,0.17,4.595
446,0.165,4.64
447,0.13,4.73
448,0.155,4.63
449,0.15,4.675
450,0.19,4.49
451,0.14,4.69
452,0.21,4.46
453,0.17,4.57
454,0.17,4.595
455,0.16,4.635
456,0.2,4.525
457,0.18,4.555
458,0.145,4.695
459,0.185,4.61
460,0.18,4.555
461,0.165,4.64
462,0.155,4.655
463,0.16,4.635
464,0.175,4.625
465,0.15,4.65
466,0.13,4.73
467,0.15,4.65
468,0.145,4.695
469,0.135,4.71
470,0.14,4.74
471,0.135,4.71
472,0.17,4.595
473,0.14,4.715
474,0.21,4.485
475,0.185,4.61
476,0.16,4.66
477,0.16,4.61
478,0.15,4.675
479,0.14,4.715
480,0.165,4.59
481,0.155,4.68
482,0.17,4.645
483,0.155,4.655
484,0.195,4.52
485,0.17,4.57
486,0.115,4.79
487,0.165,4.64
488,0.175,4.575
489,0.18,4.58
490,0.155,4.655
491,0.17,4.595
492,0.15,4.65
493,0.155,4.705
494,0.15,4.7
495,0.155,4.705
496,0.155,4.68
497,0.15,4.7
498,0.125,4.75
499,0.17,4.62
500,0.125,4.775
501,0.155,4.705
502,0.15,4.675
503,0.135,4.735
504,0.145,4.695
505,0.15,4.675
506,0.11,4.81
507,0.13,4.73
508,0.145,4.695
509,0.155,4.705
510,0.155,4.68
511,0.155,4.655
512,0.145,4.695
513,0.125,4.75
514,0.135,4.785
515,0.115,4.84
516,0.155,4.705
517,0.12,4.795
518,0.14,4.715
519,0.135,4.735
520,0.11,4.835
521,0.145,4.72
522,0.125,4.775
523,0.125,4.775
524,0.11,4.81
525,0.125,4.775
526,0.15,4.675
527,0.175,4.55
528,0.14,4.74
529,0.14,4.69
530,0.135,4.735
531,0.11,4.81
532,0.115,4.79
533,0.13,4.73
534,0.14,4.715
535,0.155,4.655
536,0.105,4.83
537,0.125,4.75
538,0.12,4.77
539,0.14,4.715
540,0.12,4.795
541,0.15,4.675
542,0.155,4.655
543,0.18,4.605
544,0.15,4.675
545,0.165,4.69
546,0.125,4.775
547,0.16,4.685
548,0.14,4.74
549,0.155,4.68
550,0.14,4.715
551,0.13,4.73
552,0.115,4.84
553,0.15,4.7
554,0.145,4.745
555,0.135,4.735
556,0.12,4.795
557,0.14,4.765
558,0.155,4.68
559,0.12,4.77
560,0.17,4.645
561,0.145,4.695
562,0.1,4.85
563,0.155,4.68
564,0.155,4.68
565,0.135,4.735
566,0.14,4.715
567,0.15,4.7
568,0.15,4.7
569,0.135,4.735
570,0.145,4.72
571,0.135,4.785
572,0.12,4.795
573,0.12,4.795
574,0.14,4.765
575,0.155,4.68
576,0.125,4.8
577,0.135,4.785
578,0.13,4.78
579,0.165,4.64
580,0.135,4.735
581,0.14,4.74
582,0.155,4.68
583,0.14,4.74
584,0.115,4.79
585,0.145,4.695
586,0.13,4.755
587,0.11,4.81
588,0.11,4.835
589,0.13,4.78
590,0.12,4.77
591,0.14,4.765
592,0.135,4.785
593,0.13,4.755
594,0.14,4.74
595,0.135,4.735
596,0.145,4.72
597,0.12,4.77
598,0.12,4.82
599,0.16,4.71
600,0.14,4.765
601,0.14,4.74
602,0.135,4.76
603,0.11,4.81
604,0.135,4.735
605,0.115,4.815
606,0.11,4.81
607,0.12,4.82
608,0.125,4.75
609,0.135,4.76
610,0.135,4.76
611,0.145,4.745
612,0.115,4.79
613,0.125,4.8
614,0.12,4.77
615,0.135,4.735
616,0.12,4.82
617,0.135,4.785
618,0.12,4.795
619,0.14,4.74
620,0.11,4.81
621,0.13,4.78
622,0.135,4.76
623,0.135,4.735
624,0.14,4.74
625,0.115,4.815
626,0.15,4.7
627,0.135,4.735
628,0.13,4.78
629,0.105,4.855
630,0.15,4.7
631,0.125,4.75
632,0.165,4.69
633,0.125,4.75
634,0.1,4.85
635,0.125,4.8
636,0.14,4.715
637,0.135,4.735
638,0.13,4.78
639,0.125,4.775
640,0.125,4.775
641,0.15,4.7
642,0.12,4.77
643,0.145,4.745
644,0.125,4.775
645,0.115,4.815
646,0.165,4.665
647,0.125,4.75
648,0.125,4.8
649,0.12,4.795
650,0.13,4.755
651,0.12,4.795
652,0.115,4.79
653,0.145,4.72
654,0.11,4.835
655,0.14,4.715
656,0.105,4.83
657,0.1,4.85
658,0.115,4.79
659,0.13,4.755
660,0.14,4.74
661,0.12,4.82
662,0.11,4.835
663,0.14,4.74
664,0.125,4.75
665,0.145,4.72
666,0.13,4.73
667,0.13,4.755
668,0.145,4.72
669,0.12,4.795
670,0.13,4.78
671,0.13,4.78
672,0.125,4.775
673,0.13,4.78
674,0.14,4.765
675,0.125,4.775
676,0.125,4.8
677,0.14,4.74
678,0.13,4.755
679,0.13,4.755
680,0.155,4.705
681,0.105,4.83
682,0.095,4.87
683,0.14,4.74
684,0.095,4.87
685,0.15,4.75
686,0.11,4.81
687,0.105,4.83
688,0.135,4.735
689,0.14,4.74
690,0.12,4.82
691,0.125,4.775
692,0.13,4.78
693,0.135,4.76
694,0.14,4.715
695,0.12,4.82
696,0.155,4.705
697,0.135,4.76
698,0.14,4.74
699,0.13,4.755
700,0.135,4.735
701,0.14,4.765
702,0.12,4.795
703,0.13,4.78
704,0.135,4.76
705,0.13,4.755
706,0.125,4.775
707,0.115,4.815
708,0.125,4.775
709,0.14,4.74
710,0.125,4.8
711,0.115,4.815
712,0.135,4.76
713,0.11,4.81
714,0.115,4.79
715,0.125,4.75
716,0.13,4.755
717,0.11,4.835
718,0.145,4.695
719,0.14,4.74
720,0.11,4.81
721,0.15,4.725
722,0.13,4.755
723,0.14,4.74
724,0.115,4.815
725,0.125,4.75
726,0.125,4.75
727,0.115,4.84
728,0.145,4.745
729,0.14,4.74
730,0.135,4.76
731,0.13,4.755
732,0.12,4.795
733,0.12,4.82
734,0.14,4.74
735,0.14,4.765
736,0.105,4.83
737,0.135,4.785
738,0.125,4.775
739,0.105,4.83
740,0.115,4.815
741,0.12,4.77
742,0.15,4.725
743,0.145,4.695
744,0.105,4.83
745,0.14,4.74
746,0.14,4.765
747,0.14,4.74
748,0.12,4.795
749,0.12,4.795
750,0.115,4.815
751,0.12,4.77
752,0.125,4.775
753,0.105,4.83
754,0.13,4.78
755,0.105,4.83
756,0.12,4.795
757,0.12,4.795
758,0.13,4.78
759,0.135,4.76
760,0.145,4.745
761,0.125,4.8
762,0.135,4.76
763,0.115,4.79
764,0.135,4.735
765,0.13,4.755
766,0.14,4.74
767,0.12,4.795
768,0.12,4.795
769,0.135,4.76
770,0.13,4.78
771,0.13,4.755
772,0.13,4.78
773,0.125,4.775
774,0.14,4.74
775,0.135,4.76
776,0.135,4.76
777,0.115,4.79
778,0.135,4.735
779,0.125,4.8
780,0.13,4.78
781,0.105,4.83
782,0.135,4.76
783,0.145,4.72
784,0.115,4.79
785,0.125,4.775
786,0.13,4.755
787,0.145,4.745
788,0.12,4.795
789,0.14,4.74
790,0.105,4.83
791,0.12,4.82
792,0.12,4.795
793,0.145,4.72
794,0.11,4.81
795,0.115,4.79
796,0.115,4.815
797,0.105,4.83
798,0.145,4.72
799,0.125,4.775
800,0.135,4.76
801,0.135,4.76
802,0.135,4.735
803,0.13,4.78
804,0.135,4.735
805,0.135,4.76
806,0.135,4.76
807,0.14,4.74
808,0.135,4.76
809,0.135,4.735
810,0.115,4.815
811,0.115,4.815
812,0.12,4.795
813,0.115,4.79
814,0.14,4.74
815,0.125,4.8
816,0.135,4.785
817,0.12,4.795
818,0.115,4.79
819,0.145,4.745
820,0.145,4.745
821,0.13,4.78
822,0.13,4.78
823,0.115,4.79
824,0.135,4.785
825,0.14,4.765
826,0.12,4.795
827,0.135,4.76
828,0.135,4.735
829,0.12,4.795
830,0.13,4.755
831,0.14,4.74
832,0.135,4.785
833,0.115,4.815
834,0.14,4.765
835,0.13,4.755
836,0.13,4.78
837,0.115,4.79
838,0.11,4.81
839,0.13,4.78
840,0.15,4.725
841,0.12,4.795
842,0.12,4.795
843,0.12,4.795
844,0.125,4.775
845,0.12,4.795
846,0.135,4.76
847,0.115,4.79
848,0.135,4.76
849,0.14,4.765
850,0.13,4.78
851,0.105,4.83
852,0.135,4.76
853,0.115,4.815
854,0.11,4.81
855,0.125,4.75
856,0.15,4.725
857,0.13,4.78
858,0.125,4.775
859,0.115,4.79
860,0.145,4.745
861,0.115,4.79
862,0.13,4.78
863,0.12,4.795
864,0.12,4.795
865,0.145,4.745
866,0.135,4.76
867,0.12,4.795
868,0.125,4.775
869,0.11,4.835
870,0.155,4.73
871,0.135,4.76
872,0.13,4.78
873,0.13,4.755
874,0.115,4.79
875,0.125,4.775
876,0.15,4.725
877,0.15,4.725
878,0.13,4.78
879,0.15,4.725
880,0.135,4.76
881,0.13,4.78
882,0.155,4.705
883,0.145,4.72
884,0.125,4.775
885,0.15,4.725
886,0.145,4.745
887,0.14,4.765
888,0.11,4.81
889,0.12,4.77
890,0.14,4.74
891,0.13,4.755
892,0.125,4.775
893,0.125,4.775
894,0.13,4.755
895,0.135,4.76
896,0.15,4.725
897,0.16,4.71
898,0.14,4.74
899,0.115,4.79
900,0.15,4.725
901,0.12,4.795
902,0.14,4.74
903,0.115,4.815
904,0.145,4.745
905,0.14,4.74
906,0.135,4.76
907,0.125,4.775
908,0.135,4.76
909,0.12,4.795
910,0.125,4.775
911,0.125,4.775
912,0.145,4.745
913,0.11,4.81
914,0.125,4.8
915,0.11,4.835
916,0.135,4.76
917,0.115,4.815
918,0.15,4.725
919,0.125,4.8
920,0.155,4.705
921,0.105,4.83
922,0.135,4.735
923,0.115,4.815
924,0.125,4.8
925,0.145,4.745
926,0.135,4.76
927,0.13,4.755
928,0.165,4.69
929,0.14,4.74
930,0.12,4.795
931,0.14,4.74
932,0.115,4.815
933,0.15,4.725
934,0.115,4.815
935,0.12,4.77
936,0.14,4.74
937,0.12,4.77
938,0.125,4.775
939,0.145,4.745
940,0.13,4.78
941,0.14,4.74
942,0.12,4.77
943,0.115,4.79
944,0.13,4.755
945,0.125,4.775
946,0.135,4.76
947,0.145,4.745
948,0.135,4.76
949,0.14,4.765
950,0.115,4.79
951,0.13,4.78
952,0.11,4.81
953,0.13,4.755
954,0.16,4.71
955,0.125,4.775
956,0.15,4.725
957,0.13,4.755
958,0.13,4.755
959,0.12,4.795
960,0.135,4.735
961,0.14,4.765
962,0.14,4.765
963,0.12,4.795
964,0.13,4.755
965,0.135,4.76
966,0.115,4.815
967,0.15,4.725
968,0.125,4.775
969,0.135,4.76
970,0.115,4.815
971,0.15,4.725
972,0.125,4.8
973,0.135,4.735
974,0.11,4.81
975,0.13,4.78
976,0.155,4.73
977,0.14,4.74
978,0.125,4.775
979,0.125,4.775
980,0.14,4.74
981,0.145,4.77
982,0.135,4.76
983,0.135,4.76
984,0.13,4.755
985,0.15,4.725
986,0.135,4.76
987,0.13,4.755
988,0.135,4.76
989,0.13,4.78
990,0.135,4.76
991,0.14,4.74
992,0.135,4.76
993,0.135,4.76
994,0.15,4.725
995,0.13,4.755
996,0.15,4.725
997,0.11,4.81
998,0.135,4.76
999,0.125,4.8
