,NeuralAgent_Student1_200bAgent,Student1_200bAgent
0,1.53,1.38
1,2.65,2.15
2,3.99,1.515
3,1.94,2.415
4,2.24,2.265
5,3.88,1.63
6,1.185,2.41
7,3.025,1.95
8,1.365,2.49
9,0.84,2.74
10,3.16,1.935
11,2.51,2.235
12,2.09,2.365
13,3.145,1.87
14,0.685,2.71
15,1.36,2.66
16,2.45,2.275
17,3.86,1.71
18,1.98,2.33
19,3.525,1.8
20,1.25,2.675
21,3.075,2.025
22,3.78,1.655
23,3.85,1.7
24,2.45,2.25
25,1.9,2.475
26,2.05,2.3
27,3.48,1.805
28,0.995,2.595
29,3.53,1.83
30,2.725,2.075
31,3.93,1.53
32,3.055,1.98
33,3.735,1.66
34,0.75,2.6
35,3.555,1.73
36,3.445,1.745
37,1.62,2.37
38,3.92,1.62
39,0.92,2.52
40,2.355,2.28
41,3.905,1.605
42,0.8,2.675
43,0.805,2.63
44,0.7,2.725
45,1.335,2.685
46,0.67,2.945
47,3.245,1.795
48,3.96,1.56
49,3.765,1.815
50,1.205,2.63
51,1.995,2.445
52,0.55,2.875
53,3.275,1.875
54,2.185,2.235
55,3.535,1.71
56,3.625,1.8
57,2.6,2.05
58,3.02,1.92
59,3.955,1.555
60,3.1,1.95
61,3.885,1.66
62,1.75,2.375
63,0.56,2.835
64,3.94,1.59
65,3.24,1.965
66,3.84,1.615
67,1.395,2.62
68,3.65,1.8
69,2.965,1.84
70,3.3,1.825
71,3.935,1.585
72,2.84,2.04
73,3.86,1.61
74,2.13,2.38
75,3.615,1.74
76,3.74,1.69
77,0.57,2.87
78,2.005,2.33
79,3.675,1.725
80,3.85,1.7
81,3.91,1.61
82,1.78,2.48
83,3.215,1.865
84,3.885,1.61
85,3.96,1.56
86,1.325,2.625
87,3.84,1.715
88,2.615,2.19
89,3.555,1.805
90,3.04,2.015
91,1.69,2.34
92,1.405,2.655
93,3.63,1.73
94,3.34,1.84
95,3.88,1.58
96,2.435,2.135
97,3.745,1.72
98,3.855,1.655
99,3.72,1.645
100,3.9,1.65
101,1.2,2.375
102,1.075,2.65
103,3.725,1.85
104,3.875,1.6
105,2.775,2.025
106,3.85,1.725
107,3.295,1.845
108,1.705,2.53
109,3.925,1.6
110,2.995,1.97
111,3.97,1.545
112,3.89,1.665
113,2.735,2.06
114,3.86,1.685
115,3.92,1.62
116,2.66,2.06
117,3.565,1.715
118,3.575,1.75
119,3.885,1.66
120,3.88,1.68
121,3.385,1.885
122,3.81,1.785
123,3.065,1.965
124,3.46,1.835
125,2.405,2.13
126,3.54,1.765
127,3.81,1.71
128,3.18,1.955
129,3.62,1.745
130,3.79,1.815
131,3.84,1.74
132,3.06,1.96
133,3.875,1.675
134,3.675,1.7
135,3.815,1.715
136,3.835,1.735
137,3.17,1.795
138,3.76,1.86
139,3.95,1.575
140,3.775,1.825
141,3.8,1.8
142,3.82,1.745
143,3.715,1.915
144,3.775,1.775
145,3.79,1.815
146,3.31,1.86
147,3.76,1.86
148,3.875,1.675
149,3.86,1.685
150,3.815,1.765
151,3.89,1.665
152,3.66,1.985
153,3.755,1.805
154,3.8,1.8
155,3.565,1.89
156,3.835,1.735
157,3.79,1.815
158,3.82,1.77
159,3.82,1.67
160,3.745,1.87
161,3.885,1.66
162,3.725,1.825
163,3.755,1.855
164,3.705,1.93
165,3.71,1.91
166,3.525,1.975
167,3.49,1.815
168,3.745,1.87
169,3.76,1.86
170,3.64,2.04
171,3.7,1.95
172,3.79,1.815
173,3.66,2.01
174,3.795,1.795
175,3.715,1.915
176,3.665,1.99
177,3.555,1.88
178,3.665,1.865
179,3.68,1.98
180,3.51,2.21
181,3.64,2.04
182,3.535,2.11
183,3.67,1.995
184,3.675,1.975
185,3.66,2.01
186,3.76,1.86
187,3.66,1.91
188,3.54,2.165
189,3.66,1.985
190,3.55,2.175
191,3.675,1.925
192,3.69,1.965
193,3.67,1.995
194,3.62,2.07
195,3.64,2.04
196,3.33,2.305
197,3.52,2.22
198,3.62,2.07
199,3.565,2.015
200,3.53,2.205
201,3.54,2.19
202,3.515,2.215
203,3.57,2.145
204,3.59,2.115
205,3.68,1.98
206,3.63,2.005
207,3.52,2.22
208,3.53,2.205
209,3.555,2.13
210,3.42,2.37
211,3.515,2.215
212,3.605,2.08
213,3.395,2.395
214,3.655,2.005
215,3.55,2.175
216,3.395,2.32
217,3.59,2.115
218,3.41,2.285
219,3.63,2.055
220,3.38,2.43
221,3.565,2.14
222,3.38,2.405
223,3.43,2.355
224,3.555,2.155
225,3.46,2.31
226,3.49,2.265
227,3.415,2.365
228,3.37,2.42
229,3.36,2.385
230,3.44,2.34
231,3.395,2.395
232,3.41,2.385
233,3.46,2.31
234,3.46,2.31
235,3.35,2.475
236,3.53,2.205
237,3.39,2.415
238,3.42,2.37
239,3.31,2.535
240,3.355,2.405
241,3.41,2.385
242,3.36,2.41
243,3.385,2.41
244,3.37,2.445
245,3.31,2.535
246,3.36,2.46
247,3.27,2.595
248,3.38,2.43
249,3.39,2.415
250,3.41,2.385
251,3.36,2.46
252,3.23,2.63
253,3.41,2.385
254,3.285,2.485
255,3.3,2.55
256,3.31,2.535
257,3.26,2.61
258,3.38,2.43
259,3.32,2.52
260,3.305,2.53
261,3.35,2.475
262,3.3,2.55
263,3.3,2.55
264,3.3,2.55
265,3.27,2.595
266,3.29,2.565
267,3.3,2.55
268,3.27,2.595
269,3.26,2.61
270,3.23,2.655
271,3.22,2.67
272,3.24,2.64
273,3.29,2.565
274,3.27,2.595
275,3.24,2.64
276,3.29,2.565
277,3.24,2.64
278,3.22,2.67
279,3.22,2.67
280,3.2,2.7
281,3.23,2.655
282,3.21,2.685
283,3.21,2.685
284,3.28,2.58
285,3.23,2.655
286,3.26,2.61
287,3.2,2.7
288,3.14,2.79
289,3.21,2.685
290,3.2,2.7
291,3.185,2.71
292,3.185,2.71
293,3.24,2.64
294,3.2,2.7
295,3.22,2.67
296,3.1,2.85
297,3.18,2.73
298,3.23,2.655
299,3.18,2.73
300,3.17,2.745
301,3.19,2.715
302,3.17,2.745
303,3.11,2.835
304,3.17,2.745
305,3.18,2.73
306,3.13,2.805
307,3.19,2.715
308,3.12,2.82
309,3.09,2.865
310,3.19,2.715
311,3.21,2.685
312,3.14,2.79
313,3.08,2.88
314,3.15,2.775
315,3.14,2.79
