,NeuralAgent_Student13_200aAgent,Student13_200aAgent
0,1.5,2.475
1,1.505,2.48
2,1.295,2.72
3,1.475,2.55
4,1.88,2.155
5,1.635,2.31
6,1.57,2.495
7,1.62,2.42
8,1.46,2.585
9,1.175,2.8
10,1.725,2.25
11,1.47,2.545
12,1.48,2.505
13,1.44,2.565
14,1.86,2.235
15,1.195,2.845
16,1.195,2.77
17,1.67,2.47
18,1.435,2.56
19,1.11,2.91
20,1.4,2.65
21,1.495,2.67
22,1.465,2.565
23,1.15,2.95
24,1.495,2.545
25,1.46,2.56
26,1.365,2.69
27,1.725,2.35
28,1.56,2.61
29,1.42,2.62
30,1.675,2.325
31,1.81,2.21
32,2.02,1.945
33,1.18,2.855
34,1.23,2.78
35,1.6,2.4
36,1.535,2.51
37,1.7,2.275
38,1.395,2.645
39,2.025,2.075
40,1.62,2.395
41,1.6,2.45
42,1.275,2.8
43,1.615,2.39
44,1.625,2.4
45,1.25,2.7
46,1.455,2.58
47,1.515,2.465
48,1.53,2.555
49,1.435,2.61
50,1.77,2.27
51,1.325,2.75
52,1.575,2.475
53,1.675,2.325
54,1.845,2.22
55,1.65,2.375
56,1.505,2.53
57,1.36,2.56
58,2.095,1.945
59,1.445,2.595
60,1.67,2.245
61,1.5,2.525
62,1.755,2.205
63,1.575,2.425
64,1.375,2.55
65,1.49,2.49
66,1.685,2.235
67,1.79,2.24
68,1.345,2.595
69,1.57,2.395
70,1.515,2.49
71,1.605,2.455
72,1.425,2.525
73,1.945,2.095
74,1.69,2.415
75,1.935,2.06
76,1.655,2.405
77,1.73,2.33
78,1.625,2.35
79,1.58,2.455
80,1.98,2.055
81,1.705,2.305
82,1.815,2.215
83,1.905,2.08
84,1.755,2.255
85,1.995,1.97
86,1.68,2.23
87,1.92,2.07
88,2.35,1.775
89,1.755,2.255
90,1.62,2.37
91,1.525,2.5
92,1.95,2.125
93,1.88,2.08
94,2.17,1.895
95,1.92,2.22
96,2.02,1.995
97,2.2,1.825
98,2.055,1.98
99,1.945,2.095
100,2.13,1.955
101,1.535,2.435
102,1.8,2.125
103,2.465,1.615
104,1.945,2.045
105,1.69,2.365
106,1.97,2.02
107,2.095,1.92
108,2.255,1.805
109,2.3,1.75
110,1.815,2.165
111,2.09,1.965
112,2.13,1.98
113,2.145,1.995
114,2.43,1.73
115,2.345,1.72
116,2.12,1.92
117,2.34,1.79
118,2.23,1.78
119,2.32,1.77
120,2.76,1.36
121,2.685,1.585
122,2.775,1.325
123,2.195,1.845
124,2.14,1.94
125,2.205,1.855
126,1.98,2.03
127,2.32,1.77
128,2.49,1.64
129,2.68,1.48
130,3.055,1.18
131,2.56,1.535
132,2.375,1.65
133,2.49,1.615
134,2.385,1.71
135,2.55,1.625
136,2.59,1.54
137,2.095,1.945
138,2.485,1.635
139,2.26,1.785
140,2.715,1.515
141,2.95,1.225
142,2.37,1.645
143,2.75,1.425
144,2.53,1.58
145,2.805,1.33
146,2.945,1.22
147,3.075,1.175
148,2.835,1.31
149,2.455,1.605
150,3.005,1.23
151,2.68,1.505
152,3.18,1.055
153,2.79,1.365
154,2.925,1.3
155,3.075,1.075
156,2.465,1.64
157,2.98,1.255
158,2.945,1.27
159,2.77,1.42
160,2.825,1.275
161,2.585,1.535
162,2.8,1.35
163,3.175,1.1
164,3.04,1.09
165,2.855,1.33
166,2.995,1.245
167,2.69,1.415
168,3.18,1.105
169,3.08,1.13
170,3.005,1.205
171,2.905,1.23
172,2.955,1.205
173,2.94,1.215
174,2.98,1.205
175,3.045,1.195
176,3.115,1.165
177,2.91,1.26
178,2.93,1.28
179,3.365,0.965
180,3.21,1.06
181,3.21,1.035
182,3.475,0.9
183,3.39,0.965
184,3.335,0.96
185,3.14,1.115
186,2.89,1.34
187,3.225,1.05
188,3.36,0.935
189,2.96,1.235
190,3.515,0.865
191,3.01,1.185
192,3.265,1.015
193,3.465,0.915
194,3.42,0.995
195,3.305,1.005
196,3.405,0.955
197,3.465,0.89
198,3.6,0.775
199,3.55,0.85
200,3.34,0.965
201,3.66,0.76
202,3.455,0.905
203,3.56,0.785
204,3.54,0.84
205,3.515,0.89
206,3.17,1.07
207,3.885,0.635
208,3.395,0.945
209,3.205,1.055
210,3.805,0.655
211,3.45,0.875
212,3.375,0.95
213,3.815,0.665
214,3.14,1.09
215,3.615,0.79
216,3.65,0.75
217,3.315,0.99
218,3.66,0.76
219,3.375,1.0
220,3.76,0.71
221,3.37,0.92
222,3.955,0.605
223,3.71,0.71
224,3.405,0.93
225,3.655,0.78
226,3.525,0.875
227,3.715,0.74
228,3.92,0.62
229,3.69,0.74
230,3.69,0.715
231,3.76,0.685
232,4.085,0.51
233,3.605,0.78
234,3.635,0.76
235,3.88,0.63
236,3.38,0.93
237,3.865,0.64
238,3.86,0.635
239,4.16,0.435
240,3.81,0.66
241,3.77,0.67
242,3.86,0.635
243,3.88,0.63
244,4.0,0.55
245,3.99,0.59
246,3.88,0.63
247,4.165,0.44
248,3.915,0.615
249,3.95,0.575
250,3.63,0.78
251,3.92,0.595
252,4.295,0.37
253,3.83,0.655
254,4.15,0.45
255,4.2,0.45
256,4.15,0.45
257,4.125,0.475
258,3.83,0.63
259,3.97,0.545
260,4.035,0.535
261,3.885,0.61
262,4.11,0.485
263,4.105,0.48
264,3.96,0.585
265,4.135,0.46
266,4.02,0.52
267,3.935,0.585
268,4.08,0.53
269,4.165,0.44
270,3.89,0.59
271,4.265,0.415
272,4.145,0.445
273,3.975,0.575
274,4.055,0.53
275,4.145,0.47
276,3.845,0.67
277,4.28,0.38
278,4.09,0.49
279,4.2,0.425
280,4.14,0.465
281,4.31,0.385
282,4.1,0.475
283,4.225,0.425
284,4.255,0.405
285,4.2,0.45
286,4.035,0.535
287,4.265,0.39
288,4.555,0.23
289,4.19,0.44
290,4.285,0.385
291,4.195,0.42
292,4.065,0.54
293,3.845,0.62
294,4.385,0.335
295,4.275,0.375
296,4.475,0.275
297,4.515,0.265
298,4.255,0.405
299,4.19,0.44
300,4.255,0.405
301,4.255,0.38
302,4.335,0.36
303,4.525,0.25
304,4.28,0.38
305,4.3,0.375
306,4.505,0.255
307,4.245,0.42
308,4.56,0.235
309,4.46,0.285
310,4.185,0.46
311,4.235,0.41
312,4.415,0.315
313,4.7,0.15
314,4.305,0.355
315,4.525,0.25
316,4.415,0.315
317,4.275,0.375
318,4.55,0.225
319,4.16,0.435
320,4.26,0.385
321,4.285,0.385
322,4.515,0.265
323,4.17,0.445
324,4.265,0.39
325,4.365,0.34
326,4.595,0.22
327,4.455,0.28
328,4.315,0.365
329,4.3,0.375
330,4.55,0.225
331,4.45,0.275
332,4.29,0.39
333,4.54,0.24
334,4.41,0.31
335,4.57,0.22
336,4.505,0.255
337,4.625,0.2
338,4.32,0.345
339,4.7,0.15
340,4.52,0.245
341,4.415,0.315
342,4.7,0.15
343,4.505,0.255
344,4.51,0.26
345,4.505,0.255
346,4.14,0.465
347,4.52,0.245
348,4.6,0.2
349,4.6,0.2
350,4.73,0.155
351,4.75,0.125
352,4.605,0.205
353,4.56,0.235
354,4.645,0.195
355,4.6,0.2
356,4.67,0.17
357,4.58,0.23
358,4.655,0.18
359,4.56,0.235
360,4.65,0.175
361,4.67,0.17
362,4.66,0.185
363,4.905,0.055
364,4.37,0.345
365,4.65,0.175
366,4.51,0.26
367,4.7,0.15
368,4.65,0.175
369,4.555,0.23
370,4.8,0.1
371,4.56,0.235
372,4.72,0.145
373,4.8,0.1
374,4.75,0.125
375,4.755,0.13
376,4.655,0.18
377,4.67,0.17
378,4.47,0.27
379,4.67,0.17
380,4.62,0.195
381,4.59,0.215
382,4.62,0.195
383,4.8,0.1
384,4.69,0.165
385,4.67,0.17
386,4.85,0.075
387,4.665,0.19
388,4.51,0.26
389,4.555,0.23
390,4.8,0.1
391,4.85,0.075
392,4.85,0.075
393,4.4,0.325
394,4.805,0.105
395,4.705,0.155
396,4.77,0.12
397,4.755,0.13
398,4.6,0.2
399,4.705,0.155
400,4.565,0.24
401,4.8,0.1
402,4.67,0.17
403,4.8,0.1
404,4.755,0.13
405,4.6,0.2
406,4.755,0.13
407,4.8,0.1
408,4.77,0.12
409,4.7,0.15
410,4.8,0.1
411,4.59,0.215
412,4.525,0.25
413,4.855,0.08
414,4.8,0.1
415,4.8,0.1
416,4.75,0.125
417,4.425,0.3
418,4.9,0.05
419,4.9,0.05
420,4.85,0.075
421,4.95,0.025
422,4.805,0.105
423,4.85,0.075
424,4.68,0.18
425,4.85,0.075
426,4.9,0.05
427,4.8,0.1
428,4.65,0.175
429,4.9,0.05
430,4.92,0.045
431,4.9,0.05
432,4.65,0.175
433,4.9,0.05
434,4.6,0.2
435,4.655,0.18
436,4.85,0.075
437,4.65,0.175
