,NeuralAgentOpMe_Student21_200cAgent_rng,Student21_200cAgent
158,0.02,4.92
159,0.03,4.93
160,0.01,4.96
161,0.025,4.95
162,0.02,4.92
163,0.015,4.94
164,0.01,4.96
165,0.0,5.0
166,0.0,5.0
167,0.01,4.96
168,0.005,4.98
169,0.015,4.94
170,0.015,4.94
171,0.01,4.96
172,0.01,4.96
173,0.04,4.89
174,0.025,4.9
175,0.005,4.98
176,0.0,5.0
177,0.025,4.95
178,0.015,4.94
179,0.0,5.0
180,0.01,4.96
181,0.0,5.0
182,0.025,4.9
183,0.02,4.97
184,0.0,5.0
185,0.01,4.96
186,0.0,5.0
187,0.0,5.0
188,0.025,4.9
189,0.005,4.98
190,0.005,4.98
191,0.02,4.97
192,0.01,4.96
193,0.005,4.98
194,0.0,5.0
195,0.0,5.0
196,0.005,4.98
197,0.015,4.94
198,0.015,4.94
199,0.005,4.98
200,0.0,5.0
201,0.05,4.925
202,0.05,4.925
203,0.0,5.0
204,0.0,5.0
205,0.0,5.0
206,0.0,5.0
207,0.0,5.0
208,0.0,5.0
209,0.005,4.98
210,0.015,4.94
211,0.025,4.95
212,0.02,4.97
213,0.025,4.95
214,0.03,4.88
215,0.005,4.98
216,0.0,5.0
217,0.0,5.0
218,0.02,4.97
219,0.02,4.97
220,0.0,5.0
221,0.0,5.0
222,0.045,4.945
223,0.03,4.88
224,0.0,5.0
225,0.02,4.97
226,0.0,5.0
227,0.005,4.98
228,0.0,5.0
229,0.0,5.0
230,0.0,5.0
231,0.0,5.0
232,0.02,4.97
233,0.11,4.835
234,0.0,5.0
235,0.02,4.97
236,0.0,5.0
237,0.0,5.0
238,0.02,4.97
239,0.0,5.0
240,0.005,4.98
241,0.01,4.96
242,0.0,5.0
243,0.0,5.0
244,0.01,4.96
245,0.02,4.97
246,0.005,4.98
247,0.02,4.97
248,0.005,4.98
249,0.0,5.0
250,0.0,5.0
251,0.01,4.96
252,0.03,4.93
253,0.02,4.97
254,0.005,4.98
255,0.0,5.0
256,0.0,5.0
257,0.0,5.0
258,0.0,5.0
259,0.02,4.97
260,0.005,4.98
261,0.0,5.0
262,0.095,4.82
263,0.0,5.0
264,0.02,4.97
265,0.0,5.0
266,0.0,5.0
267,0.005,4.98
268,0.005,4.98
269,0.0,5.0
270,0.0,5.0
271,0.005,4.98
272,0.0,5.0
273,0.01,4.96
274,0.01,4.96
275,0.01,4.96
276,0.0,5.0
277,0.0,5.0
278,0.0,5.0
279,0.095,4.895
280,0.0,5.0
281,0.02,4.97
282,0.01,4.96
283,0.0,5.0
284,0.0,5.0
285,0.0,5.0
286,0.025,4.95
287,0.005,4.98
288,0.0,5.0
289,0.0,5.0
290,0.0,5.0
291,0.0,5.0
292,0.0,5.0
293,0.025,4.95
294,0.0,5.0
295,0.01,4.96
296,0.13,4.83
297,0.0,5.0
298,0.1,4.875
299,0.02,4.97
300,0.0,5.0
301,0.02,4.97
302,0.0,5.0
303,0.045,4.945
304,0.005,4.98
305,0.005,4.98
306,0.0,5.0
307,0.02,4.97
308,0.0,5.0
309,0.01,4.96
310,0.02,4.97
311,0.02,4.92
312,0.0,5.0
313,0.01,4.96
314,0.005,4.98
315,0.02,4.97
316,0.0,5.0
317,0.0,5.0
318,0.0,5.0
319,0.015,4.94
320,0.005,4.98
321,0.01,4.96
322,0.0,5.0
323,0.02,4.97
324,0.0,5.0
325,0.0,5.0
326,0.0,5.0
327,0.0,5.0
328,0.0,5.0
329,0.005,4.98
330,0.01,4.96
331,0.0,5.0
332,0.02,4.97
333,0.0,5.0
334,0.02,4.97
335,0.0,5.0
336,0.0,5.0
337,0.0,5.0
338,0.0,5.0
339,0.0,5.0
340,0.0,5.0
341,0.02,4.97
342,0.0,5.0
343,0.02,4.97
344,0.0,5.0
345,0.01,4.96
346,0.02,4.97
347,0.005,4.98
348,0.02,4.97
349,0.01,4.96
350,0.1,4.875
351,0.0,5.0
352,0.01,4.96
353,0.0,5.0
354,0.025,4.95
355,0.0,5.0
356,0.0,5.0
357,0.0,5.0
358,0.0,5.0
359,0.005,4.98
360,0.0,5.0
361,0.0,5.0
362,0.0,5.0
363,0.005,4.98
364,0.01,4.96
365,0.0,5.0
366,0.0,5.0
367,0.0,5.0
368,0.0,5.0
369,0.02,4.97
370,0.02,4.97
371,0.02,4.97
372,0.0,5.0
373,0.005,4.98
374,0.0,5.0
375,0.0,5.0
376,0.025,4.95
377,0.0,5.0
378,0.0,5.0
379,0.0,5.0
380,0.0,5.0
381,0.05,4.925
382,0.0,5.0
383,0.0,5.0
384,0.025,4.95
385,0.0,5.0
386,0.0,5.0
387,0.0,5.0
388,0.0,5.0
389,0.015,4.94
390,0.0,5.0
391,0.0,5.0
392,0.03,4.93
393,0.0,5.0
394,0.005,4.98
395,0.0,5.0
396,0.0,5.0
397,0.02,4.97
398,0.0,5.0
399,0.02,4.97
400,0.025,4.95
401,0.105,4.855
402,0.025,4.95
403,0.005,4.98
404,0.055,4.905
405,0.0,5.0
406,0.01,4.96
407,0.025,4.95
408,0.0,5.0
409,0.02,4.97
410,0.005,4.98
411,0.045,4.945
412,0.0,5.0
413,0.0,5.0
414,0.085,4.86
415,0.055,4.905
416,0.02,4.97
417,0.0,5.0
418,0.0,5.0
419,0.0,5.0
420,0.02,4.97
421,0.0,5.0
422,0.0,5.0
423,0.0,5.0
424,0.05,4.925
425,0.02,4.97
426,0.0,5.0
427,0.0,5.0
428,0.0,5.0
429,0.045,4.945
430,0.05,4.925
431,0.0,5.0
432,0.0,5.0
433,0.0,5.0
434,0.01,4.96
435,0.0,5.0
436,0.0,5.0
437,0.02,4.97
438,0.0,5.0
439,0.01,4.96
440,0.0,5.0
441,0.0,5.0
442,0.0,5.0
443,0.0,5.0
444,0.0,5.0
445,0.005,4.98
446,0.0,5.0
447,0.0,5.0
448,0.05,4.925
449,0.0,5.0
450,0.01,4.96
451,0.02,4.97
452,0.025,4.95
453,0.005,4.98
454,0.0,5.0
455,0.02,4.97
456,0.025,4.95
457,0.0,5.0
458,0.005,4.98
459,0.02,4.97
460,0.0,5.0
461,0.02,4.97
462,0.02,4.97
463,0.0,5.0
464,0.005,4.98
465,0.02,4.97
466,0.085,4.86
467,0.0,5.0
468,0.02,4.92
469,0.0,5.0
470,0.0,5.0
471,0.02,4.97
472,0.13,4.83
473,0.245,4.745
474,0.025,4.95
475,0.0,5.0
476,0.0,5.0
477,0.02,4.97
478,0.01,4.96
479,0.02,4.92
480,0.0,5.0
481,0.02,4.97
482,0.02,4.97
483,0.0,5.0
484,0.0,5.0
485,0.0,5.0
486,0.0,5.0
487,0.02,4.97
488,0.0,5.0
489,0.0,5.0
490,0.0,5.0
491,0.0,5.0
492,0.0,5.0
493,0.02,4.97
494,0.01,4.96
495,0.005,4.98
496,0.0,5.0
497,0.045,4.945
498,0.0,5.0
499,0.025,4.95
500,0.025,4.95
501,0.0,5.0
502,0.0,5.0
503,0.0,5.0
504,0.0,5.0
505,0.0,5.0
506,0.0,5.0
507,0.005,4.98
508,0.01,4.96
509,0.0,5.0
510,0.005,4.98
511,0.045,4.945
512,0.045,4.945
513,0.005,4.98
514,0.045,4.945
515,0.005,4.98
516,0.0,5.0
517,0.0,5.0
518,0.005,4.98
519,0.0,5.0
520,0.01,4.96
521,0.0,5.0
522,0.055,4.905
523,0.01,4.96
524,0.01,4.96
525,0.0,5.0
526,0.015,4.94
527,0.0,5.0
528,0.01,4.96
529,0.0,5.0
530,0.02,4.92
531,0.0,5.0
532,0.095,4.82
533,0.025,4.95
534,0.02,4.97
535,0.005,4.98
536,0.005,4.98
537,0.02,4.97
538,0.0,5.0
539,0.005,4.98
540,0.025,4.95
541,0.03,4.93
542,0.03,4.88
543,0.02,4.97
544,0.0,5.0
545,0.01,4.96
546,0.0,5.0
547,0.0,5.0
548,0.005,4.98
549,0.01,4.96
550,0.01,4.96
551,0.0,5.0
552,0.0,5.0
553,0.005,4.98
554,0.0,5.0
555,0.005,4.98
556,0.05,4.925
557,0.005,4.98
558,0.0,5.0
559,0.0,5.0
560,0.0,5.0
561,0.0,5.0
562,0.005,4.98
563,0.005,4.98
564,0.02,4.97
565,0.0,5.0
566,0.195,4.795
567,0.025,4.95
568,0.02,4.97
569,0.005,4.98
570,0.315,4.615
571,0.0,5.0
572,0.02,4.97
573,0.025,4.95
574,0.02,4.97
575,0.05,4.925
576,0.0,5.0
577,0.015,4.94
578,0.0,5.0
579,0.02,4.97
580,0.0,5.0
581,0.01,4.96
582,0.005,4.98
583,0.02,4.97
584,0.01,4.96
585,0.025,4.9
586,0.0,5.0
587,0.02,4.97
588,0.045,4.945
589,0.09,4.84
590,0.035,4.91
591,0.01,4.96
592,0.02,4.97
593,0.0,5.0
594,0.02,4.97
595,0.0,5.0
596,0.0,5.0
597,0.0,5.0
598,0.0,5.0
599,0.0,5.0
600,0.005,4.98
601,0.0,5.0
602,0.055,4.905
603,0.0,5.0
604,0.05,4.925
605,0.01,4.96
606,0.0,5.0
607,0.1,4.875
608,0.005,4.98
609,0.015,4.94
610,0.025,4.95
611,0.015,4.94
612,0.0,5.0
613,0.0,5.0
614,0.0,5.0
615,0.0,5.0
616,0.0,5.0
617,0.025,4.95
618,0.0,5.0
619,0.015,4.94
620,0.005,4.98
621,0.0,5.0
622,0.05,4.925
623,0.0,5.0
624,0.0,5.0
625,0.0,5.0
626,0.055,4.905
627,0.0,5.0
628,0.0,5.0
629,0.515,4.415
630,0.015,4.94
631,0.005,4.98
632,0.0,5.0
633,0.0,5.0
634,0.0,5.0
635,0.0,5.0
636,0.0,5.0
637,0.095,4.82
638,0.01,4.96
639,0.045,4.945
640,0.03,4.93
641,0.025,4.95
642,0.0,5.0
643,0.015,4.94
644,0.02,4.97
645,0.025,4.95
646,0.02,4.97
647,0.005,4.98
648,0.0,5.0
649,0.015,4.94
650,0.0,5.0
651,0.015,4.94
652,0.01,4.96
653,0.0,5.0
654,0.025,4.95
655,0.0,5.0
656,0.0,5.0
657,0.025,4.9
658,0.135,4.81
659,0.01,4.96
660,0.0,5.0
661,0.0,5.0
662,0.135,4.81
663,0.0,5.0
664,0.0,5.0
665,0.0,5.0
666,0.0,5.0
667,0.25,4.725
668,0.02,4.97
669,0.09,4.84
670,0.225,4.75
671,0.005,4.98
672,0.01,4.96
673,0.025,4.95
674,0.045,4.945
675,0.015,4.94
676,0.045,4.945
677,0.0,5.0
678,0.115,4.815
679,0.085,4.86
680,0.01,4.96
681,0.005,4.98
682,0.045,4.945
683,0.01,4.96
684,0.005,4.98
685,0.0,5.0
686,0.025,4.95
687,0.0,5.0
688,0.0,5.0
689,0.0,5.0
690,0.0,5.0
691,0.02,4.97
692,0.0,5.0
693,0.005,4.98
694,0.01,4.96
695,0.04,4.89
696,0.0,5.0
697,0.0,5.0
698,0.0,5.0
699,0.095,4.82
700,0.02,4.97
701,0.05,4.925
702,0.02,4.97
703,0.02,4.97
704,0.0,5.0
705,0.01,4.96
706,0.0,5.0
707,0.0,5.0
708,0.005,4.98
709,0.05,4.925
710,0.0,5.0
711,0.0,5.0
712,0.01,4.96
713,0.02,4.97
714,0.075,4.9
715,0.055,4.905
716,0.0,5.0
717,0.16,4.785
718,0.02,4.97
719,0.02,4.97
720,0.26,4.685
721,0.025,4.95
722,0.0,5.0
723,0.165,4.765
724,0.0,5.0
725,0.0,5.0
726,0.02,4.97
727,0.015,4.94
728,0.01,4.96
729,0.0,5.0
730,0.0,5.0
731,0.0,5.0
732,0.0,5.0
733,0.005,4.98
734,0.0,5.0
735,0.005,4.98
736,0.01,4.96
737,0.0,5.0
738,0.0,5.0
739,0.0,5.0
740,0.0,5.0
741,0.045,4.945
742,0.015,4.94
743,0.05,4.925
744,0.02,4.97
745,0.005,4.98
746,0.02,4.97
747,0.005,4.98
748,0.055,4.905
749,0.055,4.905
750,0.005,4.98
751,0.005,4.98
752,0.0,5.0
753,0.3,4.675
754,0.01,4.96
755,0.005,4.98
756,0.02,4.97
757,0.015,4.94
758,0.0,5.0
759,0.02,4.97
760,0.02,4.97
761,0.145,4.77
762,0.015,4.94
763,0.025,4.95
764,0.01,4.96
765,0.01,4.96
766,0.0,5.0
767,0.01,4.96
768,0.0,5.0
769,0.01,4.96
770,0.0,5.0
771,0.0,5.0
772,0.0,5.0
773,0.035,4.91
774,0.0,5.0
775,0.28,4.68
776,0.0,5.0
777,0.095,4.82
778,0.02,4.97
779,0.015,4.94
780,0.005,4.98
781,0.09,4.84
782,0.175,4.8
783,0.195,4.795
784,0.0,5.0
785,0.0,5.0
786,0.015,4.94
787,0.01,4.96
788,0.115,4.815
789,0.0,5.0
790,0.0,5.0
791,0.0,5.0
792,0.015,4.94
793,0.23,4.73
794,0.005,4.98
795,0.025,4.95
796,0.32,4.595
797,0.01,4.96
798,0.0,5.0
799,0.01,4.96
800,0.005,4.98
801,0.0,5.0
802,0.0,5.0
803,0.02,4.92
804,0.02,4.97
805,0.005,4.98
806,0.015,4.94
807,0.01,4.96
808,0.005,4.98
809,0.045,4.945
810,0.02,4.97
811,0.03,4.93
812,0.085,4.86
813,0.06,4.885
814,0.09,4.84
815,0.055,4.905
816,0.005,4.98
817,0.0,5.0
818,0.145,4.77
819,0.025,4.9
820,0.01,4.96
821,0.005,4.98
822,0.0,5.0
823,0.005,4.98
824,0.005,4.98
825,0.01,4.96
826,0.02,4.92
827,0.02,4.97
828,0.0,5.0
829,0.025,4.95
830,0.0,5.0
831,0.0,5.0
832,0.11,4.835
833,0.0,5.0
834,0.04,4.89
835,0.005,4.98
836,0.015,4.94
837,0.0,5.0
838,0.01,4.96
839,0.0,5.0
840,0.03,4.93
841,0.02,4.97
842,0.0,5.0
843,0.13,4.83
844,0.005,4.98
845,0.03,4.93
846,0.0,5.0
847,0.02,4.97
848,0.005,4.98
849,0.0,5.0
850,0.025,4.95
851,0.005,4.98
852,0.0,5.0
853,0.065,4.865
854,0.01,4.96
855,0.05,4.925
856,0.005,4.98
857,0.005,4.98
858,0.05,4.925
859,0.005,4.98
860,0.025,4.95
861,0.0,5.0
862,0.07,4.845
863,0.005,4.98
864,0.145,4.77
865,0.005,4.98
866,0.015,4.94
867,0.755,4.205
868,0.0,5.0
869,0.285,4.66
870,0.0,5.0
871,0.0,5.0
872,0.015,4.94
873,0.06,4.885
874,0.43,4.53
875,0.0,5.0
876,0.015,4.94
877,0.0,5.0
878,0.005,4.98
879,0.005,4.98
880,0.025,4.95
881,0.005,4.98
882,0.025,4.95
883,0.06,4.885
884,0.02,4.97
885,0.1,4.8
886,0.03,4.93
887,0.015,4.94
888,0.025,4.95
889,0.145,4.77
890,0.0,5.0
891,0.0,5.0
892,0.025,4.95
893,0.0,5.0
894,0.06,4.885
895,0.005,4.98
896,0.145,4.77
897,0.27,4.72
898,0.01,4.96
899,0.235,4.71
900,0.0,5.0
901,0.0,5.0
902,0.005,4.98
903,0.01,4.96
904,0.0,5.0
905,0.11,4.835
906,0.005,4.98
907,0.005,4.98
908,0.005,4.98
909,0.135,4.81
910,0.0,5.0
911,0.025,4.9
912,0.0,5.0
913,0.275,4.7
914,0.045,4.945
915,0.015,4.94
916,0.13,4.83
917,0.0,5.0
918,0.005,4.98
919,0.01,4.96
920,0.005,4.98
921,0.01,4.96
922,0.09,4.84
923,0.005,4.98
924,0.0,5.0
925,0.01,4.96
926,0.03,4.93
927,0.14,4.79
928,0.005,4.98
929,0.015,4.94
930,0.09,4.84
931,0.1,4.8
932,0.005,4.98
933,0.015,4.94
934,0.01,4.96
935,0.04,4.89
936,0.06,4.885
937,0.01,4.96
938,0.0,5.0
939,0.06,4.885
940,0.015,4.94
941,0.01,4.96
942,0.165,4.765
943,0.01,4.96
944,0.025,4.95
945,0.01,4.96
946,0.09,4.84
947,0.01,4.96
948,0.02,4.97
949,0.17,4.745
950,0.035,4.91
951,0.425,4.475
952,0.01,4.96
953,0.055,4.905
954,0.015,4.94
955,0.02,4.92
956,0.005,4.98
957,0.025,4.95
958,0.005,4.98
959,0.005,4.98
960,0.005,4.98
961,0.0,5.0
962,0.0,5.0
963,0.015,4.94
964,0.0,5.0
965,0.01,4.96
966,0.01,4.96
967,0.055,4.905
968,0.015,4.94
969,0.025,4.95
970,0.01,4.96
971,0.07,4.845
972,0.015,4.94
973,0.01,4.96
974,0.02,4.92
975,0.0,5.0
976,0.0,5.0
977,0.01,4.96
978,0.0,5.0
979,0.055,4.905
980,0.005,4.98
981,0.0,5.0
982,0.005,4.98
983,0.0,5.0
984,0.01,4.96
985,0.02,4.97
986,0.095,4.82
987,0.03,4.93
988,0.0,5.0
989,0.135,4.81
990,0.055,4.905
991,0.015,4.94
992,0.0,5.0
993,0.005,4.98
994,0.03,4.93
995,0.005,4.98
996,0.055,4.905
997,0.01,4.96
998,0.015,4.94
999,0.09,4.84
1000,0.0,5.0
1001,0.145,4.77
1002,0.055,4.905
1003,0.005,4.98
1004,0.01,4.96
1005,0.015,4.94
1006,0.055,4.905
1007,0.015,4.94
1008,0.03,4.93
1009,0.025,4.95
1010,0.01,4.96
1011,0.015,4.94
1012,0.005,4.98
1013,0.015,4.94
1014,0.05,4.925
1015,0.01,4.96
1016,0.005,4.98
1017,0.015,4.94
1018,0.0,5.0
1019,0.005,4.98
1020,0.015,4.94
1021,0.045,4.945
1022,0.005,4.98
1023,0.005,4.98
1024,0.015,4.94
1025,0.01,4.96
1026,0.09,4.84
1027,0.01,4.96
1028,0.02,4.92
1029,0.015,4.94
1030,0.355,4.605
1031,0.0,5.0
1032,0.05,4.925
1033,0.005,4.98
1034,0.225,4.75
1035,0.0,5.0
1036,0.045,4.945
1037,0.015,4.94
1038,0.335,4.61
1039,0.01,4.96
1040,0.0,5.0
1041,0.115,4.815
1042,0.005,4.98
1043,0.01,4.96
1044,0.02,4.92
1045,0.07,4.92
1046,0.025,4.95
1047,0.0,5.0
1048,0.015,4.94
1049,0.02,4.97
1050,0.035,4.91
1051,0.005,4.98
1052,0.01,4.96
1053,0.035,4.91
1054,0.005,4.98
1055,0.035,4.91
1056,0.03,4.93
1057,0.005,4.98
1058,0.0,5.0
1059,0.23,4.73
1060,0.55,4.425
1061,0.01,4.96
1062,0.02,4.92
1063,0.02,4.97
1064,0.0,5.0
1065,0.285,4.66
1066,0.12,4.795
1067,0.03,4.93
1068,0.005,4.98
1069,0.005,4.98
1070,0.005,4.98
1071,0.09,4.84
1072,0.02,4.97
1073,0.01,4.96
1074,0.055,4.905
1075,0.0,5.0
1076,0.02,4.92
1077,0.01,4.96
1078,0.005,4.98
1079,0.015,4.94
1080,0.015,4.94
1081,0.065,4.865
1082,0.0,5.0
1083,0.1,4.8
1084,0.125,4.775
1085,0.015,4.94
1086,0.015,4.94
1087,0.005,4.98
1088,0.005,4.98
1089,0.02,4.92
1090,0.09,4.84
1091,0.055,4.905
1092,0.01,4.96
1093,0.03,4.93
1094,0.015,4.94
1095,0.125,4.775
1096,0.085,4.86
1097,0.005,4.98
1098,0.38,4.58
1099,0.01,4.96
1100,0.03,4.93
1101,0.205,4.755
1102,0.01,4.96
1103,0.05,4.925
1104,0.04,4.89
1105,0.01,4.96
1106,0.01,4.96
1107,0.005,4.98
1108,0.005,4.98
1109,0.025,4.9
1110,0.005,4.98
1111,0.02,4.92
1112,0.12,4.795
1113,0.005,4.98
1114,0.005,4.98
1115,0.015,4.94
1116,0.465,4.465
1117,0.04,4.89
1118,0.0,5.0
1119,0.055,4.905
1120,0.38,4.505
1121,0.0,5.0
1122,0.0,5.0
1123,0.005,4.98
1124,0.0,5.0
1125,0.06,4.885
1126,0.045,4.945
1127,0.025,4.9
1128,0.02,4.92
1129,0.12,4.795
1130,0.165,4.765
1131,0.04,4.89
1132,0.28,4.68
1133,0.095,4.82
1134,0.05,4.925
1135,0.025,4.9
1136,0.0,5.0
1137,0.055,4.905
1138,0.0,5.0
1139,0.01,4.96
1140,0.09,4.84
1141,0.01,4.96
1142,0.005,4.98
1143,0.0,5.0
1144,0.14,4.79
1145,0.04,4.89
1146,0.005,4.98
1147,0.06,4.885
1148,0.0,5.0
1149,0.06,4.885
1150,0.09,4.84
1151,0.01,4.96
1152,0.005,4.98
1153,0.01,4.96
1154,0.04,4.89
1155,0.28,4.68
1156,0.015,4.94
1157,0.025,4.9
1158,0.015,4.94
1159,0.05,4.925
1160,0.3,4.675
1161,0.255,4.705
1162,0.275,4.7
1163,0.01,4.96
1164,0.005,4.98
1165,0.0,5.0
1166,0.03,4.93
1167,0.0,5.0
1168,0.095,4.82
1169,0.225,4.75
1170,0.015,4.94
1171,0.015,4.94
1172,0.01,4.96
1173,0.015,4.94
1174,0.02,4.92
1175,0.015,4.94
1176,0.095,4.82
1177,0.125,4.775
1178,0.09,4.84
1179,0.055,4.905
1180,0.015,4.94
1181,0.015,4.94
1182,0.01,4.96
1183,0.09,4.84
1184,0.03,4.93
1185,0.615,4.315
1186,0.055,4.905
1187,0.365,4.565
1188,0.025,4.95
1189,0.03,4.93
1190,0.12,4.795
1191,0.06,4.885
1192,0.005,4.98
1193,0.24,4.69
1194,0.015,4.94
1195,0.045,4.87
1196,0.0,5.0
1197,0.015,4.94
1198,0.07,4.845
1199,0.005,4.98
1200,0.255,4.705
1201,0.015,4.94
1202,0.02,4.92
1203,0.045,4.945
1204,0.01,4.96
1205,0.0,5.0
1206,0.01,4.96
1207,0.01,4.96
1208,0.005,4.98
1209,0.02,4.92
1210,0.14,4.79
1211,0.02,4.92
1212,0.06,4.885
1213,0.01,4.96
1214,0.015,4.94
1215,0.05,4.925
1216,0.255,4.705
1217,0.055,4.905
1218,0.02,4.97
1219,0.005,4.98
1220,0.0,5.0
1221,0.02,4.92
1222,0.02,4.92
1223,0.06,4.885
1224,0.01,4.96
1225,0.06,4.885
1226,0.015,4.94
1227,0.01,4.96
1228,0.01,4.96
1229,0.01,4.96
1230,0.025,4.95
1231,0.04,4.89
1232,0.005,4.98
1233,0.465,4.465
1234,0.015,4.94
1235,0.005,4.98
1236,0.0,5.0
1237,0.005,4.98
1238,0.125,4.775
1239,0.01,4.96
1240,0.015,4.94
1241,0.0,5.0
1242,0.02,4.97
1243,0.265,4.665
1244,0.005,4.98
1245,0.03,4.93
1246,0.05,4.925
1247,0.415,4.515
1248,0.01,4.96
1249,0.02,4.97
1250,0.025,4.95
1251,0.005,4.98
1252,0.01,4.96
1253,0.025,4.95
1254,0.025,4.95
1255,0.03,4.93
1256,0.02,4.92
1257,0.28,4.68
1258,0.01,4.96
1259,0.39,4.54
1260,0.045,4.945
1261,0.065,4.865
1262,0.01,4.96
1263,0.23,4.73
1264,0.01,4.96
1265,0.025,4.9
1266,0.01,4.96
1267,0.02,4.92
1268,0.01,4.96
1269,0.01,4.96
1270,0.28,4.68
1271,0.05,4.85
1272,0.05,4.925
1273,0.045,4.945
1274,0.06,4.885
1275,0.02,4.97
1276,0.405,4.555
1277,0.435,4.51
1278,0.395,4.52
1279,0.14,4.79
1280,0.24,4.69
1281,0.055,4.905
1282,0.01,4.96
1283,0.025,4.95
1284,0.24,4.69
1285,0.015,4.94
1286,0.08,4.73
1287,0.815,4.115
1288,0.035,4.91
1289,0.03,4.93
1290,0.015,4.94
1291,0.04,4.89
1292,0.055,4.905
1293,0.005,4.98
1294,0.015,4.94
1295,0.06,4.885
1296,0.005,4.98
1297,0.02,4.92
1298,0.01,4.96
1299,0.005,4.98
1300,0.05,4.925
1301,0.0,5.0
1302,0.005,4.98
1303,0.03,4.88
1304,0.09,4.84
1305,0.01,4.96
1306,0.095,4.82
1307,0.02,4.92
1308,0.0,5.0
1309,0.03,4.88
1310,0.02,4.97
1311,0.01,4.96
1312,0.065,4.865
1313,0.34,4.59
1314,0.025,4.95
1315,0.27,4.645
1316,0.0,5.0
1317,0.095,4.82
1318,0.325,4.65
1319,0.04,4.89
1320,0.015,4.94
1321,0.01,4.96
1322,0.015,4.94
1323,0.02,4.92
1324,0.015,4.94
1325,0.04,4.89
1326,0.015,4.94
1327,0.015,4.94
1328,0.02,4.92
1329,0.255,4.705
1330,0.055,4.905
1331,0.01,4.96
1332,0.025,4.95
1333,0.025,4.95
1334,0.125,4.775
1335,0.015,4.94
1336,0.1,4.8
1337,0.01,4.96
1338,0.005,4.98
1339,0.46,4.485
1340,0.0,5.0
1341,0.025,4.95
1342,0.13,4.755
1343,0.0,5.0
1344,0.015,4.94
1345,0.01,4.96
1346,0.02,4.92
1347,0.015,4.94
1348,0.22,4.77
1349,0.025,4.9
1350,0.04,4.89
1351,0.025,4.9
1352,0.015,4.94
1353,0.035,4.91
1354,0.325,4.575
1355,0.005,4.98
1356,0.05,4.925
