,NeuralAgent_Student5_200mAgent_rng,Student5_200mAgent
0,2.2,2.425
1,2.255,2.28
2,2.215,2.39
3,2.335,2.085
4,2.265,2.115
5,2.235,2.385
6,2.31,2.11
7,2.345,2.095
8,2.24,2.29
9,2.24,2.24
10,2.355,2.105
11,2.23,2.33
12,2.245,2.27
13,2.26,2.26
14,2.235,2.31
15,2.165,2.565
16,2.22,2.52
17,2.115,2.64
18,2.16,2.585
19,2.08,2.655
20,2.125,2.65
21,2.05,2.825
22,2.06,2.835
23,1.955,2.98
24,2.03,2.88
25,1.99,2.94
26,2.005,2.955
27,1.955,3.03
28,1.925,3.1
29,1.99,3.015
30,1.965,3.015
31,1.93,3.105
32,1.92,3.07
33,1.92,3.02
34,1.94,3.14
35,1.94,3.115
36,1.895,3.145
37,1.905,3.055
38,1.865,3.14
39,1.79,3.29
40,1.83,3.28
41,1.9,3.2
42,1.885,3.135
43,1.98,2.905
44,1.825,3.25
45,1.87,3.245
46,1.905,3.23
47,1.88,3.18
48,1.855,3.255
49,1.845,3.295
50,1.84,3.29
51,1.87,3.17
52,1.83,3.355
53,1.835,3.26
54,1.86,3.185
55,1.885,3.21
56,1.82,3.27
57,1.905,3.18
58,1.78,3.38
59,1.835,3.235
60,1.875,3.2
61,1.86,3.285
62,1.745,3.495
63,1.73,3.48
64,1.72,3.495
65,1.81,3.385
66,1.75,3.475
67,1.84,3.265
68,1.735,3.51
69,1.675,3.55
70,1.85,3.25
71,1.765,3.44
72,1.76,3.46
73,1.635,3.685
74,1.735,3.41
75,1.83,3.205
76,1.73,3.405
77,1.67,3.67
78,1.59,3.765
79,1.55,3.925
80,1.5,4.0
81,1.56,3.86
82,1.555,3.88
83,1.5,4.0
84,1.55,3.875
85,1.515,3.99
86,1.515,3.99
87,1.52,3.97
88,1.515,3.99
89,1.525,3.975
90,1.535,3.91
91,1.505,3.98
92,1.545,3.895
93,1.525,3.95
94,1.56,3.86
95,1.545,3.895
96,1.545,3.895
97,1.535,3.935
98,1.54,3.915
99,1.515,3.965
100,1.585,3.81
101,1.525,3.975
102,1.56,3.91
103,1.525,3.95
104,1.56,3.885
105,1.615,3.765
106,1.535,3.935
107,1.64,3.69
108,1.605,3.78
109,1.575,3.825
110,1.65,3.7
111,1.675,3.6
112,1.655,3.68
113,1.65,3.625
114,1.67,3.62
115,2.575,1.475
116,1.66,3.66
117,1.65,3.65
118,1.975,2.85
119,2.175,2.425
120,2.945,0.595
121,1.82,3.27
122,2.99,0.515
123,2.98,0.53
124,2.97,0.57
125,2.965,0.59
126,2.97,0.57
127,2.92,0.695
