,NeuralAgent_Student11_200mAgent,Student11_200mAgent
0,2.98,1.78
1,3.065,1.915
2,3.075,1.8
3,2.965,1.815
4,2.695,1.895
5,2.895,1.745
6,2.875,1.775
7,3.1,1.75
8,3.195,1.745
9,3.16,1.685
10,2.95,1.825
11,3.06,1.86
12,2.715,1.94
13,2.905,1.78
14,2.8,1.875
15,3.11,1.66
16,3.025,1.85
17,2.775,1.95
18,2.98,1.73
19,3.105,1.63
20,2.855,1.83
21,2.835,2.01
22,2.855,1.805
23,3.21,1.735
24,3.015,1.59
25,3.095,1.795
26,2.76,1.91
27,3.195,1.595
28,3.235,1.535
29,3.105,1.805
30,2.77,1.895
31,2.755,1.805
32,2.81,1.81
33,2.93,1.68
34,3.085,1.51
35,3.185,1.46
36,3.04,1.64
37,3.005,1.705
38,3.21,1.685
39,3.155,1.605
40,3.19,1.615
41,3.135,1.76
42,3.05,1.675
43,2.735,1.885
44,3.215,1.565
45,2.965,1.915
46,3.12,1.57
47,3.17,1.495
48,2.955,1.73
49,2.935,1.91
50,2.985,1.71
51,2.81,1.835
52,3.045,1.62
53,3.345,1.42
54,2.83,1.68
55,3.175,1.5
56,2.95,1.775
57,3.075,1.575
58,3.095,1.645
59,3.03,1.655
60,3.115,1.59
61,2.97,1.795
62,3.185,1.485
63,3.035,1.61
64,3.06,1.61
65,3.155,1.48
66,3.04,1.59
67,3.28,1.555
68,3.05,1.775
69,3.38,1.305
70,3.195,1.57
71,3.13,1.505
72,3.135,1.485
73,3.27,1.37
74,3.05,1.625
75,3.025,1.65
76,2.91,1.71
77,3.325,1.35
78,3.035,1.585
79,3.075,1.525
80,2.875,1.6
81,3.315,1.44
82,3.19,1.515
83,3.145,1.47
84,2.975,1.675
85,3.14,1.44
86,3.12,1.395
87,3.35,1.325
88,3.53,1.155
89,2.97,1.57
90,3.07,1.545
91,2.965,1.69
92,3.16,1.385
93,3.29,1.365
94,3.265,1.34
95,3.27,1.345
96,3.335,1.285
97,3.295,1.32
98,3.265,1.39
99,3.17,1.47
100,3.355,1.305
101,3.13,1.58
102,3.33,1.405
103,3.115,1.315
104,3.215,1.365
105,3.005,1.63
106,3.47,1.17
107,3.2,1.4
108,3.135,1.535
109,3.33,1.28
110,3.37,1.27
111,3.435,1.26
112,3.605,1.13
113,2.945,1.595
114,3.55,1.125
115,3.56,1.135
116,2.97,1.545
117,3.105,1.43
118,3.285,1.385
119,3.605,1.055
120,3.375,1.25
121,3.575,1.125
122,3.585,1.11
123,3.36,1.335
124,3.29,1.265
125,3.395,1.42
126,3.385,1.31
127,3.325,1.225
128,3.275,1.25
129,3.445,1.17
130,3.595,1.02
131,3.595,1.07
132,3.47,1.145
133,3.43,1.18
134,3.495,1.12
135,3.585,1.06
136,3.575,1.025
137,3.425,1.175
138,3.755,0.955
139,3.46,1.11
140,3.91,0.81
141,3.57,1.045
142,3.595,1.045
143,3.955,0.78
144,3.55,1.075
145,3.57,1.07
146,3.265,1.215
147,3.695,0.945
148,3.425,1.175
149,3.71,0.96
150,3.77,0.895
151,3.7,1.025
152,3.73,0.88
153,3.715,0.94
154,3.73,1.005
155,3.845,0.845
156,3.765,0.965
157,3.745,0.92
158,3.755,0.955
159,3.835,0.86
160,3.495,1.095
161,3.325,1.2
162,3.645,0.995
163,3.915,0.79
164,3.55,1.025
165,3.675,0.95
166,3.76,0.885
167,3.555,1.08
168,3.945,0.77
169,3.67,0.97
170,4.03,0.705
171,3.735,0.885
172,3.535,1.035
173,4.005,0.73
174,3.96,0.76
175,3.845,0.845
176,4.205,0.605
177,3.63,1.005
178,3.76,0.935
179,4.07,0.67
180,4.11,0.61
181,4.085,0.685
182,4.04,0.69
183,3.935,0.81
184,4.03,0.68
185,3.97,0.745
186,3.94,0.865
187,3.92,0.77
188,3.845,0.82
189,4.065,0.715
190,4.03,0.68
191,3.665,0.965
192,4.05,0.7
193,3.93,0.755
194,4.135,0.635
195,3.825,0.825
196,4.01,0.71
197,4.315,0.49
198,4.105,0.605
199,3.905,0.78
200,4.025,0.725
201,4.26,0.56
202,4.345,0.445
203,4.145,0.595
204,4.01,0.685
205,3.88,0.83
206,4.015,0.69
207,4.14,0.59
208,4.065,0.64
209,4.11,0.635
210,4.365,0.44
211,3.975,0.725
212,3.875,0.8
213,4.33,0.455
214,3.96,0.735
215,4.035,0.685
216,4.295,0.52
217,4.005,0.68
218,4.33,0.48
219,4.09,0.715
220,4.445,0.395
221,3.79,0.815
222,4.105,0.605
223,4.275,0.525
224,4.03,0.68
225,4.225,0.55
226,4.3,0.5
227,4.28,0.505
228,4.31,0.51
229,4.29,0.49
230,4.255,0.505
231,4.315,0.49
232,4.345,0.445
233,4.275,0.5
234,4.265,0.515
235,4.565,0.315
236,4.28,0.505
237,4.41,0.435
238,4.4,0.425
239,4.44,0.39
240,4.3,0.475
241,4.37,0.445
242,4.36,0.46
243,4.495,0.345
244,4.51,0.36
245,4.59,0.29
246,4.42,0.42
247,4.54,0.315
248,4.535,0.335
249,4.31,0.485
250,4.28,0.505
251,4.375,0.45
252,4.575,0.3
253,4.355,0.455
254,4.46,0.36
255,4.575,0.3
256,4.42,0.395
257,4.62,0.27
258,4.41,0.41
259,4.36,0.435
260,4.405,0.405
261,4.45,0.375
262,4.475,0.35
263,4.45,0.4
264,4.595,0.27
265,4.545,0.32
266,4.615,0.265
267,4.465,0.365
268,4.545,0.32
269,4.505,0.33
270,4.465,0.365
271,4.565,0.29
272,4.63,0.255
273,4.45,0.375
274,4.585,0.285
275,4.505,0.355
276,4.445,0.395
277,4.6,0.275
278,4.59,0.29
279,4.615,0.265
280,4.685,0.21
281,4.655,0.23
282,4.505,0.33
283,4.535,0.31
284,4.54,0.315
285,4.525,0.325
286,4.54,0.315
287,4.6,0.275
288,4.685,0.21
289,4.435,0.385
290,4.75,0.175
291,4.61,0.26
292,4.655,0.23
293,4.57,0.295
294,4.715,0.19
295,4.55,0.3
296,4.82,0.12
297,4.685,0.21
298,4.55,0.3
299,4.67,0.22
300,4.61,0.26
301,4.685,0.21
302,4.67,0.22
303,4.79,0.14
304,4.85,0.1
305,4.78,0.155
306,4.64,0.24
307,4.72,0.195
308,4.715,0.19
309,4.88,0.08
310,4.555,0.305
311,4.66,0.235
312,4.79,0.14
313,4.79,0.14
314,4.73,0.18
315,4.645,0.245
316,4.665,0.24
317,4.72,0.195
318,4.595,0.27
319,4.715,0.19
320,4.7,0.2
321,4.705,0.205
322,4.745,0.17
323,4.71,0.235
324,4.57,0.295
325,4.84,0.115
326,4.685,0.21
327,4.82,0.12
328,4.64,0.24
329,4.64,0.24
330,4.85,0.1
331,4.66,0.235
332,4.73,0.18
333,4.82,0.12
334,4.81,0.135
335,4.88,0.08
336,4.69,0.215
337,4.745,0.17
338,4.72,0.195
339,4.88,0.08
340,4.685,0.21
341,4.7,0.2
342,4.82,0.12
343,4.75,0.175
344,4.82,0.12
345,4.75,0.175
346,4.66,0.235
347,4.79,0.14
348,4.88,0.08
349,4.7,0.2
350,4.87,0.095
351,4.76,0.16
352,4.75,0.175
353,4.88,0.08
354,4.805,0.13
355,4.67,0.22
356,4.735,0.185
357,4.755,0.18
358,4.88,0.08
359,4.76,0.16
360,4.85,0.1
361,4.79,0.14
362,4.82,0.12
363,4.93,0.055
364,4.72,0.195
365,4.82,0.12
366,4.87,0.095
367,4.84,0.115
368,4.7,0.2
369,4.835,0.11
370,4.865,0.09
371,4.835,0.11
372,4.91,0.06
373,4.88,0.08
374,4.88,0.08
375,4.91,0.06
376,4.84,0.115
377,4.795,0.145
378,4.58,0.28
379,4.88,0.08
380,4.87,0.095
381,4.88,0.08
382,4.82,0.12
383,4.88,0.08
384,4.85,0.1
385,4.73,0.18
386,4.91,0.06
387,4.87,0.095
388,4.775,0.15
389,4.88,0.08
390,4.91,0.06
391,4.91,0.06
392,4.91,0.06
393,4.82,0.12
394,4.88,0.08
395,4.88,0.08
396,4.795,0.145
397,4.85,0.1
398,4.82,0.12
399,4.88,0.08
400,4.82,0.12
401,4.91,0.06
402,4.85,0.1
403,4.88,0.08
404,4.84,0.115
405,4.79,0.14
406,4.9,0.075
407,4.88,0.08
408,4.88,0.08
409,4.79,0.14
410,4.88,0.08
411,4.82,0.12
412,4.72,0.195
413,4.97,0.02
414,4.91,0.06
415,4.85,0.1
416,4.91,0.06
417,4.58,0.28
418,4.94,0.04
419,4.94,0.04
420,4.88,0.08
421,4.97,0.02
422,4.88,0.08
423,4.91,0.06
424,4.81,0.135
425,4.88,0.08
426,4.94,0.04
427,4.91,0.06
428,4.88,0.08
429,4.97,0.02
430,4.94,0.04
431,4.91,0.06
432,4.85,0.1
433,4.94,0.04
434,4.76,0.16
435,4.75,0.175
436,4.94,0.04
437,4.85,0.1
438,4.94,0.04
439,4.85,0.1
440,4.93,0.055
441,4.85,0.1
442,4.94,0.04
443,5.0,0.0
444,4.94,0.04
445,4.91,0.06
446,4.88,0.08
447,4.91,0.06
448,4.97,0.02
449,4.97,0.02
450,4.88,0.08
451,4.88,0.08
452,4.85,0.1
453,5.0,0.0
454,4.94,0.04
455,5.0,0.0
456,4.97,0.02
457,4.91,0.06
458,4.94,0.04
459,4.94,0.04
460,4.94,0.04
461,4.91,0.06
462,4.91,0.06
463,4.91,0.06
464,4.91,0.06
465,4.91,0.06
466,4.97,0.02
467,4.85,0.1
468,4.97,0.02
469,5.0,0.0
470,4.94,0.04
471,4.94,0.04
472,4.97,0.02
473,5.0,0.0
474,4.94,0.04
475,4.91,0.06
476,4.97,0.02
477,4.88,0.08
478,4.94,0.04
479,4.775,0.15
480,4.88,0.08
481,4.91,0.06
482,5.0,0.0
483,4.97,0.02
484,4.94,0.04
485,4.82,0.12
486,4.91,0.06
487,4.91,0.06
488,5.0,0.0
489,4.91,0.06
490,4.97,0.02
491,4.88,0.08
492,4.88,0.08
493,4.88,0.08
494,4.94,0.04
495,4.91,0.06
496,4.85,0.1
497,4.91,0.06
498,4.97,0.02
499,4.88,0.08
500,5.0,0.0
501,4.97,0.02
502,4.94,0.04
503,4.97,0.02
504,4.94,0.04
505,4.97,0.02
506,4.94,0.04
507,4.91,0.06
508,4.97,0.02
509,4.97,0.02
510,4.97,0.02
511,4.88,0.08
512,4.94,0.04
513,4.94,0.04
514,5.0,0.0
515,4.97,0.02
516,4.97,0.02
517,4.94,0.04
518,4.94,0.04
519,4.97,0.02
520,4.97,0.02
521,4.94,0.04
522,5.0,0.0
523,4.97,0.02
524,5.0,0.0
525,5.0,0.0
526,4.94,0.04
527,4.835,0.11
528,4.97,0.02
529,4.97,0.02
530,4.97,0.02
531,4.97,0.02
532,4.97,0.02
533,4.97,0.02
534,4.94,0.04
535,4.865,0.09
536,5.0,0.0
537,4.88,0.08
538,4.91,0.06
539,4.91,0.06
540,4.97,0.02
541,4.88,0.08
542,4.94,0.04
543,4.94,0.04
544,4.85,0.1
545,4.97,0.02
546,4.94,0.04
547,4.94,0.04
548,4.94,0.04
549,4.94,0.04
550,4.91,0.06
551,4.97,0.02
552,5.0,0.0
553,4.97,0.02
554,4.97,0.02
555,4.91,0.06
556,4.94,0.04
557,4.94,0.04
558,4.97,0.02
559,4.96,0.035
560,4.9,0.075
561,4.97,0.02
562,4.97,0.02
563,4.97,0.02
564,4.91,0.06
565,4.925,0.05
566,4.97,0.02
567,4.94,0.04
568,5.0,0.0
569,5.0,0.0
570,4.97,0.02
571,5.0,0.0
572,5.0,0.0
573,5.0,0.0
574,4.97,0.02
575,4.94,0.04
576,4.97,0.02
577,4.97,0.02
578,4.97,0.02
579,4.94,0.04
580,4.91,0.06
581,4.94,0.04
582,4.97,0.02
583,4.97,0.02
584,4.97,0.02
585,4.93,0.055
586,4.91,0.06
587,4.91,0.06
588,5.0,0.0
589,4.91,0.06
590,4.97,0.02
591,4.97,0.02
592,4.97,0.02
593,4.94,0.04
594,4.85,0.1
595,4.94,0.04
596,4.97,0.02
597,5.0,0.0
598,4.97,0.02
599,5.0,0.0
600,5.0,0.0
601,4.94,0.04
602,4.94,0.04
603,4.97,0.02
604,5.0,0.0
605,5.0,0.0
606,5.0,0.0
607,5.0,0.0
608,4.91,0.06
609,5.0,0.0
610,4.97,0.02
611,4.94,0.04
612,4.94,0.04
613,4.97,0.02
614,4.97,0.02
615,4.94,0.04
616,4.94,0.04
617,5.0,0.0
618,4.97,0.02
619,4.97,0.02
620,5.0,0.0
621,4.97,0.02
622,4.97,0.02
623,5.0,0.0
624,4.97,0.02
625,5.0,0.0
626,4.94,0.04
627,4.865,0.09
628,5.0,0.0
629,5.0,0.0
630,4.97,0.02
631,4.94,0.04
632,4.97,0.02
633,4.91,0.06
634,4.97,0.02
635,4.97,0.02
636,4.97,0.02
637,4.88,0.08
638,4.94,0.04
639,4.94,0.04
640,4.97,0.02
641,4.97,0.02
642,4.97,0.02
643,4.97,0.02
644,4.97,0.02
645,5.0,0.0
646,4.88,0.08
647,4.91,0.06
648,4.94,0.04
649,5.0,0.0
650,5.0,0.0
651,4.94,0.04
652,4.97,0.02
653,4.97,0.02
654,5.0,0.0
655,4.88,0.08
656,5.0,0.0
657,5.0,0.0
658,5.0,0.0
659,4.94,0.04
660,5.0,0.0
661,4.97,0.02
662,5.0,0.0
663,4.97,0.02
664,4.97,0.02
665,4.97,0.02
666,4.94,0.04
667,5.0,0.0
668,4.91,0.06
669,4.97,0.02
670,4.97,0.02
671,4.97,0.02
672,5.0,0.0
673,5.0,0.0
674,5.0,0.0
675,4.97,0.02
676,5.0,0.0
677,4.97,0.02
678,4.97,0.02
679,4.94,0.04
680,4.94,0.04
681,4.97,0.02
682,5.0,0.0
683,4.97,0.02
684,5.0,0.0
685,4.91,0.06
686,4.99,0.015
687,5.0,0.0
688,4.97,0.02
689,4.97,0.02
690,4.94,0.04
691,4.97,0.02
692,5.0,0.0
693,5.0,0.0
694,4.91,0.06
695,5.0,0.0
696,5.0,0.0
697,4.97,0.02
698,5.0,0.0
699,4.97,0.02
700,4.94,0.04
701,4.97,0.02
702,5.0,0.0
703,5.0,0.0
704,5.0,0.0
705,5.0,0.0
706,4.97,0.02
707,4.97,0.02
708,4.97,0.02
709,5.0,0.0
710,5.0,0.0
711,5.0,0.0
712,4.94,0.04
713,4.97,0.02
714,5.0,0.0
715,4.94,0.04
716,4.97,0.02
717,4.97,0.02
718,4.94,0.04
719,4.91,0.06
720,4.97,0.02
721,4.97,0.02
722,4.97,0.02
723,4.97,0.02
724,5.0,0.0
725,4.94,0.04
726,4.94,0.04
727,5.0,0.0
728,4.97,0.02
729,4.97,0.02
730,4.97,0.02
731,4.97,0.02
732,4.97,0.02
733,5.0,0.0
734,4.97,0.02
735,4.94,0.04
736,5.0,0.0
737,5.0,0.0
738,4.97,0.02
739,4.94,0.04
740,5.0,0.0
741,4.97,0.02
742,4.94,0.04
743,4.94,0.04
744,5.0,0.0
745,5.0,0.0
746,5.0,0.0
747,5.0,0.0
748,4.97,0.02
749,4.94,0.04
750,4.97,0.02
751,4.97,0.02
752,4.97,0.02
753,5.0,0.0
754,4.97,0.02
755,4.97,0.02
756,4.94,0.04
757,4.97,0.02
758,5.0,0.0
759,5.0,0.0
760,4.94,0.04
761,4.97,0.02
762,5.0,0.0
763,4.97,0.02
764,4.94,0.04
765,4.97,0.02
766,4.97,0.02
767,5.0,0.0
768,4.94,0.04
769,4.97,0.02
770,5.0,0.0
771,4.97,0.02
772,4.97,0.02
773,4.97,0.02
774,4.94,0.04
775,5.0,0.0
776,4.94,0.04
777,5.0,0.0
778,4.97,0.02
779,4.97,0.02
780,4.97,0.02
781,5.0,0.0
782,5.0,0.0
783,4.94,0.04
784,4.94,0.04
785,4.91,0.06
786,4.94,0.04
787,4.97,0.02
788,5.0,0.0
789,4.97,0.02
790,5.0,0.0
791,5.0,0.0
792,5.0,0.0
793,4.97,0.02
794,5.0,0.0
795,5.0,0.0
796,5.0,0.0
797,5.0,0.0
798,4.97,0.02
799,5.0,0.0
800,5.0,0.0
801,5.0,0.0
802,5.0,0.0
803,5.0,0.0
804,4.97,0.02
805,5.0,0.0
806,5.0,0.0
807,5.0,0.0
808,4.91,0.06
809,4.91,0.06
810,5.0,0.0
811,5.0,0.0
812,4.97,0.02
813,4.97,0.02
814,4.97,0.02
815,5.0,0.0
816,5.0,0.0
817,4.97,0.02
818,4.97,0.02
819,4.97,0.02
820,4.895,0.07
821,5.0,0.0
822,4.97,0.02
823,4.97,0.02
824,4.97,0.02
825,4.97,0.02
826,4.97,0.02
827,5.0,0.0
828,4.97,0.02
829,4.97,0.02
830,5.0,0.0
831,4.94,0.04
832,4.94,0.04
833,5.0,0.0
834,5.0,0.0
835,4.97,0.02
836,4.97,0.02
837,5.0,0.0
838,5.0,0.0
839,5.0,0.0
840,5.0,0.0
841,5.0,0.0
842,5.0,0.0
843,5.0,0.0
844,5.0,0.0
845,4.97,0.02
846,5.0,0.0
847,5.0,0.0
848,4.97,0.02
849,5.0,0.0
850,5.0,0.0
851,5.0,0.0
852,5.0,0.0
853,5.0,0.0
854,5.0,0.0
855,4.97,0.02
856,4.97,0.02
857,5.0,0.0
858,5.0,0.0
859,5.0,0.0
860,5.0,0.0
861,4.94,0.04
862,4.97,0.02
863,5.0,0.0
864,5.0,0.0
865,5.0,0.0
866,4.97,0.02
867,5.0,0.0
868,5.0,0.0
869,5.0,0.0
870,4.97,0.02
871,5.0,0.0
872,5.0,0.0
873,5.0,0.0
874,5.0,0.0
875,5.0,0.0
876,5.0,0.0
877,5.0,0.0
878,4.97,0.02
879,5.0,0.0
880,5.0,0.0
881,5.0,0.0
882,5.0,0.0
883,4.94,0.04
884,4.94,0.04
885,4.91,0.06
886,4.94,0.04
887,4.97,0.02
888,4.97,0.02
889,5.0,0.0
890,5.0,0.0
891,5.0,0.0
892,5.0,0.0
893,5.0,0.0
894,5.0,0.0
895,5.0,0.0
896,5.0,0.0
897,4.97,0.02
898,5.0,0.0
899,5.0,0.0
900,5.0,0.0
901,5.0,0.0
902,4.97,0.02
903,4.97,0.02
904,5.0,0.0
905,5.0,0.0
906,5.0,0.0
907,5.0,0.0
908,4.91,0.06
909,5.0,0.0
910,5.0,0.0
911,5.0,0.0
912,4.97,0.02
913,4.97,0.02
914,5.0,0.0
915,5.0,0.0
916,5.0,0.0
917,4.97,0.02
918,4.97,0.02
919,5.0,0.0
920,4.97,0.02
921,5.0,0.0
922,4.91,0.06
923,5.0,0.0
924,5.0,0.0
925,5.0,0.0
926,4.97,0.02
927,5.0,0.0
928,4.97,0.02
929,5.0,0.0
930,5.0,0.0
931,5.0,0.0
932,4.94,0.04
933,4.97,0.02
934,5.0,0.0
935,5.0,0.0
936,4.97,0.02
937,4.97,0.02
938,4.97,0.02
939,4.97,0.02
940,5.0,0.0
941,5.0,0.0
942,5.0,0.0
943,4.97,0.02
944,5.0,0.0
945,5.0,0.0
946,4.97,0.02
947,4.97,0.02
948,5.0,0.0
949,4.97,0.02
950,5.0,0.0
951,5.0,0.0
952,5.0,0.0
953,5.0,0.0
954,4.97,0.02
955,5.0,0.0
956,5.0,0.0
957,5.0,0.0
958,5.0,0.0
959,5.0,0.0
960,4.97,0.02
961,5.0,0.0
962,5.0,0.0
963,5.0,0.0
964,4.94,0.04
965,5.0,0.0
966,4.97,0.02
967,4.97,0.02
968,4.94,0.04
969,5.0,0.0
970,5.0,0.0
971,5.0,0.0
972,5.0,0.0
973,4.97,0.02
974,4.97,0.02
975,4.97,0.02
976,4.94,0.04
977,5.0,0.0
978,5.0,0.0
979,4.94,0.04
980,5.0,0.0
981,4.97,0.02
982,5.0,0.0
983,5.0,0.0
984,5.0,0.0
985,4.97,0.02
986,5.0,0.0
987,4.97,0.02
988,5.0,0.0
989,5.0,0.0
990,5.0,0.0
991,5.0,0.0
992,5.0,0.0
993,4.97,0.02
994,4.97,0.02
995,5.0,0.0
996,4.97,0.02
997,5.0,0.0
998,5.0,0.0
999,4.97,0.02
