,NeuralAgent_BattleRoyal,AlwaysDefectAgent,RandomChoiceAgent,Student10_200mAgent,Student11_200mAgent,Student13_200aAgent,Student13_200bAgent,Student13_200cAgent,Student13_200mAgent,Student16_200bAgent,Student16_200cAgent,Student17_200aAgent,Student17_200bAgent,Student17_200mAgent,Student19_200aAgent,Student19_200bAgent,Student19_200cAgent,Student19_200mAgent,Student1_200aAgent,Student1_200bAgent,Student1_200cAgent,Student1_200mAgent,Student21_200aAgent,Student21_200cAgent,Student22_200mAgent,Student23_200mAgent,Student24_200bAgent,Student24_200cAgent,Student24_200mAgent,Student26_200bAgent,Student26_200cAgent,Student26_200mAgent,Student2_200aAgent,Student2_200cAgent,Student3_200aAgent,Student3_200bAgent,Student4_200aAgent,Student5_200aAgent,Student5_200bAgent,Student5_200cAgent,Student5_200mAgent,Student7_200aAgent,Student7_200bAgent,Student7_200mAgent,TitF2tatAgent,TitFTatAgent
20,2.092888888888889,2.074222222222222,1.697111111111111,1.8697777777777778,1.9024444444444444,1.6373333333333333,1.7976666666666667,2.0197777777777777,2.030777777777778,1.8588888888888888,1.8056666666666668,1.88,1.8903333333333334,2.054222222222222,1.8917777777777778,1.6623333333333334,1.5965555555555555,1.6075555555555556,2.051111111111111,1.836,1.8951111111111112,1.8373333333333333,2.0755555555555554,1.8455555555555556,2.061777777777778,1.8551111111111112,2.0628888888888888,2.058333333333333,1.7041111111111111,2.064111111111111,2.1077777777777778,2.06,2.139111111111111,0.04666666666666667,0.573,2.0606666666666666,1.5615555555555556,1.7224444444444444,1.6416666666666666,2.101888888888889,1.6952222222222222,2.0156666666666667,2.1314444444444445,2.1185555555555555,2.0014444444444446,2.1166666666666667
21,2.1194444444444445,2.0564444444444443,1.7193333333333334,1.8035555555555556,1.8946666666666667,1.6688888888888889,1.7794444444444444,2.0123333333333333,2.0313333333333334,1.8502222222222222,1.7613333333333334,1.8747777777777779,1.8942222222222223,2.0484444444444443,1.9191111111111112,1.6502222222222223,1.6112222222222221,1.608,2.0443333333333333,1.8336666666666666,1.9055555555555554,1.844,2.0994444444444444,1.8535555555555556,2.068,1.855,2.0576666666666665,2.0575555555555556,1.6984444444444444,2.063111111111111,2.106333333333333,2.06,2.167,0.04666666666666667,0.5771111111111111,2.058777777777778,1.5702222222222222,1.7366666666666666,1.6535555555555554,2.135,1.708,2.0068888888888887,2.121,2.1238888888888887,2.0132222222222222,2.1204444444444444
22,2.1101111111111113,2.0633333333333335,1.7026666666666668,1.8356666666666666,1.8935555555555557,1.6675555555555555,1.7978888888888889,2.0206666666666666,2.0254444444444446,1.8577777777777778,1.7573333333333334,1.870111111111111,1.8843333333333334,2.055111111111111,1.9182222222222223,1.6553333333333333,1.6097777777777778,1.605888888888889,2.0363333333333333,1.8352222222222223,1.9454444444444445,1.8282222222222222,2.0865555555555555,1.8433333333333333,2.070888888888889,1.858111111111111,2.0603333333333333,2.068888888888889,1.705111111111111,2.0756666666666668,2.115,2.052888888888889,2.141888888888889,0.04633333333333333,0.5722222222222222,2.051888888888889,1.5823333333333334,1.7464444444444445,1.639888888888889,2.094333333333333,1.7152222222222222,2.0068888888888887,2.1215555555555556,2.1203333333333334,2.016888888888889,2.1222222222222222
23,2.112222222222222,2.0713333333333335,1.735111111111111,1.821888888888889,1.894111111111111,1.6468888888888888,1.8082222222222222,2.024111111111111,2.0356666666666667,1.8457777777777777,1.7585555555555556,1.8868888888888888,1.8916666666666666,2.0584444444444445,1.9314444444444445,1.668,1.6102222222222222,1.5975555555555556,2.0913333333333335,1.8355555555555556,1.9595555555555555,1.8327777777777778,2.089888888888889,1.847888888888889,2.065777777777778,1.8545555555555555,2.060888888888889,2.0527777777777776,1.7014444444444445,2.0675555555555554,2.105888888888889,2.058777777777778,2.1541111111111113,0.04666666666666667,0.5693333333333334,2.0548888888888888,1.5692222222222223,1.7418888888888888,1.6235555555555556,2.092111111111111,1.6614444444444445,2.0124444444444443,2.1306666666666665,2.161888888888889,2.0044444444444443,2.1323333333333334
24,2.1064444444444446,2.0646666666666667,1.7263333333333333,1.7705555555555557,1.9013333333333333,1.6597777777777778,1.798888888888889,2.0203333333333333,2.0308888888888887,1.8454444444444444,1.7582222222222221,1.880111111111111,1.8923333333333334,2.0576666666666665,1.9176666666666666,1.6262222222222222,1.6068888888888888,1.6028888888888888,2.0273333333333334,1.8346666666666667,1.9194444444444445,1.8391111111111111,2.0875555555555554,1.821888888888889,2.0654444444444446,1.8534444444444444,2.0643333333333334,2.048888888888889,1.6994444444444445,2.0677777777777777,2.1047777777777776,2.0612222222222223,2.247888888888889,0.04533333333333334,0.5535555555555556,2.0595555555555554,1.595,1.7398888888888888,1.6696666666666666,2.1274444444444445,1.6677777777777778,2.006666666666667,2.1545555555555556,2.1253333333333333,2.0092222222222222,2.129888888888889
25,2.0603333333333333,2.076111111111111,1.7493333333333334,1.868111111111111,1.898,1.6414444444444445,1.8112222222222223,2.033333333333333,2.0254444444444446,1.8545555555555555,1.794888888888889,1.8825555555555555,1.9032222222222221,2.062,1.9236666666666666,1.6517777777777778,1.6005555555555555,1.6034444444444444,2.0555555555555554,1.8264444444444445,1.8707777777777779,1.8371111111111111,2.0883333333333334,1.8468888888888888,2.0683333333333334,1.8548888888888888,2.046777777777778,2.063111111111111,1.705111111111111,2.0665555555555555,2.1094444444444442,2.0612222222222223,2.1513333333333335,0.04633333333333333,0.568,2.0581111111111112,1.5788888888888888,1.7504444444444445,1.636111111111111,2.1003333333333334,1.6573333333333333,2.0092222222222222,2.1505555555555556,2.1184444444444446,2.004111111111111,2.1165555555555557
26,2.034777777777778,2.008888888888889,1.7302222222222223,1.8271111111111111,1.8992222222222221,1.6455555555555557,1.832111111111111,2.0246666666666666,2.030222222222222,1.8504444444444443,1.7765555555555557,1.8796666666666666,1.8787777777777779,2.042333333333333,1.9155555555555555,1.6733333333333333,1.609888888888889,1.5996666666666666,2.074333333333333,1.8394444444444444,1.852,1.8285555555555555,2.0915555555555554,1.8416666666666666,2.0645555555555557,1.858,2.065777777777778,2.0664444444444445,1.705111111111111,2.0687777777777776,2.1126666666666667,2.058222222222222,2.140111111111111,0.04633333333333333,0.6218888888888889,2.0637777777777777,1.588,1.7434444444444444,1.63,2.148111111111111,1.7075555555555555,2.0077777777777777,2.1485555555555558,2.1256666666666666,2.001777777777778,2.1207777777777777
27,2.074888888888889,2.0613333333333332,1.7444444444444445,1.8624444444444443,1.9008888888888889,1.6546666666666667,1.7993333333333332,2.026,2.0268888888888887,1.843,1.799,1.8705555555555555,1.8947777777777777,2.065111111111111,1.923,1.6492222222222221,1.6,1.6022222222222222,2.1831111111111112,1.8356666666666666,1.9593333333333334,1.836,2.0917777777777777,1.8214444444444444,2.084,1.8582222222222222,2.062333333333333,2.053777777777778,1.7077777777777778,2.063222222222222,2.109111111111111,2.0607777777777776,2.2194444444444446,0.04633333333333333,0.5731111111111111,2.065888888888889,1.56,1.7267777777777777,1.648111111111111,2.0965555555555557,1.673,2.0496666666666665,2.159,2.164,1.9983333333333333,2.1233333333333335
28,2.095666666666667,2.055222222222222,1.7041111111111111,1.8584444444444443,1.8964444444444444,1.669,1.7844444444444445,2.0004444444444442,2.0393333333333334,1.854111111111111,1.801111111111111,1.882111111111111,1.9074444444444445,2.0604444444444443,1.8924444444444444,1.6523333333333334,1.5987777777777779,1.6064444444444443,2.2306666666666666,1.8295555555555556,1.9447777777777777,1.839,2.070333333333333,1.8465555555555555,2.0741111111111112,1.8522222222222222,2.0595555555555554,2.0665555555555555,1.7074444444444445,2.0637777777777777,2.1084444444444443,2.058777777777778,2.134333333333333,0.046,0.5571111111111111,2.0676666666666668,1.5607777777777778,1.745,1.6172222222222221,2.1453333333333333,1.7114444444444445,2.0524444444444443,2.144888888888889,2.1705555555555556,2.0216666666666665,2.1301111111111113
29,2.050777777777778,2.0723333333333334,1.7462222222222221,1.8627777777777779,1.8912222222222221,1.6505555555555556,1.803111111111111,2.021333333333333,2.0376666666666665,1.8447777777777778,1.794,1.8847777777777779,1.8882222222222222,2.058,1.9214444444444445,1.658111111111111,1.5992222222222223,1.6016666666666666,2.223222222222222,1.8371111111111111,1.8876666666666666,1.8368888888888888,2.0934444444444447,1.8287777777777778,2.0693333333333332,1.856111111111111,2.062666666666667,2.0553333333333335,1.7097777777777778,2.0676666666666668,2.1038888888888887,2.062222222222222,2.243777777777778,0.046,0.5664444444444444,2.066666666666667,1.5845555555555555,1.7442222222222221,1.689888888888889,2.1475555555555554,1.7102222222222223,2.0504444444444445,2.121,2.164,2.0254444444444446,2.125
30,2.105,2.069777777777778,1.7385555555555556,1.8522222222222222,1.8933333333333333,1.6364444444444444,1.8022222222222222,2.028,2.0283333333333333,1.8592222222222223,1.7966666666666666,1.8857777777777778,1.9076666666666666,2.0643333333333334,1.9253333333333333,1.6612222222222222,1.5975555555555556,1.6012222222222223,2.0687777777777776,1.8335555555555556,1.8882222222222222,1.8265555555555555,2.088111111111111,1.8456666666666666,2.0714444444444444,1.8571111111111112,2.056888888888889,2.066777777777778,1.7081111111111111,2.0613333333333332,2.110888888888889,2.0575555555555556,2.1577777777777776,0.04666666666666667,0.57,2.057888888888889,1.5443333333333333,1.7406666666666666,1.642111111111111,2.0958888888888887,1.677888888888889,2.0035555555555558,2.1532222222222224,2.1283333333333334,1.9881111111111112,2.129888888888889
31,2.105,2.0634444444444444,1.6873333333333334,1.854,1.9014444444444445,1.6684444444444444,1.7883333333333333,2.0117777777777777,2.025333333333333,1.8552222222222223,1.7926666666666666,1.8854444444444445,1.9084444444444444,2.0654444444444446,1.893,1.6434444444444445,1.5983333333333334,1.606111111111111,2.2214444444444443,1.8296666666666668,1.9503333333333333,1.8385555555555555,2.0772222222222223,1.8554444444444445,2.0725555555555557,1.8583333333333334,2.0637777777777777,2.0675555555555554,1.7087777777777777,2.0726666666666667,2.1075555555555554,2.058666666666667,2.149,0.04666666666666667,0.5764444444444444,2.0594444444444444,1.6046666666666667,1.7246666666666666,1.6444444444444444,2.1382222222222222,1.702888888888889,2.054222222222222,2.1457777777777776,2.1644444444444444,2.0197777777777777,2.1234444444444445
